Date,SPDR S&P Regional BankingEtf_Open_average,SPDR S&P Regional BankingEtf_Open_max,SPDR S&P Regional BankingEtf_Open_min,SPDR S&P Regional BankingEtf_Open_volatility,SPDR S&P Regional BankingEtf_Open_change,SPDR S&P Regional BankingEtf_High_average,SPDR S&P Regional BankingEtf_High_max,SPDR S&P Regional BankingEtf_High_min,SPDR S&P Regional BankingEtf_High_volatility,SPDR S&P Regional BankingEtf_High_change,SPDR S&P Regional BankingEtf_Low_average,SPDR S&P Regional BankingEtf_Low_max,SPDR S&P Regional BankingEtf_Low_min,SPDR S&P Regional BankingEtf_Low_volatility,SPDR S&P Regional BankingEtf_Low_change,SPDR S&P Regional BankingEtf_Close_average,SPDR S&P Regional BankingEtf_Close_max,SPDR S&P Regional BankingEtf_Close_min,SPDR S&P Regional BankingEtf_Close_volatility,SPDR S&P Regional BankingEtf_Close_change
2016-12-25,55.5,55.5,55.5,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2017-01-01,55.99,55.99,55.99,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2017-01-08,55.7,55.7,55.7,0.0,0.0,56.67,56.67,56.67,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2017-01-15,54.29,54.29,54.29,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2017-01-22,56.8,56.8,56.8,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2017-01-29,55.49,55.49,55.49,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.14,55.14,55.14,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2017-02-05,56.18,56.18,56.18,0.0,0.0,56.31,56.31,56.31,0.0,0.0,55.78,55.78,55.78,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2017-02-12,57.28,57.28,57.28,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2017-02-19,57.2,57.2,57.2,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2017-02-26,57.98,57.98,57.98,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2017-03-05,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2017-03-12,56.88,56.88,56.88,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2017-03-19,53.19,53.19,53.19,0.0,0.0,53.45,53.45,53.45,0.0,0.0,52.58,52.58,52.58,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2017-03-26,54.9,54.9,54.9,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2017-04-02,53.37,53.37,53.37,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2017-04-09,52.46,52.46,52.46,0.0,0.0,52.88,52.88,52.88,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2017-04-16,53.48,53.48,53.48,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-04-23,54.95,54.95,54.95,0.0,0.0,55.18,55.18,55.18,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2017-04-30,54.98,54.98,54.98,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-05-07,53.13,53.13,53.13,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.76,52.76,52.76,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2017-05-14,52.33,52.33,52.33,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-05-21,53.0,53.0,53.0,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2017-05-28,52.09,52.09,52.09,0.0,0.0,52.92,52.92,52.92,0.0,0.0,51.91,51.91,51.91,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2017-06-04,54.59,54.59,54.59,0.0,0.0,56.04,56.04,56.04,0.0,0.0,54.53,54.53,54.53,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2017-06-11,55.11,55.11,55.11,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2017-06-18,53.54,53.54,53.54,0.0,0.0,53.59,53.59,53.59,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2017-06-25,55.49,55.49,55.49,0.0,0.0,55.54,55.54,55.54,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-07-02,55.73,55.73,55.73,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2017-07-09,54.58,54.58,54.58,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.33,54.33,54.33,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-07-16,54.8,54.8,54.8,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2017-07-23,54.39,54.39,54.39,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2017-07-30,55.25,55.25,55.25,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2017-08-06,52.77,52.77,52.77,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2017-08-13,51.33,51.33,51.33,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2017-08-20,52.47,52.47,52.47,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2017-08-27,52.1,52.1,52.1,0.0,0.0,52.74,52.74,52.74,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-09-03,49.42,49.42,49.42,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.42,49.42,49.42,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-09-10,52.07,52.07,52.07,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2017-09-17,54.02,54.02,54.02,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2017-09-24,56.3,56.3,56.3,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2017-10-01,57.2,57.2,57.2,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2017-10-08,56.03,56.03,56.03,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2017-10-15,57.28,57.28,57.28,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2017-10-22,57.41,57.41,57.41,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2017-10-29,57.05,57.05,57.05,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.74,56.74,56.74,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2017-11-05,54.67,54.67,54.67,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-11-12,55.21,55.21,55.21,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.18,55.18,55.18,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2017-11-19,56.59,56.59,56.59,0.0,0.0,56.6,56.6,56.6,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-11-26,59.39,59.39,59.39,0.0,0.0,59.67,59.67,59.67,0.0,0.0,57.28,57.28,57.28,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2017-12-03,59.71,59.71,59.71,0.0,0.0,59.74,59.74,59.74,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2017-12-10,58.17,58.17,58.17,0.0,0.0,59.69,59.69,59.69,0.0,0.0,57.92,57.92,57.92,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2017-12-17,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-12-24,59.6,59.6,59.6,0.0,0.0,59.69,59.69,59.69,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2017-12-31,59.69,59.69,59.69,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.82,59.82,59.82,0.0,0.0
