Date,AREX_stock_Open_average,AREX_stock_Open_max,AREX_stock_Open_min,AREX_stock_Open_volatility,AREX_stock_Open_change,AREX_stock_High_average,AREX_stock_High_max,AREX_stock_High_min,AREX_stock_High_volatility,AREX_stock_High_change,AREX_stock_Low_average,AREX_stock_Low_max,AREX_stock_Low_min,AREX_stock_Low_volatility,AREX_stock_Low_change,AREX_stock_Close_average,AREX_stock_Close_max,AREX_stock_Close_min,AREX_stock_Close_volatility,AREX_stock_Close_change,AREX_stock_Volume_average,AREX_stock_Volume_max,AREX_stock_Volume_min,AREX_stock_Volume_volatility,AREX_stock_Volume_change
2016-01-03,1.62,1.86,1.35,0.51,-0.51,1.65,1.94,1.4,0.54,-0.54,1.47104,1.71,1.2201,0.4899,-0.4899,1.509,1.76,1.27,0.49,-0.49,847143,1969104,421551,1547553,1470816
2016-01-10,1.012,1.26,0.85,0.41000000000000003,-0.41000000000000003,1.0786,1.27,0.976,0.29400000000000004,-0.27,0.87906,1.0,0.805,0.19499999999999995,-0.19499999999999995,0.93018,1.0,0.8911,0.1089,-0.0625,882005,1193577,533271,660306,166608
2016-01-17,0.883125,1.01,0.78,0.22999999999999998,0.057499999999999996,1.031175,1.2499,0.855,0.39490000000000003,0.29000000000000004,0.840675,1.01,0.75,0.26,0.19000000000000006,0.9157500000000001,1.1,0.7801,0.3199000000000001,0.24990000000000012,691097,923658,406793,516865,516865
2016-01-24,1.036,1.15,0.91,0.23999999999999988,0.08999999999999986,1.164,1.29,1.03,0.26,0.25,0.993,1.13,0.88,0.2499999999999999,0.21999999999999986,1.08234,1.29,0.9217,0.36830000000000007,0.36830000000000007,544084,692422,330770,361652,48146
2016-01-31,1.092,1.3,0.98,0.32000000000000006,-0.25,1.147,1.3,1.0,0.30000000000000004,-0.20500000000000007,0.97804,1.02,0.9101,0.1099,-0.030000000000000027,1.032,1.1,0.95,0.15000000000000013,-0.06000000000000005,487204,749041,247634,501407,-501407
2016-02-07,0.9042,0.99,0.81,0.17999999999999994,-0.020000000000000018,0.96984,1.05,0.9,0.15000000000000002,0.06000000000000005,0.83242,0.902,0.8,0.10199999999999998,0.04200000000000004,0.88564,0.9299,0.8302,0.0996999999999999,0.030199999999999894,316760,446880,241753,205127,-2174
2016-02-14,0.898125,0.95,0.84,0.10999999999999999,-0.10999999999999999,0.957475,1.04,0.86,0.18000000000000005,-0.18000000000000005,0.824775,0.8771,0.76,0.11709999999999998,-0.052000000000000046,0.850975,0.914,0.7601,0.15390000000000004,-0.10970000000000002,380150,512299,274797,237502,173347
2016-02-21,0.72056,0.8,0.6628,0.1372000000000001,-0.1100000000000001,0.79248,0.8791,0.7387,0.14039999999999997,-0.12,0.67084,0.8,0.6012,0.1988000000000001,-0.12990000000000002,0.7064,0.8001,0.6601,0.14,-0.08850000000000002,454349,822673,219587,603086,-210471
2016-02-28,0.87,1.1,0.7,0.40000000000000013,0.40000000000000013,1.1265,1.8899,0.7888,1.1011,1.1011,0.8379800000000001,1.0999,0.7,0.39990000000000014,0.39990000000000014,1.03684,1.53,0.7539,0.7761,0.7761,1508867,4167934,419601,3748333,3748333
2016-03-06,1.684,1.78,1.58,0.19999999999999996,-0.1200000000000001,1.83798,2.05,1.6999,0.35009999999999986,-0.2599999999999998,1.53302,1.66,1.395,0.2649999999999999,0.039999999999999813,1.67,1.9,1.52,0.3799999999999999,-0.18999999999999995,1309855,3347976,554127,2793849,-2793849
2016-03-13,1.548,1.6,1.39,0.2100000000000002,0.0,1.6214,1.66,1.57,0.08999999999999986,0.016999999999999904,1.398,1.51,1.26,0.25,-0.16999999999999993,1.528,1.6,1.39,0.2100000000000002,-0.040000000000000036,896264,1712105,403900,1308205,1228390
2016-03-20,1.3925,1.52,1.18,0.3400000000000001,-0.3400000000000001,1.47,1.6,1.28,0.32000000000000006,-0.32000000000000006,1.305,1.45,1.11,0.33999999999999986,-0.33999999999999986,1.375,1.55,1.27,0.28,-0.28,607059,1081979,341648,740331,87261
2016-03-27,1.236,1.31,1.13,0.18000000000000016,-0.1200000000000001,1.3037,1.35,1.21,0.14000000000000012,-0.10000000000000009,1.16878,1.1901,1.13,0.06010000000000004,-0.04380000000000006,1.23,1.27,1.16,0.1100000000000001,-0.06000000000000005,450145,739301,331686,407615,104489
2016-04-03,1.282,1.48,1.2,0.28,0.28,1.398,1.64,1.25,0.3899999999999999,0.33999999999999986,1.254,1.47,1.15,0.32000000000000006,0.32000000000000006,1.358,1.55,1.23,0.32000000000000006,0.32000000000000006,514613,779386,320149,459237,258319
2016-04-10,1.72,1.86,1.6,0.26,0.06999999999999984,1.81398,1.9399,1.66,0.27990000000000004,0.09000000000000008,1.608,1.66,1.54,0.11999999999999988,0.06000000000000005,1.732,1.85,1.61,0.24,0.06999999999999984,600370,942421,382633,559788,-138739
2016-04-17,1.84,2.18,1.49,0.6900000000000002,0.6900000000000002,2.1029,2.425,1.79,0.6349999999999998,0.6349999999999998,1.792,2.05,1.48,0.5699999999999998,0.5699999999999998,1.966,2.16,1.72,0.44000000000000017,0.44000000000000017,1099883,1869410,656131,1213279,648942
2016-04-24,2.526,3.0,2.19,0.81,0.5399999999999996,2.74998,3.0999,2.28,0.8199000000000001,0.6900000000000004,2.4138800000000002,2.74,2.07,0.6700000000000004,0.6700000000000004,2.6180000000000003,2.99,2.14,0.8500000000000001,0.79,1284594,2851678,582222,2269456,331126
2016-05-01,2.542,2.96,2.28,0.6800000000000002,-0.6800000000000002,2.6872,2.9894,2.56,0.4293999999999998,-0.4293999999999998,2.302,2.54,2.21,0.33000000000000007,-0.31000000000000005,2.436,2.63,2.27,0.3599999999999999,-0.16999999999999993,713128,790712,606924,183788,-149682
2016-05-08,2.516,2.8,2.35,0.44999999999999973,-0.07000000000000028,2.6879999999999997,2.9,2.55,0.3500000000000001,0.10000000000000009,2.36302,2.46,2.28,0.18000000000000016,0.08500000000000041,2.512,2.69,2.38,0.31000000000000005,0.0900000000000003,571429,773288,332160,441128,-245381
2016-05-15,2.4899999999999998,2.59,2.35,0.23999999999999977,-0.1499999999999999,2.636,2.8,2.49,0.3099999999999996,-0.19999999999999973,2.402,2.52,2.3,0.2200000000000002,-0.1299999999999999,2.5060000000000002,2.6,2.39,0.20999999999999996,-0.040000000000000036,530288,838752,300446,538306,-538306
2016-05-22,2.662,2.97,2.49,0.48,0.17999999999999972,2.836,3.07,2.69,0.3799999999999999,0.06999999999999984,2.56582,2.705,2.4130000000000003,0.2919999999999998,0.23699999999999966,2.682,2.83,2.54,0.29000000000000004,0.1299999999999999,514918,946073,315945,630128,-175659
2016-05-29,2.61,2.74,2.4,0.3400000000000003,-0.31000000000000005,2.6412500000000003,2.74,2.49,0.25,-0.23999999999999977,2.4825,2.65,2.33,0.31999999999999984,-0.31999999999999984,2.565,2.67,2.47,0.19999999999999973,-0.19999999999999973,624743,741908,446584,295324,295324
