Date,IIVI_stock_Open_average,IIVI_stock_Open_max,IIVI_stock_Open_min,IIVI_stock_Open_volatility,IIVI_stock_Open_change,IIVI_stock_High_average,IIVI_stock_High_max,IIVI_stock_High_min,IIVI_stock_High_volatility,IIVI_stock_High_change,IIVI_stock_Low_average,IIVI_stock_Low_max,IIVI_stock_Low_min,IIVI_stock_Low_volatility,IIVI_stock_Low_change,IIVI_stock_Close_average,IIVI_stock_Close_max,IIVI_stock_Close_min,IIVI_stock_Close_volatility,IIVI_stock_Close_change,IIVI_stock_Volume_average,IIVI_stock_Volume_max,IIVI_stock_Volume_min,IIVI_stock_Volume_volatility,IIVI_stock_Volume_change
2016-01-03,17.526,18.29,16.98,1.3099999999999987,-1.3099999999999987,17.782,18.33,17.34,0.9899999999999984,-0.8399999999999999,17.174,17.67,16.41,1.2600000000000016,-1.2600000000000016,17.224,17.7,16.42,1.2799999999999976,-1.259999999999998,396583,513923,252328,261595,138034
2016-01-10,16.642,16.85,16.35,0.5,-0.16000000000000014,16.881999999999998,17.17,16.63,0.5400000000000027,-0.17999999999999972,16.424,16.61,16.09,0.5199999999999996,-0.33999999999999986,16.65,16.79,16.49,0.3000000000000007,-0.08000000000000185,323076,410863,267306,143557,122568
2016-01-17,16.755,16.94,16.5,0.4400000000000013,0.26000000000000156,16.95,17.05,16.85,0.1999999999999993,0.13999999999999702,16.415,16.65,16.24,0.41000000000000014,0.41000000000000014,16.715,16.89,16.54,0.3500000000000014,0.28999999999999915,372394,424523,320857,103666,34010
2016-01-24,18.772000000000002,19.82,16.94,2.879999999999999,2.849999999999998,19.554000000000002,20.8,17.12,3.6799999999999997,3.6799999999999997,18.534,19.79,16.71,3.0799999999999983,3.0799999999999983,19.322,20.8,17.0,3.8000000000000007,3.8000000000000007,764949,1122751,396067,726684,534869
2016-01-31,20.486,20.8,20.16,0.6400000000000006,-0.6400000000000006,20.732,20.97,20.52,0.4499999999999993,-0.39000000000000057,20.188,20.36,20.04,0.3200000000000003,-0.3200000000000003,20.364,20.5,20.12,0.379999999999999,-0.379999999999999,444849,600445,371957,228488,-117245
2016-02-07,19.75,20.18,19.32,0.8599999999999994,-0.16999999999999815,20.086,20.37,19.7,0.6700000000000017,-0.13000000000000256,19.534,19.74,19.02,0.7199999999999989,-0.1700000000000017,19.842,20.0,19.57,0.4299999999999997,-0.05999999999999872,339650,459591,265316,194275,-62866
2016-02-14,20.255,20.43,19.99,0.4400000000000013,0.4400000000000013,20.665,21.15,20.28,0.8699999999999974,0.8699999999999974,20.0875,20.32,19.82,0.5,0.5,20.535,21.14,20.15,0.990000000000002,0.990000000000002,376101,459149,295187,163962,163962
2016-02-21,21.376666666666665,21.59,20.96,0.629999999999999,0.3299999999999983,21.63,22.0,21.31,0.6900000000000013,0.28000000000000114,21.166666666666668,21.59,20.77,0.8200000000000003,0.8200000000000003,21.483333333333334,21.61,20.98,0.629999999999999,0.6099999999999994,387657,767722,166809,600913,-310591
2016-02-28,21.744,22.05,21.5,0.5500000000000007,-0.019999999999999574,22.006,22.18,21.74,0.4400000000000013,-0.360000000000003,21.506,21.74,21.22,0.5199999999999996,-0.28000000000000114,21.721999999999998,21.95,21.31,0.6400000000000006,-0.6400000000000006,366730,597574,218839,378735,-145513
2016-03-06,21.178,21.37,21.01,0.35999999999999943,-0.16000000000000014,21.483999999999998,21.89,21.29,0.6000000000000014,-0.5199999999999996,20.978,21.05,20.86,0.19000000000000128,-0.08000000000000185,21.132,21.28,20.89,0.39000000000000057,-0.060000000000002274,234833,342595,176503,166092,-130493
