Date,DMLPStock_Open_average,DMLPStock_Open_max,DMLPStock_Open_min,DMLPStock_Open_volatility,DMLPStock_Open_change,DMLPStock_High_average,DMLPStock_High_max,DMLPStock_High_min,DMLPStock_High_volatility,DMLPStock_High_change,DMLPStock_Low_average,DMLPStock_Low_max,DMLPStock_Low_min,DMLPStock_Low_volatility,DMLPStock_Low_change,DMLPStock_Close_average,DMLPStock_Close_max,DMLPStock_Close_min,DMLPStock_Close_volatility,DMLPStock_Close_change,DMLPStock_Volume_average,DMLPStock_Volume_max,DMLPStock_Volume_min,DMLPStock_Volume_volatility,DMLPStock_Volume_change
2016-01-03,9.882,10.02,9.74,0.27999999999999936,-0.17999999999999972,10.16,10.47,9.99,0.4800000000000004,-0.4800000000000004,9.526,9.83,9.37,0.46000000000000085,-0.05000000000000071,9.83,10.07,9.66,0.41000000000000014,-0.15000000000000036,57043,136360,20637,115723,-115723
2016-01-10,9.432,9.74,9.17,0.5700000000000003,-0.41999999999999993,9.832,10.24,9.4,0.8399999999999999,-0.7599999999999998,9.084,9.25,9.01,0.2400000000000002,-0.2400000000000002,9.278,9.45,9.17,0.27999999999999936,-0.17999999999999972,43144,58069,32076,25993,-6047
2016-01-17,9.3575,10.27,8.9,1.3699999999999992,1.0,9.9125,10.8,9.14,1.6600000000000001,1.1300000000000008,9.0625,10.05,8.57,1.4800000000000004,1.4800000000000004,9.545,10.13,9.02,1.1100000000000012,1.1100000000000012,64565,111320,41617,69703,-61665
2016-01-24,9.964,10.21,9.57,0.6400000000000006,0.120000000000001,10.468,10.79,10.19,0.5999999999999996,0.3899999999999988,9.61,9.77,9.35,0.41999999999999993,0.41000000000000014,10.012,10.72,9.43,1.290000000000001,1.290000000000001,38874,64781,22559,42222,16522
2016-01-31,10.392,10.69,10.06,0.629999999999999,-0.35999999999999943,10.558,10.69,10.42,0.2699999999999996,-0.2699999999999996,10.078,10.27,9.99,0.27999999999999936,-0.010000000000001563,10.254,10.47,10.04,0.4300000000000015,-0.22000000000000064,34607,43835,27559,16276,-16276
2016-02-07,9.959999999999999,10.2,9.85,0.34999999999999964,-0.16000000000000014,10.218,10.46,9.89,0.5700000000000003,-0.26000000000000156,9.712,10.0,9.56,0.4399999999999995,-0.22000000000000064,9.895999999999999,10.35,9.67,0.6799999999999997,-0.41999999999999993,47706,60764,30940,29824,-23131
2016-02-14,10.04,10.1,9.97,0.129999999999999,0.08999999999999986,10.2125,10.4,10.08,0.3200000000000003,-0.09999999999999964,9.8,9.9,9.7,0.20000000000000107,-0.05000000000000071,10.067499999999999,10.15,10.0,0.15000000000000036,0.040000000000000924,61148,156942,24810,132132,-9516
2016-02-21,9.785,10.16,9.55,0.6099999999999994,-0.6099999999999994,9.896666666666667,10.32,9.55,0.7699999999999996,-0.7699999999999996,9.521666666666667,9.9,9.36,0.5400000000000009,-0.34999999999999964,9.715,9.96,9.55,0.41000000000000014,-0.41000000000000014,47805,104347,0,104347,-46069
2016-02-28,9.85,10.2,9.48,0.7199999999999989,0.5,10.142,10.75,9.77,0.9800000000000004,0.7599999999999998,9.714,10.14,9.43,0.7100000000000009,0.6600000000000001,10.022,10.66,9.49,1.17,1.17,41892,61907,26093,35814,34579
2016-03-06,11.064,11.64,10.76,0.8800000000000008,0.10999999999999943,11.388,11.85,11.08,0.7699999999999996,-0.6799999999999997,10.672,10.8,10.48,0.3200000000000003,0.05000000000000071,11.081999999999999,11.61,10.8,0.8099999999999987,-0.6799999999999997,55513,73975,21955,52020,24392
2016-03-13,11.102,11.5,10.71,0.7899999999999991,0.3699999999999992,11.326,11.7,11.05,0.6499999999999986,0.5099999999999998,10.76,11.12,10.55,0.5699999999999985,-0.3000000000000007,10.988,11.49,10.67,0.8200000000000003,-0.3800000000000008,67499,93665,32483,61182,55266
2016-03-20,11.085,11.26,10.87,0.39000000000000057,0.13000000000000078,11.395,11.63,11.2,0.4300000000000015,-0.4300000000000015,10.8875,11.06,10.57,0.4900000000000002,-0.29999999999999893,11.25,11.43,11.05,0.379999999999999,-0.2400000000000002,33398,52485,13552,38933,-5794
2016-03-27,11.338000000000001,11.72,11.08,0.6400000000000006,0.15000000000000036,11.72,11.99,11.44,0.5500000000000007,0.25,11.118,11.45,10.78,0.6699999999999999,-0.25,11.358,11.63,11.0,0.6300000000000008,-0.3100000000000005,29026,44099,11063,33036,1663
