Date,First Trust Large Cap Core AlphaDEX_etf_Open_average,First Trust Large Cap Core AlphaDEX_etf_Open_max,First Trust Large Cap Core AlphaDEX_etf_Open_min,First Trust Large Cap Core AlphaDEX_etf_Open_volatility,First Trust Large Cap Core AlphaDEX_etf_Open_change,First Trust Large Cap Core AlphaDEX_etf_High_average,First Trust Large Cap Core AlphaDEX_etf_High_max,First Trust Large Cap Core AlphaDEX_etf_High_min,First Trust Large Cap Core AlphaDEX_etf_High_volatility,First Trust Large Cap Core AlphaDEX_etf_High_change,First Trust Large Cap Core AlphaDEX_etf_Low_average,First Trust Large Cap Core AlphaDEX_etf_Low_max,First Trust Large Cap Core AlphaDEX_etf_Low_min,First Trust Large Cap Core AlphaDEX_etf_Low_volatility,First Trust Large Cap Core AlphaDEX_etf_Low_change,First Trust Large Cap Core AlphaDEX_etf_Close_average,First Trust Large Cap Core AlphaDEX_etf_Close_max,First Trust Large Cap Core AlphaDEX_etf_Close_min,First Trust Large Cap Core AlphaDEX_etf_Close_volatility,First Trust Large Cap Core AlphaDEX_etf_Close_change
2016-01-03,41.54,41.54,41.54,0.0,0.0,41.58,41.58,41.58,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-01-10,39.36,39.36,39.36,0.0,0.0,39.64,39.64,39.64,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-01-17,39.8,39.8,39.8,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2016-01-24,39.86,39.86,39.86,0.0,0.0,40.79,40.79,40.79,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2016-01-31,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2016-02-07,38.85,38.85,38.85,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.68,38.68,38.68,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2016-02-14,40.63,40.63,40.63,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2016-02-21,42.0,42.0,42.0,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2016-02-28,43.17,43.17,43.17,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2016-03-06,43.57,43.57,43.57,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2016-03-13,44.69,44.69,44.69,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2016-03-20,43.76,43.76,43.76,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2016-03-27,44.36,44.36,44.36,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2016-04-03,43.92,43.92,43.92,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2016-04-10,44.56,44.56,44.56,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2016-04-17,44.76,44.76,44.76,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2016-04-24,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2016-05-01,43.85,43.85,43.85,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2016-05-08,44.11,44.11,44.11,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2016-05-15,43.83,43.83,43.83,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2016-05-22,44.83,44.83,44.83,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.83,44.83,44.83,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2016-05-29,45.23,45.23,45.23,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2016-06-05,45.2,45.2,45.2,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2016-06-12,44.51,44.51,44.51,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2016-06-19,43.9,43.9,43.9,0.0,0.0,44.56,44.56,44.56,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2016-06-26,45.04,45.04,45.04,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2016-07-03,45.21,45.21,45.21,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2016-07-10,46.66,46.66,46.66,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2016-07-17,46.54,46.54,46.54,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2016-07-24,46.83,46.83,46.83,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2016-07-31,46.69,46.69,46.69,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2016-08-07,47.06,47.06,47.06,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2016-08-14,46.94,46.94,46.94,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2016-08-21,47.11,47.11,47.11,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2016-08-28,47.12,47.12,47.12,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2016-09-04,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2016-09-11,46.22,46.22,46.22,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2016-09-18,46.79,46.79,46.79,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2016-09-25,46.57,46.57,46.57,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2016-10-02,46.61,46.61,46.61,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2016-10-09,45.99,45.99,45.99,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2016-10-16,45.87,45.87,45.87,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2016-10-23,45.69,45.69,45.69,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2016-10-30,45.02,45.02,45.02,0.0,0.0,45.43,45.43,45.43,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2016-11-06,46.95,46.95,46.95,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2016-11-13,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2016-11-20,48.68,48.68,48.68,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2016-11-27,48.24,48.24,48.24,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2016-12-04,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2016-12-11,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2016-12-18,49.18,49.18,49.18,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-12-25,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-01-01,49.42,49.42,49.42,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2017-01-08,49.57,49.57,49.57,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2017-01-15,49.5,49.5,49.5,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-01-22,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-01-29,50.16,50.16,50.16,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2017-02-05,50.8,50.8,50.8,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.93,50.93,50.93,0.0,0.0
