Date,GBLI_stock_Open_average,GBLI_stock_Open_max,GBLI_stock_Open_min,GBLI_stock_Open_volatility,GBLI_stock_Open_change,GBLI_stock_High_average,GBLI_stock_High_max,GBLI_stock_High_min,GBLI_stock_High_volatility,GBLI_stock_High_change,GBLI_stock_Low_average,GBLI_stock_Low_max,GBLI_stock_Low_min,GBLI_stock_Low_volatility,GBLI_stock_Low_change,GBLI_stock_Close_average,GBLI_stock_Close_max,GBLI_stock_Close_min,GBLI_stock_Close_volatility,GBLI_stock_Close_change,GBLI_stock_Volume_average,GBLI_stock_Volume_max,GBLI_stock_Volume_min,GBLI_stock_Volume_volatility,GBLI_stock_Volume_change
2016-01-03,28.556,28.7,28.36,0.33999999999999986,-0.14999999999999858,28.93,29.14,28.7,0.4400000000000013,-0.10000000000000142,28.1,28.5,27.71,0.7899999999999991,-0.7899999999999991,28.59,28.97,28.35,0.6199999999999974,-0.25,21413,27967,18585,9382,-9382
2016-01-10,28.454,29.0,27.9,1.1000000000000014,-0.6000000000000014,28.753999999999998,29.0,28.47,0.5300000000000011,-0.2699999999999996,28.158,28.5,27.79,0.7100000000000009,-0.7100000000000009,28.452,28.71,28.27,0.4400000000000013,-0.4299999999999997,22162,30026,14580,15446,14577
2016-01-17,28.255,28.46,27.98,0.4800000000000004,-0.10000000000000142,28.68,29.31,28.39,0.9199999999999982,0.9199999999999982,27.77,27.96,27.65,0.3100000000000023,-0.1999999999999993,28.447499999999998,29.13,28.0,1.129999999999999,0.7899999999999991,14379,19843,8300,11543,11033
2016-01-24,28.964,29.5,28.66,0.8399999999999999,-0.7600000000000016,29.482,30.28,29.14,1.1400000000000006,0.7800000000000011,28.54,28.74,28.33,0.41000000000000014,0.33999999999999986,28.962,30.07,28.43,1.6400000000000006,1.6400000000000006,10765,26172,4293,21879,18785
2016-01-31,29.75,30.27,29.18,1.0899999999999999,-0.4800000000000004,29.882,30.27,29.23,1.0399999999999991,-0.870000000000001,29.084,29.87,28.08,1.7900000000000027,-1.5,29.31,30.07,28.25,1.8200000000000003,-1.8200000000000003,22161,43781,8926,34855,-20352
2016-02-07,28.122,28.47,27.8,0.6699999999999982,0.28999999999999915,28.721999999999998,29.06,28.27,0.7899999999999991,0.21999999999999886,27.862000000000002,28.12,27.5,0.620000000000001,0.10000000000000142,28.374,28.87,27.93,0.9400000000000013,0.2900000000000027,11897,21339,5779,15560,-8888
2016-02-14,28.365000000000002,29.27,27.89,1.379999999999999,-1.379999999999999,28.66,29.27,28.29,0.9800000000000004,-0.9800000000000004,27.7775,28.05,27.42,0.629999999999999,-0.629999999999999,28.1525,28.36,27.91,0.4499999999999993,-0.3099999999999987,14218,16443,12100,4343,974
2016-02-21,28.33,28.75,27.78,0.9699999999999989,0.3200000000000003,28.616,28.75,28.44,0.3099999999999987,0.3099999999999987,27.898,28.45,27.52,0.9299999999999997,-0.4400000000000013,28.344,28.65,27.88,0.7699999999999996,0.05999999999999872,15851,29584,5820,23764,-2665
2016-02-28,29.044,30.0,28.08,1.9200000000000017,1.4699999999999989,29.394000000000002,30.27,28.35,1.9199999999999982,1.4100000000000001,28.488,29.25,27.39,1.8599999999999994,1.8299999999999983,29.168,29.94,28.06,1.8800000000000026,1.5300000000000011,25243,42627,9760,32867,7317
2016-03-06,29.362,29.89,29.02,0.870000000000001,0.13000000000000256,29.918,30.49,29.4,1.0899999999999999,0.5199999999999996,29.114,29.36,28.46,0.8999999999999986,0.05000000000000071,29.694,30.43,29.1,1.3299999999999983,0.6799999999999997,20301,28062,15449,12613,3252
2016-03-13,30.83,31.74,30.28,1.4599999999999973,1.4599999999999973,31.418,32.06,30.91,1.1500000000000021,1.1500000000000021,30.634,31.26,30.11,1.1500000000000021,1.1500000000000021,31.124,31.79,30.43,1.3599999999999994,1.3599999999999994,15057,27472,8722,18750,17203
2016-03-20,31.1675,31.76,30.41,1.3500000000000014,-1.3500000000000014,31.7,32.07,31.2,0.870000000000001,-0.5899999999999999,30.7275,31.1,30.34,0.7600000000000016,-0.7600000000000016,31.0425,31.52,30.44,1.0799999999999983,-1.0,15359,19934,11588,8346,-6819
2016-03-27,30.572,30.78,30.14,0.6400000000000006,0.09999999999999787,31.09,31.29,30.9,0.39000000000000057,0.370000000000001,30.372,30.7,29.79,0.9100000000000001,0.46999999999999886,30.812,31.13,30.26,0.8699999999999974,0.5599999999999987,13359,15643,10308,5335,3488
2016-04-03,30.616,31.04,30.32,0.7199999999999989,-0.41999999999999815,30.84,31.04,30.6,0.4399999999999977,-0.34999999999999787,30.184,30.45,29.77,0.6799999999999997,-0.21999999999999886,30.528,30.8,30.26,0.5399999999999991,-0.28999999999999915,14582,18543,9626,8917,-3759
2016-04-10,30.964,31.5,30.46,1.0399999999999991,0.5500000000000007,31.468,32.0,30.96,1.0399999999999991,0.3299999999999983,30.404,30.78,29.8,0.9800000000000004,0.4499999999999993,31.028,31.62,30.54,1.0800000000000018,0.22000000000000242,14549,32969,5007,27962,6870
2016-04-17,31.099999999999998,31.58,30.76,0.8199999999999967,0.06999999999999673,31.442,31.68,31.28,0.3999999999999986,0.17999999999999972,30.788,30.97,30.7,0.2699999999999996,0.129999999999999,31.201999999999998,31.31,31.12,0.18999999999999773,-0.029999999999997584,8313,12156,5645,6511,5065
2016-04-24,31.022,31.16,30.73,0.4299999999999997,0.4299999999999997,31.582,32.09,30.96,1.1300000000000026,1.1300000000000026,30.81,31.1,30.33,0.7700000000000031,0.6700000000000017,31.182,31.45,30.67,0.7799999999999976,0.7799999999999976,10253,16517,6994,9523,5637
2016-05-01,31.394000000000002,31.68,31.14,0.5399999999999991,-0.5399999999999991,31.738,32.01,31.24,0.7699999999999996,-0.7600000000000016,31.036,31.33,30.55,0.7799999999999976,-0.5599999999999987,31.312,31.94,30.68,1.2600000000000016,-1.2600000000000016,12097,15404,8640,6764,-4020
