Date,HHC_stock_Open_average,HHC_stock_Open_max,HHC_stock_Open_min,HHC_stock_Open_volatility,HHC_stock_Open_change,HHC_stock_High_average,HHC_stock_High_max,HHC_stock_High_min,HHC_stock_High_volatility,HHC_stock_High_change,HHC_stock_Low_average,HHC_stock_Low_max,HHC_stock_Low_min,HHC_stock_Low_volatility,HHC_stock_Low_change,HHC_stock_Close_average,HHC_stock_Close_max,HHC_stock_Close_min,HHC_stock_Close_volatility,HHC_stock_Close_change,HHC_stock_Volume_average,HHC_stock_Volume_max,HHC_stock_Volume_min,HHC_stock_Volume_volatility,HHC_stock_Volume_change
2016-01-03,107.3,111.35,104.82,6.530000000000001,-6.47999999999999,108.206,111.8,105.33,6.469999999999999,-5.670000000000002,105.32,107.61,103.57,4.040000000000006,-3.319999999999993,106.604,109.14,104.38,4.760000000000005,-4.760000000000005,230064,331709,140825,190884,-5552
2016-01-10,98.942,104.82,91.23,13.58999999999999,-9.519999999999996,100.978,105.41,96.7,8.709999999999994,-8.709999999999994,94.276,103.7,87.82,15.88000000000001,-10.450000000000003,97.252,103.9,90.78,13.120000000000005,-8.340000000000003,348712,439823,248757,191066,-4850
2016-01-17,95.7375,98.91,92.29,6.61999999999999,2.3499999999999943,97.88,99.98,96.2,3.780000000000001,3.4200000000000017,93.005,94.43,89.6,4.8300000000000125,0.25,95.67999999999999,97.1,93.99,3.1099999999999994,2.5700000000000074,337010,389906,264390,125516,85627
2016-01-24,94.06,95.95,92.21,3.740000000000009,-2.8200000000000074,95.648,96.44,94.37,2.069999999999993,-1.0799999999999983,92.062,93.02,91.48,1.539999999999992,0.7700000000000102,93.572,95.03,91.85,3.180000000000007,3.180000000000007,216484,338155,139526,198629,-111737
2016-01-31,92.05,94.19,90.62,3.569999999999993,-1.4699999999999989,93.322,94.59,91.28,3.3100000000000023,-0.8700000000000045,90.236,92.11,88.54,3.569999999999993,-2.1899999999999977,91.538,93.45,90.12,3.3299999999999983,-3.0600000000000023,160860,259640,115760,143880,17445
2016-02-07,84.792,89.18,81.9,7.280000000000001,-7.280000000000001,86.812,89.18,84.25,4.930000000000007,-2.8800000000000097,82.696,84.62,79.33,5.290000000000006,-2.789999999999992,84.332,85.99,81.34,4.6499999999999915,-0.9599999999999937,221954,265624,173105,92519,54827
2016-02-14,89.1975,91.04,86.59,4.450000000000003,4.450000000000003,91.115,92.74,87.91,4.829999999999998,4.829999999999998,88.315,90.1,84.61,5.489999999999995,5.390000000000001,90.24000000000001,91.47,87.59,3.8799999999999955,3.700000000000003,186699,249609,128177,121432,-3435
2016-02-21,92.148,93.0,90.17,2.8299999999999983,-0.37000000000000455,93.586,94.76,92.1,2.660000000000011,0.6800000000000068,90.486,92.03,88.02,4.010000000000005,-0.4399999999999977,92.504,94.19,91.45,2.739999999999995,1.019999999999996,139802,169457,110230,59227,-6532
2016-02-28,96.584,101.28,93.83,7.450000000000003,6.950000000000003,98.474,102.44,94.84,7.599999999999994,7.599999999999994,95.136,99.41,91.69,7.719999999999999,7.719999999999999,97.676,101.04,92.79,8.25,8.009999999999991,157544,188580,117216,71364,6647
2016-03-06,98.94200000000001,100.45,97.0,3.450000000000003,-3.219999999999999,100.362,101.37,99.8,1.5700000000000074,-1.5700000000000074,96.43,98.65,94.1,4.550000000000011,-1.7199999999999989,98.26,100.22,96.29,3.9299999999999926,-1.0499999999999972,155464,180879,128269,52610,-52610
2016-03-13,99.818,106.39,97.28,9.11,7.659999999999997,102.262,108.06,97.8,10.260000000000005,8.820000000000007,98.412,103.87,95.44,8.430000000000007,6.810000000000002,101.01,106.1,97.43,8.669999999999987,6.170000000000002,226657,339479,159679,179800,91039
2016-03-20,103.17750000000001,105.18,99.15,6.030000000000001,-5.759999999999991,104.4575,106.19,101.08,5.109999999999999,-5.109999999999999,100.955,103.79,98.03,5.760000000000005,-3.9099999999999966,103.0325,106.1,100.12,5.97999999999999,-5.1299999999999955,187995,222808,158674,64134,36067
2016-03-27,101.992,104.66,99.53,5.1299999999999955,3.5999999999999943,103.63199999999999,106.3,101.02,5.280000000000001,2.719999999999999,100.366,101.28,99.17,2.1099999999999994,1.7399999999999949,102.718,105.89,100.15,5.739999999999995,3.4099999999999966,203297,312198,123997,188201,188201
2016-04-03,101.836,103.48,99.42,4.060000000000002,-4.060000000000002,102.948,104.28,101.07,3.210000000000008,-3.210000000000008,100.436,102.61,98.01,4.599999999999994,-3.8100000000000023,101.378,103.56,98.43,5.1299999999999955,-3.549999999999997,166805,231768,129723,102045,-55193
2016-04-10,102.838,104.55,100.9,3.6499999999999915,2.9399999999999977,104.028,105.32,102.73,2.589999999999989,0.6400000000000006,102.126,103.47,100.82,2.6500000000000057,1.8600000000000136,103.144,104.78,101.55,3.230000000000004,1.230000000000004,172784,190112,146736,43376,-26270
2016-04-17,102.942,103.64,102.0,1.6400000000000006,0.8499999999999943,103.994,105.62,103.22,2.4000000000000057,2.4000000000000057,102.188,102.85,101.68,1.1699999999999875,1.1699999999999875,103.432,105.62,102.85,2.7700000000000102,2.740000000000009,176958,230871,142665,88206,46224
