Date,Global X MLPEtf_Open_average,Global X MLPEtf_Open_max,Global X MLPEtf_Open_min,Global X MLPEtf_Open_volatility,Global X MLPEtf_Open_change,Global X MLPEtf_High_average,Global X MLPEtf_High_max,Global X MLPEtf_High_min,Global X MLPEtf_High_volatility,Global X MLPEtf_High_change,Global X MLPEtf_Low_average,Global X MLPEtf_Low_max,Global X MLPEtf_Low_min,Global X MLPEtf_Low_volatility,Global X MLPEtf_Low_change,Global X MLPEtf_Close_average,Global X MLPEtf_Close_max,Global X MLPEtf_Close_min,Global X MLPEtf_Close_volatility,Global X MLPEtf_Close_change
2016-01-03,9.49,9.49,9.49,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2016-01-10,8.67,8.67,8.67,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.56,8.56,8.56,0.0,0.0
2016-01-17,8.19,8.19,8.19,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2016-01-24,9.02,9.02,9.02,0.0,0.0,9.26,9.26,9.26,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2016-01-31,8.6,8.6,8.6,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2016-02-07,7.4,7.4,7.4,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.33,7.33,7.33,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2016-02-14,8.49,8.49,8.49,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.29,8.29,8.29,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2016-02-21,8.94,8.94,8.94,0.0,0.0,9.04,9.04,9.04,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2016-02-28,9.61,9.61,9.61,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2016-03-06,9.34,9.34,9.34,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2016-03-13,10.06,10.06,10.06,0.0,0.0,10.11,10.11,10.11,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.87,9.87,9.87,0.0,0.0
2016-03-20,9.28,9.28,9.28,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2016-03-27,9.27,9.27,9.27,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2016-04-03,9.67,9.67,9.67,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2016-04-10,9.99,9.99,9.99,0.0,0.0,10.16,10.16,10.16,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2016-04-17,10.95,10.95,10.95,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.89,10.89,10.89,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2016-04-24,10.82,10.82,10.82,0.0,0.0,11.09,11.09,11.09,0.0,0.0,10.82,10.82,10.82,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2016-05-01,10.64,10.64,10.64,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2016-05-08,10.68,10.68,10.68,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2016-05-15,11.07,11.07,11.07,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2016-05-22,11.04,11.04,11.04,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2016-05-29,11.39,11.39,11.39,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2016-06-05,11.52,11.52,11.52,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2016-06-12,11.36,11.36,11.36,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2016-06-19,11.28,11.28,11.28,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2016-06-26,11.66,11.66,11.66,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2016-07-03,11.53,11.53,11.53,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.52,11.52,11.52,0.0,0.0
2016-07-10,11.81,11.81,11.81,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2016-07-17,11.79,11.79,11.79,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2016-07-24,11.52,11.52,11.52,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2016-07-31,11.53,11.53,11.53,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2016-08-07,11.54,11.54,11.54,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2016-08-14,11.66,11.66,11.66,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2016-08-21,11.48,11.48,11.48,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2016-08-28,11.46,11.46,11.46,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2016-09-04,11.55,11.55,11.55,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2016-09-11,10.91,10.91,10.91,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2016-09-18,11.49,11.49,11.49,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2016-09-25,11.6,11.6,11.6,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2016-10-02,11.41,11.41,11.41,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2016-10-09,11.55,11.55,11.55,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2016-10-16,11.55,11.55,11.55,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2016-10-23,11.42,11.42,11.42,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2016-10-30,10.81,10.81,10.81,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2016-11-06,11.05,11.05,11.05,0.0,0.0,11.09,11.09,11.09,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.91,10.91,10.91,0.0,0.0
