Date,RDSbStock_Open_average,RDSbStock_Open_max,RDSbStock_Open_min,RDSbStock_Open_volatility,RDSbStock_Open_change,RDSbStock_High_average,RDSbStock_High_max,RDSbStock_High_min,RDSbStock_High_volatility,RDSbStock_High_change,RDSbStock_Low_average,RDSbStock_Low_max,RDSbStock_Low_min,RDSbStock_Low_volatility,RDSbStock_Low_change,RDSbStock_Close_average,RDSbStock_Close_max,RDSbStock_Close_min,RDSbStock_Close_volatility,RDSbStock_Close_change,RDSbStock_Volume_average,RDSbStock_Volume_max,RDSbStock_Volume_min,RDSbStock_Volume_volatility,RDSbStock_Volume_change
2016-01-03,43.918,45.78,41.56,4.219999999999999,-4.159999999999997,44.397999999999996,46.41,41.57,4.839999999999996,-4.839999999999996,43.21,45.29,39.6,5.689999999999998,-5.689999999999998,43.644,46.37,39.68,6.689999999999998,-6.689999999999998,5002182,11210025,2052720,9157305,7607142
2016-01-10,39.812,40.21,39.07,1.1400000000000006,-1.1400000000000006,40.32,41.33,39.56,1.769999999999996,-0.6699999999999946,38.872,39.39,38.34,1.0499999999999972,-0.730000000000004,39.554,41.07,38.4,2.6700000000000017,-0.8400000000000034,3907733,5886188,2600433,3285755,-1920465
2016-01-17,38.415,40.45,36.68,3.770000000000003,0.9500000000000028,39.0125,40.7,37.38,3.3200000000000003,1.0900000000000034,37.5875,39.78,35.95,3.8299999999999983,1.7100000000000009,38.4925,40.38,36.96,3.4200000000000017,1.9100000000000037,4285124,5761006,3353740,2407266,-663215
2016-01-24,41.566,43.98,39.68,4.299999999999997,3.240000000000002,42.506,44.15,40.49,3.6599999999999966,3.6599999999999966,41.142,42.92,39.46,3.460000000000001,3.3599999999999994,42.07,44.13,39.55,4.580000000000005,4.580000000000005,4281064,6760423,2615483,4144940,279273
2016-01-31,43.366,44.98,41.41,3.5700000000000003,1.9099999999999966,43.85,45.27,41.77,3.5,1.4100000000000037,42.77,44.4,41.13,3.269999999999996,1.6900000000000048,43.5,44.72,41.53,3.1899999999999977,1.1599999999999966,3881258,4319212,3065037,1254175,-990488
2016-02-07,42.902,44.07,41.91,2.1600000000000037,-0.7700000000000031,43.666,44.69,42.82,1.8699999999999974,-0.17999999999999972,42.526,43.5,41.63,1.8699999999999974,-0.3100000000000023,43.272,44.52,42.33,2.190000000000005,-0.25,3408782,3988635,2856829,1131806,844766
2016-02-14,45.3725,46.43,44.82,1.6099999999999994,-0.19999999999999574,45.945,46.49,45.34,1.1499999999999986,-0.17999999999999972,44.845,45.6,44.51,1.0900000000000034,0.010000000000005116,45.65,46.21,45.3,0.9100000000000037,-0.07000000000000028,2808077,3240711,1852931,1387780,21185
2016-02-21,45.002,45.84,42.97,2.8700000000000045,0.18000000000000682,45.58,46.38,44.47,1.9100000000000037,-0.4200000000000017,44.492,45.66,42.84,2.819999999999993,-0.18999999999999773,45.21,46.31,44.35,1.9600000000000009,-0.5900000000000034,3869346,4895260,3073000,1822260,-1152676
2016-02-28,46.598,47.54,46.03,1.509999999999998,1.509999999999998,47.332,48.65,46.16,2.490000000000002,2.490000000000002,46.338,47.52,45.6,1.9200000000000017,1.9200000000000017,47.134,48.24,45.71,2.530000000000001,2.530000000000001,2911606,3403027,2531561,871466,-653572
2016-03-06,47.71,48.47,46.8,1.6700000000000017,1.6700000000000017,48.476,48.95,47.94,1.0100000000000051,0.14000000000000057,47.356,48.32,46.78,1.5399999999999991,1.5399999999999991,48.205999999999996,48.8,47.55,1.25,0.25,3525340,4558705,2834249,1724456,235513
2016-03-13,48.838,50.36,47.52,2.8399999999999963,2.3200000000000003,49.534,50.78,48.16,2.6200000000000045,1.8700000000000045,48.574,49.8,47.4,2.3999999999999986,2.009999999999998,49.35,50.68,48.13,2.549999999999997,1.6100000000000065,2777453,3903533,1857959,2045574,2045574
2016-03-20,48.4975,49.39,47.41,1.980000000000004,-1.980000000000004,49.105000000000004,49.75,48.74,1.009999999999998,-1.0,48.2075,48.92,47.29,1.6300000000000026,-1.6300000000000026,48.8675,49.6,48.25,1.3500000000000014,-0.8800000000000026,2604153,3025074,1887327,1137747,-802397
2016-03-27,48.782,50.01,47.6,2.4099999999999966,-1.3999999999999986,49.32,50.49,48.57,1.9200000000000017,-0.4299999999999997,48.466,49.53,47.58,1.9500000000000028,-0.8400000000000034,48.98,49.71,48.48,1.230000000000004,-0.240000000000002,1665541,2387130,910091,1477039,1477039
2016-04-03,48.028,49.39,47.26,2.1300000000000026,0.7199999999999989,48.538000000000004,49.87,47.7,2.1699999999999946,0.8799999999999955,47.866,49.24,47.08,2.1600000000000037,0.7800000000000011,48.284,49.7,47.31,2.3900000000000006,1.1500000000000057,2155811,2983834,1474360,1509474,-926581
2016-04-10,51.088,52.2,49.89,2.3100000000000023,2.3100000000000023,51.636,52.3,50.36,1.9399999999999977,1.9100000000000037,50.918,51.79,49.89,1.8999999999999986,1.8999999999999986,51.43,52.17,50.03,2.1400000000000006,2.1400000000000006,1812375,2684807,1202850,1481957,1481957
2016-04-17,52.276,53.46,50.79,2.6700000000000017,1.9200000000000017,53.17,53.66,52.34,1.3199999999999932,1.0699999999999932,52.14,53.0,50.75,2.25,1.9399999999999977,52.922,53.35,52.12,1.230000000000004,1.230000000000004,2127133,2699977,1505923,1194054,-955478
