Date,AAWWStock_Open_average,AAWWStock_Open_max,AAWWStock_Open_min,AAWWStock_Open_volatility,AAWWStock_Open_change,AAWWStock_High_average,AAWWStock_High_max,AAWWStock_High_min,AAWWStock_High_volatility,AAWWStock_High_change,AAWWStock_Low_average,AAWWStock_Low_max,AAWWStock_Low_min,AAWWStock_Low_volatility,AAWWStock_Low_change,AAWWStock_Close_average,AAWWStock_Close_max,AAWWStock_Close_min,AAWWStock_Close_volatility,AAWWStock_Close_change,AAWWStock_Volume_average,AAWWStock_Volume_max,AAWWStock_Volume_min,AAWWStock_Volume_volatility,AAWWStock_Volume_change
2016-01-03,38.99,40.5,36.03,4.469999999999999,-4.469999999999999,40.148,41.19,37.39,3.799999999999997,-3.3100000000000023,37.816,39.56,35.18,4.380000000000003,-4.350000000000001,38.048,40.22,35.21,5.009999999999998,-5.009999999999998,297900,381937,242146,139791,-17088
2016-01-10,34.18,35.53,33.01,2.520000000000003,-2.520000000000003,34.62,35.53,33.86,1.6700000000000017,-1.6700000000000017,32.816,33.27,31.99,1.2800000000000047,-1.2800000000000047,33.814,34.36,33.37,0.990000000000002,-0.37000000000000455,244431,296120,177194,118926,-43901
2016-01-17,35.425,36.92,34.36,2.5600000000000023,2.520000000000003,36.8525,37.47,36.05,1.4200000000000017,1.1700000000000017,34.745,35.87,33.84,2.029999999999994,1.5699999999999932,35.875,36.3,34.92,1.3799999999999955,1.1499999999999986,369661,429677,275910,153767,1181
2016-01-24,35.214,35.93,34.64,1.2899999999999991,-1.1700000000000017,36.326,36.97,35.56,1.4099999999999966,-0.1599999999999966,34.214,34.76,33.46,1.2999999999999972,0.4299999999999997,35.238,36.73,34.37,2.3599999999999994,2.3599999999999994,240164,324207,159304,164903,35784
2016-01-31,35.628,36.27,34.97,1.3000000000000043,-0.970000000000006,36.23,36.66,35.83,0.8299999999999983,-0.01999999999999602,34.874,35.39,33.89,1.5,-0.09000000000000341,35.574,36.18,35.0,1.1799999999999997,-0.5700000000000003,290213,440274,192826,247448,139240
2016-02-07,35.228,35.82,34.67,1.1499999999999986,0.8200000000000003,36.04,37.09,35.37,1.720000000000006,1.720000000000006,34.736,35.78,33.89,1.8900000000000006,1.8900000000000006,35.532000000000004,36.31,35.21,1.1000000000000014,1.1000000000000014,274121,463194,120381,342813,227666
2016-02-14,37.5675,39.6,36.52,3.0799999999999983,0.29999999999999716,38.2675,39.93,36.82,3.1099999999999994,-0.6799999999999997,35.7025,36.78,33.37,3.4100000000000037,-2.730000000000004,36.875,38.14,35.15,2.990000000000002,-1.9699999999999989,469226,573728,328233,245495,121258
2016-02-21,36.22333333333333,36.91,35.42,1.4899999999999949,1.3699999999999974,37.035,37.42,36.89,0.5300000000000011,-0.14000000000000057,35.85666666666667,36.91,34.92,1.9899999999999949,1.75,36.553333333333335,36.91,35.66,1.25,0.02999999999999403,291438,440242,0,440242,-326800
2016-02-28,37.138,38.34,36.46,1.8800000000000026,1.2700000000000031,38.186,39.53,37.27,2.259999999999998,2.259999999999998,36.494,37.78,35.41,2.3700000000000045,2.3700000000000045,37.25,38.21,36.21,2.0,1.6199999999999974,429421,529458,316207,213251,213251
2016-03-06,38.912,39.88,37.75,2.1300000000000026,1.5200000000000031,40.256,40.76,39.74,1.019999999999996,0.28999999999999915,38.352000000000004,39.27,37.75,1.5200000000000031,1.5200000000000031,39.392,40.67,38.45,2.219999999999999,0.45000000000000284,278872,375714,187689,188025,-126942
