Date,iShares Russell 2000 Growth_etf_Open_average,iShares Russell 2000 Growth_etf_Open_max,iShares Russell 2000 Growth_etf_Open_min,iShares Russell 2000 Growth_etf_Open_volatility,iShares Russell 2000 Growth_etf_Open_change,iShares Russell 2000 Growth_etf_High_average,iShares Russell 2000 Growth_etf_High_max,iShares Russell 2000 Growth_etf_High_min,iShares Russell 2000 Growth_etf_High_volatility,iShares Russell 2000 Growth_etf_High_change,iShares Russell 2000 Growth_etf_Low_average,iShares Russell 2000 Growth_etf_Low_max,iShares Russell 2000 Growth_etf_Low_min,iShares Russell 2000 Growth_etf_Low_volatility,iShares Russell 2000 Growth_etf_Low_change,iShares Russell 2000 Growth_etf_Close_average,iShares Russell 2000 Growth_etf_Close_max,iShares Russell 2000 Growth_etf_Close_min,iShares Russell 2000 Growth_etf_Close_volatility,iShares Russell 2000 Growth_etf_Close_change
2016-03-13,129.19,129.19,129.19,0.0,0.0,130.85,130.85,130.85,0.0,0.0,128.74,128.74,128.74,0.0,0.0,130.37,130.37,130.37,0.0,0.0
2016-03-20,126.7,126.7,126.7,0.0,0.0,127.8,127.8,127.8,0.0,0.0,125.97,125.97,125.97,0.0,0.0,127.79,127.79,127.79,0.0,0.0
2016-03-27,131.53,131.53,131.53,0.0,0.0,133.76,133.76,133.76,0.0,0.0,131.33,131.33,131.33,0.0,0.0,133.63,133.63,133.63,0.0,0.0
2016-04-03,132.9,132.9,132.9,0.0,0.0,133.15,133.15,133.15,0.0,0.0,131.12,131.12,131.12,0.0,0.0,131.86,131.86,131.86,0.0,0.0
2016-04-10,134.69,134.69,134.69,0.0,0.0,135.57,135.57,135.57,0.0,0.0,134.58,134.58,134.58,0.0,0.0,135.4,135.4,135.4,0.0,0.0
2016-04-17,136.28,136.28,136.28,0.0,0.0,137.61,137.61,137.61,0.0,0.0,136.11,136.11,136.11,0.0,0.0,137.47,137.47,137.47,0.0,0.0
2016-04-24,135.23,135.23,135.23,0.0,0.0,135.54,135.54,135.54,0.0,0.0,133.24,133.24,133.24,0.0,0.0,134.07,134.07,134.07,0.0,0.0
2016-05-01,130.2,130.2,130.2,0.0,0.0,131.36,131.36,131.36,0.0,0.0,129.43,129.43,129.43,0.0,0.0,131.2,131.2,131.2,0.0,0.0
2016-05-08,130.02,130.02,130.02,0.0,0.0,131.45,131.45,131.45,0.0,0.0,129.46,129.46,129.46,0.0,0.0,129.86,129.86,129.86,0.0,0.0
2016-05-15,129.95,129.95,129.95,0.0,0.0,131.83,131.83,131.83,0.0,0.0,129.65,129.65,129.65,0.0,0.0,131.78,131.78,131.78,0.0,0.0
2016-05-22,135.62,135.62,135.62,0.0,0.0,137.14,137.14,137.14,0.0,0.0,135.62,135.62,135.62,0.0,0.0,137.08,137.08,137.08,0.0,0.0
2016-05-29,140.15,140.15,140.15,0.0,0.0,140.15,140.15,140.15,0.0,0.0,138.21,138.21,138.21,0.0,0.0,139.39,139.39,139.39,0.0,0.0
2016-06-05,139.62,139.62,139.62,0.0,0.0,139.81,139.81,139.81,0.0,0.0,138.34,138.34,138.34,0.0,0.0,138.82,138.82,138.82,0.0,0.0
2016-06-12,137.1,137.1,137.1,0.0,0.0,137.19,137.19,137.19,0.0,0.0,135.78,135.78,135.78,0.0,0.0,135.98,135.98,135.98,0.0,0.0
2016-06-19,133.3,133.3,133.3,0.0,0.0,135.75,135.75,135.75,0.0,0.0,132.44,132.44,132.44,0.0,0.0,133.79,133.79,133.79,0.0,0.0
2016-06-26,137.16,137.16,137.16,0.0,0.0,138.41,138.41,138.41,0.0,0.0,137.03,137.03,137.03,0.0,0.0,137.74,137.74,137.74,0.0,0.0
2016-07-03,138.37,138.37,138.37,0.0,0.0,140.7,140.7,140.7,0.0,0.0,138.25,138.25,138.25,0.0,0.0,140.36,140.36,140.36,0.0,0.0
2016-07-10,143.14,143.14,143.14,0.0,0.0,143.44,143.44,143.44,0.0,0.0,142.44,142.44,142.44,0.0,0.0,142.89,142.89,142.89,0.0,0.0
2016-07-17,143.04,143.04,143.04,0.0,0.0,144.51,144.51,144.51,0.0,0.0,142.82,142.82,142.82,0.0,0.0,144.22,144.22,144.22,0.0,0.0
2016-07-24,145.23,145.23,145.23,0.0,0.0,146.31,146.31,146.31,0.0,0.0,144.15,144.15,144.15,0.0,0.0,145.48,145.48,145.48,0.0,0.0
2016-07-31,145.92,145.92,145.92,0.0,0.0,147.04,147.04,147.04,0.0,0.0,145.43,145.43,145.43,0.0,0.0,146.72,146.72,146.72,0.0,0.0
2016-08-07,146.18,146.18,146.18,0.0,0.0,146.92,146.92,146.92,0.0,0.0,146.05,146.05,146.05,0.0,0.0,146.68,146.68,146.68,0.0,0.0
2016-08-14,146.68,146.68,146.68,0.0,0.0,147.31,147.31,147.31,0.0,0.0,146.3,146.3,146.3,0.0,0.0,147.01,147.01,147.01,0.0,0.0
2016-08-21,147.4,147.4,147.4,0.0,0.0,148.58,148.58,148.58,0.0,0.0,146.22,146.22,146.22,0.0,0.0,147.12,147.12,147.12,0.0,0.0
2016-08-28,148.43,148.43,148.43,0.0,0.0,148.91,148.91,148.91,0.0,0.0,147.85,147.85,147.85,0.0,0.0,148.91,148.91,148.91,0.0,0.0
2016-09-04,148.45,148.45,148.45,0.0,0.0,148.54,148.54,148.54,0.0,0.0,144.86,144.86,144.86,0.0,0.0,144.94,144.94,144.94,0.0,0.0
2016-09-11,146.2,146.2,146.2,0.0,0.0,146.98,146.98,146.98,0.0,0.0,145.89,145.89,145.89,0.0,0.0,146.5,146.5,146.5,0.0,0.0
2016-09-18,151.46,151.46,151.46,0.0,0.0,151.46,151.46,151.46,0.0,0.0,150.06,150.06,150.06,0.0,0.0,150.07,150.07,150.07,0.0,0.0
2016-09-25,148.02,148.02,148.02,0.0,0.0,149.54,149.54,149.54,0.0,0.0,147.24,147.24,147.24,0.0,0.0,148.9,148.9,148.9,0.0,0.0
2016-10-02,148.55,148.55,148.55,0.0,0.0,148.99,148.99,148.99,0.0,0.0,146.5,146.5,146.5,0.0,0.0,147.28,147.28,147.28,0.0,0.0
2016-10-09,144.72,144.72,144.72,0.0,0.0,145.35,145.35,145.35,0.0,0.0,143.41,143.41,143.41,0.0,0.0,143.47,143.47,143.47,0.0,0.0
2016-10-16,142.65,142.65,142.65,0.0,0.0,144.16,144.16,144.16,0.0,0.0,142.63,142.63,142.63,0.0,0.0,143.82,143.82,143.82,0.0,0.0
2016-10-23,139.45,139.45,139.45,0.0,0.0,140.59,140.59,140.59,0.0,0.0,139.0,139.0,139.0,0.0,0.0,139.41,139.41,139.41,0.0,0.0
2016-10-30,135.54,135.54,135.54,0.0,0.0,137.77,137.77,137.77,0.0,0.0,135.47,135.47,135.47,0.0,0.0,136.31,136.31,136.31,0.0,0.0
2016-11-06,146.91,146.91,146.91,0.0,0.0,149.94,149.94,149.94,0.0,0.0,146.3,146.3,146.3,0.0,0.0,149.6,149.6,149.6,0.0,0.0
2016-11-13,153.07,153.07,153.07,0.0,0.0,153.31,153.31,153.31,0.0,0.0,152.42,152.42,152.42,0.0,0.0,153.09,153.09,153.09,0.0,0.0
2016-11-20,156.03,156.03,156.03,0.0,0.0,156.44,156.44,156.44,0.0,0.0,155.62,155.62,155.62,0.0,0.0,156.44,156.44,156.44,0.0,0.0
2016-11-27,150.37,150.37,150.37,0.0,0.0,151.22,151.22,151.22,0.0,0.0,149.96,149.96,149.96,0.0,0.0,150.56,150.56,150.56,0.0,0.0
2016-12-04,158.78,158.78,158.78,0.0,0.0,159.41,159.41,159.41,0.0,0.0,157.81,157.81,157.81,0.0,0.0,158.22,158.22,158.22,0.0,0.0
2016-12-11,156.39,156.39,156.39,0.0,0.0,157.57,157.57,157.57,0.0,0.0,155.54,155.54,155.54,0.0,0.0,155.83,155.83,155.83,0.0,0.0
2016-12-18,154.4,154.4,154.4,0.0,0.0,155.64,155.64,155.64,0.0,0.0,154.33,154.33,154.33,0.0,0.0,155.58,155.58,155.58,0.0,0.0
2016-12-25,154.96,154.96,154.96,0.0,0.0,154.96,154.96,154.96,0.0,0.0,153.42,153.42,153.42,0.0,0.0,153.94,153.94,153.94,0.0,0.0
2017-01-01,156.54,156.54,156.54,0.0,0.0,156.71,156.71,156.71,0.0,0.0,155.56,155.56,155.56,0.0,0.0,155.59,155.59,155.59,0.0,0.0
2017-01-08,156.56,156.56,156.56,0.0,0.0,157.98,157.98,157.98,0.0,0.0,156.56,156.56,156.56,0.0,0.0,157.43,157.43,157.43,0.0,0.0
2017-01-15,154.65,154.65,154.65,0.0,0.0,155.48,155.48,155.48,0.0,0.0,154.4,154.4,154.4,0.0,0.0,154.94,154.94,154.94,0.0,0.0
2017-01-22,157.16,157.16,157.16,0.0,0.0,157.62,157.62,157.62,0.0,0.0,156.12,156.12,156.12,0.0,0.0,156.79,156.79,156.79,0.0,0.0
2017-01-29,157.29,157.29,157.29,0.0,0.0,158.19,158.19,158.19,0.0,0.0,156.66,156.66,156.66,0.0,0.0,158.13,158.13,158.13,0.0,0.0
2017-02-05,159.83,159.83,159.83,0.0,0.0,160.62,160.62,160.62,0.0,0.0,159.26,159.26,159.26,0.0,0.0,160.08,160.08,160.08,0.0,0.0
2017-02-12,160.69,160.69,160.69,0.0,0.0,161.6,161.6,161.6,0.0,0.0,160.28,160.28,160.28,0.0,0.0,161.6,161.6,161.6,0.0,0.0
2017-02-19,159.21,159.21,159.21,0.0,0.0,160.84,160.84,160.84,0.0,0.0,158.55,158.55,158.55,0.0,0.0,160.81,160.81,160.81,0.0,0.0
2017-02-26,161.77,161.77,161.77,0.0,0.0,162.44,162.44,162.44,0.0,0.0,160.81,160.81,160.81,0.0,0.0,161.65,161.65,161.65,0.0,0.0
2017-03-05,159.75,159.75,159.75,0.0,0.0,159.82,159.82,159.82,0.0,0.0,158.43,158.43,158.43,0.0,0.0,159.72,159.72,159.72,0.0,0.0
2017-03-12,162.05,162.05,162.05,0.0,0.0,162.65,162.65,162.65,0.0,0.0,161.16,161.16,161.16,0.0,0.0,162.25,162.25,162.25,0.0,0.0
2017-03-19,158.8,158.8,158.8,0.0,0.0,159.58,159.58,159.58,0.0,0.0,157.91,157.91,157.91,0.0,0.0,158.62,158.62,158.62,0.0,0.0
2017-03-26,161.35,161.35,161.35,0.0,0.0,162.33,162.33,162.33,0.0,0.0,160.89,160.89,160.89,0.0,0.0,161.66,161.66,161.66,0.0,0.0
2017-04-02,158.56,158.56,158.56,0.0,0.0,159.54,159.54,159.54,0.0,0.0,158.05,158.05,158.05,0.0,0.0,159.01,159.01,159.01,0.0,0.0
2017-04-09,158.5,158.5,158.5,0.0,0.0,159.11,159.11,159.11,0.0,0.0,157.38,157.38,157.38,0.0,0.0,157.41,157.41,157.41,0.0,0.0
2017-04-16,161.77,161.77,161.77,0.0,0.0,162.13,162.13,162.13,0.0,0.0,161.11,161.11,161.11,0.0,0.0,161.57,161.57,161.57,0.0,0.0
2017-04-23,166.54,166.54,166.54,0.0,0.0,166.97,166.97,166.97,0.0,0.0,164.63,164.63,164.63,0.0,0.0,164.71,164.71,164.71,0.0,0.0
2017-04-30,164.44,164.44,164.44,0.0,0.0,165.02,165.02,165.02,0.0,0.0,163.13,163.13,163.13,0.0,0.0,165.02,165.02,165.02,0.0,0.0
2017-05-07,164.04,164.04,164.04,0.0,0.0,164.46,164.46,164.46,0.0,0.0,163.52,163.52,163.52,0.0,0.0,164.05,164.05,164.05,0.0,0.0
2017-05-14,161.83,161.83,161.83,0.0,0.0,163.11,163.11,163.11,0.0,0.0,161.82,161.82,161.82,0.0,0.0,162.2,162.2,162.2,0.0,0.0
2017-05-21,164.32,164.32,164.32,0.0,0.0,164.69,164.69,164.69,0.0,0.0,163.58,163.58,163.58,0.0,0.0,164.42,164.42,164.42,0.0,0.0
2017-05-28,167.03,167.03,167.03,0.0,0.0,169.1,169.1,169.1,0.0,0.0,166.78,166.78,166.78,0.0,0.0,168.06,168.06,168.06,0.0,0.0
2017-06-04,169.48,169.48,169.48,0.0,0.0,170.79,170.79,170.79,0.0,0.0,167.03,167.03,167.03,0.0,0.0,168.25,168.25,168.25,0.0,0.0
2017-06-11,166.47,166.47,166.47,0.0,0.0,166.97,166.97,166.97,0.0,0.0,165.77,165.77,165.77,0.0,0.0,166.88,166.88,166.88,0.0,0.0
2017-06-18,169.12,169.12,169.12,0.0,0.0,170.47,170.47,170.47,0.0,0.0,168.26,168.26,168.26,0.0,0.0,170.3,170.3,170.3,0.0,0.0
2017-06-25,168.93,168.93,168.93,0.0,0.0,169.71,169.71,169.71,0.0,0.0,168.63,168.63,168.63,0.0,0.0,168.77,168.77,168.77,0.0,0.0
2017-07-02,167.35,167.35,167.35,0.0,0.0,169.1,169.1,169.1,0.0,0.0,166.99,166.99,166.99,0.0,0.0,168.84,168.84,168.84,0.0,0.0
2017-07-09,170.38,170.38,170.38,0.0,0.0,171.75,171.75,171.75,0.0,0.0,170.11,170.11,170.11,0.0,0.0,171.06,171.06,171.06,0.0,0.0
2017-07-16,172.61,172.61,172.61,0.0,0.0,172.81,172.81,172.81,0.0,0.0,171.72,171.72,171.72,0.0,0.0,171.95,171.95,171.95,0.0,0.0
2017-07-23,170.73,170.73,170.73,0.0,0.0,171.29,171.29,171.29,0.0,0.0,170.31,170.31,170.31,0.0,0.0,170.84,170.84,170.84,0.0,0.0
2017-07-30,168.15,168.15,168.15,0.0,0.0,168.34,168.34,168.34,0.0,0.0,167.36,167.36,167.36,0.0,0.0,168.09,168.09,168.09,0.0,0.0
2017-08-06,163.87,163.87,163.87,0.0,0.0,164.94,164.94,164.94,0.0,0.0,163.46,163.46,163.46,0.0,0.0,164.72,164.72,164.72,0.0,0.0
2017-08-13,162.75,162.75,162.75,0.0,0.0,163.81,163.81,163.81,0.0,0.0,162.12,162.12,162.12,0.0,0.0,163.05,163.05,163.05,0.0,0.0
2017-08-20,165.6,165.6,165.6,0.0,0.0,165.82,165.82,165.82,0.0,0.0,164.55,164.55,164.55,0.0,0.0,164.9,164.9,164.9,0.0,0.0
2017-08-27,170.14,170.14,170.14,0.0,0.0,170.87,170.87,170.87,0.0,0.0,169.72,169.72,169.72,0.0,0.0,170.71,170.71,170.71,0.0,0.0
2017-09-03,169.37,169.37,169.37,0.0,0.0,170.39,170.39,170.39,0.0,0.0,169.08,169.08,169.08,0.0,0.0,169.68,169.68,169.68,0.0,0.0
2017-09-10,171.74,171.74,171.74,0.0,0.0,172.58,172.58,172.58,0.0,0.0,171.5,171.5,171.5,0.0,0.0,172.39,172.39,172.39,0.0,0.0
2017-09-17,173.58,173.58,173.58,0.0,0.0,174.9,174.9,174.9,0.0,0.0,173.58,173.58,173.58,0.0,0.0,174.43,174.43,174.43,0.0,0.0
2017-09-24,178.31,178.31,178.31,0.0,0.0,179.07,179.07,179.07,0.0,0.0,178.23,178.23,178.23,0.0,0.0,178.96,178.96,178.96,0.0,0.0
2017-10-01,180.99,180.99,180.99,0.0,0.0,182.03,182.03,182.03,0.0,0.0,180.78,180.78,180.78,0.0,0.0,181.95,181.95,181.95,0.0,0.0
2017-10-08,181.18,181.18,181.18,0.0,0.0,181.53,181.53,181.53,0.0,0.0,180.29,180.29,180.29,0.0,0.0,180.46,180.46,180.46,0.0,0.0
2017-10-15,181.75,181.75,181.75,0.0,0.0,181.95,181.95,181.95,0.0,0.0,181.09,181.09,181.09,0.0,0.0,181.4,181.4,181.4,0.0,0.0
2017-10-22,180.37,180.37,180.37,0.0,0.0,181.7,181.7,181.7,0.0,0.0,179.75,179.75,179.75,0.0,0.0,181.57,181.57,181.57,0.0,0.0
2017-10-29,180.08,180.08,180.08,0.0,0.0,181.0,181.0,181.0,0.0,0.0,179.61,179.61,179.61,0.0,0.0,180.79,180.79,180.79,0.0,0.0
2017-11-05,178.98,178.98,178.98,0.0,0.0,179.15,179.15,179.15,0.0,0.0,178.22,178.22,178.22,0.0,0.0,178.68,178.68,178.68,0.0,0.0
2017-11-12,179.7,179.7,179.7,0.0,0.0,181.63,181.63,181.63,0.0,0.0,179.54,179.54,179.54,0.0,0.0,180.87,180.87,180.87,0.0,0.0
2017-11-19,184.6,184.6,184.6,0.0,0.0,184.82,184.82,184.82,0.0,0.0,184.14,184.14,184.14,0.0,0.0,184.63,184.63,184.63,0.0,0.0
2017-11-26,186.98,186.98,186.98,0.0,0.0,187.04,187.04,187.04,0.0,0.0,180.44,180.44,180.44,0.0,0.0,185.74,185.74,185.74,0.0,0.0
2017-12-03,184.7,184.7,184.7,0.0,0.0,185.42,185.42,185.42,0.0,0.0,184.09,184.09,184.09,0.0,0.0,184.33,184.33,184.33,0.0,0.0
2017-12-10,183.93,183.93,183.93,0.0,0.0,186.65,186.65,186.65,0.0,0.0,183.5,183.5,183.5,0.0,0.0,185.58,185.58,185.58,0.0,0.0
2017-12-17,187.68,187.68,187.68,0.0,0.0,187.68,187.68,187.68,0.0,0.0,186.86,186.86,186.86,0.0,0.0,187.33,187.33,187.33,0.0,0.0
2017-12-24,188.62,188.62,188.62,0.0,0.0,188.62,188.62,188.62,0.0,0.0,186.57,186.57,186.57,0.0,0.0,186.7,186.7,186.7,0.0,0.0
2017-12-31,190.37,190.37,190.37,0.0,0.0,190.37,190.37,190.37,0.0,0.0,189.22,189.22,189.22,0.0,0.0,190.17,190.17,190.17,0.0,0.0
