Date,WisdomTree International SmallCap DividendEtf_Open_average,WisdomTree International SmallCap DividendEtf_Open_max,WisdomTree International SmallCap DividendEtf_Open_min,WisdomTree International SmallCap DividendEtf_Open_volatility,WisdomTree International SmallCap DividendEtf_Open_change,WisdomTree International SmallCap DividendEtf_High_average,WisdomTree International SmallCap DividendEtf_High_max,WisdomTree International SmallCap DividendEtf_High_min,WisdomTree International SmallCap DividendEtf_High_volatility,WisdomTree International SmallCap DividendEtf_High_change,WisdomTree International SmallCap DividendEtf_Low_average,WisdomTree International SmallCap DividendEtf_Low_max,WisdomTree International SmallCap DividendEtf_Low_min,WisdomTree International SmallCap DividendEtf_Low_volatility,WisdomTree International SmallCap DividendEtf_Low_change,WisdomTree International SmallCap DividendEtf_Close_average,WisdomTree International SmallCap DividendEtf_Close_max,WisdomTree International SmallCap DividendEtf_Close_min,WisdomTree International SmallCap DividendEtf_Close_volatility,WisdomTree International SmallCap DividendEtf_Close_change
2016-01-03,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2016-01-10,53.23,53.23,53.23,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2016-01-17,53.28,53.28,53.28,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2016-01-24,54.26,54.26,54.26,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2016-01-31,54.34,54.34,54.34,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2016-02-07,51.48,51.48,51.48,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.35,51.35,51.35,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2016-02-14,53.41,53.41,53.41,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2016-02-21,54.73,54.73,54.73,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2016-02-28,56.76,56.76,56.76,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2016-03-06,57.29,57.29,57.29,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.55,57.55,57.55,0.0,0.0
