Date,WLTW_stock_Open_average,WLTW_stock_Open_max,WLTW_stock_Open_min,WLTW_stock_Open_volatility,WLTW_stock_Open_change,WLTW_stock_High_average,WLTW_stock_High_max,WLTW_stock_High_min,WLTW_stock_High_volatility,WLTW_stock_High_change,WLTW_stock_Low_average,WLTW_stock_Low_max,WLTW_stock_Low_min,WLTW_stock_Low_volatility,WLTW_stock_Low_change,WLTW_stock_Close_average,WLTW_stock_Close_max,WLTW_stock_Close_min,WLTW_stock_Close_volatility,WLTW_stock_Close_change,WLTW_stock_Volume_average,WLTW_stock_Volume_max,WLTW_stock_Volume_min,WLTW_stock_Volume_volatility,WLTW_stock_Volume_change
2016-01-03,121.548,127.21,115.48,11.72999999999999,-11.72999999999999,123.282,127.44,117.44,10.0,-10.0,118.734,122.99,113.5,9.489999999999995,-9.489999999999995,120.474,125.84,114.95,10.89,-8.36,6234073,22124618,2006267,20118351,-20118351
2016-01-10,115.164,117.01,113.33,3.680000000000007,-3.680000000000007,116.074,117.33,114.88,2.450000000000003,-2.450000000000003,112.63,114.5,110.05,4.450000000000003,-2.1700000000000017,114.056,115.55,112.53,3.019999999999996,-2.4399999999999977,1067072,1408550,785469,623081,-314809
2016-01-17,111.0825,113.66,109.06,4.599999999999994,-1.7800000000000011,112.75,115.87,110.58,5.290000000000006,-2.9200000000000017,109.175,110.19,108.32,1.8700000000000045,0.3199999999999932,110.4075,111.95,109.3,2.6500000000000057,1.5700000000000074,1216777,1654181,745066,909115,-778461
2016-01-24,111.352,113.35,110.42,2.9299999999999926,2.030000000000001,113.232,114.63,111.4,3.2299999999999898,-0.03999999999999204,109.578,111.67,107.3,4.3700000000000045,1.6700000000000017,111.776,114.47,110.12,4.349999999999994,4.349999999999994,718939,896948,563603,333345,46129
2016-01-31,113.966,115.12,113.25,1.8700000000000045,1.1200000000000045,115.232,116.49,113.86,2.6299999999999955,1.6400000000000006,111.216,114.08,109.64,4.439999999999998,-3.190000000000012,113.768,115.71,110.56,5.1499999999999915,-0.480000000000004,823743,997061,574170,422891,422891
2016-02-07,109.078,113.3,105.63,7.670000000000002,-4.739999999999995,111.24,113.3,109.25,4.049999999999997,-3.8699999999999903,107.52799999999999,110.46,104.11,6.349999999999994,-3.3900000000000006,108.86,111.16,107.13,4.030000000000001,-3.319999999999993,1422719,1945964,922402,1023562,-278050
2016-02-14,110.6075,111.37,109.11,2.260000000000005,2.260000000000005,112.0,112.39,111.3,1.0900000000000034,1.0900000000000034,107.7975,108.93,107.01,1.9200000000000017,0.269999999999996,110.985,111.6,110.33,1.269999999999996,-0.4399999999999977,948310,1244745,441403,803342,59654
2016-02-21,112.03166666666667,113.34,110.77,2.5700000000000074,1.3900000000000006,113.07333333333334,114.18,112.49,1.690000000000012,-0.480000000000004,111.115,112.75,109.82,2.930000000000007,1.7399999999999949,112.47833333333334,113.04,111.56,1.480000000000004,-0.29000000000000625,426683,681534,0,681534,-681534
2016-02-28,115.152,116.61,113.04,3.569999999999993,3.569999999999993,116.634,117.67,115.36,2.3100000000000023,2.1200000000000045,114.098,115.57,111.65,3.9199999999999875,3.9199999999999875,115.96,117.19,113.32,3.8700000000000045,3.8700000000000045,880496,1159689,692422,467267,-279143
2016-03-06,116.888,117.93,116.05,1.8800000000000097,1.8800000000000097,118.184,120.76,117.31,3.450000000000003,3.280000000000001,115.542,116.63,114.14,2.489999999999995,0.6400000000000006,117.518,120.62,116.49,4.13000000000001,3.6700000000000017,709240,898185,416820,481365,-307985
2016-03-13,121.174,124.25,119.84,4.409999999999997,3.8299999999999983,122.36200000000001,124.56,120.76,3.799999999999997,3.519999999999996,119.048,120.09,118.09,2.0,1.490000000000009,121.49,124.03,120.63,3.4000000000000057,0.6400000000000006,798009,1607637,495103,1112534,1112534
2016-03-20,120.5625,121.47,118.89,2.5799999999999983,-1.9699999999999989,121.41499999999999,122.91,119.44,3.469999999999999,-2.4000000000000057,119.15,120.72,117.64,3.0799999999999983,-1.5,120.4275,121.47,119.38,2.0900000000000034,-2.0400000000000063,672759,1001334,444186,557148,-467232
