Date,ETFS Physical Precious Metal Basket SharesEtf_Open_average,ETFS Physical Precious Metal Basket SharesEtf_Open_max,ETFS Physical Precious Metal Basket SharesEtf_Open_min,ETFS Physical Precious Metal Basket SharesEtf_Open_volatility,ETFS Physical Precious Metal Basket SharesEtf_Open_change,ETFS Physical Precious Metal Basket SharesEtf_High_average,ETFS Physical Precious Metal Basket SharesEtf_High_max,ETFS Physical Precious Metal Basket SharesEtf_High_min,ETFS Physical Precious Metal Basket SharesEtf_High_volatility,ETFS Physical Precious Metal Basket SharesEtf_High_change,ETFS Physical Precious Metal Basket SharesEtf_Low_average,ETFS Physical Precious Metal Basket SharesEtf_Low_max,ETFS Physical Precious Metal Basket SharesEtf_Low_min,ETFS Physical Precious Metal Basket SharesEtf_Low_volatility,ETFS Physical Precious Metal Basket SharesEtf_Low_change,ETFS Physical Precious Metal Basket SharesEtf_Close_average,ETFS Physical Precious Metal Basket SharesEtf_Close_max,ETFS Physical Precious Metal Basket SharesEtf_Close_min,ETFS Physical Precious Metal Basket SharesEtf_Close_volatility,ETFS Physical Precious Metal Basket SharesEtf_Close_change
2016-03-13,60.43,60.43,60.43,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2016-03-20,58.91,58.91,58.91,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2016-03-27,58.2,58.2,58.2,0.0,0.0,58.57,58.57,58.57,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2016-04-03,58.96,58.96,58.96,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2016-04-10,59.92,59.92,59.92,0.0,0.0,60.37,60.37,60.37,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2016-04-17,61.85,61.85,61.85,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2016-04-24,64.0,64.0,64.0,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2016-05-01,63.47,63.47,63.47,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2016-05-08,62.46,62.46,62.46,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2016-05-15,61.51,61.51,61.51,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.89,60.89,60.89,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2016-05-22,59.71,59.71,59.71,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2016-05-29,60.36,60.36,60.36,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2016-06-05,62.45,62.45,62.45,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2016-06-12,62.88,62.88,62.88,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.52,62.52,62.52,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2016-06-19,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2016-06-26,66.74,66.74,66.74,0.0,0.0,67.61,67.61,67.61,0.0,0.0,66.74,66.74,66.74,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2016-07-03,68.38,68.38,68.38,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2016-07-10,67.75,67.75,67.75,0.0,0.0,68.02,68.02,68.02,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2016-07-17,67.5,67.5,67.5,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.42,67.42,67.42,0.0,0.0
2016-07-24,69.12,69.12,69.12,0.0,0.0,69.54,69.54,69.54,0.0,0.0,68.78,68.78,68.78,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2016-07-31,68.73,68.73,68.73,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.18,68.18,68.18,0.0,0.0
2016-08-07,69.11,69.11,69.11,0.0,0.0,69.12,69.12,69.12,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2016-08-14,67.93,67.93,67.93,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2016-08-21,66.66,66.66,66.66,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2016-08-28,66.8,66.8,66.8,0.0,0.0,67.07,67.07,67.07,0.0,0.0,66.45,66.45,66.45,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2016-09-04,67.44,67.44,67.44,0.0,0.0,67.44,67.44,67.44,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2016-09-11,65.54,65.54,65.54,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2016-09-18,67.93,67.93,67.93,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.77,67.77,67.77,0.0,0.0
2016-09-25,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2016-10-02,62.83,62.83,62.83,0.0,0.0,62.91,62.91,62.91,0.0,0.0,61.69,61.69,61.69,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2016-10-09,62.06,62.06,62.06,0.0,0.0,62.44,62.44,62.44,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2016-10-16,62.49,62.49,62.49,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2016-10-23,62.93,62.93,62.93,0.0,0.0,63.53,63.53,63.53,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2016-10-30,64.78,64.78,64.78,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2016-11-06,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2016-11-13,60.44,60.44,60.44,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2016-11-20,59.77,59.77,59.77,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2016-11-27,59.41,59.41,59.41,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2016-12-04,59.67,59.67,59.67,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2016-12-11,57.28,57.28,57.28,0.0,0.0,57.84,57.84,57.84,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2016-12-18,56.75,56.75,56.75,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2016-12-25,58.04,58.04,58.04,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2017-01-01,59.4,59.4,59.4,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-01-08,60.18,60.18,60.18,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2017-01-15,60.99,60.99,60.99,0.0,0.0,61.61,61.61,61.61,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2017-01-22,60.05,60.05,60.05,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2017-01-29,61.74,61.74,61.74,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2017-02-05,62.47,62.47,62.47,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.47,62.47,62.47,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2017-02-12,63.46,63.46,63.46,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2017-02-19,64.21,64.21,64.21,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-02-26,62.48,62.48,62.48,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2017-03-05,60.68,60.68,60.68,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2017-03-12,62.06,62.06,62.06,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2017-03-19,63.07,63.07,63.07,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.98,62.98,62.98,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2017-03-26,63.54,63.54,63.54,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2017-04-02,64.3,64.3,64.3,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2017-04-09,65.22,65.22,65.22,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2017-04-16,64.45,64.45,64.45,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2017-04-23,63.11,63.11,63.11,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2017-04-30,60.85,60.85,60.85,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.77,60.77,60.77,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2017-05-07,61.07,61.07,61.07,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2017-05-14,62.07,62.07,62.07,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2017-05-21,63.05,63.05,63.05,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2017-05-28,63.7,63.7,63.7,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2017-06-04,63.43,63.43,63.43,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2017-06-11,62.33,62.33,62.33,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2017-06-18,62.6,62.6,62.6,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2017-06-25,61.89,61.89,61.89,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2017-07-02,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2017-07-09,60.88,60.88,60.88,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2017-07-16,61.99,61.99,61.99,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2017-07-23,62.6,62.6,62.6,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2017-07-30,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2017-08-06,63.98,63.98,63.98,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2017-08-13,64.62,64.62,64.62,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2017-08-20,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.55,63.55,63.55,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2017-08-27,66.16,66.16,66.16,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.69,65.69,65.69,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2017-09-03,67.32,67.32,67.32,0.0,0.0,67.32,67.32,67.32,0.0,0.0,66.98,66.98,66.98,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2017-09-10,65.91,65.91,65.91,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2017-09-17,64.02,64.02,64.02,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.94,63.94,63.94,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2017-09-24,63.69,63.69,63.69,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2017-10-01,62.83,62.83,62.83,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.42,62.42,62.42,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2017-10-08,65.14,65.14,65.14,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2017-10-15,64.08,64.08,64.08,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2017-10-22,63.11,63.11,63.11,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2017-10-29,64.14,64.14,64.14,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2017-11-05,64.31,64.31,64.31,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2017-11-12,64.34,64.34,64.34,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-11-19,64.44,64.44,64.44,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2017-11-26,63.34,63.34,63.34,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2017-12-03,61.82,61.82,61.82,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2017-12-10,62.42,62.42,62.42,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2017-12-17,63.24,63.24,63.24,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2017-12-24,65.0,65.0,65.0,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2017-12-31,65.9,65.9,65.9,0.0,0.0,66.15,66.15,66.15,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.05,66.05,66.05,0.0,0.0
