Date,ATStock_Open_average,ATStock_Open_max,ATStock_Open_min,ATStock_Open_volatility,ATStock_Open_change,ATStock_High_average,ATStock_High_max,ATStock_High_min,ATStock_High_volatility,ATStock_High_change,ATStock_Low_average,ATStock_Low_max,ATStock_Low_min,ATStock_Low_volatility,ATStock_Low_change,ATStock_Close_average,ATStock_Close_max,ATStock_Close_min,ATStock_Close_volatility,ATStock_Close_change,ATStock_Volume_average,ATStock_Volume_max,ATStock_Volume_min,ATStock_Volume_volatility,ATStock_Volume_change
2016-01-03,1.934,2.01,1.84,0.1699999999999997,-0.1699999999999997,1.958,2.03,1.84,0.18999999999999972,-0.18999999999999972,1.852,1.93,1.75,0.17999999999999994,-0.1200000000000001,1.882,1.97,1.75,0.21999999999999997,-0.15999999999999992,699163,1108935,476574,632361,-632361
2016-01-10,1.708,1.78,1.68,0.10000000000000009,-0.10000000000000009,1.742,1.78,1.72,0.06000000000000005,-0.050000000000000044,1.66,1.68,1.61,0.06999999999999984,-0.06999999999999984,1.696,1.72,1.68,0.040000000000000036,0.040000000000000036,597890,900929,394346,506583,-288539
2016-01-17,1.705,1.75,1.66,0.09000000000000008,0.010000000000000009,1.7825,1.83,1.71,0.1200000000000001,0.07000000000000006,1.66,1.74,1.58,0.15999999999999992,0.09000000000000008,1.7125,1.79,1.67,0.1200000000000001,0.1200000000000001,836415,1050229,663248,386981,-134576
2016-01-24,1.774,1.85,1.73,0.1200000000000001,0.08000000000000007,1.84,1.91,1.79,0.11999999999999988,0.10999999999999988,1.746,1.83,1.71,0.1200000000000001,0.1200000000000001,1.782,1.87,1.71,0.16000000000000014,0.16000000000000014,610877,831503,375258,456245,456245
2016-01-31,1.8,1.85,1.76,0.09000000000000008,-0.040000000000000036,1.84,1.88,1.8,0.07999999999999985,-0.050000000000000044,1.768,1.8,1.75,0.050000000000000044,-0.040000000000000036,1.78,1.82,1.75,0.07000000000000006,-0.040000000000000036,465108,630767,356474,274293,-105234
2016-02-07,1.71,1.75,1.68,0.07000000000000006,-0.07000000000000006,1.744,1.8,1.68,0.1200000000000001,-0.09000000000000008,1.63,1.69,1.58,0.10999999999999988,-0.06000000000000005,1.674,1.7,1.65,0.050000000000000044,-0.040000000000000036,576654,684056,452915,231141,-144765
2016-02-14,1.74,1.81,1.65,0.16000000000000014,0.16000000000000014,1.7875,1.82,1.72,0.10000000000000009,0.09000000000000008,1.7,1.75,1.6,0.1499999999999999,0.1399999999999999,1.775,1.81,1.72,0.09000000000000008,0.050000000000000044,414987,605824,254673,351151,-221102
2016-02-21,1.788,1.81,1.77,0.040000000000000036,0.040000000000000036,1.824,1.84,1.8,0.040000000000000036,-0.020000000000000018,1.744,1.77,1.71,0.06000000000000005,-0.030000000000000027,1.784,1.81,1.75,0.06000000000000005,-0.050000000000000044,357435,397029,299964,97065,17487
2016-02-28,1.778,1.88,1.73,0.1499999999999999,0.1299999999999999,1.842,1.94,1.78,0.15999999999999992,0.1399999999999999,1.766,1.87,1.71,0.16000000000000014,0.16000000000000014,1.808,1.9,1.72,0.17999999999999994,0.17999999999999994,379576,451689,326589,125100,-2334
2016-03-06,1.956,2.15,1.8,0.34999999999999987,0.27,2.042,2.18,1.9,0.28000000000000025,0.28000000000000025,1.92,2.1,1.77,0.33000000000000007,0.33000000000000007,1.996,2.14,1.79,0.3500000000000001,0.33000000000000007,684290,874424,395827,478597,146641
2016-03-13,2.11,2.13,2.08,0.04999999999999982,-0.040000000000000036,2.182,2.26,2.15,0.10999999999999988,0.10999999999999988,2.07,2.1,2.04,0.06000000000000005,0.009999999999999787,2.13,2.21,2.05,0.16000000000000014,0.06999999999999984,1028843,3056207,363717,2692490,2555866
