Date,NPN_stock_Open_average,NPN_stock_Open_max,NPN_stock_Open_min,NPN_stock_Open_volatility,NPN_stock_Open_change,NPN_stock_High_average,NPN_stock_High_max,NPN_stock_High_min,NPN_stock_High_volatility,NPN_stock_High_change,NPN_stock_Low_average,NPN_stock_Low_max,NPN_stock_Low_min,NPN_stock_Low_volatility,NPN_stock_Low_change,NPN_stock_Close_average,NPN_stock_Close_max,NPN_stock_Close_min,NPN_stock_Close_volatility,NPN_stock_Close_change,NPN_stock_Volume_average,NPN_stock_Volume_max,NPN_stock_Volume_min,NPN_stock_Volume_volatility,NPN_stock_Volume_change
2016-01-03,15.188,15.23,15.15,0.08000000000000007,0.040000000000000924,15.228,15.3,15.15,0.15000000000000036,0.120000000000001,15.036,15.15,14.94,0.21000000000000085,0.21000000000000085,15.102,15.22,15.03,0.19000000000000128,0.19000000000000128,5168,10600,1376,9224,650
2016-01-10,15.193333333333333,15.25,15.09,0.16000000000000014,-0.16000000000000014,15.196666666666667,15.25,15.1,0.15000000000000036,-0.15000000000000036,15.173333333333334,15.25,15.09,0.16000000000000014,-0.16000000000000014,15.176666666666666,15.25,15.1,0.15000000000000036,-0.15000000000000036,1400,2600,100,2500,1400
2016-01-17,15.2225,15.24,15.2,0.040000000000000924,0.030000000000001137,15.23,15.24,15.21,0.02999999999999936,0.02999999999999936,15.1125,15.15,15.0,0.15000000000000036,0.0,15.175,15.22,15.15,0.07000000000000028,0.02999999999999936,3111,5887,550,5337,1682
2016-01-24,15.265,15.34,15.2,0.14000000000000057,0.14000000000000057,15.275,15.35,15.2,0.15000000000000036,0.15000000000000036,15.2375,15.33,15.2,0.13000000000000078,0.13000000000000078,15.2575,15.35,15.2,0.15000000000000036,0.15000000000000036,1680,3202,801,2401,-201
2016-01-31,15.468,15.65,15.19,0.46000000000000085,0.46000000000000085,15.616,15.67,15.58,0.08999999999999986,0.07000000000000028,15.354000000000001,15.55,15.19,0.3600000000000012,0.14000000000000057,15.502,15.58,15.35,0.23000000000000043,-0.11000000000000121,5503,8709,1934,6775,-6775
2016-02-07,15.443333333333333,15.54,15.35,0.1899999999999995,0.1899999999999995,15.536666666666667,15.69,15.44,0.25,0.20999999999999908,15.366666666666667,15.44,15.3,0.1399999999999988,0.05999999999999872,15.416666666666666,15.44,15.38,0.05999999999999872,-0.049999999999998934,2086,3600,500,3100,-1442
2016-02-14,15.6275,15.84,15.53,0.3100000000000005,0.2599999999999998,15.6725,15.85,15.54,0.3100000000000005,0.2699999999999996,15.495,15.53,15.43,0.09999999999999964,0.07000000000000028,15.605,15.83,15.48,0.34999999999999964,0.34999999999999964,3887,4956,2400,2556,-1364
2016-02-21,15.6825,15.95,15.53,0.41999999999999993,0.25,15.69,15.95,15.55,0.3999999999999986,0.25,15.442499999999999,15.53,15.36,0.16999999999999993,-0.08000000000000007,15.4975,15.55,15.39,0.16000000000000014,-0.11999999999999922,2886,3813,1359,2454,213
2016-02-28,15.4525,15.52,15.38,0.1399999999999988,-0.02999999999999936,15.475,15.52,15.38,0.1399999999999988,-0.019999999999999574,15.4325,15.52,15.36,0.16000000000000014,-0.03999999999999915,15.4325,15.52,15.36,0.16000000000000014,-0.03999999999999915,2074,3708,225,3483,2423
2016-03-06,15.74,15.84,15.5,0.33999999999999986,0.28999999999999915,15.78,15.84,15.61,0.23000000000000043,0.23000000000000043,15.5875,15.76,15.4,0.35999999999999943,0.1899999999999995,15.67,15.79,15.56,0.22999999999999865,0.16999999999999993,5542,11966,829,11137,-4391
2016-03-13,15.604000000000001,15.84,15.39,0.4499999999999993,-0.20000000000000107,15.666,15.84,15.45,0.39000000000000057,-0.14000000000000057,15.554,15.82,15.39,0.4299999999999997,0.02999999999999936,15.63,15.82,15.43,0.39000000000000057,-0.040000000000000924,1916,2500,1407,1093,543
2016-03-20,15.835,15.9,15.8,0.09999999999999964,0.08000000000000007,15.88,15.98,15.82,0.16000000000000014,0.16000000000000014,15.835,15.9,15.8,0.09999999999999964,0.08000000000000007,15.88,15.98,15.82,0.16000000000000014,0.16000000000000014,1311,2300,147,2153,2153
2016-03-27,16.018,16.17,15.74,0.4300000000000015,-0.07000000000000028,16.092000000000002,16.18,15.98,0.1999999999999993,-0.0799999999999983,16.008,16.17,15.74,0.4300000000000015,-0.07000000000000028,16.068,16.18,15.97,0.20999999999999908,-0.0799999999999983,2388,6090,412,5678,-1872
2016-04-03,16.386666666666667,16.55,16.1,0.4499999999999993,0.41000000000000014,16.616666666666667,16.8,16.5,0.3000000000000007,0.3000000000000007,16.35,16.5,16.1,0.3999999999999986,0.3999999999999986,16.613333333333333,16.79,16.5,0.28999999999999915,0.28999999999999915,6936,9117,4266,4851,-1691
2016-04-10,16.72,16.77,16.67,0.09999999999999787,-0.09999999999999787,16.72,16.77,16.67,0.09999999999999787,-0.09999999999999787,16.6,16.7,16.5,0.1999999999999993,-0.1999999999999993,16.685000000000002,16.7,16.67,0.029999999999997584,-0.029999999999997584,2084,2448,1720,728,728
2016-04-17,16.428,16.44,16.42,0.019999999999999574,-0.019999999999999574,16.452,16.49,16.42,0.06999999999999673,0.0,16.288,16.44,15.95,0.490000000000002,-0.23000000000000043,16.386,16.49,16.21,0.2799999999999976,-0.2799999999999976,2019,6298,296,6002,5198
2016-04-24,16.415,16.58,16.14,0.4399999999999977,0.3099999999999987,16.419999999999998,16.58,16.15,0.4299999999999997,0.3000000000000007,16.31,16.49,16.14,0.34999999999999787,0.3099999999999987,16.395,16.5,16.14,0.35999999999999943,0.3099999999999987,1297,1805,472,1333,-1333
2016-05-01,16.36,16.48,16.22,0.26000000000000156,-0.26000000000000156,16.476666666666667,16.73,16.22,0.5100000000000016,-0.26000000000000156,16.303333333333335,16.48,16.21,0.2699999999999996,-0.26000000000000156,16.476666666666667,16.73,16.22,0.5100000000000016,-0.26000000000000156,3860,8515,693,7822,1681
2016-05-08,16.992,17.25,16.73,0.5199999999999996,0.5199999999999996,17.11,17.67,16.73,0.9400000000000013,0.5199999999999996,16.944,17.25,16.65,0.6000000000000014,0.5199999999999996,16.976,17.25,16.73,0.5199999999999996,0.5199999999999996,5618,10776,646,10130,3712
2016-05-15,16.605,16.79,16.42,0.36999999999999744,-0.36999999999999744,16.71,17.0,16.42,0.5799999999999983,-0.5799999999999983,16.42,16.42,16.42,0.0,0.0,16.71,17.0,16.42,0.5799999999999983,-0.5799999999999983,3227,6005,450,5555,-5555
2016-05-22,16.3675,16.43,16.3,0.129999999999999,-0.03999999999999915,16.5575,16.76,16.3,0.46000000000000085,-0.120000000000001,16.127499999999998,16.38,15.95,0.4299999999999997,0.17999999999999972,16.4175,16.76,16.21,0.5500000000000007,-0.09999999999999787,4943,10845,1752,9093,351
