Date,BERK_stock_Open_average,BERK_stock_Open_max,BERK_stock_Open_min,BERK_stock_Open_volatility,BERK_stock_Open_change,BERK_stock_High_average,BERK_stock_High_max,BERK_stock_High_min,BERK_stock_High_volatility,BERK_stock_High_change,BERK_stock_Low_average,BERK_stock_Low_max,BERK_stock_Low_min,BERK_stock_Low_volatility,BERK_stock_Low_change,BERK_stock_Close_average,BERK_stock_Close_max,BERK_stock_Close_min,BERK_stock_Close_volatility,BERK_stock_Close_change,BERK_stock_Volume_average,BERK_stock_Volume_max,BERK_stock_Volume_min,BERK_stock_Volume_volatility,BERK_stock_Volume_change
2016-01-03,8.0125,8.15,7.9,0.25,0.15000000000000036,8.0125,8.15,7.9,0.25,0.15000000000000036,7.95,8.0,7.9,0.09999999999999964,-0.09999999999999964,7.95,8.0,7.9,0.09999999999999964,-0.09999999999999964,895,2009,100,1909,-74
2016-01-10,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,600,700,500,200,-200
2016-01-17,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,7.95,8.0,7.9,0.09999999999999964,0.09999999999999964,7.800000000000001,7.9,7.7,0.20000000000000018,-0.20000000000000018,7.800000000000001,7.9,7.7,0.20000000000000018,-0.20000000000000018,1400,2698,102,2596,2596
2016-01-24,7.706,7.75,7.68,0.07000000000000028,0.04999999999999982,7.72,7.75,7.7,0.04999999999999982,0.04999999999999982,7.706,7.75,7.68,0.07000000000000028,0.04999999999999982,7.72,7.75,7.7,0.04999999999999982,0.04999999999999982,1284,3602,200,3402,379
2016-01-31,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,4236,7535,300,7235,-4574
2016-02-07,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,950,2250,100,2150,400
2016-02-14,7.833333333333333,8.0,7.75,0.25,-0.25,7.833333333333333,8.0,7.75,0.25,-0.25,7.833333333333333,8.0,7.75,0.25,-0.25,7.833333333333333,8.0,7.75,0.25,-0.25,586,1500,100,1400,1400
2016-02-21,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,100,100,100,0,0
2016-02-28,7.7875,7.8,7.75,0.04999999999999982,0.0,7.8075,7.88,7.75,0.1299999999999999,0.08000000000000007,7.775,7.8,7.75,0.04999999999999982,0.04999999999999982,7.795,7.88,7.75,0.1299999999999999,0.1299999999999999,1118,3050,100,2950,-1850
2016-03-06,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,2338,4141,870,3271,-2136
2016-03-13,7.7875,7.79,7.78,0.009999999999999787,0.009999999999999787,7.7875,7.79,7.78,0.009999999999999787,0.009999999999999787,7.7775,7.79,7.75,0.040000000000000036,0.009999999999999787,7.7775,7.79,7.75,0.040000000000000036,0.009999999999999787,751,2200,102,2098,423
2016-03-20,7.75,7.75,7.75,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.79,7.79,7.79,0.0,0.0,1411,1411,1411,0,0
2016-03-27,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,698,997,400,597,597
2016-04-03,7.9,7.9,7.9,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,1018,1018,1018,0,0
2016-04-10,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,510,510,510,0,0
2016-04-17,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,107,107,107,0,0
2016-04-24,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,7.755,7.76,7.75,0.009999999999999787,0.009999999999999787,267,435,100,335,-335
