Date,ProShares UltraShort Gold_etf_Open_average,ProShares UltraShort Gold_etf_Open_max,ProShares UltraShort Gold_etf_Open_min,ProShares UltraShort Gold_etf_Open_volatility,ProShares UltraShort Gold_etf_Open_change,ProShares UltraShort Gold_etf_High_average,ProShares UltraShort Gold_etf_High_max,ProShares UltraShort Gold_etf_High_min,ProShares UltraShort Gold_etf_High_volatility,ProShares UltraShort Gold_etf_High_change,ProShares UltraShort Gold_etf_Low_average,ProShares UltraShort Gold_etf_Low_max,ProShares UltraShort Gold_etf_Low_min,ProShares UltraShort Gold_etf_Low_volatility,ProShares UltraShort Gold_etf_Low_change,ProShares UltraShort Gold_etf_Close_average,ProShares UltraShort Gold_etf_Close_max,ProShares UltraShort Gold_etf_Close_min,ProShares UltraShort Gold_etf_Close_volatility,ProShares UltraShort Gold_etf_Close_change
2017-01-08,84.12,84.12,84.12,0.0,0.0,84.7,84.7,84.7,0.0,0.0,83.03,83.03,83.03,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2017-01-15,82.23,82.23,82.23,0.0,0.0,82.7,82.7,82.7,0.0,0.0,80.74,80.74,80.74,0.0,0.0,81.71,81.71,81.71,0.0,0.0
2017-01-22,84.63,84.63,84.63,0.0,0.0,84.85,84.85,84.85,0.0,0.0,83.93,83.93,83.93,0.0,0.0,84.09,84.09,84.09,0.0,0.0
2017-01-29,80.45,80.45,80.45,0.0,0.0,80.61,80.61,80.61,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2017-02-05,79.27,79.27,79.27,0.0,0.0,79.27,79.27,79.27,0.0,0.0,77.6,77.6,77.6,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2017-02-12,77.06,77.06,77.06,0.0,0.0,77.83,77.83,77.83,0.0,0.0,76.94,76.94,76.94,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2017-02-19,75.03,75.03,75.03,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2017-02-26,78.65,78.65,78.65,0.0,0.0,79.35,79.35,79.35,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.9,77.9,77.9,0.0,0.0
2017-03-05,82.25,82.25,82.25,0.0,0.0,82.55,82.55,82.55,0.0,0.0,81.79,81.79,81.79,0.0,0.0,81.81,81.81,81.81,0.0,0.0
2017-03-12,78.3,78.3,78.3,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.03,78.03,78.03,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2017-03-19,76.47,76.47,76.47,0.0,0.0,76.53,76.53,76.53,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2017-03-26,76.2,76.2,76.2,0.0,0.0,76.41,76.41,76.41,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2017-04-02,74.04,74.04,74.04,0.0,0.0,75.45,75.45,75.45,0.0,0.0,73.66,73.66,73.66,0.0,0.0,75.17,75.17,75.17,0.0,0.0
2017-04-09,71.35,71.35,71.35,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2017-04-16,71.83,71.83,71.83,0.0,0.0,72.14,72.14,72.14,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2017-04-23,73.85,73.85,73.85,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.36,73.36,73.36,0.0,0.0,73.36,73.36,73.36,0.0,0.0
2017-04-30,78.14,78.14,78.14,0.0,0.0,78.49,78.49,78.49,0.0,0.0,77.87,77.87,77.87,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2017-05-07,77.94,77.94,77.94,0.0,0.0,78.44,78.44,78.44,0.0,0.0,77.79,77.79,77.79,0.0,0.0,78.27,78.27,78.27,0.0,0.0
2017-05-14,74.84,74.84,74.84,0.0,0.0,75.28,75.28,75.28,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.8,74.8,74.8,0.0,0.0
2017-05-21,73.53,73.53,73.53,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2017-05-28,72.58,72.58,72.58,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2017-06-04,73.48,73.48,73.48,0.0,0.0,73.74,73.74,73.74,0.0,0.0,72.94,72.94,72.94,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2017-06-11,74.81,74.81,74.81,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2017-06-18,74.42,74.42,74.42,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2017-06-25,76.38,76.38,76.38,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.37,76.37,76.37,0.0,0.0
2017-07-02,79.34,79.34,79.34,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.33,79.33,79.33,0.0,0.0,80.01,80.01,80.01,0.0,0.0
2017-07-09,77.56,77.56,77.56,0.0,0.0,78.16,78.16,78.16,0.0,0.0,77.38,77.38,77.38,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-07-16,75.13,75.13,75.13,0.0,0.0,75.45,75.45,75.45,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.74,74.74,74.74,0.0,0.0
2017-07-23,73.55,73.55,73.55,0.0,0.0,73.55,73.55,73.55,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2017-07-30,73.83,73.83,73.83,0.0,0.0,74.94,74.94,74.94,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.27,74.27,74.27,0.0,0.0
2017-08-06,71.21,71.21,71.21,0.0,0.0,71.39,71.39,71.39,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2017-08-13,69.86,69.86,69.86,0.0,0.0,71.27,71.27,71.27,0.0,0.0,69.76,69.76,69.76,0.0,0.0,71.03,71.03,71.03,0.0,0.0
2017-08-20,70.55,70.55,70.55,0.0,0.0,72.06,72.06,72.06,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2017-08-27,66.74,66.74,66.74,0.0,0.0,67.51,67.51,67.51,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2017-09-03,64.48,64.48,64.48,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.79,64.79,64.79,0.0,0.0
2017-09-10,66.94,66.94,66.94,0.0,0.0,67.44,67.44,67.44,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.33,67.33,67.33,0.0,0.0
2017-09-17,69.94,69.94,69.94,0.0,0.0,70.12,70.12,70.12,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2017-09-24,70.82,70.82,70.82,0.0,0.0,71.57,71.57,71.57,0.0,0.0,70.82,70.82,70.82,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2017-10-01,73.22,73.22,73.22,0.0,0.0,73.93,73.93,73.93,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2017-10-08,69.19,69.19,69.19,0.0,0.0,69.49,69.49,69.49,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.98,68.98,68.98,0.0,0.0
2017-10-15,71.36,71.36,71.36,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.18,71.18,71.18,0.0,0.0,71.59,71.59,71.59,0.0,0.0
2017-10-22,73.03,73.03,73.03,0.0,0.0,73.15,73.15,73.15,0.0,0.0,69.88,69.88,69.88,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2017-10-29,71.84,71.84,71.84,0.0,0.0,73.04,73.04,73.04,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2017-11-05,71.07,71.07,71.07,0.0,0.0,72.18,72.18,72.18,0.0,0.0,70.97,70.97,70.97,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2017-11-12,71.01,71.01,71.01,0.0,0.0,71.2,71.2,71.2,0.0,0.0,69.8,69.8,69.8,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2017-11-19,70.6,70.6,70.6,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2017-11-26,72.12,72.12,72.12,0.0,0.0,72.4,72.4,72.4,0.0,0.0,70.59,70.59,70.59,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2017-12-03,75.15,75.15,75.15,0.0,0.0,75.51,75.51,75.51,0.0,0.0,74.85,74.85,74.85,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2017-12-10,74.11,74.11,74.11,0.0,0.0,74.74,74.74,74.74,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2017-12-17,72.52,72.52,72.52,0.0,0.0,72.67,72.67,72.67,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2017-12-24,69.09,69.09,69.09,0.0,0.0,69.45,69.45,69.45,0.0,0.0,68.68,68.68,68.68,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2017-12-31,67.77,67.77,67.77,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.32,67.32,67.32,0.0,0.0
