Date,DSS_stock_Open_average,DSS_stock_Open_max,DSS_stock_Open_min,DSS_stock_Open_volatility,DSS_stock_Open_change,DSS_stock_High_average,DSS_stock_High_max,DSS_stock_High_min,DSS_stock_High_volatility,DSS_stock_High_change,DSS_stock_Low_average,DSS_stock_Low_max,DSS_stock_Low_min,DSS_stock_Low_volatility,DSS_stock_Low_change,DSS_stock_Close_average,DSS_stock_Close_max,DSS_stock_Close_min,DSS_stock_Close_volatility,DSS_stock_Close_change,DSS_stock_Volume_average,DSS_stock_Volume_max,DSS_stock_Volume_min,DSS_stock_Volume_volatility,DSS_stock_Volume_change
2016-01-03,0.66656,0.7196,0.6228,0.0968,-0.06719999999999993,0.68168,0.7196,0.6396,0.08000000000000007,-0.0504,0.63856,0.68,0.5852,0.0948,-0.09439999999999993,0.6412,0.69,0.588,0.10199999999999998,-0.10199999999999998,5036,8288,2009,6279,2066
2016-01-10,0.58008,0.6,0.56,0.039999999999999925,-0.0008000000000000229,0.60136,0.6076,0.5992,0.008400000000000074,-0.0008000000000000229,0.56504,0.5764,0.56,0.01639999999999997,-0.016000000000000014,0.56848,0.58,0.5608,0.019199999999999995,-0.019199999999999995,2907,6362,1453,4909,-435
2016-01-17,0.5485,0.56,0.528,0.03200000000000003,-0.03200000000000003,0.5813999999999999,0.6,0.5336,0.06640000000000001,-0.06640000000000001,0.5359,0.552,0.5236,0.028400000000000092,-0.028400000000000092,0.539,0.552,0.5236,0.028400000000000092,-0.028400000000000092,5015,7188,2163,5025,1072
2016-01-24,0.54608,0.5916,0.5204,0.07120000000000004,-0.0020000000000000018,0.57016,0.5916,0.5596,0.03200000000000003,0.00040000000000006697,0.53144,0.5676,0.5204,0.04720000000000002,0.0028000000000000247,0.5364,0.568,0.5224,0.045599999999999974,0.020399999999999974,5383,10250,468,9782,-2118
2016-01-31,0.57592,0.6592,0.522,0.1372,0.13680000000000003,0.61008,0.6744,0.5516,0.12280000000000002,0.12239999999999995,0.57192,0.64,0.522,0.118,0.11760000000000004,0.59296,0.6476,0.5244,0.12319999999999998,0.09999999999999998,4771,9556,478,9078,-5904
2016-02-07,0.6448,0.68,0.6088,0.07120000000000004,-0.031200000000000006,0.66056,0.68,0.632,0.04800000000000004,-0.04279999999999995,0.5980800000000001,0.65,0.56,0.08999999999999997,-0.07920000000000005,0.60424,0.6532,0.56,0.09319999999999995,-0.06800000000000006,3552,10400,1050,9350,-508
2016-02-14,0.614,0.64,0.594,0.04600000000000004,-0.032399999999999984,0.6573,0.72,0.6012,0.11880000000000002,0.052000000000000046,0.5678,0.594,0.5556,0.03839999999999999,0.03320000000000001,0.5831999999999999,0.6396,0.5556,0.08399999999999996,0.06319999999999992,2087,3851,1366,2485,-2126
2016-02-21,0.59448,0.6488,0.546,0.1028,-0.08200000000000007,0.60096,0.6488,0.546,0.1028,-0.050000000000000044,0.53376,0.6,0.48,0.12,-0.052000000000000046,0.568,0.6,0.52,0.07999999999999996,-0.020000000000000018,3392,14250,344,13906,295
2016-02-28,0.6208,0.6404,0.588,0.0524,0.052000000000000046,0.64048,0.68,0.6,0.08000000000000007,0.040000000000000036,0.61904,0.64,0.58,0.06000000000000005,0.06000000000000005,0.63992,0.68,0.5996,0.08040000000000003,0.04039999999999999,700,1250,50,1200,-744
2016-03-06,0.67,0.72,0.624,0.09599999999999997,0.09599999999999997,0.70232,0.78,0.66,0.12,0.12,0.6612,0.72,0.62,0.09999999999999998,0.09999999999999998,0.69032,0.78,0.62,0.16000000000000003,0.16000000000000003,2174,4156,732,3424,1693
2016-03-13,0.82704,1.0,0.78,0.21999999999999997,0.21999999999999997,0.88704,1.08,0.78,0.30000000000000004,0.21999999999999997,0.78704,0.84,0.76,0.07999999999999996,0.07999999999999996,0.83528,1.0212,0.76,0.2612000000000001,0.07999999999999996,3603,7199,1367,5832,4884
2016-03-20,0.8875,1.0,0.79,0.20999999999999996,-0.010000000000000009,0.9,1.0,0.8,0.19999999999999996,-0.039999999999999925,0.8148,0.88,0.78,0.09999999999999998,-0.01959999999999995,0.8349,0.9196,0.78,0.13959999999999995,-0.05999999999999994,6494,16800,1468,15332,1722
2016-03-27,0.76816,0.8204,0.72,0.10040000000000004,-0.06040000000000001,0.8140000000000001,0.88,0.79,0.08999999999999997,0.010000000000000009,0.72392,0.7596,0.68,0.0796,0.039999999999999925,0.74792,0.7996,0.72,0.0796,0.0,3398,10272,770,9502,-8860
2016-04-03,0.72288,0.7996,0.6796,0.12,-0.12,0.75112,0.8,0.68,0.12,-0.020000000000000018,0.68112,0.7564,0.6412,0.11519999999999997,-0.09239999999999993,0.73552,0.7992,0.68,0.11919999999999997,-0.02080000000000004,3645,7244,190,7054,6160
2016-04-10,0.76128,0.7996,0.732,0.0676,0.059599999999999986,0.7956,0.84,0.74,0.09999999999999998,0.09999999999999998,0.73736,0.76,0.7188,0.041200000000000014,0.020000000000000018,0.77328,0.8,0.74,0.06000000000000005,0.06000000000000005,659,2240,125,2115,2107
2016-04-17,0.78336,0.8008,0.76,0.04079999999999995,-0.004000000000000115,0.83896,0.8796,0.7959999999999999,0.08360000000000012,-0.08360000000000012,0.75584,0.7992,0.732,0.06720000000000004,0.016000000000000014,0.79024,0.86,0.748,0.11199999999999999,-0.11199999999999999,2299,7621,275,7346,-522
2016-04-24,0.76232,0.7956,0.7440000000000001,0.05159999999999987,0.008000000000000007,0.76552,0.7956,0.752,0.04359999999999997,0.008000000000000007,0.7348,0.7559999999999999,0.7040000000000001,0.051999999999999824,0.010000000000000009,0.7348,0.7559999999999999,0.7040000000000001,0.051999999999999824,0.010000000000000009,2429,8503,275,8228,-1538
2016-05-01,0.81576,0.892,0.7596,0.13239999999999996,0.046399999999999886,0.87192,0.9068,0.8292,0.0776,-0.0047999999999999154,0.78384,0.82,0.7596,0.0603999999999999,0.00039999999999995595,0.8079999999999999,0.84,0.76,0.07999999999999996,-0.07999999999999996,3119,5533,502,5031,-1759
2016-05-08,0.9012,1.056,0.8059999999999999,0.2500000000000001,0.19000000000000006,1.0003199999999999,1.2,0.8059999999999999,0.394,0.26959999999999995,0.81928,0.92,0.76,0.16000000000000003,0.048799999999999955,0.86608,0.96,0.76,0.19999999999999996,0.09079999999999999,12467,29211,2117,27094,8013
2016-05-15,0.8796,0.998,0.8,0.19799999999999995,0.039999999999999925,0.95728,1.08,0.88,0.20000000000000007,-0.04400000000000004,0.828,0.88,0.8,0.07999999999999996,0.019999999999999907,0.8712,0.96,0.8,0.15999999999999992,-0.05599999999999994,7314,13545,1408,12137,-12137
2016-05-22,0.8552,0.888,0.836,0.052000000000000046,0.03600000000000003,0.8896,0.9359999999999999,0.84,0.09599999999999997,0.040000000000000036,0.8304,0.84,0.82,0.020000000000000018,0.012000000000000122,0.8535999999999999,0.884,0.82,0.06400000000000006,0.028000000000000025,6111,13128,2089,11039,-8854
2016-05-29,0.8319,0.8396,0.82,0.019600000000000062,-0.012000000000000122,0.85,0.88,0.84,0.040000000000000036,-0.040000000000000036,0.815,0.82,0.8,0.019999999999999907,-0.019999999999999907,0.8248,0.8392,0.82,0.019199999999999995,0.019199999999999995,2558,8055,444,7611,371
2016-06-05,0.80784,0.8320000000000001,0.8,0.03200000000000003,0.005999999999999894,0.8498399999999999,0.9116,0.82,0.09160000000000001,0.019199999999999995,0.8012,0.8059999999999999,0.8,0.005999999999999894,0.005999999999999894,0.81824,0.84,0.8,0.039999999999999925,0.019999999999999907,4946,12600,488,12112,745
2016-06-12,0.81584,0.84,0.78,0.05999999999999994,0.020399999999999974,0.832,0.84,0.8,0.039999999999999925,0.0,0.7812,0.804,0.76,0.04400000000000004,-0.04400000000000004,0.8104,0.84,0.76,0.07999999999999996,-0.07999999999999996,4034,9968,300,9668,6326
2016-06-19,0.7736,0.7992,0.72,0.07920000000000005,-0.040000000000000036,0.80064,0.8140000000000001,0.79,0.02400000000000002,-0.014000000000000012,0.76376,0.7992,0.72,0.07920000000000005,-0.040000000000000036,0.7799200000000001,0.8,0.76,0.040000000000000036,-0.040000000000000036,2726,7132,225,6907,1103
2016-06-26,0.8048,0.8452,0.76,0.08519999999999994,0.08519999999999994,0.83616,0.88,0.8,0.07999999999999996,0.07999999999999996,0.77736,0.8048,0.76,0.04479999999999995,0.02200000000000002,0.78936,0.84,0.76,0.07999999999999996,0.02200000000000002,3405,5455,1193,4262,-595
2016-07-03,0.7943,0.8052,0.768,0.03720000000000001,-0.0008000000000000229,0.7988,0.8052,0.7804,0.024800000000000044,-0.00040000000000006697,0.7523,0.7684,0.7204,0.04799999999999993,-0.039999999999999925,0.7751,0.7804,0.76,0.020399999999999974,0.00039999999999995595,13920,50077,301,49776,-947
2016-07-10,0.73928,0.792,0.7116,0.08040000000000003,-0.08040000000000003,0.774,0.792,0.74,0.052000000000000046,-0.03720000000000001,0.70456,0.7204,0.6804,0.040000000000000036,-0.00880000000000003,0.732,0.76,0.72,0.040000000000000036,-0.040000000000000036,3418,6951,600,6351,-3470
2016-07-17,0.71272,0.7364,0.6804,0.05600000000000005,0.052000000000000046,0.73032,0.7436,0.7192,0.02440000000000009,-0.011199999999999988,0.69368,0.7364,0.648,0.08840000000000003,0.020399999999999974,0.71896,0.7364,0.7,0.0364000000000001,0.0,3456,7118,56,7062,-6221
2016-07-24,0.70712,0.74,0.6524,0.08760000000000001,-0.08760000000000001,0.7240800000000001,0.76,0.684,0.07599999999999996,-0.07599999999999996,0.69048,0.72,0.6524,0.0676,-0.0676,0.70472,0.72,0.68,0.039999999999999925,-0.039999999999999925,1956,6033,311,5722,-3453
2016-07-31,0.6816,0.716,0.66,0.05599999999999994,0.04399999999999993,0.71744,0.72,0.716,0.0040000000000000036,-0.0031999999999999806,0.6544,0.68,0.64,0.040000000000000036,-0.02399999999999991,0.6912,0.716,0.68,0.03599999999999992,0.0,1747,3256,538,2718,1379
2016-08-07,0.6659200000000001,0.7040000000000001,0.644,0.06000000000000005,0.06000000000000005,0.71064,0.76,0.68,0.07999999999999996,0.07999999999999996,0.6512,0.672,0.6316,0.04039999999999999,0.016000000000000014,0.69488,0.7412,0.662,0.07919999999999994,0.04920000000000002,2373,4002,1217,2785,856
2016-08-14,0.6903199999999999,0.718,0.6484,0.0696,-0.055600000000000094,0.71632,0.72,0.7116,0.008399999999999963,0.0024000000000000687,0.66112,0.6812,0.64,0.041200000000000014,-0.02520000000000011,0.69352,0.718,0.64,0.07799999999999996,-0.03159999999999996,1723,2999,1026,1973,1667
2016-08-21,0.67656,0.7196,0.64,0.0796,-0.015199999999999991,0.7839200000000001,1.09,0.68,0.41000000000000003,0.4096000000000001,0.63704,0.66,0.5952,0.06480000000000008,0.010000000000000009,0.69424,0.75,0.6679999999999999,0.08200000000000007,0.07679999999999998,7603,11884,2636,9248,2679
2016-08-28,0.71418,0.76,0.65,0.10999999999999999,-0.09900000000000009,0.7612599999999999,0.8964,0.69,0.20640000000000003,-0.20640000000000003,0.6822,0.74,0.65,0.08999999999999997,-0.07900000000000007,0.726,0.76,0.68,0.07999999999999996,-0.05999999999999994,2480,3627,1215,2412,-502
2016-09-04,0.6925,0.7,0.68,0.019999999999999907,0.0,0.71415,0.74,0.6916,0.0484,0.015000000000000013,0.673,0.7,0.652,0.04799999999999993,0.039999999999999925,0.70165,0.72,0.69,0.030000000000000027,0.015000000000000013,1687,2490,635,1855,-1855
2016-09-11,0.6998,0.7240000000000001,0.67,0.05400000000000005,0.024000000000000132,0.746,0.84,0.7,0.14,0.10999999999999999,0.6748000000000001,0.684,0.67,0.014000000000000012,0.014000000000000012,0.705,0.75,0.67,0.07999999999999996,0.07999999999999996,4853,12308,692,11616,10827
2016-09-18,0.68144,0.72,0.64,0.07999999999999996,-0.07999999999999996,0.69,0.72,0.64,0.07999999999999996,-0.07999999999999996,0.66144,0.69,0.6,0.08999999999999997,-0.08999999999999997,0.66144,0.69,0.6,0.08999999999999997,-0.08999999999999997,5208,9257,1169,8088,-3604
2016-09-25,0.629,0.64,0.6,0.040000000000000036,0.040000000000000036,0.64004,0.65,0.635,0.015000000000000013,0.014800000000000035,0.62,0.64,0.6,0.040000000000000036,0.040000000000000036,0.63704,0.65,0.62,0.030000000000000027,0.014800000000000035,1326,2150,266,1884,-1884
2016-10-02,0.6493333333333333,0.669,0.62,0.049000000000000044,-0.010000000000000009,0.6593333333333333,0.669,0.65,0.019000000000000017,-0.010000000000000009,0.62,0.63,0.61,0.020000000000000018,-0.010000000000000009,0.6349666666666667,0.6449,0.63,0.014900000000000024,0.0,1123,1863,706,1157,1157
2016-10-09,0.601,0.62,0.57,0.050000000000000044,-0.050000000000000044,0.61,0.64,0.57,0.07000000000000006,-0.07000000000000006,0.579,0.615,0.53,0.08499999999999996,-0.07999999999999996,0.58902,0.6201,0.54,0.08009999999999995,-0.06999999999999995,3628,11200,559,10641,1746
2016-10-16,0.52818,0.5599,0.5,0.05989999999999995,0.0,0.53602,0.5599,0.5,0.05989999999999995,0.00019999999999997797,0.512,0.54,0.48,0.06000000000000005,0.040000000000000036,0.5250400000000001,0.5402,0.495,0.04520000000000002,0.030200000000000005,3778,6855,300,6555,-6546
2016-10-23,0.5632,0.6,0.54,0.05999999999999994,0.0,0.5752,0.6,0.556,0.04399999999999993,0.019999999999999907,0.5612,0.6,0.54,0.05999999999999994,0.0,0.5732,0.6,0.556,0.04399999999999993,0.019999999999999907,722,1314,280,1034,732
2016-10-30,0.5502,0.57,0.5,0.06999999999999995,-0.06999999999999995,0.5582,0.57,0.54,0.029999999999999916,-0.029999999999999916,0.532,0.57,0.5,0.06999999999999995,-0.06000000000000005,0.54404,0.57,0.5002,0.06979999999999997,-0.04999999999999993,3139,10590,165,10425,355
2016-11-06,0.47714,0.52,0.44,0.08000000000000002,-0.07559999999999995,0.48914,0.52,0.4501,0.06990000000000002,-0.015599999999999947,0.44282,0.46399999999999997,0.43,0.033999999999999975,-0.023999999999999966,0.46082,0.494,0.44,0.05399999999999999,-0.014000000000000012,5499,15824,923,14901,-2748
2016-11-13,0.5726,0.85,0.48,0.37,0.35799999999999993,0.6422,0.9390000000000001,0.48,0.4590000000000001,0.447,0.532,0.79,0.44,0.35000000000000003,0.35000000000000003,0.6280600000000001,0.9,0.48,0.42000000000000004,0.4197,18922,58649,2028,56621,56030
