Date,NYMT_stock_Open_average,NYMT_stock_Open_max,NYMT_stock_Open_min,NYMT_stock_Open_volatility,NYMT_stock_Open_change,NYMT_stock_High_average,NYMT_stock_High_max,NYMT_stock_High_min,NYMT_stock_High_volatility,NYMT_stock_High_change,NYMT_stock_Low_average,NYMT_stock_Low_max,NYMT_stock_Low_min,NYMT_stock_Low_volatility,NYMT_stock_Low_change,NYMT_stock_Close_average,NYMT_stock_Close_max,NYMT_stock_Close_min,NYMT_stock_Close_volatility,NYMT_stock_Close_change,NYMT_stock_Volume_average,NYMT_stock_Volume_max,NYMT_stock_Volume_min,NYMT_stock_Volume_volatility,NYMT_stock_Volume_change
2016-01-03,5.3580000000000005,5.44,5.24,0.20000000000000018,0.08000000000000007,5.478,5.57,5.38,0.1900000000000004,0.0600000000000005,5.308,5.41,5.23,0.17999999999999972,0.03999999999999915,5.3839999999999995,5.51,5.27,0.2400000000000002,-0.08000000000000007,721398,1070707,505849,564858,-439809
2016-01-10,5.062,5.3,4.78,0.5199999999999996,-0.5199999999999996,5.1160000000000005,5.35,4.82,0.5299999999999994,-0.5299999999999994,4.8500000000000005,5.2,4.45,0.75,-0.75,4.946,5.21,4.64,0.5700000000000003,-0.5700000000000003,1420666,1977171,786612,1190559,1190559
2016-01-17,4.3475,4.54,4.23,0.3099999999999996,-0.16999999999999993,4.505,4.65,4.34,0.3100000000000005,-0.0600000000000005,4.16,4.34,3.82,0.52,0.08999999999999986,4.385,4.59,4.3,0.29000000000000004,0.29000000000000004,1741006,2774583,831658,1942925,-1220701
2016-01-24,4.614,4.68,4.48,0.1999999999999993,-0.040000000000000036,4.74,4.84,4.69,0.14999999999999947,0.09999999999999964,4.522,4.64,4.43,0.20999999999999996,0.20999999999999996,4.63,4.84,4.43,0.41000000000000014,0.41000000000000014,1008556,1403641,578205,825436,228971
2016-01-31,4.796,4.87,4.73,0.13999999999999968,0.040000000000000036,4.844,4.93,4.74,0.1899999999999995,0.03000000000000025,4.71,4.8,4.61,0.1899999999999995,0.08999999999999986,4.79,4.86,4.71,0.15000000000000036,0.03000000000000025,656080,813074,523702,289372,-58998
2016-02-07,4.624,4.75,4.49,0.2599999999999998,-0.2599999999999998,4.69,4.8,4.56,0.2400000000000002,-0.14999999999999947,4.53,4.63,4.4,0.22999999999999954,-0.13999999999999968,4.608,4.76,4.47,0.29000000000000004,-0.14999999999999947,647090,867217,452691,414526,-325462
2016-02-14,4.805,4.87,4.71,0.16000000000000014,0.16000000000000014,4.8725000000000005,4.91,4.79,0.1200000000000001,0.1200000000000001,4.765000000000001,4.82,4.65,0.16999999999999993,0.15999999999999925,4.845,4.88,4.78,0.09999999999999964,0.08999999999999986,518327,616622,405226,211396,-211396
2016-02-21,4.405,4.98,3.99,0.9900000000000002,-0.9399999999999995,4.465,5.1,3.99,1.1099999999999994,-1.0,4.278333333333333,4.95,3.89,1.06,-0.8999999999999995,4.373333333333333,5.08,3.98,1.1,-0.9799999999999995,1791695,3513370,791687,2721683,1247796
2016-02-28,4.236,4.47,4.01,0.45999999999999996,0.45999999999999996,4.394,4.7,4.21,0.4900000000000002,0.4900000000000002,4.204,4.45,4.0,0.4500000000000002,0.4500000000000002,4.328,4.54,4.18,0.3600000000000003,0.3600000000000003,1020086,1344405,758322,586083,-257185
2016-03-06,4.522,4.66,4.36,0.2999999999999998,-0.1999999999999993,4.594,4.71,4.48,0.22999999999999954,-0.22999999999999954,4.428,4.55,4.32,0.22999999999999954,-0.20000000000000018,4.498,4.66,4.39,0.27000000000000046,-0.1900000000000004,630251,827658,522696,304962,-188738
2016-03-13,4.542,4.79,4.44,0.34999999999999964,0.2999999999999998,4.628,4.8,4.52,0.28000000000000025,0.2699999999999996,4.484,4.67,4.4,0.2699999999999996,0.2599999999999998,4.574,4.75,4.44,0.3099999999999996,0.15000000000000036,880051,1402459,500043,902416,902416
2016-03-20,4.8225,5.06,4.51,0.5499999999999998,-0.4400000000000004,4.905,5.12,4.55,0.5700000000000003,-0.5300000000000002,4.7275,4.98,4.41,0.5700000000000003,-0.5300000000000002,4.78,5.03,4.5,0.5300000000000002,-0.5300000000000002,1538439,2118270,827072,1291198,-983265
2016-03-27,4.636,4.72,4.5,0.21999999999999975,0.21999999999999975,4.732,4.81,4.6,0.20999999999999996,0.1200000000000001,4.6000000000000005,4.69,4.45,0.2400000000000002,0.20000000000000018,4.686,4.74,4.57,0.16999999999999993,0.13999999999999968,711874,1005139,430937,574202,-266987
2016-04-03,4.662,4.69,4.63,0.0600000000000005,-0.009999999999999787,4.716,4.74,4.7,0.040000000000000036,0.020000000000000462,4.638,4.65,4.63,0.020000000000000462,-0.020000000000000462,4.658,4.68,4.64,0.040000000000000036,-0.010000000000000675,438576,534581,314334,220247,39240
2016-04-10,4.832,4.96,4.64,0.3200000000000003,0.25,4.906,4.99,4.79,0.20000000000000018,0.16000000000000014,4.774,4.87,4.62,0.25,0.20999999999999996,4.87,4.92,4.76,0.16000000000000014,0.15000000000000036,476971,682615,262675,419940,-419940
2016-04-17,4.97,5.07,4.87,0.20000000000000018,0.11000000000000032,5.032,5.1,4.92,0.17999999999999972,0.13999999999999968,4.93,4.98,4.85,0.13000000000000078,0.1200000000000001,5.0,5.06,4.92,0.13999999999999968,0.13999999999999968,550959,778400,372548,405852,205185
2016-04-24,5.15,5.23,5.07,0.16000000000000014,0.05000000000000071,5.2,5.25,5.1,0.15000000000000036,0.11000000000000032,5.098,5.15,5.02,0.13000000000000078,0.09000000000000075,5.166,5.2,5.06,0.14000000000000057,0.14000000000000057,667368,1129160,474114,655046,-182559
2016-05-01,5.176,5.33,4.97,0.3600000000000003,0.1299999999999999,5.32,5.54,5.15,0.3899999999999997,0.2999999999999998,5.122,5.33,4.97,0.3600000000000003,0.2400000000000002,5.262,5.52,5.07,0.4499999999999993,0.3799999999999999,822133,984565,616432,368133,71479
2016-05-08,5.67,5.74,5.54,0.20000000000000018,0.11000000000000032,5.73,5.78,5.67,0.11000000000000032,-0.04999999999999982,5.59,5.67,5.48,0.1899999999999995,0.08999999999999986,5.696,5.71,5.67,0.040000000000000036,-0.03000000000000025,666938,949196,473922,475274,-154215
2016-05-15,5.638,5.69,5.56,0.13000000000000078,-0.040000000000000036,5.696,5.75,5.62,0.1299999999999999,-0.09999999999999964,5.546,5.63,5.45,0.17999999999999972,-0.08999999999999986,5.614,5.69,5.56,0.13000000000000078,-0.11000000000000032,773666,1196718,589331,607387,40754
2016-05-22,5.702,5.78,5.58,0.20000000000000018,0.20000000000000018,5.748,5.82,5.65,0.16999999999999993,0.16999999999999993,5.66,5.72,5.56,0.16000000000000014,0.16000000000000014,5.74,5.81,5.65,0.15999999999999925,0.15999999999999925,543868,829918,436417,393501,350779
2016-05-29,5.97,6.1,5.83,0.2699999999999996,0.2699999999999996,6.055,6.14,5.97,0.16999999999999993,0.16999999999999993,5.915,6.0,5.77,0.23000000000000043,0.23000000000000043,6.035,6.11,5.95,0.16000000000000014,0.13999999999999968,847296,1124088,671885,452203,-300503
2016-06-05,6.202,6.38,6.09,0.29000000000000004,0.29000000000000004,6.282,6.41,6.14,0.27000000000000046,0.27000000000000046,6.1579999999999995,6.27,6.06,0.20999999999999996,0.20999999999999996,6.24,6.34,6.1,0.2400000000000002,0.23000000000000043,869198,983229,647443,335786,39459
2016-06-12,6.332,6.48,6.25,0.23000000000000043,0.17000000000000082,6.388,6.55,6.3,0.25,0.21999999999999975,6.274,6.4,6.17,0.23000000000000043,0.14000000000000057,6.359999999999999,6.54,6.26,0.28000000000000025,0.27000000000000046,1025808,2314017,551879,1762138,1587183
2016-06-19,6.314,6.65,5.81,0.8400000000000007,-0.7600000000000007,6.424,6.68,6.05,0.6299999999999999,-0.5599999999999996,6.124,6.58,5.64,0.9400000000000004,-0.7599999999999998,6.2940000000000005,6.62,5.96,0.6600000000000001,-0.6600000000000001,1861795,3187089,1169356,2017733,264885
2016-06-26,5.998,6.1,5.85,0.25,0.14999999999999947,6.0840000000000005,6.16,6.0,0.16000000000000014,0.1299999999999999,5.922,6.06,5.77,0.29000000000000004,0.29000000000000004,6.018,6.1,5.81,0.29000000000000004,0.29000000000000004,788477,1221842,452962,768880,-768880
2016-07-03,6.06,6.14,5.99,0.14999999999999947,-0.009999999999999787,6.135,6.14,6.13,0.009999999999999787,0.0,6.0,6.05,5.96,0.08999999999999986,0.0699999999999994,6.0525,6.11,6.0,0.11000000000000032,0.07000000000000028,671697,832394,477987,354407,-145479
2016-07-10,6.202,6.25,6.07,0.17999999999999972,0.17999999999999972,6.236,6.27,6.16,0.10999999999999943,0.08999999999999986,6.142,6.2,6.02,0.1800000000000006,0.13000000000000078,6.218,6.24,6.16,0.08000000000000007,0.08000000000000007,654776,1057717,468914,588803,-92166
2016-07-17,6.316,6.38,6.23,0.14999999999999947,0.13999999999999968,6.398,6.47,6.29,0.17999999999999972,0.16999999999999993,6.296,6.36,6.22,0.14000000000000057,0.14000000000000057,6.354,6.41,6.28,0.1299999999999999,0.1299999999999999,583838,804802,402806,401996,-73886
2016-07-24,6.4879999999999995,6.52,6.45,0.0699999999999994,0.019999999999999574,6.538,6.57,6.5,0.07000000000000028,0.07000000000000028,6.444,6.46,6.42,0.040000000000000036,0.040000000000000036,6.4959999999999996,6.54,6.44,0.09999999999999964,0.09999999999999964,665999,862821,475361,387460,147033
2016-07-31,6.282,6.55,6.09,0.45999999999999996,-0.3899999999999997,6.41,6.6,6.15,0.4499999999999993,-0.15000000000000036,6.18,6.48,5.85,0.6300000000000008,-0.34999999999999964,6.324,6.55,6.12,0.4299999999999997,-0.20999999999999996,1232459,2659346,533346,2126000,630737
2016-08-07,6.38,6.42,6.35,0.07000000000000028,0.0,6.42,6.44,6.39,0.05000000000000071,0.05000000000000071,6.336,6.38,6.31,0.07000000000000028,0.040000000000000036,6.38,6.4,6.34,0.0600000000000005,0.0600000000000005,533906,694193,388858,305335,-254770
2016-08-14,6.2700000000000005,6.43,6.0,0.4299999999999997,-0.4299999999999997,6.302,6.45,6.02,0.4300000000000006,-0.4300000000000006,6.166,6.38,5.91,0.46999999999999975,-0.46999999999999975,6.198,6.4,5.98,0.41999999999999993,-0.41999999999999993,1034543,2137589,392979,1744610,1000432
