Date,iShares MSCI Mexico Capped_etf_Open_average,iShares MSCI Mexico Capped_etf_Open_max,iShares MSCI Mexico Capped_etf_Open_min,iShares MSCI Mexico Capped_etf_Open_volatility,iShares MSCI Mexico Capped_etf_Open_change,iShares MSCI Mexico Capped_etf_High_average,iShares MSCI Mexico Capped_etf_High_max,iShares MSCI Mexico Capped_etf_High_min,iShares MSCI Mexico Capped_etf_High_volatility,iShares MSCI Mexico Capped_etf_High_change,iShares MSCI Mexico Capped_etf_Low_average,iShares MSCI Mexico Capped_etf_Low_max,iShares MSCI Mexico Capped_etf_Low_min,iShares MSCI Mexico Capped_etf_Low_volatility,iShares MSCI Mexico Capped_etf_Low_change,iShares MSCI Mexico Capped_etf_Close_average,iShares MSCI Mexico Capped_etf_Close_max,iShares MSCI Mexico Capped_etf_Close_min,iShares MSCI Mexico Capped_etf_Close_volatility,iShares MSCI Mexico Capped_etf_Close_change
2016-04-17,53.01,53.01,53.01,0.0,0.0,53.58,53.58,53.58,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2016-04-24,53.98,53.98,53.98,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.59,53.59,53.59,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2016-05-01,50.72,50.72,50.72,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.63,50.63,50.63,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2016-05-08,51.15,51.15,51.15,0.0,0.0,51.38,51.38,51.38,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2016-05-15,49.84,49.84,49.84,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2016-05-22,50.4,50.4,50.4,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2016-05-29,49.8,49.8,49.8,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2016-06-05,49.76,49.76,49.76,0.0,0.0,49.96,49.96,49.96,0.0,0.0,48.9,48.9,48.9,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2016-06-12,48.57,48.57,48.57,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2016-06-19,47.53,47.53,47.53,0.0,0.0,48.57,48.57,48.57,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2016-06-26,50.59,50.59,50.59,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2016-07-03,49.0,49.0,49.0,0.0,0.0,49.73,49.73,49.73,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2016-07-10,50.67,50.67,50.67,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2016-07-17,51.09,51.09,51.09,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2016-07-24,49.59,49.59,49.59,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2016-07-31,49.91,49.91,49.91,0.0,0.0,50.48,50.48,50.48,0.0,0.0,49.6,49.6,49.6,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2016-08-07,53.25,53.25,53.25,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2016-08-14,52.86,52.86,52.86,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2016-08-21,52.17,52.17,52.17,0.0,0.0,52.9,52.9,52.9,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2016-08-28,51.43,51.43,51.43,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2016-09-04,50.02,50.02,50.02,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2016-09-11,46.98,46.98,46.98,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2016-09-18,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2016-09-25,49.09,49.09,49.09,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2016-10-02,49.75,49.75,49.75,0.0,0.0,49.76,49.76,49.76,0.0,0.0,48.82,48.82,48.82,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2016-10-09,50.65,50.65,50.65,0.0,0.0,50.84,50.84,50.84,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2016-10-16,51.32,51.32,51.32,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-10-23,51.12,51.12,51.12,0.0,0.0,51.89,51.89,51.89,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-10-30,48.86,48.86,48.86,0.0,0.0,49.99,49.99,49.99,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2016-11-06,43.29,43.29,43.29,0.0,0.0,44.07,44.07,44.07,0.0,0.0,42.44,42.44,42.44,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2016-11-13,44.3,44.3,44.3,0.0,0.0,44.41,44.41,44.41,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2016-11-20,43.77,43.77,43.77,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2016-11-27,43.4,43.4,43.4,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2016-12-04,45.54,45.54,45.54,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2016-12-11,45.12,45.12,45.12,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2016-12-18,43.26,43.26,43.26,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2016-12-25,44.36,44.36,44.36,0.0,0.0,44.49,44.49,44.49,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-01-01,43.46,43.46,43.46,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-01-08,42.15,42.15,42.15,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2017-01-15,42.28,42.28,42.28,0.0,0.0,42.81,42.81,42.81,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2017-01-22,44.66,44.66,44.66,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.53,44.53,44.53,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2017-01-29,46.0,46.0,46.0,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.61,45.61,45.61,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2017-02-05,45.99,45.99,45.99,0.0,0.0,47.02,47.02,47.02,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2017-02-12,45.71,45.71,45.71,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2017-02-19,46.99,46.99,46.99,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2017-02-26,47.58,47.58,47.58,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2017-03-05,47.67,47.67,47.67,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2017-03-12,49.59,49.59,49.59,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.44,49.44,49.44,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2017-03-19,50.95,50.95,50.95,0.0,0.0,51.74,51.74,51.74,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2017-03-26,51.48,51.48,51.48,0.0,0.0,51.55,51.55,51.55,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-04-02,51.75,51.75,51.75,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.64,51.64,51.64,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-04-09,51.52,51.52,51.52,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2017-04-16,51.31,51.31,51.31,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2017-04-23,51.53,51.53,51.53,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2017-04-30,50.86,50.86,50.86,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2017-05-07,52.15,52.15,52.15,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2017-05-14,51.51,51.51,51.51,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.44,51.44,51.44,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2017-05-21,52.88,52.88,52.88,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.71,52.71,52.71,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2017-05-28,52.25,52.25,52.25,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.88,51.88,51.88,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2017-06-04,53.22,53.22,53.22,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2017-06-11,53.96,53.96,53.96,0.0,0.0,54.55,54.55,54.55,0.0,0.0,53.67,53.67,53.67,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2017-06-18,53.28,53.28,53.28,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2017-06-25,53.82,53.82,53.82,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2017-07-02,54.01,54.01,54.01,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.51,53.51,53.51,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2017-07-09,56.73,56.73,56.73,0.0,0.0,57.27,57.27,57.27,0.0,0.0,56.51,56.51,56.51,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2017-07-16,57.32,57.32,57.32,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2017-07-23,56.58,56.58,56.58,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2017-07-30,56.63,56.63,56.63,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2017-08-06,55.6,55.6,55.6,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.49,55.49,55.49,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2017-08-13,56.26,56.26,56.26,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2017-08-20,57.61,57.61,57.61,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2017-08-27,56.75,56.75,56.75,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2017-09-03,56.21,56.21,56.21,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2017-09-10,56.06,56.06,56.06,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2017-09-17,55.78,55.78,55.78,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2017-09-24,54.5,54.5,54.5,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2017-10-01,53.7,53.7,53.7,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2017-10-08,52.53,52.53,52.53,0.0,0.0,52.78,52.78,52.78,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2017-10-15,52.61,52.61,52.61,0.0,0.0,52.69,52.69,52.69,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2017-10-22,50.47,50.47,50.47,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2017-10-29,50.36,50.36,50.36,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.17,49.17,49.17,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-11-05,50.62,50.62,50.62,0.0,0.0,50.79,50.79,50.79,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-11-12,49.95,49.95,49.95,0.0,0.0,50.56,50.56,50.56,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-11-19,51.71,51.71,51.71,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-11-26,50.17,50.17,50.17,0.0,0.0,50.81,50.81,50.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2017-12-03,49.75,49.75,49.75,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.49,49.49,49.49,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2017-12-10,50.14,50.14,50.14,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-12-17,48.67,48.67,48.67,0.0,0.0,48.87,48.87,48.87,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2017-12-24,48.7,48.7,48.7,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.7,48.7,48.7,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-12-31,50.66,50.66,50.66,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.98,50.98,50.98,0.0,0.0
