Date,WFTIQStock_Open_average,WFTIQStock_Open_max,WFTIQStock_Open_min,WFTIQStock_Open_volatility,WFTIQStock_Open_change,WFTIQStock_High_average,WFTIQStock_High_max,WFTIQStock_High_min,WFTIQStock_High_volatility,WFTIQStock_High_change,WFTIQStock_Low_average,WFTIQStock_Low_max,WFTIQStock_Low_min,WFTIQStock_Low_volatility,WFTIQStock_Low_change,WFTIQStock_Close_average,WFTIQStock_Close_max,WFTIQStock_Close_min,WFTIQStock_Close_volatility,WFTIQStock_Close_change,WFTIQStock_Volume_average,WFTIQStock_Volume_max,WFTIQStock_Volume_min,WFTIQStock_Volume_volatility,WFTIQStock_Volume_change
2016-01-03,8.036,8.67,7.48,1.1899999999999995,-0.9199999999999999,8.208,8.8,7.55,1.2500000000000009,-1.1499999999999995,7.69,8.29,6.86,1.4299999999999988,-1.4299999999999988,7.824,8.64,6.97,1.6700000000000008,-1.6700000000000008,12842915,18547466,9109113,9438353,7827489
2016-01-10,6.668,7.05,6.2,0.8499999999999996,-0.8499999999999996,6.8,7.11,6.26,0.8500000000000005,-0.8500000000000005,6.1659999999999995,6.71,5.9,0.8099999999999996,-0.8099999999999996,6.5200000000000005,6.88,6.19,0.6899999999999995,-0.6899999999999995,22606790,31766720,11867639,19899081,1782785
2016-01-17,6.015,6.55,5.54,1.0099999999999998,0.2999999999999998,6.3100000000000005,6.74,5.76,0.9800000000000004,0.4400000000000004,5.57,6.09,4.95,1.1399999999999997,0.2699999999999996,6.0425,6.37,5.61,0.7599999999999998,0.3799999999999999,17606240,26465304,13725738,12739566,-817428
2016-01-24,6.04,6.34,5.71,0.6299999999999999,0.17999999999999972,6.354,6.76,5.9,0.8599999999999994,0.45999999999999996,5.796,6.2,5.44,0.7599999999999998,0.5600000000000005,6.074,6.74,5.65,1.0899999999999999,1.0899999999999999,15469392,17722704,11938030,5784674,5723002
2016-01-31,6.628,7.37,6.04,1.33,0.8600000000000003,6.912,7.82,6.16,1.6600000000000001,0.8499999999999996,6.236,6.99,5.6,1.3900000000000006,0.9699999999999998,6.58,7.39,5.97,1.42,0.6100000000000003,28975542,36665916,21091136,15574780,-8890168
2016-02-07,6.343999999999999,6.68,6.02,0.6600000000000001,-0.54,6.606,6.79,6.27,0.5200000000000005,-0.1299999999999999,6.0760000000000005,6.41,5.74,0.6699999999999999,-0.3600000000000003,6.37,6.74,6.06,0.6800000000000006,-0.27000000000000046,14121756,17611252,8623910,8987342,-4112630
2016-02-14,6.695,6.95,6.47,0.4800000000000004,-0.1900000000000004,6.835,7.13,6.51,0.6200000000000001,-0.23000000000000043,6.265,6.55,5.97,0.5800000000000001,-0.3600000000000003,6.5125,6.72,6.2,0.5199999999999996,-0.41999999999999993,17161132,29061280,11453483,17607797,3087996
2016-02-21,6.232,6.61,5.93,0.6800000000000006,-0.29000000000000004,6.482,6.92,6.13,0.79,-0.3700000000000001,6.0,6.42,5.67,0.75,-0.34999999999999964,6.262,6.75,5.93,0.8200000000000003,-0.3200000000000003,10191773,12288135,8333838,3954297,409797
2016-02-28,6.674,7.43,6.11,1.3199999999999994,1.0,7.116,7.9,6.55,1.3500000000000005,1.2800000000000002,6.306,6.65,6.0,0.6500000000000004,0.09999999999999964,6.678,7.32,6.19,1.13,0.17999999999999972,58347215,181227872,10542205,170685667,26025250
2016-03-06,6.592,7.23,6.13,1.1000000000000005,0.5900000000000007,6.866,7.49,6.59,0.9000000000000004,0.5899999999999999,6.292,7.08,5.81,1.2700000000000005,0.5300000000000002,6.57,7.24,5.84,1.4000000000000004,0.5800000000000001,22359916,28441262,17075302,11365960,4627078
2016-03-13,7.302,7.81,7.04,0.7699999999999996,0.7299999999999995,7.5,7.96,7.04,0.9199999999999999,0.7000000000000002,7.0280000000000005,7.36,6.67,0.6900000000000004,0.3700000000000001,7.343999999999999,7.68,7.01,0.6699999999999999,0.41000000000000014,13048950,17933532,9083838,8849694,4921774
2016-03-20,7.3675,7.5,7.03,0.46999999999999975,-0.41000000000000014,7.6925,7.85,7.52,0.33000000000000007,-0.1800000000000006,7.23,7.48,6.93,0.5500000000000007,-0.33999999999999986,7.4875,7.67,7.27,0.40000000000000036,-0.1899999999999995,10144772,12132120,9012679,3119441,-3119441
2016-03-27,7.466,7.66,7.14,0.5200000000000005,0.10999999999999943,7.664,7.86,7.47,0.39000000000000057,0.20000000000000018,7.2459999999999996,7.55,7.01,0.54,0.14000000000000057,7.556,7.78,7.34,0.4400000000000004,0.1200000000000001,11203292,13224646,9665079,3559567,1260866
2016-04-03,7.176,7.42,7.04,0.3799999999999999,-0.2699999999999996,7.342,7.57,7.21,0.3600000000000003,-0.1800000000000006,6.928,7.13,6.71,0.41999999999999993,-0.08000000000000007,7.12,7.23,6.89,0.34000000000000075,0.010000000000000675,12700492,19173976,8032905,11141071,6673802
2016-04-10,7.362,7.54,7.3,0.2400000000000002,0.05000000000000071,7.586,7.84,7.41,0.4299999999999997,0.4299999999999997,7.17,7.2,7.12,0.08000000000000007,-0.009999999999999787,7.418,7.61,7.22,0.39000000000000057,0.39000000000000057,13716626,20870474,8565816,12304658,12304658
2016-04-17,7.851999999999999,8.04,7.34,0.6999999999999993,0.6799999999999997,8.188,8.46,7.91,0.5500000000000007,0.5500000000000007,7.722,7.99,7.3,0.6900000000000004,0.6900000000000004,8.044,8.29,7.86,0.4299999999999988,0.4299999999999988,14153282,17954564,8959442,8995122,3278485
2016-04-24,8.074,8.21,7.98,0.23000000000000043,-0.11000000000000121,8.302,8.49,8.12,0.370000000000001,0.02999999999999936,7.848,7.96,7.69,0.2699999999999996,0.1899999999999995,8.034,8.13,7.92,0.21000000000000085,0.21000000000000085,20115335,21710694,16534883,5175811,1352736
2016-05-01,7.296,8.07,5.66,2.41,-2.41,7.478,8.29,5.96,2.329999999999999,-2.329999999999999,6.838,7.95,5.55,2.4000000000000004,-2.3900000000000006,7.002,8.2,5.67,2.5299999999999994,-2.5299999999999994,27108305,54489312,15286687,39202625,11456005
