Date,SWKSStock_Open_average,SWKSStock_Open_max,SWKSStock_Open_min,SWKSStock_Open_volatility,SWKSStock_Open_change,SWKSStock_High_average,SWKSStock_High_max,SWKSStock_High_min,SWKSStock_High_volatility,SWKSStock_High_change,SWKSStock_Low_average,SWKSStock_Low_max,SWKSStock_Low_min,SWKSStock_Low_volatility,SWKSStock_Low_change,SWKSStock_Close_average,SWKSStock_Close_max,SWKSStock_Close_min,SWKSStock_Close_volatility,SWKSStock_Close_change,SWKSStock_Volume_average,SWKSStock_Volume_max,SWKSStock_Volume_min,SWKSStock_Volume_volatility,SWKSStock_Volume_change
2016-01-03,71.952,78.04,66.6,11.440000000000012,-6.450000000000003,73.516,78.12,69.12,9.0,-8.879999999999995,69.734,74.91,66.1,8.810000000000002,-8.36,70.884,77.93,66.89,11.040000000000006,-11.040000000000006,6439467,8047303,3848005,4199298,3322975
2016-01-10,64.242,67.18,61.1,6.080000000000005,-6.080000000000005,65.812,68.0,62.45,5.549999999999997,-5.549999999999997,62.376000000000005,65.06,59.92,5.140000000000001,-5.010000000000005,64.01,66.63,60.67,5.959999999999994,-5.3799999999999955,5491822,7247222,3352393,3894829,904928
2016-01-17,62.245,65.0,59.37,5.630000000000003,2.6199999999999974,64.45,67.42,62.31,5.109999999999999,4.079999999999998,61.215,64.97,58.5,6.469999999999999,5.100000000000001,63.08,67.03,60.38,6.649999999999999,6.649999999999999,5223260,5997313,4253051,1744262,785957
2016-01-24,65.974,68.82,62.77,6.04999999999999,1.9699999999999989,67.018,69.77,64.9,4.86999999999999,2.8499999999999943,64.202,66.22,61.7,4.519999999999996,0.730000000000004,65.44800000000001,68.92,62.14,6.780000000000001,3.3299999999999983,5401254,8200661,2789449,5411212,5131665
2016-01-31,67.3,69.07,64.87,4.199999999999989,-3.3100000000000023,68.20400000000001,70.39,65.85,4.540000000000006,-4.540000000000006,64.98,67.52,61.0,6.519999999999996,-6.519999999999996,66.09,69.62,62.16,7.460000000000008,-7.460000000000008,4825239,6333707,3834888,2498819,1607433
2016-02-07,58.178000000000004,60.81,56.1,4.710000000000001,-3.75,59.192,61.19,56.97,4.219999999999999,-3.229999999999997,56.641999999999996,58.23,54.5,3.729999999999997,-2.219999999999999,57.536,59.3,55.85,3.4499999999999957,-1.6699999999999946,4849840,6580130,3450110,3130020,-1809137
2016-02-14,61.7575,64.43,59.27,5.160000000000004,2.239999999999995,63.8275,64.88,62.44,2.4399999999999977,1.0600000000000023,60.775,61.57,59.14,2.4299999999999997,2.1499999999999986,62.5625,63.71,61.44,2.270000000000003,1.5900000000000034,3932467,4853515,2995938,1857577,-1478780
2016-02-21,63.74333333333333,65.08,61.58,3.5,1.3300000000000054,64.61666666666667,65.4,63.76,1.6400000000000077,-0.2599999999999909,63.07,64.93,61.11,3.8200000000000074,1.6400000000000077,64.16666666666667,64.93,62.62,2.3100000000000094,0.6400000000000006,2526029,3207155,2042981,1164174,-1164174
2016-02-28,68.608,71.18,65.88,5.300000000000011,5.300000000000011,71.132,75.11,68.79,6.319999999999993,6.319999999999993,67.93,70.33,65.54,4.789999999999992,4.789999999999992,69.788,73.01,66.45,6.560000000000002,6.560000000000002,5130429,7334848,3967780,3367068,1741207
2016-03-06,71.362,72.16,70.32,1.8400000000000034,-1.3299999999999983,72.78,74.73,71.91,2.8200000000000074,-1.9300000000000068,70.044,71.81,68.58,3.230000000000004,-1.1899999999999977,71.318,72.92,69.91,3.010000000000005,-0.15000000000000568,3806021,4802428,3002489,1799939,-866250
2016-03-13,73.672,75.41,72.17,3.239999999999995,3.239999999999995,74.988,77.12,73.21,3.910000000000011,3.910000000000011,72.942,74.86,71.52,3.3400000000000034,3.3400000000000034,74.668,77.02,72.79,4.22999999999999,4.22999999999999,4194084,5458909,3010484,2448425,1469189
2016-03-20,76.2,76.68,75.57,1.1100000000000136,-1.1100000000000136,76.8,77.24,76.24,1.0,-1.0,75.47,75.83,75.01,0.8199999999999932,-0.4200000000000017,76.65,77.21,76.2,1.009999999999991,-1.009999999999991,2553102,2946051,2286612,659439,-267820
2016-03-27,76.542,77.61,74.51,3.0999999999999943,0.7199999999999989,77.76,78.29,76.88,1.4100000000000108,1.0499999999999972,75.952,77.31,73.61,3.700000000000003,0.5999999999999943,77.464,78.18,76.47,1.710000000000008,1.2600000000000051,2808158,4270034,2015674,2254360,-99135
2016-04-03,77.452,78.36,76.45,1.9099999999999966,-0.35999999999999943,78.024,78.46,77.38,1.0799999999999983,-0.3499999999999943,76.194,76.6,75.22,1.3799999999999955,0.1599999999999966,77.49,78.21,77.07,1.1400000000000006,-0.14000000000000057,3110466,4515614,2054273,2461341,2321017
2016-04-10,76.35000000000001,77.73,75.26,2.469999999999999,-1.0900000000000034,77.126,78.0,76.35,1.6500000000000057,-0.8400000000000034,74.844,76.02,73.66,2.3599999999999994,-1.0699999999999932,75.922,77.07,74.64,2.4299999999999926,-1.009999999999991,2690941,3768372,2003543,1764829,1252013
2016-04-17,73.11200000000001,75.15,71.58,3.5700000000000074,-2.8200000000000074,73.762,75.21,72.15,3.059999999999988,-3.059999999999988,71.66,73.9,70.56,3.3400000000000034,-3.3400000000000034,72.6,74.74,71.5,3.239999999999995,-3.239999999999995,2950020,3745298,2340154,1405144,304980
2016-04-24,70.67,71.88,68.68,3.1999999999999886,-0.6099999999999994,72.482,73.59,71.47,2.1200000000000045,0.5400000000000063,69.37400000000001,71.31,66.04,5.269999999999996,-3.969999999999999,70.66799999999999,72.32,66.82,5.5,-3.9000000000000057,4903644,8591989,2557137,6034852,6002575
2016-05-01,66.104,66.94,64.2,2.739999999999995,-2.569999999999993,66.504,67.39,64.65,2.739999999999995,-2.6299999999999955,64.778,66.54,62.62,3.920000000000009,-3.0800000000000054,65.67,67.12,64.35,2.7700000000000102,-2.490000000000009,3124926,3873318,2505886,1367432,-856996
2016-05-08,63.96,64.9,60.97,3.930000000000007,-3.450000000000003,64.636,65.57,62.24,3.329999999999991,-3.329999999999991,62.774,64.42,60.43,3.990000000000002,-3.990000000000002,63.382,65.05,60.75,4.299999999999997,-4.299999999999997,3427244,5182256,2168599,3013657,2398137
2016-05-15,62.362,63.47,61.11,2.3599999999999994,2.3599999999999994,63.888,64.8,62.86,1.9399999999999977,1.9399999999999977,61.93,62.91,60.96,1.9499999999999957,1.9499999999999957,63.132,64.56,62.31,2.25,2.1400000000000006,2765957,3261553,2237159,1024394,-1024394
2016-05-22,66.06,66.45,65.85,0.6000000000000085,0.0800000000000125,66.852,67.46,66.55,0.9099999999999966,-0.9099999999999966,65.684,65.89,65.11,0.7800000000000011,0.04999999999999716,66.242,66.5,65.81,0.6899999999999977,0.6899999999999977,2270674,3368119,1128047,2240072,-2240072
2016-05-29,66.865,67.74,66.32,1.4200000000000017,1.4200000000000017,67.7,68.5,67.1,1.4000000000000057,1.4000000000000057,66.3,66.37,66.26,0.10999999999999943,-0.030000000000001137,66.8875,67.27,66.58,0.6899999999999977,0.1799999999999926,2412875,3682635,1756841,1925794,1925794
2016-06-05,67.054,68.53,66.39,2.1400000000000006,-0.030000000000001137,68.074,68.98,67.08,1.9000000000000057,-0.18000000000000682,66.342,67.71,65.42,2.289999999999992,-0.6400000000000006,67.336,68.67,65.55,3.1200000000000045,-0.5600000000000023,2403895,3066195,1938338,1127857,478633
2016-06-12,64.78999999999999,65.19,64.25,0.9399999999999977,-0.28000000000000114,65.30199999999999,66.13,64.74,1.3900000000000006,-1.3900000000000006,64.052,64.82,63.31,1.509999999999991,-1.509999999999991,64.742,65.01,63.97,1.0400000000000063,-0.9899999999999949,1711228,2401411,1252998,1148413,1148413
2016-06-19,65.346,66.23,64.0,2.230000000000004,-0.9500000000000028,66.562,67.23,65.09,2.1400000000000006,-1.5300000000000011,64.514,65.83,61.37,4.460000000000001,-3.3699999999999974,65.116,67.21,61.61,5.599999999999994,-4.340000000000003,2487741,3913497,1462904,2450593,323350
2016-06-26,61.007999999999996,62.48,59.29,3.1899999999999977,2.3200000000000003,62.066,63.31,60.77,2.539999999999999,2.4200000000000017,60.106,61.87,57.11,4.759999999999998,4.759999999999998,61.176,63.28,58.01,5.270000000000003,4.590000000000003,3187891,5201846,2110214,3091632,-3091632
2016-07-03,59.995000000000005,61.67,58.25,3.4200000000000017,1.0,61.0875,63.15,59.26,3.8900000000000006,2.4099999999999966,59.0325,61.52,57.19,4.330000000000005,3.440000000000005,60.445,62.91,58.82,4.089999999999996,4.089999999999996,3168985,3848006,2299126,1548880,-1368994
2016-07-10,65.912,67.72,63.6,4.119999999999997,4.119999999999997,66.688,67.74,65.2,2.539999999999992,2.539999999999992,65.27199999999999,67.02,63.57,3.4499999999999957,3.4499999999999957,66.114,67.39,64.64,2.75,2.75,2015370,2179220,1791446,387774,-387774
2016-07-17,68.344,70.0,66.74,3.260000000000005,-1.440000000000012,69.156,71.33,67.15,4.179999999999993,-1.7999999999999972,67.128,69.76,62.4,7.3600000000000065,-5.309999999999995,68.45,70.92,64.81,6.109999999999999,-3.8900000000000006,4959238,12772246,1464367,11307879,10820863
2016-07-24,66.228,68.14,64.99,3.1500000000000057,1.490000000000009,66.676,68.19,65.52,2.6700000000000017,1.1800000000000068,65.13,66.22,64.05,2.1700000000000017,0.8199999999999932,65.954,66.47,64.94,1.5300000000000011,1.0799999999999983,3430225,4701466,1576995,3124471,-2646746
2016-07-31,64.972,65.92,63.33,2.5900000000000034,-0.3299999999999983,65.938,66.87,65.03,1.8400000000000034,-0.30000000000001137,64.538,65.8,63.3,2.5,-0.6599999999999966,65.456,66.55,64.39,2.1599999999999966,0.4099999999999966,2620592,3477207,2073405,1403802,105060
2016-08-07,66.776,67.45,66.38,1.0700000000000074,0.8800000000000097,67.466,67.85,67.04,0.8099999999999881,0.6299999999999955,66.196,67.01,65.7,1.3100000000000023,1.2900000000000063,66.858,67.53,65.94,1.5900000000000034,1.5900000000000034,1476002,1725275,1236290,488985,215911
