Date,FRT_stock_Open_average,FRT_stock_Open_max,FRT_stock_Open_min,FRT_stock_Open_volatility,FRT_stock_Open_change,FRT_stock_High_average,FRT_stock_High_max,FRT_stock_High_min,FRT_stock_High_volatility,FRT_stock_High_change,FRT_stock_Low_average,FRT_stock_Low_max,FRT_stock_Low_min,FRT_stock_Low_volatility,FRT_stock_Low_change,FRT_stock_Close_average,FRT_stock_Close_max,FRT_stock_Close_min,FRT_stock_Close_volatility,FRT_stock_Close_change,FRT_stock_Volume_average,FRT_stock_Volume_max,FRT_stock_Volume_min,FRT_stock_Volume_volatility,FRT_stock_Volume_change
2016-01-03,145.51399999999998,146.25,145.14,1.1100000000000136,0.5500000000000114,146.624,147.55,145.6,1.950000000000017,0.7800000000000011,144.634,146.0,143.46,2.539999999999992,1.1399999999999864,145.828,147.44,144.86,2.579999999999984,0.4099999999999966,405794,502605,273790,228815,59133
2016-01-10,146.664,147.38,145.84,1.539999999999992,0.47999999999998977,147.744,148.49,147.1,1.3900000000000148,0.37999999999999545,145.448,146.53,144.42,2.1100000000000136,-0.8700000000000045,146.65,147.05,146.24,0.8100000000000023,0.5,421698,573644,335139,238505,87397
2016-01-17,147.05,147.48,146.25,1.2299999999999898,0.22999999999998977,149.1275,151.24,147.83,3.4099999999999966,1.9399999999999977,145.1625,147.12,141.81,5.310000000000002,-0.37000000000000455,147.465,150.29,145.51,4.780000000000001,1.9499999999999886,450792,500667,365278,135389,-135389
2016-01-24,149.062,150.05,148.19,1.8600000000000136,-0.37999999999999545,150.496,151.99,149.42,2.5700000000000216,1.460000000000008,147.45000000000002,148.56,146.5,2.0600000000000023,0.9300000000000068,149.15200000000002,150.83,147.83,3.0,1.9699999999999989,3518710,14539241,609725,13929516,13630343
2016-01-31,151.254,152.09,150.68,1.4099999999999966,-0.3199999999999932,152.67,153.32,151.37,1.9499999999999886,-1.9499999999999886,149.85399999999998,150.26,149.03,1.2299999999999898,-0.4099999999999966,151.386,152.34,150.41,1.9300000000000068,-1.2699999999999818,682167,953574,497210,456364,-330170
2016-02-07,146.624,149.08,144.83,4.25,-1.990000000000009,148.204,149.63,146.21,3.4199999999999875,-1.5900000000000034,144.382,145.06,143.66,1.4000000000000057,-1.3499999999999943,146.084,147.24,144.82,2.420000000000016,-2.3500000000000227,608219,694119,488250,205869,178452
2016-02-14,147.82,149.44,146.2,3.240000000000009,1.1000000000000227,149.665,151.0,148.15,2.8499999999999943,-0.8199999999999932,146.35500000000002,147.72,144.91,2.8100000000000023,1.450000000000017,148.0075,148.91,146.9,2.009999999999991,-2.009999999999991,815845,1520578,559781,960797,937709
2016-02-21,148.062,150.61,146.4,4.210000000000008,2.5100000000000193,149.726,150.65,148.04,2.6100000000000136,1.170000000000016,147.33,148.38,146.04,2.3400000000000034,1.0199999999999818,148.118,150.43,146.69,3.740000000000009,0.8199999999999932,504640,920140,388727,531413,12539
2016-02-28,149.476,150.54,148.67,1.8700000000000045,1.410000000000025,150.816,151.49,150.15,1.3400000000000034,0.46000000000000796,148.71,149.09,148.02,1.0699999999999932,0.5799999999999841,149.906,151.31,148.06,3.25,1.5900000000000034,504968,637811,309917,327894,119271
2016-03-06,150.21,151.82,149.25,2.569999999999993,2.569999999999993,150.974,152.33,149.85,2.480000000000018,2.480000000000018,149.302,151.29,148.51,2.780000000000001,2.780000000000001,150.252,152.29,149.22,3.069999999999993,3.069999999999993,349752,439375,277017,162358,-136349
2016-03-13,154.256,159.15,152.01,7.140000000000015,7.140000000000015,156.798,159.79,154.51,5.280000000000001,4.170000000000016,153.118,155.47,151.54,3.930000000000007,3.930000000000007,155.264,158.96,152.98,5.980000000000018,2.6100000000000136,510717,807783,313924,493859,442400
2016-03-20,153.7775,155.39,151.93,3.4599999999999795,-3.4599999999999795,154.35999999999999,156.54,152.57,3.969999999999999,-3.969999999999999,152.5675,154.01,151.23,2.780000000000001,-2.780000000000001,153.0875,154.08,152.13,1.950000000000017,-1.660000000000025,447615,506893,383193,123700,123700
2016-03-27,154.802,156.53,152.74,3.789999999999992,2.6499999999999773,156.156,157.56,153.5,4.060000000000002,4.060000000000002,153.962,155.41,151.7,3.710000000000008,3.2900000000000205,155.652,157.09,152.98,4.110000000000014,4.110000000000014,403871,483705,274932,208773,-58390
