Date,First Trust Large Cap Growth AlphaDEXEtf_Open_average,First Trust Large Cap Growth AlphaDEXEtf_Open_max,First Trust Large Cap Growth AlphaDEXEtf_Open_min,First Trust Large Cap Growth AlphaDEXEtf_Open_volatility,First Trust Large Cap Growth AlphaDEXEtf_Open_change,First Trust Large Cap Growth AlphaDEXEtf_High_average,First Trust Large Cap Growth AlphaDEXEtf_High_max,First Trust Large Cap Growth AlphaDEXEtf_High_min,First Trust Large Cap Growth AlphaDEXEtf_High_volatility,First Trust Large Cap Growth AlphaDEXEtf_High_change,First Trust Large Cap Growth AlphaDEXEtf_Low_average,First Trust Large Cap Growth AlphaDEXEtf_Low_max,First Trust Large Cap Growth AlphaDEXEtf_Low_min,First Trust Large Cap Growth AlphaDEXEtf_Low_volatility,First Trust Large Cap Growth AlphaDEXEtf_Low_change,First Trust Large Cap Growth AlphaDEXEtf_Close_average,First Trust Large Cap Growth AlphaDEXEtf_Close_max,First Trust Large Cap Growth AlphaDEXEtf_Close_min,First Trust Large Cap Growth AlphaDEXEtf_Close_volatility,First Trust Large Cap Growth AlphaDEXEtf_Close_change
2016-01-03,46.52,46.52,46.52,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2016-01-10,44.29,44.29,44.29,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2016-01-17,44.89,44.89,44.89,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2016-01-24,44.72,44.72,44.72,0.0,0.0,45.58,45.58,45.58,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2016-01-31,44.64,44.64,44.64,0.0,0.0,44.64,44.64,44.64,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2016-02-07,43.06,43.06,43.06,0.0,0.0,43.43,43.43,43.43,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2016-02-14,44.58,44.58,44.58,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2016-02-21,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2016-02-28,46.76,46.76,46.76,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2016-03-06,46.84,46.84,46.84,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2016-03-13,47.78,47.78,47.78,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2016-03-20,47.36,47.36,47.36,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2016-03-27,48.07,48.07,48.07,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2016-04-03,48.37,48.37,48.37,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2016-04-10,48.33,48.33,48.33,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2016-04-17,48.0,48.0,48.0,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.8,47.8,47.8,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2016-04-24,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2016-05-01,47.78,47.78,47.78,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.78,47.78,47.78,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2016-05-08,48.75,48.75,48.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2016-05-15,48.03,48.03,48.03,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2016-05-22,48.94,48.94,48.94,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2016-05-29,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2016-06-05,49.35,49.35,49.35,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2016-06-12,49.0,49.0,49.0,0.0,0.0,49.19,49.19,49.19,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2016-06-19,48.19,48.19,48.19,0.0,0.0,48.97,48.97,48.97,0.0,0.0,47.67,47.67,47.67,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2016-06-26,49.96,49.96,49.96,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2016-07-03,50.46,50.46,50.46,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.46,50.46,50.46,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-07-10,51.33,51.33,51.33,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2016-07-17,51.19,51.19,51.19,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2016-07-24,51.5,51.5,51.5,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2016-07-31,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2016-08-07,51.39,51.39,51.39,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2016-08-14,50.98,50.98,50.98,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2016-08-21,51.05,51.05,51.05,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2016-08-28,51.07,51.07,51.07,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2016-09-04,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2016-09-11,49.73,49.73,49.73,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2016-09-18,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2016-09-25,50.51,50.51,50.51,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2016-10-02,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2016-10-09,49.02,49.02,49.02,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2016-10-16,48.83,48.83,48.83,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2016-10-23,48.15,48.15,48.15,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2016-10-30,47.23,47.23,47.23,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.28,47.28,47.28,0.0,0.0
