Date,KEXStock_Open_average,KEXStock_Open_max,KEXStock_Open_min,KEXStock_Open_volatility,KEXStock_Open_change,KEXStock_High_average,KEXStock_High_max,KEXStock_High_min,KEXStock_High_volatility,KEXStock_High_change,KEXStock_Low_average,KEXStock_Low_max,KEXStock_Low_min,KEXStock_Low_volatility,KEXStock_Low_change,KEXStock_Close_average,KEXStock_Close_max,KEXStock_Close_min,KEXStock_Close_volatility,KEXStock_Close_change,KEXStock_Volume_average,KEXStock_Volume_max,KEXStock_Volume_min,KEXStock_Volume_volatility,KEXStock_Volume_change
2016-01-03,49.64,51.99,47.31,4.68,-4.640000000000001,49.954,52.13,47.35,4.780000000000001,-4.780000000000001,48.482,50.5,46.42,4.079999999999998,-4.079999999999998,48.946,51.25,46.84,4.409999999999997,-4.3799999999999955,1279912,2007896,722404,1285492,-1104696
2016-01-10,46.608,47.05,46.2,0.8499999999999943,-0.39000000000000057,47.744,48.99,46.93,2.0600000000000023,1.3300000000000054,45.594,46.26,45.23,1.0300000000000011,0.6000000000000014,46.982,48.43,45.77,2.6599999999999966,2.3100000000000023,973327,1414571,592958,821613,821613
2016-01-17,48.905,51.15,46.48,4.670000000000002,2.1599999999999966,50.43,52.69,48.99,3.6999999999999957,3.6999999999999957,47.9075,50.61,45.79,4.82,3.8500000000000014,49.455,51.71,47.19,4.520000000000003,4.520000000000003,1546272,1886052,1221838,664214,664214
2016-01-24,49.17,51.2,44.81,6.390000000000001,-2.510000000000005,51.302,53.32,49.4,3.9200000000000017,-0.6599999999999966,48.558,50.67,44.63,6.039999999999999,-0.7000000000000028,50.182,51.0,48.82,2.1799999999999997,1.0599999999999952,1305338,2645691,528098,2117593,257451
2016-01-31,51.264,52.83,50.0,2.8299999999999983,2.8299999999999983,52.378,53.98,50.83,3.1499999999999986,1.7700000000000031,50.632,51.77,49.73,2.0400000000000063,1.6300000000000026,51.647999999999996,52.87,50.55,2.3200000000000003,0.75,848740,1227696,498914,728782,-406265
2016-02-07,51.982,53.03,51.05,1.980000000000004,1.980000000000004,53.275999999999996,54.17,51.91,2.260000000000005,1.9600000000000009,51.47,52.55,50.51,2.039999999999999,1.9499999999999957,52.676,53.7,51.82,1.8800000000000026,1.8800000000000026,688684,919623,491746,427877,154004
2016-02-14,55.2025,55.91,54.24,1.6699999999999946,0.769999999999996,55.855000000000004,56.1,55.38,0.7199999999999989,-0.5700000000000003,54.2725,55.25,53.21,2.039999999999999,0.5700000000000003,55.1625,55.63,54.48,1.1500000000000057,-0.6000000000000014,602103,700089,525565,174524,-75914
2016-02-21,55.586,56.81,54.8,2.010000000000005,1.5100000000000051,56.57,57.86,55.99,1.8699999999999974,1.8699999999999974,54.982,55.99,54.14,1.8500000000000014,1.0100000000000051,55.98,56.57,55.29,1.2800000000000011,1.2800000000000011,685239,848920,578870,270050,-216028
2016-02-28,57.438,59.94,55.84,4.099999999999994,3.210000000000001,58.8,62.25,56.98,5.270000000000003,5.270000000000003,56.818,59.72,55.41,4.310000000000002,3.5700000000000003,58.276,61.52,55.97,5.550000000000004,4.910000000000004,743681,886946,604855,282091,176516
2016-03-06,59.931999999999995,61.3,58.8,2.5,-1.5799999999999983,60.64,62.35,59.33,3.020000000000003,-1.8599999999999994,58.97,60.9,57.7,3.1999999999999957,-1.2299999999999969,59.486,61.53,57.78,3.75,-1.3100000000000023,655801,785247,573461,211786,12511
2016-03-13,60.17,61.61,59.13,2.479999999999997,1.6899999999999977,61.396,63.03,59.99,3.039999999999999,2.030000000000001,59.878,61.61,58.54,3.0700000000000003,1.8800000000000026,60.684,62.23,59.23,3.0,1.8499999999999943,635913,992439,422083,570356,570356
2016-03-20,61.265,62.04,60.0,2.039999999999999,-2.039999999999999,61.62,62.61,60.33,2.280000000000001,-2.280000000000001,60.7425,61.65,59.42,2.229999999999997,-2.229999999999997,61.04,62.25,59.89,2.3599999999999994,-2.3599999999999994,410733,559555,310042,249513,249513
2016-03-27,59.952,60.8,58.73,2.0700000000000003,-0.5,60.588,61.21,60.0,1.2100000000000009,0.25,59.188,59.95,58.4,1.5500000000000043,-0.269999999999996,60.08,60.92,59.0,1.9200000000000017,1.3599999999999994,550705,946855,309838,637017,-283185
2016-04-03,59.528,60.4,58.75,1.6499999999999986,-1.4299999999999997,60.488,61.89,58.94,2.950000000000003,-0.3399999999999963,58.808,59.51,57.92,1.5899999999999963,-0.5399999999999991,59.364,60.2,58.29,1.9100000000000037,-0.2600000000000051,370469,655917,219077,436840,-74085
