Date,EGBNStock_Open_average,EGBNStock_Open_max,EGBNStock_Open_min,EGBNStock_Open_volatility,EGBNStock_Open_change,EGBNStock_High_average,EGBNStock_High_max,EGBNStock_High_min,EGBNStock_High_volatility,EGBNStock_High_change,EGBNStock_Low_average,EGBNStock_Low_max,EGBNStock_Low_min,EGBNStock_Low_volatility,EGBNStock_Low_change,EGBNStock_Close_average,EGBNStock_Close_max,EGBNStock_Close_min,EGBNStock_Close_volatility,EGBNStock_Close_change,EGBNStock_Volume_average,EGBNStock_Volume_max,EGBNStock_Volume_min,EGBNStock_Volume_volatility,EGBNStock_Volume_change
2016-01-03,48.982,49.46,48.54,0.9200000000000017,-0.2700000000000031,49.844,50.21,49.33,0.8800000000000026,-0.480000000000004,48.292,48.54,48.0,0.5399999999999991,-0.3100000000000023,48.95,49.95,48.04,1.9100000000000037,-0.4100000000000037,189213,256591,146720,109871,117
2016-01-10,47.036,48.49,44.59,3.8999999999999986,-3.8499999999999943,47.682,48.78,46.16,2.6200000000000045,-2.4200000000000017,45.754,47.46,43.95,3.509999999999998,-3.239999999999995,46.646,48.3,45.55,2.75,-1.9399999999999977,248189,390096,166392,223704,192233
2016-01-17,46.97,50.37,45.24,5.1299999999999955,-0.6499999999999986,47.29,50.37,45.81,4.559999999999995,-0.8799999999999955,44.8675,45.09,44.4,0.6900000000000048,-0.07000000000000028,45.6025,45.9,45.22,0.6799999999999997,-0.4299999999999997,185057,245703,119622,126081,100496
2016-01-24,45.217999999999996,46.19,44.36,1.8299999999999983,1.1099999999999994,46.136,47.25,45.31,1.9399999999999977,1.9200000000000017,44.814,45.89,43.92,1.9699999999999989,1.9699999999999989,45.516,47.24,44.05,3.190000000000005,3.190000000000005,120623,141104,90535,50569,-12525
2016-01-31,46.36,47.13,45.56,1.5700000000000003,-1.4499999999999957,47.002,47.91,46.27,1.6399999999999935,-1.6399999999999935,45.388,46.35,44.64,1.7100000000000009,-1.7100000000000009,45.942,47.53,44.66,2.8700000000000045,-2.8700000000000045,122994,175525,79169,96356,-5230
2016-02-07,44.488,45.37,43.75,1.6199999999999974,1.1299999999999955,45.506,46.22,44.9,1.3200000000000003,1.2299999999999969,44.238,45.02,43.75,1.2700000000000031,1.2700000000000031,44.898,45.99,44.16,1.8300000000000054,1.8300000000000054,146023,203175,81170,122005,-122005
2016-02-14,46.144999999999996,46.65,45.53,1.1199999999999974,-1.0399999999999991,46.612500000000004,47.2,45.95,1.25,-0.259999999999998,45.445,45.88,45.05,0.8300000000000054,-0.6500000000000057,45.835,46.39,45.58,0.8100000000000023,-0.8100000000000023,137251,180666,110387,70279,54571
2016-02-21,45.980000000000004,47.2,44.4,2.8000000000000043,1.1500000000000057,46.66833333333334,47.5,45.76,1.740000000000002,0.29000000000000625,45.28666666666667,47.17,43.95,3.219999999999999,1.4400000000000048,46.205,47.25,44.88,2.3699999999999974,0.8400000000000034,117395,171678,75434,96244,-79471
2016-02-28,47.866,49.75,45.87,3.8800000000000026,2.5900000000000034,48.772,49.91,47.38,2.529999999999994,2.529999999999994,47.308,48.99,45.79,3.200000000000003,3.200000000000003,48.386,49.84,45.84,4.0,3.9299999999999997,129433,142097,114459,27638,10413
2016-03-06,49.31,50.13,48.67,1.4600000000000009,-0.4899999999999949,49.998,51.1,48.99,2.1099999999999994,-1.240000000000002,48.550000000000004,49.18,47.52,1.6599999999999966,-0.36999999999999744,49.192,50.41,48.5,1.9099999999999966,-0.7099999999999937,182471,254308,135675,118633,11517
2016-03-13,48.64,49.62,47.6,2.019999999999996,-1.25,49.192,49.97,48.29,1.6799999999999997,-1.4200000000000017,47.704,48.81,46.82,1.990000000000002,-1.9100000000000037,48.168,49.24,47.38,1.8599999999999994,-1.8599999999999994,295726,877592,126095,751497,728402
2016-03-20,47.7,48.03,47.41,0.6200000000000045,0.020000000000003126,48.5025,48.71,48.36,0.3500000000000014,-0.21999999999999886,47.2175,47.44,46.68,0.759999999999998,-0.6700000000000017,47.8025,48.29,47.21,1.0799999999999983,-1.0799999999999983,104788,159719,74215,85504,-50052
2016-03-27,47.726,48.44,46.94,1.5,0.09000000000000341,48.19,48.88,47.69,1.1900000000000048,0.010000000000005116,47.292,48.2,46.57,1.6300000000000026,0.5,47.891999999999996,48.69,47.19,1.5,0.23000000000000398,114665,160298,61749,98549,98549
2016-04-03,46.572,47.31,45.73,1.5800000000000054,-1.5800000000000054,46.916,47.55,46.12,1.4299999999999997,-1.4299999999999997,45.653999999999996,46.34,45.12,1.220000000000006,-1.0800000000000054,46.326,47.46,45.4,2.0600000000000023,-1.9100000000000037,130224,156680,111908,44772,3104
2016-04-10,46.744,48.09,45.68,2.4100000000000037,2.220000000000006,47.556,48.7,46.43,2.270000000000003,2.270000000000003,46.348,47.82,44.55,3.270000000000003,2.3400000000000034,47.268,48.48,45.68,2.799999999999997,2.799999999999997,112416,128470,83674,44796,44393
2016-04-17,48.992000000000004,49.54,48.09,1.4499999999999957,1.4499999999999957,49.834,50.56,49.26,1.3000000000000043,1.3000000000000043,48.548,49.5,48.09,1.4099999999999966,1.4099999999999966,49.694,50.31,49.21,1.1000000000000014,1.1000000000000014,133992,160861,100559,60302,-7295
2016-04-24,50.494,50.68,50.31,0.36999999999999744,0.1599999999999966,50.996,51.27,50.37,0.9000000000000057,0.740000000000002,50.058,50.41,49.6,0.8099999999999952,-0.22999999999999687,50.662,51.01,50.35,0.6599999999999966,0.3500000000000014,107181,129640,84833,44807,-10053
2016-05-01,49.536,50.74,48.84,1.8999999999999986,-1.730000000000004,50.122,51.2,49.16,2.0400000000000063,-1.1900000000000048,48.804,50.55,47.89,2.6599999999999966,-2.6199999999999974,49.592,50.86,48.5,2.3599999999999994,-0.8900000000000006,112500,139580,88393,51187,-22719
2016-05-08,50.288000000000004,51.0,49.85,1.1499999999999986,0.10999999999999943,50.872,51.2,50.47,0.730000000000004,-0.2700000000000031,49.628,50.27,49.01,1.2600000000000051,-0.07000000000000028,50.16,51.03,49.3,1.730000000000004,-0.8800000000000026,101166,119703,87073,32630,-18683
2016-05-15,49.488,50.09,48.51,1.5800000000000054,0.29999999999999716,50.65,51.4,50.26,1.1400000000000006,-1.0399999999999991,48.495999999999995,49.41,47.75,1.6599999999999966,1.6599999999999966,49.522,50.16,48.38,1.779999999999994,-0.4199999999999946,102440,146016,70000,76016,-36722
2016-05-22,50.508,51.47,49.57,1.8999999999999986,0.9499999999999957,51.148,52.25,50.0,2.25,0.9299999999999997,50.07,50.86,49.11,1.75,1.2899999999999991,50.612,51.39,49.39,2.0,1.3800000000000026,102067,178422,51464,126958,115175
2016-05-29,51.1575,51.57,50.84,0.7299999999999969,0.3199999999999932,51.61,51.96,51.19,0.7700000000000031,-0.30000000000000426,50.1475,50.83,49.69,1.1400000000000006,-0.37000000000000455,51.3,51.78,50.21,1.5700000000000003,-1.2800000000000011,106148,155867,74472,81395,-53487
2016-06-05,50.786,51.41,50.07,1.3399999999999963,0.35999999999999943,51.566,51.84,51.39,0.45000000000000284,-0.3299999999999983,50.4,50.89,50.0,0.8900000000000006,0.3500000000000014,51.114,51.51,50.89,0.6199999999999974,-0.6199999999999974,94048,151772,70848,80924,-80924
2016-06-12,49.24,51.45,47.8,3.6500000000000057,-3.6500000000000057,49.588,51.45,48.18,3.270000000000003,-3.270000000000003,48.272,49.6,47.1,2.5,-2.5,48.461999999999996,49.78,47.19,2.5900000000000034,-2.5900000000000034,108089,198402,55688,142714,102461
2016-06-19,48.006,48.37,47.82,0.5499999999999972,0.10999999999999943,48.967999999999996,50.49,48.19,2.3000000000000043,-0.00999999999999801,47.392,47.82,46.84,0.9799999999999969,-0.5999999999999943,48.174,50.45,46.97,3.480000000000004,-0.8500000000000014,130044,268541,65381,203160,182298
2016-06-26,46.736000000000004,47.84,46.06,1.7800000000000011,1.2700000000000031,47.22,48.28,46.24,2.039999999999999,1.7100000000000009,45.982,47.12,45.07,2.049999999999997,2.049999999999997,46.676,48.11,45.21,2.8999999999999986,2.1999999999999957,112109,127216,97597,29619,3038
2016-07-03,46.8275,47.47,46.11,1.3599999999999994,0.4299999999999997,47.455,48.53,46.93,1.6000000000000014,1.4699999999999989,46.457499999999996,47.47,46.0,1.4699999999999989,1.4699999999999989,46.96,48.02,46.24,1.7800000000000011,1.7800000000000011,84223,101673,62296,39377,27919
2016-07-10,49.478,50.23,48.33,1.8999999999999986,1.8999999999999986,50.102000000000004,50.88,49.17,1.7100000000000009,1.2999999999999972,48.538,49.79,46.11,3.6799999999999997,1.25,49.63,50.06,49.02,1.0399999999999991,1.0399999999999991,79338,100086,60421,39665,-18109
2016-07-17,49.552,50.08,49.32,0.759999999999998,-0.759999999999998,50.196,50.65,49.64,1.009999999999998,0.46000000000000085,49.064,49.38,48.54,0.8400000000000034,-0.060000000000002274,49.538,50.3,49.25,1.0499999999999972,0.8699999999999974,96743,170254,65285,104969,18537
2016-07-24,50.298,51.0,49.73,1.2700000000000031,0.8400000000000034,50.748,51.65,50.02,1.6299999999999955,1.3399999999999963,49.584,50.64,48.53,2.1099999999999994,1.0799999999999983,50.528,51.55,49.71,1.8399999999999963,1.8399999999999963,154427,232645,119259,113386,84253
2016-07-31,51.164,51.86,50.54,1.3200000000000003,-0.5,51.728,52.7,51.22,1.480000000000004,0.8400000000000034,50.705999999999996,51.29,50.48,0.8100000000000023,0.8100000000000023,51.339999999999996,52.69,50.77,1.9199999999999946,1.4699999999999989,105571,152014,53958,98056,14415
2016-08-07,52.106,53.0,51.03,1.9699999999999989,-1.9699999999999989,52.188,53.0,51.03,1.9699999999999989,-1.9699999999999989,51.428,52.19,50.41,1.7800000000000011,-1.480000000000004,51.724,52.51,50.9,1.6099999999999994,-1.3599999999999994,82305,123362,52666,70696,70696
2016-08-14,51.134,51.28,50.93,0.3500000000000014,-0.07000000000000028,51.546,51.72,51.29,0.4299999999999997,-0.39000000000000057,50.75,51.15,50.01,1.1400000000000006,-0.11999999999999744,51.216,51.47,50.85,0.6199999999999974,-0.6199999999999974,83424,108830,52575,56255,28513
2016-08-21,50.89,51.19,50.62,0.5700000000000003,0.5700000000000003,51.248,51.46,50.79,0.6700000000000017,0.6700000000000017,50.588,50.9,50.22,0.6799999999999997,0.490000000000002,51.032,51.3,50.55,0.75,0.75,88130,131114,42068,89046,-52584
2016-08-28,51.512,51.88,51.19,0.6900000000000048,0.28000000000000114,51.918,52.34,51.47,0.8700000000000045,-0.5200000000000031,51.1,51.35,50.81,0.5399999999999991,-0.21999999999999886,51.504,51.84,51.23,0.6100000000000065,-0.030000000000001137,84942,130900,63276,67624,15398
2016-09-04,51.25,51.65,50.56,1.0899999999999963,-1.0899999999999963,51.475,51.68,50.98,0.7000000000000028,-0.6700000000000017,50.4375,50.72,50.2,0.519999999999996,0.00999999999999801,50.88,51.55,50.27,1.279999999999994,-0.5799999999999983,82773,85610,79858,5752,5532
2016-09-11,49.444,50.07,48.66,1.4100000000000037,-0.5200000000000031,49.764,50.52,49.34,1.1799999999999997,-0.8100000000000023,48.792,49.57,48.37,1.2000000000000028,-0.8200000000000003,49.26,50.0,48.63,1.3699999999999974,-0.759999999999998,123942,186823,75573,111250,60093
2016-09-18,49.86,50.12,49.36,0.759999999999998,0.759999999999998,50.11,50.32,49.83,0.490000000000002,0.480000000000004,49.482,49.76,48.99,0.769999999999996,0.5499999999999972,49.88,50.31,49.6,0.7100000000000009,0.21999999999999886,94257,158733,62736,95997,-6087
