Date,SPDR S&P 600 Small Cap_etf_Open_average,SPDR S&P 600 Small Cap_etf_Open_max,SPDR S&P 600 Small Cap_etf_Open_min,SPDR S&P 600 Small Cap_etf_Open_volatility,SPDR S&P 600 Small Cap_etf_Open_change,SPDR S&P 600 Small Cap_etf_High_average,SPDR S&P 600 Small Cap_etf_High_max,SPDR S&P 600 Small Cap_etf_High_min,SPDR S&P 600 Small Cap_etf_High_volatility,SPDR S&P 600 Small Cap_etf_High_change,SPDR S&P 600 Small Cap_etf_Low_average,SPDR S&P 600 Small Cap_etf_Low_max,SPDR S&P 600 Small Cap_etf_Low_min,SPDR S&P 600 Small Cap_etf_Low_volatility,SPDR S&P 600 Small Cap_etf_Low_change,SPDR S&P 600 Small Cap_etf_Close_average,SPDR S&P 600 Small Cap_etf_Close_max,SPDR S&P 600 Small Cap_etf_Close_min,SPDR S&P 600 Small Cap_etf_Close_volatility,SPDR S&P 600 Small Cap_etf_Close_change
2016-01-03,46.88,46.88,46.88,0.0,0.0,46.98,46.98,46.98,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2016-01-10,44.52,44.52,44.52,0.0,0.0,44.9,44.9,44.9,0.0,0.0,43.71,43.71,43.71,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2016-01-17,45.08,45.08,45.08,0.0,0.0,45.37,45.37,45.37,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2016-01-24,45.23,45.23,45.23,0.0,0.0,46.47,46.47,46.47,0.0,0.0,45.23,45.23,45.23,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2016-01-31,45.43,45.43,45.43,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2016-02-07,43.77,43.77,43.77,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2016-02-14,45.23,45.23,45.23,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2016-02-21,47.0,47.0,47.0,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2016-02-28,48.75,48.75,48.75,0.0,0.0,49.32,49.32,49.32,0.0,0.0,48.71,48.71,48.71,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2016-03-06,48.83,48.83,48.83,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2016-03-13,49.73,49.73,49.73,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2016-03-20,48.79,48.79,48.79,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2016-03-27,50.2,50.2,50.2,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2016-04-03,49.74,49.74,49.74,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2016-04-10,50.94,50.94,50.94,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2016-04-17,51.26,51.26,51.26,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2016-04-24,51.37,51.37,51.37,0.0,0.0,51.58,51.58,51.58,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2016-05-01,50.18,50.18,50.18,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2016-05-08,50.14,50.14,50.14,0.0,0.0,50.49,50.49,50.49,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2016-05-15,49.53,49.53,49.53,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.53,49.53,49.53,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2016-05-22,51.37,51.37,51.37,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2016-05-29,52.72,52.72,52.72,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2016-06-05,52.81,52.81,52.81,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2016-06-12,51.72,51.72,51.72,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2016-06-19,51.3,51.3,51.3,0.0,0.0,51.59,51.59,51.59,0.0,0.0,50.58,50.58,50.58,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2016-06-26,52.25,52.25,52.25,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2016-07-03,52.78,52.78,52.78,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2016-07-10,54.6,54.6,54.6,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2016-07-17,54.28,54.28,54.28,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2016-07-24,54.73,54.73,54.73,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2016-07-31,54.62,54.62,54.62,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.62,54.62,54.62,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2016-08-07,54.8,54.8,54.8,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2016-08-14,55.41,55.41,55.41,0.0,0.0,55.41,55.41,55.41,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2016-08-21,55.69,55.69,55.69,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2016-08-28,55.8,55.8,55.8,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2016-09-04,55.91,55.91,55.91,0.0,0.0,55.91,55.91,55.91,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2016-09-11,54.45,54.45,54.45,0.0,0.0,56.55,56.55,56.55,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2016-09-18,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2016-09-25,55.46,55.46,55.46,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2016-10-02,55.66,55.66,55.66,0.0,0.0,55.7,55.7,55.7,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2016-10-09,54.69,54.69,54.69,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2016-10-16,53.86,53.86,53.86,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2016-10-23,52.94,52.94,52.94,0.0,0.0,53.34,53.34,53.34,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2016-10-30,51.89,51.89,51.89,0.0,0.0,52.66,52.66,52.66,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2016-11-06,56.31,56.31,56.31,0.0,0.0,57.78,57.78,57.78,0.0,0.0,56.31,56.31,56.31,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2016-11-13,59.16,59.16,59.16,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2016-11-20,60.83,60.83,60.83,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2016-11-27,59.8,59.8,59.8,0.0,0.0,60.08,60.08,60.08,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2016-12-04,63.45,63.45,63.45,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2016-12-11,60.98,60.98,60.98,0.0,0.0,63.31,63.31,63.31,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2016-12-18,60.79,60.79,60.79,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2016-12-25,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2017-01-01,61.13,61.13,61.13,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2017-01-08,60.15,60.15,60.15,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2017-01-15,59.38,59.38,59.38,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2017-01-22,60.83,60.83,60.83,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2017-01-29,60.5,60.5,60.5,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2017-02-05,61.22,61.22,61.22,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2017-02-12,61.62,61.62,61.62,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2017-02-19,61.15,61.15,61.15,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2017-02-26,61.42,61.42,61.42,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2017-03-05,59.96,59.96,59.96,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-03-12,60.62,60.62,60.62,0.0,0.0,61.19,61.19,61.19,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2017-03-19,59.51,59.51,59.51,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2017-03-26,60.55,60.55,60.55,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2017-04-02,59.33,59.33,59.33,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.59,59.59,59.59,0.0,0.0
