Date,ProShares Ultra Bloomberg Crude Oil_etf_Open_average,ProShares Ultra Bloomberg Crude Oil_etf_Open_max,ProShares Ultra Bloomberg Crude Oil_etf_Open_min,ProShares Ultra Bloomberg Crude Oil_etf_Open_volatility,ProShares Ultra Bloomberg Crude Oil_etf_Open_change,ProShares Ultra Bloomberg Crude Oil_etf_High_average,ProShares Ultra Bloomberg Crude Oil_etf_High_max,ProShares Ultra Bloomberg Crude Oil_etf_High_min,ProShares Ultra Bloomberg Crude Oil_etf_High_volatility,ProShares Ultra Bloomberg Crude Oil_etf_High_change,ProShares Ultra Bloomberg Crude Oil_etf_Low_average,ProShares Ultra Bloomberg Crude Oil_etf_Low_max,ProShares Ultra Bloomberg Crude Oil_etf_Low_min,ProShares Ultra Bloomberg Crude Oil_etf_Low_volatility,ProShares Ultra Bloomberg Crude Oil_etf_Low_change,ProShares Ultra Bloomberg Crude Oil_etf_Close_average,ProShares Ultra Bloomberg Crude Oil_etf_Close_max,ProShares Ultra Bloomberg Crude Oil_etf_Close_min,ProShares Ultra Bloomberg Crude Oil_etf_Close_volatility,ProShares Ultra Bloomberg Crude Oil_etf_Close_change
2016-08-14,568.5,568.5,568.5,0.0,0.0,571.5,571.5,571.5,0.0,0.0,558.5,558.5,558.5,0.0,0.0,566.5,566.5,566.5,0.0,0.0
2016-08-21,530.5,530.5,530.5,0.0,0.0,555.0,555.0,555.0,0.0,0.0,521.5,521.5,521.5,0.0,0.0,530.5,530.5,530.5,0.0,0.0
2016-08-28,458.5,458.5,458.5,0.0,0.0,469.0,469.0,469.0,0.0,0.0,454.0,454.0,454.0,0.0,0.0,460.5,460.5,460.5,0.0,0.0
2016-09-04,510.5,510.5,510.5,0.0,0.0,513.0,513.0,513.0,0.0,0.0,491.0,491.0,491.0,0.0,0.0,492.0,492.0,492.0,0.0,0.0
2016-09-11,431.0,431.0,431.0,0.0,0.0,443.75,443.75,443.75,0.0,0.0,429.0,429.0,429.0,0.0,0.0,437.0,437.0,437.0,0.0,0.0
2016-09-18,480.5,480.5,480.5,0.0,0.0,487.5,487.5,487.5,0.0,0.0,443.5,443.5,443.5,0.0,0.0,453.5,453.5,453.5,0.0,0.0
2016-09-25,522.0,522.0,522.0,0.0,0.0,526.5,526.5,526.5,0.0,0.0,514.25,514.25,514.25,0.0,0.0,519.0,519.0,519.0,0.0,0.0
2016-10-02,572.0,572.0,572.0,0.0,0.0,573.58,573.58,573.58,0.0,0.0,550.0,550.0,550.0,0.0,0.0,555.5,555.5,555.5,0.0,0.0
2016-10-09,570.5,570.5,570.5,0.0,0.0,572.0,572.0,572.0,0.0,0.0,558.31,558.31,558.31,0.0,0.0,567.5,567.5,567.5,0.0,0.0
2016-10-16,564.0,564.0,564.0,0.0,0.0,573.0,573.0,573.0,0.0,0.0,557.0,557.0,557.0,0.0,0.0,571.5,571.5,571.5,0.0,0.0
2016-10-23,535.5,535.5,535.5,0.0,0.0,547.0,547.0,547.0,0.0,0.0,519.5,519.5,519.5,0.0,0.0,526.0,526.0,526.0,0.0,0.0
2016-10-30,430.5,430.5,430.5,0.0,0.0,444.0,444.0,444.0,0.0,0.0,419.5,419.5,419.5,0.0,0.0,431.5,431.5,431.5,0.0,0.0
2016-11-06,423.25,423.25,423.25,0.0,0.0,424.75,424.75,424.75,0.0,0.0,411.0,411.0,411.0,0.0,0.0,415.0,415.0,415.0,0.0,0.0
2016-11-13,454.0,454.0,454.0,0.0,0.0,461.75,461.75,461.75,0.0,0.0,442.5,442.5,442.5,0.0,0.0,459.5,459.5,459.5,0.0,0.0
2016-11-20,476.5,476.5,476.5,0.0,0.0,480.5,480.5,480.5,0.0,0.0,456.0,456.0,456.0,0.0,0.0,461.5,461.5,461.5,0.0,0.0
2016-11-27,555.0,555.0,555.0,0.0,0.0,564.5,564.5,564.5,0.0,0.0,546.5,546.5,546.5,0.0,0.0,560.5,560.5,560.5,0.0,0.0
2016-12-04,556.5,556.5,556.5,0.0,0.0,559.0,559.0,559.0,0.0,0.0,550.5,550.5,550.5,0.0,0.0,556.5,556.5,556.5,0.0,0.0
2016-12-11,558.5,558.5,558.5,0.0,0.0,571.0,571.0,571.0,0.0,0.0,554.0,554.0,554.0,0.0,0.0,567.5,567.5,567.5,0.0,0.0
2016-12-18,559.0,559.0,559.0,0.0,0.0,569.5,569.5,569.5,0.0,0.0,557.0,557.0,557.0,0.0,0.0,568.5,568.5,568.5,0.0,0.0
2016-12-25,579.5,579.5,579.5,0.0,0.0,584.5,584.5,584.5,0.0,0.0,577.5,577.5,577.5,0.0,0.0,584.0,584.0,584.0,0.0,0.0
2017-01-01,586.0,586.0,586.0,0.0,0.0,591.5,591.5,591.5,0.0,0.0,573.0,573.0,573.0,0.0,0.0,579.5,579.5,579.5,0.0,0.0
2017-01-08,554.75,554.75,554.75,0.0,0.0,562.75,562.75,562.75,0.0,0.0,547.75,547.75,547.75,0.0,0.0,552.5,552.5,552.5,0.0,0.0
2017-01-15,555.0,555.0,555.0,0.0,0.0,558.5,558.5,558.5,0.0,0.0,547.5,547.5,547.5,0.0,0.0,548.0,548.0,548.0,0.0,0.0
2017-01-22,548.75,548.75,548.75,0.0,0.0,553.25,553.25,553.25,0.0,0.0,536.25,536.25,536.25,0.0,0.0,548.5,548.5,548.5,0.0,0.0
2017-01-29,557.25,557.25,557.25,0.0,0.0,569.5,569.5,569.5,0.0,0.0,555.04,555.04,555.04,0.0,0.0,561.75,561.75,561.75,0.0,0.0
2017-02-05,559.5,559.5,559.5,0.0,0.0,564.25,564.25,564.25,0.0,0.0,555.5,555.5,555.5,0.0,0.0,558.75,558.75,558.75,0.0,0.0
2017-02-12,537.75,537.75,537.75,0.0,0.0,546.75,546.75,546.75,0.0,0.0,537.0,537.0,537.0,0.0,0.0,545.25,545.25,545.25,0.0,0.0
2017-02-19,549.5,549.5,549.5,0.0,0.0,555.25,555.25,555.25,0.0,0.0,549.0,549.0,549.0,0.0,0.0,551.0,551.0,551.0,0.0,0.0
2017-02-26,528.0,528.0,528.0,0.0,0.0,539.5,539.5,539.5,0.0,0.0,527.0,527.0,527.0,0.0,0.0,536.75,536.75,536.75,0.0,0.0
2017-03-05,466.25,466.25,466.25,0.0,0.0,466.25,466.25,466.25,0.0,0.0,443.0,443.0,443.0,0.0,0.0,446.25,446.25,446.25,0.0,0.0
2017-03-12,456.75,456.75,456.75,0.0,0.0,457.0,457.0,457.0,0.0,0.0,448.0,448.0,448.0,0.0,0.0,450.25,450.25,450.25,0.0,0.0
2017-03-19,424.5,424.5,424.5,0.0,0.0,428.75,428.75,428.75,0.0,0.0,419.12,419.12,419.12,0.0,0.0,428.25,428.25,428.25,0.0,0.0
2017-03-26,464.5,464.5,464.5,0.0,0.0,477.5,477.5,477.5,0.0,0.0,464.0,464.0,464.0,0.0,0.0,475.5,475.5,475.5,0.0,0.0
2017-04-02,498.0,498.0,498.0,0.0,0.0,505.5,505.5,505.5,0.0,0.0,496.25,496.25,496.25,0.0,0.0,503.5,503.5,503.5,0.0,0.0
2017-04-09,525.0,525.0,525.0,0.0,0.0,526.75,526.75,526.75,0.0,0.0,518.0,518.0,518.0,0.0,0.0,520.25,520.25,520.25,0.0,0.0
2017-04-16,467.75,467.75,467.75,0.0,0.0,467.75,467.75,467.75,0.0,0.0,441.0,441.0,441.0,0.0,0.0,446.75,446.75,446.75,0.0,0.0
2017-04-23,444.25,444.25,444.25,0.0,0.0,447.5,447.5,447.5,0.0,0.0,433.25,433.25,433.25,0.0,0.0,438.75,438.75,438.75,0.0,0.0
2017-04-30,376.25,376.25,376.25,0.0,0.0,395.75,395.75,395.75,0.0,0.0,376.0,376.0,376.0,0.0,0.0,390.5,390.5,390.5,0.0,0.0
2017-05-07,415.0,415.0,415.0,0.0,0.0,416.75,416.75,416.75,0.0,0.0,406.25,406.25,406.25,0.0,0.0,415.0,415.0,415.0,0.0,0.0
2017-05-14,451.75,451.75,451.75,0.0,0.0,460.25,460.25,460.25,0.0,0.0,451.0,451.0,451.0,0.0,0.0,458.75,458.75,458.75,0.0,0.0
2017-05-21,428.25,428.25,428.25,0.0,0.0,442.0,442.0,442.0,0.0,0.0,424.5,424.5,424.5,0.0,0.0,440.25,440.25,440.25,0.0,0.0
2017-05-28,401.25,401.25,401.25,0.0,0.0,410.58,410.58,410.58,0.0,0.0,394.5,394.5,394.5,0.0,0.0,405.75,405.75,405.75,0.0,0.0
2017-06-04,369.25,369.25,369.25,0.0,0.0,377.5,377.5,377.5,0.0,0.0,367.5,367.5,367.5,0.0,0.0,373.0,373.0,373.0,0.0,0.0
2017-06-11,355.0,355.0,355.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,350.0,350.0,350.0,0.0,0.0,353.5,353.5,353.5,0.0,0.0
2017-06-18,319.75,319.75,319.75,0.0,0.0,326.5,326.5,326.5,0.0,0.0,316.5,316.5,316.5,0.0,0.0,325.0,325.0,325.0,0.0,0.0
2017-06-25,359.5,359.5,359.5,0.0,0.0,372.5,372.5,372.5,0.0,0.0,356.5,356.5,356.5,0.0,0.0,371.5,371.5,371.5,0.0,0.0
2017-07-02,346.5,346.5,346.5,0.0,0.0,347.5,347.5,347.5,0.0,0.0,332.5,332.5,332.5,0.0,0.0,340.75,340.75,340.75,0.0,0.0
2017-07-09,373.0,373.0,373.0,0.0,0.0,378.5,378.5,378.5,0.0,0.0,368.75,368.75,368.75,0.0,0.0,377.25,377.25,377.25,0.0,0.0
2017-07-16,375.25,375.25,375.25,0.0,0.0,375.25,375.25,375.25,0.0,0.0,356.5,356.5,356.5,0.0,0.0,358.5,358.5,358.5,0.0,0.0
2017-07-23,417.0,417.0,417.0,0.0,0.0,425.25,425.25,425.25,0.0,0.0,416.25,416.25,416.25,0.0,0.0,423.0,423.0,423.0,0.0,0.0
2017-07-30,412.25,412.25,412.25,0.0,0.0,421.75,421.75,421.75,0.0,0.0,406.25,406.25,406.25,0.0,0.0,419.25,419.25,419.25,0.0,0.0
2017-08-06,398.5,398.5,398.5,0.0,0.0,410.25,410.25,410.25,0.0,0.0,394.0,394.0,394.0,0.0,0.0,407.0,407.0,407.0,0.0,0.0
2017-08-13,380.25,380.25,380.25,0.0,0.0,405.75,405.75,405.75,0.0,0.0,374.75,374.75,374.75,0.0,0.0,404.25,404.25,404.25,0.0,0.0
2017-08-20,385.25,385.25,385.25,0.0,0.0,390.75,390.75,390.75,0.0,0.0,384.25,384.25,384.25,0.0,0.0,389.25,389.25,389.25,0.0,0.0
2017-08-27,384.75,384.75,384.75,0.0,0.0,387.88,387.88,387.88,0.0,0.0,377.5,377.5,377.5,0.0,0.0,387.5,387.5,387.5,0.0,0.0
2017-09-03,410.25,410.25,410.25,0.0,0.0,411.75,411.75,411.75,0.0,0.0,384.25,384.25,384.25,0.0,0.0,389.75,389.75,389.75,0.0,0.0
2017-09-10,427.0,427.0,427.0,0.0,0.0,429.0,429.0,429.0,0.0,0.0,423.0,423.0,423.0,0.0,0.0,427.25,427.25,427.25,0.0,0.0
2017-09-17,427.75,427.75,427.75,0.0,0.0,432.0,432.0,432.0,0.0,0.0,425.0,425.0,425.0,0.0,0.0,429.75,429.75,429.75,0.0,0.0
2017-09-24,443.75,443.75,443.75,0.0,0.0,448.75,448.75,448.75,0.0,0.0,440.25,440.25,440.25,0.0,0.0,445.5,445.5,445.5,0.0,0.0
2017-10-01,411.0,411.0,411.0,0.0,0.0,411.0,411.0,411.0,0.0,0.0,403.5,403.5,403.5,0.0,0.0,406.75,406.75,406.75,0.0,0.0
2017-10-08,440.5,440.5,440.5,0.0,0.0,442.0,442.0,442.0,0.0,0.0,433.25,433.25,433.25,0.0,0.0,438.75,438.75,438.75,0.0,0.0
2017-10-15,432.25,432.25,432.25,0.0,0.0,444.5,444.5,444.5,0.0,0.0,432.25,432.25,432.25,0.0,0.0,444.25,444.25,444.25,0.0,0.0
2017-10-22,455.25,455.25,455.25,0.0,0.0,479.5,479.5,479.5,0.0,0.0,454.5,454.5,454.5,0.0,0.0,478.25,478.25,478.25,0.0,0.0
2017-10-29,494.0,494.0,494.0,0.0,0.0,511.0,511.0,511.0,0.0,0.0,487.0,487.0,487.0,0.0,0.0,509.5,509.5,509.5,0.0,0.0
2017-11-05,537.0,537.0,537.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,525.5,525.5,525.5,0.0,0.0,531.0,531.0,531.0,0.0,0.0
2017-11-12,512.0,512.0,512.0,0.0,0.0,525.38,525.38,525.38,0.0,0.0,510.0,510.0,510.0,0.0,0.0,523.75,523.75,523.75,0.0,0.0
2017-11-19,560.75,560.75,560.75,0.0,0.0,565.0,565.0,565.0,0.0,0.0,556.5,556.5,556.5,0.0,0.0,563.75,563.75,563.75,0.0,0.0
2017-11-26,552.0,552.0,552.0,0.0,0.0,563.25,563.25,563.25,0.0,0.0,547.12,547.12,547.12,0.0,0.0,552.75,552.75,552.75,0.0,0.0
2017-12-03,538.0,538.0,538.0,0.0,0.0,540.75,540.75,540.75,0.0,0.0,527.0,527.0,527.0,0.0,0.0,534.5,534.5,534.5,0.0,0.0
2017-12-10,533.0,533.0,533.0,0.0,0.0,533.5,533.5,533.5,0.0,0.0,525.5,525.5,525.5,0.0,0.0,531.0,531.0,531.0,0.0,0.0
2017-12-17,545.25,545.25,545.25,0.0,0.0,555.5,555.5,555.5,0.0,0.0,544.75,544.75,544.75,0.0,0.0,552.25,552.25,552.25,0.0,0.0
2017-12-24,586.25,586.25,586.25,0.0,0.0,593.25,593.25,593.25,0.0,0.0,582.25,582.25,582.25,0.0,0.0,586.0,586.0,586.0,0.0,0.0
2017-12-31,608.75,608.75,608.75,0.0,0.0,615.0,615.0,615.0,0.0,0.0,603.5,603.5,603.5,0.0,0.0,612.5,612.5,612.5,0.0,0.0
