Date,LOAN_stock_Open_average,LOAN_stock_Open_max,LOAN_stock_Open_min,LOAN_stock_Open_volatility,LOAN_stock_Open_change,LOAN_stock_High_average,LOAN_stock_High_max,LOAN_stock_High_min,LOAN_stock_High_volatility,LOAN_stock_High_change,LOAN_stock_Low_average,LOAN_stock_Low_max,LOAN_stock_Low_min,LOAN_stock_Low_volatility,LOAN_stock_Low_change,LOAN_stock_Close_average,LOAN_stock_Close_max,LOAN_stock_Close_min,LOAN_stock_Close_volatility,LOAN_stock_Close_change,LOAN_stock_Volume_average,LOAN_stock_Volume_max,LOAN_stock_Volume_min,LOAN_stock_Volume_volatility,LOAN_stock_Volume_change
2016-01-03,4.264,4.32,4.2,0.1200000000000001,-0.020000000000000462,4.342,4.47,4.28,0.1899999999999995,-0.13999999999999968,4.23,4.28,4.2,0.08000000000000007,-0.07000000000000028,4.268,4.3,4.25,0.04999999999999982,-0.020000000000000462,23074,34814,13440,21374,15857
2016-01-10,4.15,4.24,4.06,0.1800000000000006,-0.1800000000000006,4.214,4.28,4.12,0.16000000000000014,-0.1299999999999999,4.002,4.1,3.8,0.2999999999999998,-0.2999999999999998,4.064,4.15,3.89,0.26000000000000023,-0.26000000000000023,26907,50268,11468,38800,38800
2016-01-17,4.09,4.2,3.95,0.25,0.25,4.155,4.2,4.09,0.11000000000000032,0.11000000000000032,4.005,4.08,3.86,0.2200000000000002,0.2200000000000002,4.125,4.18,4.08,0.09999999999999964,0.03000000000000025,22369,31541,12488,19053,2552
2016-01-24,4.118,4.14,4.08,0.05999999999999961,-0.019999999999999574,4.148,4.16,4.14,0.020000000000000462,0.020000000000000462,4.052,4.07,4.03,0.040000000000000036,0.040000000000000036,4.104,4.13,4.07,0.05999999999999961,0.010000000000000675,7897,11971,4726,7245,2596
2016-01-31,4.248,4.35,4.12,0.22999999999999954,0.22999999999999954,4.3,4.4,4.16,0.2400000000000002,0.2400000000000002,4.164,4.22,4.11,0.10999999999999943,0.10999999999999943,4.256,4.34,4.16,0.17999999999999972,0.08999999999999986,13550,18894,3607,15287,6618
2016-02-07,4.136,4.27,4.08,0.1899999999999995,-0.14999999999999947,4.174,4.27,4.12,0.14999999999999947,-0.09999999999999964,4.084,4.09,4.08,0.009999999999999787,0.0,4.128,4.17,4.11,0.05999999999999961,-0.04999999999999982,8108,13380,4066,9314,8312
2016-02-14,4.045,4.12,4.01,0.11000000000000032,-0.11000000000000032,4.0725,4.14,4.02,0.1200000000000001,-0.08999999999999986,3.99,4.07,3.92,0.15000000000000036,-0.08000000000000007,4.0175,4.08,3.97,0.10999999999999988,-0.0600000000000005,31403,72942,11073,61869,303
2016-02-21,4.034,4.06,4.01,0.04999999999999982,-0.040000000000000036,4.052,4.07,4.03,0.040000000000000036,-0.03000000000000025,3.978,4.01,3.95,0.05999999999999961,0.05999999999999961,4.006,4.04,3.95,0.08999999999999986,0.0699999999999994,22707,66537,7148,59389,-58755
2016-02-28,4.052,4.09,4.02,0.07000000000000028,0.07000000000000028,4.0840000000000005,4.15,4.04,0.11000000000000032,0.11000000000000032,4.028,4.08,4.0,0.08000000000000007,0.08000000000000007,4.048,4.1,4.01,0.08999999999999986,0.08000000000000007,11625,15855,4255,11600,117
2016-03-06,4.146,4.18,4.1,0.08000000000000007,0.0,4.194,4.22,4.16,0.05999999999999961,0.0,4.084,4.16,4.01,0.15000000000000036,0.010000000000000675,4.13,4.17,4.01,0.16000000000000014,-0.009999999999999787,16156,25799,9388,16411,-16411
