Date,MUStock_Open_average,MUStock_Open_max,MUStock_Open_min,MUStock_Open_volatility,MUStock_Open_change,MUStock_High_average,MUStock_High_max,MUStock_High_min,MUStock_High_volatility,MUStock_High_change,MUStock_Low_average,MUStock_Low_max,MUStock_Low_min,MUStock_Low_volatility,MUStock_Low_change,MUStock_Close_average,MUStock_Close_max,MUStock_Close_min,MUStock_Close_volatility,MUStock_Close_change,MUStock_Volume_average,MUStock_Volume_max,MUStock_Volume_min,MUStock_Volume_volatility,MUStock_Volume_change
2016-01-03,14.078,14.5,13.78,0.7200000000000006,-0.05000000000000071,14.469999999999999,15.08,13.95,1.1300000000000008,-0.41000000000000014,13.84,14.36,13.29,1.0700000000000003,-0.5200000000000014,14.072000000000001,14.82,13.33,1.4900000000000002,-1.0,26871511,29806688,22622344,7184344,6441888
2016-01-10,12.459999999999999,13.37,11.35,2.0199999999999996,-2.0199999999999996,12.718,13.46,11.66,1.8000000000000007,-1.8000000000000007,11.792,12.4,10.91,1.4900000000000002,-1.3000000000000007,12.082,12.72,11.08,1.6400000000000006,-1.4499999999999993,35425052,43159136,25671316,17487820,-5994536
2016-01-17,10.8225,11.28,10.38,0.8999999999999986,-0.09999999999999964,11.057500000000001,11.57,10.39,1.1799999999999997,0.20000000000000107,10.2575,10.88,9.31,1.5700000000000003,0.16999999999999993,10.6925,11.07,10.05,1.0199999999999996,0.2699999999999996,47683016,65210408,35091288,30119120,-3039984
2016-01-24,10.516,11.06,9.99,1.0700000000000003,-1.0700000000000003,10.862,11.17,10.55,0.6199999999999992,-0.11999999999999922,10.16,10.47,9.71,0.7599999999999998,-0.5300000000000011,10.466000000000001,11.03,9.88,1.1499999999999986,0.5499999999999989,29781259,38448148,23013482,15434666,14573302
2016-01-31,10.866,11.15,10.67,0.4800000000000004,0.15000000000000036,11.192,11.55,10.86,0.6900000000000013,0.28000000000000114,10.526,10.76,10.18,0.5800000000000001,0.25,10.908,11.23,10.59,0.6400000000000006,0.03999999999999915,22967089,26164118,18098114,8066004,-3166670
2016-02-07,10.08,10.71,9.72,0.9900000000000002,-0.8300000000000001,10.314,10.76,9.95,0.8100000000000005,-0.5199999999999996,9.688,9.94,9.45,0.4900000000000002,-0.4599999999999991,9.952,10.17,9.69,0.4800000000000004,-0.15000000000000036,26131251,30178640,22090512,8088128,-3567312
2016-02-14,11.0725,11.57,10.36,1.2100000000000009,1.0300000000000011,11.415,11.75,10.87,0.8800000000000008,0.5200000000000014,10.875,11.32,10.31,1.0099999999999998,0.6399999999999988,11.2225,11.49,10.81,0.6799999999999997,0.34999999999999964,25355531,34404732,17907142,16497590,-9587002
2016-02-21,10.795,11.37,10.25,1.1199999999999992,-0.6799999999999997,10.936666666666667,11.44,10.67,0.7699999999999996,-0.75,10.47,10.9,10.06,0.8399999999999999,-0.21000000000000085,10.715,11.05,10.49,0.5600000000000005,-0.3600000000000012,18087676,22686754,14713177,7973577,-5288511
2016-02-28,11.192,11.8,10.65,1.1500000000000004,1.1500000000000004,11.564,12.29,10.89,1.3999999999999986,1.3999999999999986,11.056,11.6,10.52,1.08,1.08,11.41,11.88,10.63,1.25,1.25,21231786,35279464,15638679,19640785,14559462
2016-03-06,11.12,11.46,10.76,0.7000000000000011,-0.47000000000000064,11.32,11.78,10.91,0.8699999999999992,-0.379999999999999,10.748,11.05,10.53,0.5200000000000014,-0.20000000000000107,11.064,11.58,10.66,0.9199999999999999,-0.1899999999999995,21519410,29648368,15133844,14514524,-10522064
2016-03-13,10.952,11.34,10.71,0.629999999999999,-0.5,11.11,11.34,10.89,0.4499999999999993,-0.16999999999999993,10.726,11.01,10.55,0.4599999999999991,-0.2599999999999998,10.946,11.15,10.72,0.4299999999999997,-0.009999999999999787,22792698,44827092,13531318,31295774,31295774
2016-03-20,11.129999999999999,11.45,10.5,0.9499999999999993,-0.6400000000000006,11.315,11.6,10.6,1.0,-1.0,10.84,11.33,10.33,1.0,-0.7400000000000002,11.03,11.53,10.5,1.0299999999999994,-1.0299999999999994,20948373,29424324,13463376,15960948,4739720
2016-03-27,10.356,10.51,10.18,0.33000000000000007,-0.22000000000000064,10.725999999999999,11.07,10.49,0.5800000000000001,0.4800000000000004,10.2,10.4,10.01,0.39000000000000057,-0.009999999999999787,10.562,11.03,10.38,0.6499999999999986,0.6499999999999986,33109891,48134180,22898770,25235410,5559514
2016-04-03,10.634,11.06,10.42,0.6400000000000006,-0.41999999999999993,10.792,11.22,10.48,0.7400000000000002,-0.33000000000000007,10.474,10.78,10.25,0.5299999999999994,-0.20999999999999908,10.58,10.8,10.4,0.40000000000000036,-0.08000000000000007,20013729,22475232,18412988,4062244,-3525240
2016-04-10,10.616,10.79,10.3,0.48999999999999844,-0.019999999999999574,10.786,10.92,10.54,0.3800000000000008,-0.14000000000000057,10.308,10.46,10.05,0.41000000000000014,0.02000000000000135,10.518,10.88,10.17,0.7100000000000009,0.2400000000000002,22629943,26108936,17778064,8330872,7067160
2016-04-17,10.76,11.08,10.63,0.4499999999999993,0.02999999999999936,10.93,11.1,10.77,0.33000000000000007,-0.28999999999999915,10.552,10.6,10.5,0.09999999999999964,-0.0600000000000005,10.734,10.89,10.65,0.2400000000000002,-0.23000000000000043,20198344,26372816,15629486,10743330,-7657620
2016-04-24,11.198,11.63,10.67,0.9600000000000009,0.9600000000000009,11.646,12.4,10.88,1.5199999999999996,0.8099999999999987,10.908,11.52,10.47,1.049999999999999,0.16999999999999993,11.198,11.62,10.55,1.0699999999999985,0.1999999999999993,35060006,47098056,22500034,24598022,17662110
2016-05-01,10.316,10.8,9.98,0.8200000000000003,-0.8200000000000003,10.516,10.86,10.21,0.6499999999999986,-0.6499999999999986,10.068,10.43,9.8,0.629999999999999,-0.5800000000000001,10.206,10.62,9.99,0.629999999999999,-0.629999999999999,27985837,40867212,20963288,19903924,-2831484
2016-05-08,9.954,10.15,9.66,0.4900000000000002,-0.33999999999999986,10.112,10.33,9.79,0.5400000000000009,-0.28000000000000114,9.674,10.01,9.35,0.6600000000000001,-0.34999999999999964,9.85,10.1,9.56,0.5399999999999991,-0.3099999999999987,24095431,41066564,17808370,23258194,1040620
2016-05-15,9.85,10.31,9.61,0.7000000000000011,0.7000000000000011,10.192,10.81,9.69,1.120000000000001,1.120000000000001,9.774,10.28,9.49,0.7899999999999991,0.7699999999999996,10.054,10.8,9.67,1.1300000000000008,1.120000000000001,23083947,31189686,16247585,14942101,14942101
2016-05-22,11.484,11.97,10.84,1.1300000000000008,1.1300000000000008,11.782,12.43,11.17,1.2599999999999998,1.2599999999999998,11.382,11.82,10.82,1.0,1.0,11.698,12.31,11.14,1.17,1.17,27299333,29838426,23644072,6194354,1469230
2016-05-29,12.809999999999999,13.02,12.61,0.41000000000000014,0.35999999999999943,13.0625,13.21,12.91,0.3000000000000007,0.129999999999999,12.4875,12.75,12.26,0.4900000000000002,0.370000000000001,12.945,13.11,12.72,0.3899999999999988,0.1399999999999988,36408572,49604324,28326022,21278302,-21278302
2016-06-05,12.718,13.08,12.32,0.7599999999999998,-0.5700000000000003,12.87,13.15,12.37,0.7800000000000011,-0.6699999999999999,12.47,12.81,12.04,0.7700000000000014,-0.7200000000000006,12.6,13.0,12.14,0.8599999999999994,-0.629999999999999,23092323,25869796,21409544,4460252,-3421922
2016-06-12,12.014,12.16,11.87,0.2900000000000009,-0.02999999999999936,12.252,12.36,11.98,0.379999999999999,-0.009999999999999787,11.828,11.95,11.57,0.379999999999999,0.009999999999999787,12.028,12.2,11.92,0.27999999999999936,0.14999999999999858,19606489,22453124,15570211,6882913,5034033
2016-06-19,12.948,13.5,12.51,0.9900000000000002,0.9900000000000002,13.308,14.16,12.66,1.5,1.1899999999999995,12.784,13.41,12.29,1.120000000000001,0.8400000000000016,13.01,14.05,12.32,1.7300000000000004,0.8900000000000006,44439878,77486064,21481660,56004404,56004404
2016-06-26,12.998000000000001,13.34,12.58,0.7599999999999998,-0.5500000000000007,13.276,13.78,12.9,0.879999999999999,-0.33999999999999986,12.638,13.22,12.1,1.120000000000001,0.21000000000000085,12.934,13.76,12.23,1.5299999999999994,0.2699999999999996,46998133,68847096,34838096,34009000,22907548
2016-07-03,12.1075,12.39,11.76,0.6300000000000008,0.009999999999999787,12.3925,12.72,11.85,0.870000000000001,0.27000000000000135,11.8925,12.38,11.5,0.8800000000000008,0.5800000000000001,12.115,12.62,11.73,0.8899999999999988,0.7099999999999991,33614897,37298860,27955736,9343124,-9343124
2016-07-10,13.168,13.5,12.79,0.7100000000000009,0.5200000000000014,13.376000000000001,13.55,12.98,0.5700000000000003,0.5199999999999996,12.994,13.27,12.61,0.6600000000000001,0.4299999999999997,13.116,13.29,12.64,0.6499999999999986,0.4900000000000002,23567288,35226756,18046228,17180528,-4750920
