Date,iShares Edge MSCI Min Vol EMEtf_Open_average,iShares Edge MSCI Min Vol EMEtf_Open_max,iShares Edge MSCI Min Vol EMEtf_Open_min,iShares Edge MSCI Min Vol EMEtf_Open_volatility,iShares Edge MSCI Min Vol EMEtf_Open_change,iShares Edge MSCI Min Vol EMEtf_High_average,iShares Edge MSCI Min Vol EMEtf_High_max,iShares Edge MSCI Min Vol EMEtf_High_min,iShares Edge MSCI Min Vol EMEtf_High_volatility,iShares Edge MSCI Min Vol EMEtf_High_change,iShares Edge MSCI Min Vol EMEtf_Low_average,iShares Edge MSCI Min Vol EMEtf_Low_max,iShares Edge MSCI Min Vol EMEtf_Low_min,iShares Edge MSCI Min Vol EMEtf_Low_volatility,iShares Edge MSCI Min Vol EMEtf_Low_change,iShares Edge MSCI Min Vol EMEtf_Close_average,iShares Edge MSCI Min Vol EMEtf_Close_max,iShares Edge MSCI Min Vol EMEtf_Close_min,iShares Edge MSCI Min Vol EMEtf_Close_volatility,iShares Edge MSCI Min Vol EMEtf_Close_change
2016-01-03,46.29,46.29,46.29,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2016-01-10,44.33,44.33,44.33,0.0,0.0,44.56,44.56,44.56,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2016-01-17,45.16,45.16,45.16,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2016-01-24,46.4,46.4,46.4,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.31,46.31,46.31,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2016-01-31,46.96,46.96,46.96,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2016-02-07,45.79,45.79,45.79,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.64,45.64,45.64,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2016-02-14,47.02,47.02,47.02,0.0,0.0,47.26,47.26,47.26,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2016-02-21,47.48,47.48,47.48,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2016-02-28,49.09,49.09,49.09,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2016-03-06,49.54,49.54,49.54,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2016-03-13,51.01,51.01,51.01,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2016-03-20,50.04,50.04,50.04,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-03-27,50.69,50.69,50.69,0.0,0.0,51.38,51.38,51.38,0.0,0.0,50.48,50.48,50.48,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2016-04-03,50.65,50.65,50.65,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2016-04-10,51.96,51.96,51.96,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2016-04-17,51.75,51.75,51.75,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2016-04-24,51.52,51.52,51.52,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2016-05-01,49.81,49.81,49.81,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2016-05-08,49.95,49.95,49.95,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-05-15,49.27,49.27,49.27,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2016-05-22,50.33,50.33,50.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2016-05-29,50.95,50.95,50.95,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2016-06-05,50.97,50.97,50.97,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2016-06-12,50.43,50.43,50.43,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2016-06-19,49.4,49.4,49.4,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2016-06-26,51.83,51.83,51.83,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2016-07-03,51.35,51.35,51.35,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2016-07-10,52.89,52.89,52.89,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2016-07-17,52.85,52.85,52.85,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2016-07-24,52.97,52.97,52.97,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2016-07-31,53.31,53.31,53.31,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2016-08-07,54.49,54.49,54.49,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2016-08-14,53.96,53.96,53.96,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2016-08-21,54.12,54.12,54.12,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2016-08-28,54.03,54.03,54.03,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.84,53.84,53.84,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2016-09-04,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2016-09-11,52.89,52.89,52.89,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2016-09-18,54.15,54.15,54.15,0.0,0.0,54.25,54.25,54.25,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2016-09-25,54.0,54.0,54.0,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2016-10-02,54.05,54.05,54.05,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2016-10-09,53.12,53.12,53.12,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2016-10-16,53.29,53.29,53.29,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-10-23,53.01,53.01,53.01,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2016-10-30,51.85,51.85,51.85,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2016-11-06,49.86,49.86,49.86,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2016-11-13,49.82,49.82,49.82,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2016-11-20,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2016-11-27,49.9,49.9,49.9,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2016-12-04,50.57,50.57,50.57,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-12-11,49.67,49.67,49.67,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2016-12-18,47.81,47.81,47.81,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2016-12-25,49.15,49.15,49.15,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2017-01-01,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2017-01-08,50.21,50.21,50.21,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-01-15,50.02,50.02,50.02,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2017-01-22,50.83,50.83,50.83,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-01-29,51.1,51.1,51.1,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2017-02-05,51.57,51.57,51.57,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2017-02-12,51.76,51.76,51.76,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2017-02-19,51.98,51.98,51.98,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2017-02-26,51.78,51.78,51.78,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2017-03-05,51.63,51.63,51.63,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2017-03-12,53.62,53.62,53.62,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2017-03-19,53.67,53.67,53.67,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2017-03-26,53.5,53.5,53.5,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2017-04-02,53.73,53.73,53.73,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-04-09,53.75,53.75,53.75,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2017-04-16,53.75,53.75,53.75,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2017-04-23,54.22,54.22,54.22,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2017-04-30,54.29,54.29,54.29,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2017-05-07,55.13,55.13,55.13,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2017-05-14,55.1,55.1,55.1,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2017-05-21,55.68,55.68,55.68,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2017-05-28,55.97,55.97,55.97,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2017-06-04,56.02,56.02,56.02,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2017-06-11,55.46,55.46,55.46,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2017-06-18,55.36,55.36,55.36,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2017-06-25,55.48,55.48,55.48,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-07-02,55.14,55.14,55.14,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2017-07-09,56.78,56.78,56.78,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.77,56.77,56.77,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2017-07-16,57.2,57.2,57.2,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2017-07-23,57.16,57.16,57.16,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2017-07-30,57.44,57.44,57.44,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2017-08-06,56.57,56.57,56.57,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2017-08-13,57.07,57.07,57.07,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2017-08-20,58.03,58.03,58.03,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2017-08-27,58.35,58.35,58.35,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.45,58.45,58.45,0.0,0.0
