Date,Vanguard Small-Cap_etf_Open_average,Vanguard Small-Cap_etf_Open_max,Vanguard Small-Cap_etf_Open_min,Vanguard Small-Cap_etf_Open_volatility,Vanguard Small-Cap_etf_Open_change,Vanguard Small-Cap_etf_High_average,Vanguard Small-Cap_etf_High_max,Vanguard Small-Cap_etf_High_min,Vanguard Small-Cap_etf_High_volatility,Vanguard Small-Cap_etf_High_change,Vanguard Small-Cap_etf_Low_average,Vanguard Small-Cap_etf_Low_max,Vanguard Small-Cap_etf_Low_min,Vanguard Small-Cap_etf_Low_volatility,Vanguard Small-Cap_etf_Low_change,Vanguard Small-Cap_etf_Close_average,Vanguard Small-Cap_etf_Close_max,Vanguard Small-Cap_etf_Close_min,Vanguard Small-Cap_etf_Close_volatility,Vanguard Small-Cap_etf_Close_change
2016-03-13,109.78,109.78,109.78,0.0,0.0,110.6,110.6,110.6,0.0,0.0,109.58,109.58,109.58,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2016-03-20,107.81,107.81,107.81,0.0,0.0,108.61,108.61,108.61,0.0,0.0,107.22,107.22,107.22,0.0,0.0,108.58,108.58,108.58,0.0,0.0
2016-03-27,110.77,110.77,110.77,0.0,0.0,111.89,111.89,111.89,0.0,0.0,110.15,110.15,110.15,0.0,0.0,111.75,111.75,111.75,0.0,0.0
2016-04-03,110.35,110.35,110.35,0.0,0.0,110.86,110.86,110.86,0.0,0.0,109.71,109.71,109.71,0.0,0.0,110.07,110.07,110.07,0.0,0.0
2016-04-10,112.47,112.47,112.47,0.0,0.0,113.2,113.2,113.2,0.0,0.0,112.44,112.44,112.44,0.0,0.0,113.11,113.11,113.11,0.0,0.0
2016-04-17,113.49,113.49,113.49,0.0,0.0,114.58,114.58,114.58,0.0,0.0,113.49,113.49,113.49,0.0,0.0,114.46,114.46,114.46,0.0,0.0
2016-04-24,113.89,113.89,113.89,0.0,0.0,114.15,114.15,114.15,0.0,0.0,112.63,112.63,112.63,0.0,0.0,113.46,113.46,113.46,0.0,0.0
2016-05-01,111.35,111.35,111.35,0.0,0.0,112.3,112.3,112.3,0.0,0.0,111.12,111.12,111.12,0.0,0.0,112.22,112.22,112.22,0.0,0.0
2016-05-08,111.72,111.72,111.72,0.0,0.0,112.25,112.25,112.25,0.0,0.0,110.73,110.73,110.73,0.0,0.0,111.09,111.09,111.09,0.0,0.0
2016-05-15,110.9,110.9,110.9,0.0,0.0,112.02,112.02,112.02,0.0,0.0,110.71,110.71,110.71,0.0,0.0,111.95,111.95,111.95,0.0,0.0
2016-05-22,114.35,114.35,114.35,0.0,0.0,115.41,115.41,115.41,0.0,0.0,114.25,114.25,114.25,0.0,0.0,115.41,115.41,115.41,0.0,0.0
2016-05-29,116.99,116.99,116.99,0.0,0.0,116.99,116.99,116.99,0.0,0.0,115.72,115.72,115.72,0.0,0.0,116.54,116.54,116.54,0.0,0.0
2016-06-05,117.13,117.13,117.13,0.0,0.0,117.13,117.13,117.13,0.0,0.0,115.94,115.94,115.94,0.0,0.0,116.27,116.27,116.27,0.0,0.0
2016-06-12,114.57,114.57,114.57,0.0,0.0,115.0,115.0,115.0,0.0,0.0,113.95,113.95,113.95,0.0,0.0,114.33,114.33,114.33,0.0,0.0
2016-06-19,112.73,112.73,112.73,0.0,0.0,114.54,114.54,114.54,0.0,0.0,112.45,112.45,112.45,0.0,0.0,112.77,112.77,112.77,0.0,0.0
2016-06-26,115.73,115.73,115.73,0.0,0.0,116.53,116.53,116.53,0.0,0.0,115.55,115.55,115.55,0.0,0.0,116.03,116.03,116.03,0.0,0.0
2016-07-03,116.47,116.47,116.47,0.0,0.0,117.93,117.93,117.93,0.0,0.0,116.38,116.38,116.38,0.0,0.0,117.76,117.76,117.76,0.0,0.0
2016-07-10,120.36,120.36,120.36,0.0,0.0,120.37,120.37,120.37,0.0,0.0,119.67,119.67,119.67,0.0,0.0,119.97,119.97,119.97,0.0,0.0
2016-07-17,120.03,120.03,120.03,0.0,0.0,120.99,120.99,120.99,0.0,0.0,119.87,119.87,119.87,0.0,0.0,120.87,120.87,120.87,0.0,0.0
2016-07-24,121.0,121.0,121.0,0.0,0.0,121.86,121.86,121.86,0.0,0.0,120.39,120.39,120.39,0.0,0.0,121.47,121.47,121.47,0.0,0.0
2016-07-31,121.25,121.25,121.25,0.0,0.0,122.07,122.07,122.07,0.0,0.0,121.03,121.03,121.03,0.0,0.0,121.93,121.93,121.93,0.0,0.0
2016-08-07,121.57,121.57,121.57,0.0,0.0,122.03,122.03,122.03,0.0,0.0,121.3,121.3,121.3,0.0,0.0,121.74,121.74,121.74,0.0,0.0
2016-08-14,122.17,122.17,122.17,0.0,0.0,122.28,122.28,122.28,0.0,0.0,121.63,121.63,121.63,0.0,0.0,122.23,122.23,122.23,0.0,0.0
2016-08-21,122.55,122.55,122.55,0.0,0.0,123.31,123.31,123.31,0.0,0.0,121.34,121.34,121.34,0.0,0.0,121.99,121.99,121.99,0.0,0.0
2016-08-28,122.88,122.88,122.88,0.0,0.0,123.52,123.52,123.52,0.0,0.0,122.81,122.81,122.81,0.0,0.0,123.52,123.52,123.52,0.0,0.0
2016-09-04,122.98,122.98,122.98,0.0,0.0,122.98,122.98,122.98,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.06,120.06,120.06,0.0,0.0
2016-09-11,120.06,120.06,120.06,0.0,0.0,120.24,120.24,120.24,0.0,0.0,119.52,119.52,119.52,0.0,0.0,120.04,120.04,120.04,0.0,0.0
2016-09-18,122.99,122.99,122.99,0.0,0.0,123.15,123.15,123.15,0.0,0.0,122.18,122.18,122.18,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2016-09-25,121.69,121.69,121.69,0.0,0.0,122.61,122.61,122.61,0.0,0.0,121.12,121.12,121.12,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2016-10-02,121.59,121.59,121.59,0.0,0.0,121.94,121.94,121.94,0.0,0.0,119.99,119.99,119.99,0.0,0.0,120.49,120.49,120.49,0.0,0.0
2016-10-09,119.64,119.64,119.64,0.0,0.0,120.1,120.1,120.1,0.0,0.0,118.79,118.79,118.79,0.0,0.0,118.82,118.82,118.82,0.0,0.0
2016-10-16,118.7,118.7,118.7,0.0,0.0,119.49,119.49,119.49,0.0,0.0,118.39,118.39,118.39,0.0,0.0,119.28,119.28,119.28,0.0,0.0
2016-10-23,116.76,116.76,116.76,0.0,0.0,117.59,117.59,117.59,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.68,116.68,116.68,0.0,0.0
2016-10-30,114.46,114.46,114.46,0.0,0.0,115.67,115.67,115.67,0.0,0.0,114.17,114.17,114.17,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2016-11-06,120.89,120.89,120.89,0.0,0.0,122.79,122.79,122.79,0.0,0.0,120.74,120.74,120.74,0.0,0.0,122.64,122.64,122.64,0.0,0.0
2016-11-13,125.85,125.85,125.85,0.0,0.0,125.99,125.99,125.99,0.0,0.0,125.51,125.51,125.51,0.0,0.0,125.78,125.78,125.78,0.0,0.0
2016-11-20,128.43,128.43,128.43,0.0,0.0,128.7,128.7,128.7,0.0,0.0,128.28,128.28,128.28,0.0,0.0,128.7,128.7,128.7,0.0,0.0
2016-11-27,126.71,126.71,126.71,0.0,0.0,127.33,127.33,127.33,0.0,0.0,126.56,126.56,126.56,0.0,0.0,126.87,126.87,126.87,0.0,0.0
2016-12-04,133.09,133.09,133.09,0.0,0.0,133.18,133.18,133.18,0.0,0.0,132.23,132.23,132.23,0.0,0.0,132.57,132.57,132.57,0.0,0.0
2016-12-11,130.67,130.67,130.67,0.0,0.0,131.58,131.58,131.58,0.0,0.0,129.88,129.88,129.88,0.0,0.0,130.26,130.26,130.26,0.0,0.0
2016-12-18,129.59,129.59,129.59,0.0,0.0,130.14,130.14,130.14,0.0,0.0,129.56,129.56,129.56,0.0,0.0,130.12,130.12,130.12,0.0,0.0
2016-12-25,129.78,129.78,129.78,0.0,0.0,129.78,129.78,129.78,0.0,0.0,128.58,128.58,128.58,0.0,0.0,128.96,128.96,128.96,0.0,0.0
2017-01-01,131.23,131.23,131.23,0.0,0.0,131.42,131.42,131.42,0.0,0.0,130.53,130.53,130.53,0.0,0.0,130.65,130.65,130.65,0.0,0.0
2017-01-08,130.83,130.83,130.83,0.0,0.0,131.8,131.8,131.8,0.0,0.0,130.83,130.83,130.83,0.0,0.0,131.3,131.3,131.3,0.0,0.0
2017-01-15,129.9,129.9,129.9,0.0,0.0,130.6,130.6,130.6,0.0,0.0,129.62,129.62,129.62,0.0,0.0,130.17,130.17,130.17,0.0,0.0
2017-01-22,132.31,132.31,132.31,0.0,0.0,132.44,132.44,132.44,0.0,0.0,131.28,131.28,131.28,0.0,0.0,131.65,131.65,131.65,0.0,0.0
2017-01-29,131.65,131.65,131.65,0.0,0.0,132.48,132.48,132.48,0.0,0.0,131.41,131.41,131.41,0.0,0.0,132.4,132.4,132.4,0.0,0.0
2017-02-05,133.32,133.32,133.32,0.0,0.0,133.8,133.8,133.8,0.0,0.0,132.93,132.93,132.93,0.0,0.0,133.54,133.54,133.54,0.0,0.0
2017-02-12,134.37,134.37,134.37,0.0,0.0,134.74,134.74,134.74,0.0,0.0,133.9,133.9,133.9,0.0,0.0,134.72,134.72,134.72,0.0,0.0
2017-02-19,133.59,133.59,133.59,0.0,0.0,134.54,134.54,134.54,0.0,0.0,133.38,133.38,133.38,0.0,0.0,134.54,134.54,134.54,0.0,0.0
2017-02-26,134.66,134.66,134.66,0.0,0.0,135.13,135.13,135.13,0.0,0.0,134.11,134.11,134.11,0.0,0.0,134.72,134.72,134.72,0.0,0.0
2017-03-05,132.49,132.49,132.49,0.0,0.0,132.59,132.59,132.59,0.0,0.0,131.35,131.35,131.35,0.0,0.0,132.1,132.1,132.1,0.0,0.0
2017-03-12,133.92,133.92,133.92,0.0,0.0,134.31,134.31,134.31,0.0,0.0,133.45,133.45,133.45,0.0,0.0,133.98,133.98,133.98,0.0,0.0
2017-03-19,130.96,130.96,130.96,0.0,0.0,131.5,131.5,131.5,0.0,0.0,130.06,130.06,130.06,0.0,0.0,130.63,130.63,130.63,0.0,0.0
2017-03-26,133.09,133.09,133.09,0.0,0.0,133.74,133.74,133.74,0.0,0.0,132.81,132.81,132.81,0.0,0.0,133.28,133.28,133.28,0.0,0.0
2017-04-02,131.68,131.68,131.68,0.0,0.0,132.35,132.35,132.35,0.0,0.0,131.39,131.39,131.39,0.0,0.0,131.93,131.93,131.93,0.0,0.0
2017-04-09,131.34,131.34,131.34,0.0,0.0,131.7,131.7,131.7,0.0,0.0,130.2,130.2,130.2,0.0,0.0,130.2,130.2,130.2,0.0,0.0
2017-04-16,133.16,133.16,133.16,0.0,0.0,133.36,133.36,133.36,0.0,0.0,132.67,132.67,132.67,0.0,0.0,133.09,133.09,133.09,0.0,0.0
2017-04-23,136.11,136.11,136.11,0.0,0.0,136.14,136.14,136.14,0.0,0.0,134.4,134.4,134.4,0.0,0.0,134.42,134.42,134.42,0.0,0.0
2017-04-30,133.91,133.91,133.91,0.0,0.0,134.66,134.66,134.66,0.0,0.0,133.38,133.38,133.38,0.0,0.0,134.64,134.64,134.64,0.0,0.0
2017-05-07,133.5,133.5,133.5,0.0,0.0,133.6,133.6,133.6,0.0,0.0,132.93,132.93,132.93,0.0,0.0,133.16,133.16,133.16,0.0,0.0
2017-05-14,131.68,131.68,131.68,0.0,0.0,132.98,132.98,132.98,0.0,0.0,131.47,131.47,131.47,0.0,0.0,132.33,132.33,132.33,0.0,0.0
2017-05-21,133.75,133.75,133.75,0.0,0.0,133.93,133.93,133.93,0.0,0.0,133.33,133.33,133.33,0.0,0.0,133.82,133.82,133.82,0.0,0.0
2017-05-28,135.49,135.49,135.49,0.0,0.0,136.22,136.22,136.22,0.0,0.0,134.91,134.91,134.91,0.0,0.0,135.52,135.52,135.52,0.0,0.0
2017-06-04,135.91,135.91,135.91,0.0,0.0,137.03,137.03,137.03,0.0,0.0,135.26,135.26,135.26,0.0,0.0,135.99,135.99,135.99,0.0,0.0
2017-06-11,135.43,135.43,135.43,0.0,0.0,135.49,135.49,135.49,0.0,0.0,134.76,134.76,134.76,0.0,0.0,135.49,135.49,135.49,0.0,0.0
2017-06-18,134.81,134.81,134.81,0.0,0.0,135.66,135.66,135.66,0.0,0.0,134.4,134.4,134.4,0.0,0.0,135.49,135.49,135.49,0.0,0.0
2017-06-25,135.71,135.71,135.71,0.0,0.0,136.06,136.06,136.06,0.0,0.0,135.3,135.3,135.3,0.0,0.0,135.54,135.54,135.54,0.0,0.0
2017-07-02,134.48,134.48,134.48,0.0,0.0,135.58,135.58,135.58,0.0,0.0,134.29,134.29,134.29,0.0,0.0,135.46,135.46,135.46,0.0,0.0
2017-07-09,136.43,136.43,136.43,0.0,0.0,137.4,137.4,137.4,0.0,0.0,136.43,136.43,136.43,0.0,0.0,136.98,136.98,136.98,0.0,0.0
2017-07-16,138.14,138.14,138.14,0.0,0.0,138.27,138.27,138.27,0.0,0.0,137.58,137.58,137.58,0.0,0.0,137.84,137.84,137.84,0.0,0.0
2017-07-23,137.32,137.32,137.32,0.0,0.0,137.67,137.67,137.67,0.0,0.0,137.06,137.06,137.06,0.0,0.0,137.37,137.37,137.37,0.0,0.0
2017-07-30,136.24,136.24,136.24,0.0,0.0,136.39,136.39,136.39,0.0,0.0,135.8,135.8,135.8,0.0,0.0,136.33,136.33,136.33,0.0,0.0
2017-08-06,132.73,132.73,132.73,0.0,0.0,133.27,133.27,133.27,0.0,0.0,132.31,132.31,132.31,0.0,0.0,133.13,133.13,133.13,0.0,0.0
2017-08-13,131.63,131.63,131.63,0.0,0.0,132.4,132.4,132.4,0.0,0.0,131.25,131.25,131.25,0.0,0.0,131.83,131.83,131.83,0.0,0.0
2017-08-20,133.53,133.53,133.53,0.0,0.0,133.8,133.8,133.8,0.0,0.0,133.13,133.13,133.13,0.0,0.0,133.44,133.44,133.44,0.0,0.0
2017-08-27,136.08,136.08,136.08,0.0,0.0,136.61,136.61,136.61,0.0,0.0,135.94,135.94,135.94,0.0,0.0,136.42,136.42,136.42,0.0,0.0
2017-09-03,134.69,134.69,134.69,0.0,0.0,135.41,135.41,135.41,0.0,0.0,134.51,134.51,134.51,0.0,0.0,135.16,135.16,135.16,0.0,0.0
2017-09-10,137.26,137.26,137.26,0.0,0.0,137.92,137.92,137.92,0.0,0.0,137.22,137.22,137.22,0.0,0.0,137.87,137.87,137.87,0.0,0.0
2017-09-17,138.2,138.2,138.2,0.0,0.0,138.84,138.84,138.84,0.0,0.0,138.14,138.14,138.14,0.0,0.0,138.73,138.73,138.73,0.0,0.0
2017-09-24,141.01,141.01,141.01,0.0,0.0,141.49,141.49,141.49,0.0,0.0,140.93,140.93,140.93,0.0,0.0,141.32,141.32,141.32,0.0,0.0
2017-10-01,142.83,142.83,142.83,0.0,0.0,143.2,143.2,143.2,0.0,0.0,142.75,142.75,142.75,0.0,0.0,143.06,143.06,143.06,0.0,0.0
2017-10-08,143.15,143.15,143.15,0.0,0.0,143.3,143.3,143.3,0.0,0.0,142.68,142.68,142.68,0.0,0.0,142.77,142.77,142.77,0.0,0.0
2017-10-15,143.63,143.63,143.63,0.0,0.0,143.76,143.76,143.76,0.0,0.0,143.37,143.37,143.37,0.0,0.0,143.6,143.6,143.6,0.0,0.0
2017-10-22,142.7,142.7,142.7,0.0,0.0,143.6,143.6,143.6,0.0,0.0,142.2,142.2,142.2,0.0,0.0,143.59,143.59,143.59,0.0,0.0
2017-10-29,143.06,143.06,143.06,0.0,0.0,143.56,143.56,143.56,0.0,0.0,142.85,142.85,142.85,0.0,0.0,143.49,143.49,143.49,0.0,0.0
2017-11-05,142.13,142.13,142.13,0.0,0.0,142.65,142.65,142.65,0.0,0.0,142.05,142.05,142.05,0.0,0.0,142.36,142.36,142.36,0.0,0.0
2017-11-12,142.67,142.67,142.67,0.0,0.0,143.93,143.93,143.93,0.0,0.0,142.67,142.67,142.67,0.0,0.0,143.58,143.58,143.58,0.0,0.0
2017-11-19,145.95,145.95,145.95,0.0,0.0,145.95,145.95,145.95,0.0,0.0,145.44,145.44,145.44,0.0,0.0,145.62,145.62,145.62,0.0,0.0
2017-11-26,148.0,148.0,148.0,0.0,0.0,148.06,148.06,148.06,0.0,0.0,144.22,144.22,144.22,0.0,0.0,147.63,147.63,147.63,0.0,0.0
2017-12-03,147.08,147.08,147.08,0.0,0.0,147.41,147.41,147.41,0.0,0.0,146.6,146.6,146.6,0.0,0.0,146.83,146.83,146.83,0.0,0.0
2017-12-10,146.04,146.04,146.04,0.0,0.0,147.66,147.66,147.66,0.0,0.0,145.94,145.94,145.94,0.0,0.0,146.95,146.95,146.95,0.0,0.0
2017-12-17,147.94,147.94,147.94,0.0,0.0,148.05,148.05,148.05,0.0,0.0,147.44,147.44,147.44,0.0,0.0,147.91,147.91,147.91,0.0,0.0
2017-12-24,148.96,148.96,148.96,0.0,0.0,149.06,149.06,149.06,0.0,0.0,147.7,147.7,147.7,0.0,0.0,147.8,147.8,147.8,0.0,0.0
2017-12-31,149.88,149.88,149.88,0.0,0.0,150.17,150.17,150.17,0.0,0.0,149.4,149.4,149.4,0.0,0.0,150.01,150.01,150.01,0.0,0.0
