Date,ProShares UltraShort FinancialsEtf_Open_average,ProShares UltraShort FinancialsEtf_Open_max,ProShares UltraShort FinancialsEtf_Open_min,ProShares UltraShort FinancialsEtf_Open_volatility,ProShares UltraShort FinancialsEtf_Open_change,ProShares UltraShort FinancialsEtf_High_average,ProShares UltraShort FinancialsEtf_High_max,ProShares UltraShort FinancialsEtf_High_min,ProShares UltraShort FinancialsEtf_High_volatility,ProShares UltraShort FinancialsEtf_High_change,ProShares UltraShort FinancialsEtf_Low_average,ProShares UltraShort FinancialsEtf_Low_max,ProShares UltraShort FinancialsEtf_Low_min,ProShares UltraShort FinancialsEtf_Low_volatility,ProShares UltraShort FinancialsEtf_Low_change,ProShares UltraShort FinancialsEtf_Close_average,ProShares UltraShort FinancialsEtf_Close_max,ProShares UltraShort FinancialsEtf_Close_min,ProShares UltraShort FinancialsEtf_Close_volatility,ProShares UltraShort FinancialsEtf_Close_change
2016-07-10,41.57,41.57,41.57,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2016-07-17,41.51,41.51,41.51,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2016-07-24,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2016-07-31,41.08,41.08,41.08,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2016-08-07,40.79,40.79,40.79,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-08-14,40.4,40.4,40.4,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2016-08-21,39.67,39.67,39.67,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2016-08-28,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2016-09-04,38.84,38.84,38.84,0.0,0.0,39.98,39.98,39.98,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-09-11,40.57,40.57,40.57,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2016-09-18,39.29,39.29,39.29,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2016-09-25,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2016-10-02,39.98,39.98,39.98,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2016-10-09,39.9,39.9,39.9,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.56,39.56,39.56,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2016-10-16,40.05,40.05,40.05,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2016-10-23,39.61,39.61,39.61,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2016-10-30,41.25,41.25,41.25,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.53,40.53,40.53,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2016-11-06,35.96,35.96,35.96,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2016-11-13,33.79,33.79,33.79,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2016-11-20,33.13,33.13,33.13,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-11-27,32.75,32.75,32.75,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2016-12-04,30.02,30.02,30.02,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2016-12-11,30.2,30.2,30.2,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2016-12-18,30.24,30.24,30.24,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2016-12-25,30.64,30.64,30.64,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2017-01-01,29.61,29.61,29.61,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2017-01-08,29.79,29.79,29.79,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2017-01-15,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2017-01-22,29.37,29.37,29.37,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2017-01-29,29.6,29.6,29.6,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2017-02-05,29.01,29.01,29.01,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-02-12,28.01,28.01,28.01,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2017-02-19,27.81,27.81,27.81,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2017-02-26,26.94,26.94,26.94,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2017-03-05,27.26,27.26,27.26,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2017-03-12,27.13,27.13,27.13,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2017-03-19,29.12,29.12,29.12,0.0,0.0,29.48,29.48,29.48,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2017-03-26,28.48,28.48,28.48,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2017-04-02,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2017-04-09,29.6,29.6,29.6,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2017-04-16,28.74,28.74,28.74,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.69,28.69,28.69,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2017-04-23,28.07,28.07,28.07,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2017-04-30,28.13,28.13,28.13,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-05-07,28.84,28.84,28.84,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2017-05-14,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2017-05-21,28.39,28.39,28.39,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2017-05-28,28.69,28.69,28.69,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2017-06-04,27.58,27.58,27.58,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2017-06-11,26.8,26.8,26.8,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2017-06-18,27.16,27.16,27.16,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2017-06-25,26.23,26.23,26.23,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-07-02,26.12,26.12,26.12,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2017-07-09,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2017-07-16,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2017-07-23,25.76,25.76,25.76,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2017-07-30,24.96,24.96,24.96,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2017-08-06,25.99,25.99,25.99,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2017-08-13,26.44,26.44,26.44,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2017-08-20,25.7,25.7,25.7,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2017-08-27,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2017-09-03,27.07,27.07,27.07,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2017-09-10,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2017-09-17,24.73,24.73,24.73,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2017-09-24,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2017-10-01,23.14,23.14,23.14,0.0,0.0,23.43,23.43,23.43,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-10-08,23.47,23.47,23.47,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2017-10-15,22.72,22.72,22.72,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-10-22,22.73,22.73,22.73,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2017-10-29,22.55,22.55,22.55,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2017-11-05,23.08,23.08,23.08,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2017-11-12,23.24,23.24,23.24,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-11-19,22.75,22.75,22.75,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2017-11-26,21.44,21.44,21.44,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2017-12-03,21.0,21.0,21.0,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2017-12-10,21.15,21.15,21.15,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2017-12-17,20.8,20.8,20.8,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2017-12-24,20.65,20.65,20.65,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2017-12-31,20.53,20.53,20.53,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.48,20.48,20.48,0.0,0.0
