Date,TRQ_stock_Open_average,TRQ_stock_Open_max,TRQ_stock_Open_min,TRQ_stock_Open_volatility,TRQ_stock_Open_change,TRQ_stock_High_average,TRQ_stock_High_max,TRQ_stock_High_min,TRQ_stock_High_volatility,TRQ_stock_High_change,TRQ_stock_Low_average,TRQ_stock_Low_max,TRQ_stock_Low_min,TRQ_stock_Low_volatility,TRQ_stock_Low_change,TRQ_stock_Close_average,TRQ_stock_Close_max,TRQ_stock_Close_min,TRQ_stock_Close_volatility,TRQ_stock_Close_change,TRQ_stock_Volume_average,TRQ_stock_Volume_max,TRQ_stock_Volume_min,TRQ_stock_Volume_volatility,TRQ_stock_Volume_change
2016-01-03,2.378,2.51,2.18,0.3299999999999996,-0.3299999999999996,2.398,2.52,2.22,0.2999999999999998,-0.2899999999999996,2.292,2.44,2.14,0.2999999999999998,-0.2999999999999998,2.316,2.49,2.14,0.3500000000000001,-0.3500000000000001,2416114,3127749,1440154,1687595,-1687595
2016-01-10,1.938,2.13,1.78,0.34999999999999987,-0.34999999999999987,1.962,2.13,1.82,0.30999999999999983,-0.30999999999999983,1.804,1.93,1.64,0.29000000000000004,-0.29000000000000004,1.866,1.96,1.8,0.15999999999999992,-0.15999999999999992,2698898,3538253,1808185,1730068,999183
2016-01-17,1.77,1.88,1.68,0.19999999999999996,0.1399999999999999,1.8225,1.88,1.75,0.1299999999999999,0.07999999999999985,1.68,1.75,1.55,0.19999999999999996,0.050000000000000044,1.76,1.8,1.72,0.08000000000000007,0.06000000000000005,1668236,2712826,1275973,1436853,112730
2016-01-24,1.862,1.95,1.78,0.16999999999999993,0.16999999999999993,1.924,2.08,1.82,0.26,0.26,1.82,1.92,1.73,0.18999999999999995,0.18999999999999995,1.9,2.06,1.78,0.28,0.28,2001884,3848040,1426111,2421929,2421929
2016-01-31,2.064,2.16,1.99,0.17000000000000015,-0.08000000000000007,2.118,2.18,2.04,0.14000000000000012,-0.020000000000000018,2.002,2.06,1.93,0.13000000000000012,0.03000000000000025,2.058,2.1,1.98,0.1200000000000001,0.040000000000000036,2954808,4011498,2163826,1847672,623011
2016-02-07,1.984,2.09,1.9,0.18999999999999995,-0.10999999999999988,2.014,2.09,1.97,0.11999999999999988,-0.06999999999999984,1.918,2.01,1.85,0.1599999999999997,-0.10999999999999988,1.962,2.02,1.93,0.09000000000000008,-0.08000000000000007,2502264,2904714,2011695,893019,-87251
2016-02-14,2.09,2.15,2.01,0.14000000000000012,0.020000000000000018,2.17,2.18,2.16,0.020000000000000018,0.020000000000000018,2.0124999999999997,2.09,1.91,0.17999999999999994,0.15999999999999992,2.1025,2.14,1.99,0.15000000000000013,0.15000000000000013,3037770,4947767,2129311,2818456,-680611
2016-02-21,2.15,2.23,2.09,0.14000000000000012,-0.050000000000000266,2.228,2.31,2.15,0.16000000000000014,0.03000000000000025,2.096,2.16,2.03,0.13000000000000034,-0.040000000000000036,2.162,2.23,2.11,0.1200000000000001,0.0,3039272,4344115,1650313,2693802,1427187
2016-02-28,2.39,2.6,2.21,0.3900000000000001,0.31000000000000005,2.52,2.7,2.3,0.40000000000000036,0.40000000000000036,2.356,2.57,2.17,0.3999999999999999,0.3999999999999999,2.456,2.62,2.21,0.41000000000000014,0.41000000000000014,3633608,4717699,1961444,2756255,1895568
2016-03-06,2.696,2.73,2.66,0.06999999999999984,0.06999999999999984,2.772,2.8,2.75,0.04999999999999982,-0.009999999999999787,2.666,2.73,2.64,0.08999999999999986,0.06999999999999984,2.708,2.75,2.69,0.06000000000000005,0.040000000000000036,4620865,7202018,2761824,4440194,-1199706
2016-03-13,2.832,2.98,2.75,0.22999999999999998,0.22999999999999998,2.904,3.05,2.78,0.27,0.21999999999999975,2.758,2.9,2.67,0.22999999999999998,0.05999999999999961,2.834,2.95,2.74,0.20999999999999996,0.04999999999999982,3866107,4572261,2320859,2251402,-662361
2016-03-20,2.74,2.89,2.49,0.3999999999999999,-0.3999999999999999,2.79,2.91,2.65,0.26000000000000023,-0.26000000000000023,2.625,2.77,2.45,0.31999999999999984,-0.31999999999999984,2.6775,2.79,2.53,0.26000000000000023,-0.16999999999999993,2093881,3392361,1295784,2096577,2096577
2016-03-27,2.578,2.68,2.5,0.18000000000000016,-0.10999999999999988,2.65,2.71,2.61,0.10000000000000009,0.0,2.514,2.54,2.48,0.06000000000000005,-0.020000000000000018,2.588,2.65,2.54,0.10999999999999988,0.040000000000000036,1637834,2278231,987698,1290533,708898
2016-04-03,2.522,2.61,2.49,0.11999999999999966,-0.11999999999999966,2.574,2.65,2.52,0.1299999999999999,-0.06000000000000005,2.482,2.54,2.44,0.10000000000000009,-0.04999999999999982,2.516,2.55,2.46,0.08999999999999986,-0.009999999999999787,1521559,2299851,1092397,1207454,1207454
2016-04-10,2.6799999999999997,2.82,2.55,0.27,0.20999999999999996,2.762,2.87,2.65,0.2200000000000002,0.14000000000000012,2.64,2.7,2.55,0.15000000000000036,0.15000000000000036,2.7039999999999997,2.78,2.56,0.21999999999999975,0.16999999999999993,2196226,3154654,635167,2519487,-2337248
2016-04-17,2.896,3.06,2.71,0.3500000000000001,0.16999999999999993,2.984,3.08,2.84,0.2400000000000002,0.10000000000000009,2.828,2.94,2.66,0.2799999999999998,0.11999999999999966,2.888,3.0,2.79,0.20999999999999996,-0.020000000000000018,2909560,4442312,863711,3578601,1629612
2016-04-24,2.8,2.84,2.77,0.06999999999999984,0.04999999999999982,2.888,3.02,2.82,0.20000000000000018,0.20000000000000018,2.7520000000000002,2.81,2.71,0.10000000000000009,0.06000000000000005,2.834,2.98,2.77,0.20999999999999996,0.20999999999999996,2262256,3767848,1410363,2357485,1993951
2016-05-01,2.844,3.03,2.72,0.3099999999999996,-0.19999999999999973,2.924,3.04,2.78,0.26000000000000023,-0.03000000000000025,2.7479999999999998,2.9,2.64,0.2599999999999998,-0.10000000000000009,2.798,2.94,2.67,0.27,-0.04999999999999982,3188817,7013109,1761471,5251638,3928038
2016-05-08,2.7319999999999998,2.82,2.63,0.18999999999999995,-0.04999999999999982,2.8,2.87,2.66,0.20999999999999996,0.040000000000000036,2.664,2.77,2.57,0.20000000000000018,0.20000000000000018,2.7319999999999998,2.82,2.62,0.19999999999999973,0.18999999999999995,2502410,3533759,1148992,2384767,-458649
2016-05-15,2.818,2.87,2.71,0.16000000000000014,-0.03000000000000025,2.9,2.93,2.88,0.050000000000000266,-0.050000000000000266,2.7406,2.81,2.681,0.129,-0.06999999999999984,2.814,2.89,2.77,0.1200000000000001,-0.040000000000000036,2129272,2757711,1504939,1252772,-1252772
2016-05-22,2.804,2.9,2.76,0.14000000000000012,0.06000000000000005,2.862,2.96,2.8,0.16000000000000014,0.050000000000000266,2.7520000000000002,2.84,2.71,0.1299999999999999,0.040000000000000036,2.81,2.87,2.74,0.1299999999999999,0.03000000000000025,1894582,2896507,633655,2262852,1564138
2016-05-29,2.8375,2.91,2.8,0.11000000000000032,0.0900000000000003,2.9125,2.98,2.87,0.10999999999999988,0.08000000000000007,2.80125,2.88,2.77,0.10999999999999988,0.10499999999999998,2.865,2.96,2.83,0.1299999999999999,0.1299999999999999,1853615,2713385,746803,1966582,560982
2016-06-05,2.984,3.06,2.91,0.1499999999999999,-0.06999999999999984,3.028,3.12,2.95,0.16999999999999993,-0.09999999999999964,2.932,2.99,2.86,0.13000000000000034,-0.0900000000000003,2.968,3.01,2.88,0.1299999999999999,-0.1299999999999999,2715489,3650468,1699474,1950994,-1017190
2016-06-12,3.2399999999999998,3.34,3.06,0.2799999999999998,0.2799999999999998,3.36,3.44,3.31,0.1299999999999999,-0.08000000000000007,3.182,3.28,3.01,0.27,0.27,3.266,3.31,3.23,0.08000000000000007,0.050000000000000266,7687150,15705425,4039797,11665628,-10795523
