Date,WisdomTree Europe Hedged EquityEtf_Open_average,WisdomTree Europe Hedged EquityEtf_Open_max,WisdomTree Europe Hedged EquityEtf_Open_min,WisdomTree Europe Hedged EquityEtf_Open_volatility,WisdomTree Europe Hedged EquityEtf_Open_change,WisdomTree Europe Hedged EquityEtf_High_average,WisdomTree Europe Hedged EquityEtf_High_max,WisdomTree Europe Hedged EquityEtf_High_min,WisdomTree Europe Hedged EquityEtf_High_volatility,WisdomTree Europe Hedged EquityEtf_High_change,WisdomTree Europe Hedged EquityEtf_Low_average,WisdomTree Europe Hedged EquityEtf_Low_max,WisdomTree Europe Hedged EquityEtf_Low_min,WisdomTree Europe Hedged EquityEtf_Low_volatility,WisdomTree Europe Hedged EquityEtf_Low_change,WisdomTree Europe Hedged EquityEtf_Close_average,WisdomTree Europe Hedged EquityEtf_Close_max,WisdomTree Europe Hedged EquityEtf_Close_min,WisdomTree Europe Hedged EquityEtf_Close_volatility,WisdomTree Europe Hedged EquityEtf_Close_change
2016-03-13,52.33,52.33,52.33,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2016-03-20,51.47,51.47,51.47,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2016-03-27,50.74,50.74,50.74,0.0,0.0,51.41,51.41,51.41,0.0,0.0,50.62,50.62,50.62,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2016-04-03,50.79,50.79,50.79,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2016-04-10,52.73,52.73,52.73,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2016-04-17,53.9,53.9,53.9,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2016-04-24,52.57,52.57,52.57,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2016-05-01,51.13,51.13,51.13,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2016-05-08,51.69,51.69,51.69,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2016-05-15,51.76,51.76,51.76,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2016-05-22,53.69,53.69,53.69,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2016-05-29,53.02,53.02,53.02,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.64,52.64,52.64,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-06-05,51.78,51.78,51.78,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2016-06-12,50.53,50.53,50.53,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2016-06-19,48.73,48.73,48.73,0.0,0.0,49.59,49.59,49.59,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2016-06-26,50.55,50.55,50.55,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2016-07-03,49.79,49.79,49.79,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2016-07-10,51.87,51.87,51.87,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2016-07-17,52.27,52.27,52.27,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2016-07-24,52.78,52.78,52.78,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2016-07-31,52.46,52.46,52.46,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2016-08-07,54.03,54.03,54.03,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2016-08-14,53.01,53.01,53.01,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.82,52.82,52.82,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2016-08-21,53.49,53.49,53.49,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2016-08-28,54.38,54.38,54.38,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2016-09-04,54.45,54.45,54.45,0.0,0.0,54.47,54.47,54.47,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2016-09-11,52.65,52.65,52.65,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2016-09-18,54.29,54.29,54.29,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2016-09-25,53.27,53.27,53.27,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-10-02,53.64,53.64,53.64,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2016-10-09,53.92,53.92,53.92,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2016-10-16,54.53,54.53,54.53,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2016-10-23,54.53,54.53,54.53,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2016-10-30,52.45,52.45,52.45,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2016-11-06,53.22,53.22,53.22,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2016-11-13,53.48,53.48,53.48,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2016-11-20,53.77,53.77,53.77,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2016-11-27,52.94,52.94,52.94,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2016-12-04,56.27,56.27,56.27,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2016-12-11,57.28,57.28,57.28,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2016-12-18,57.26,57.26,57.26,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2016-12-25,57.39,57.39,57.39,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2017-01-01,57.96,57.96,57.96,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.78,57.78,57.78,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2017-01-08,58.02,58.02,58.02,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2017-01-15,57.73,57.73,57.73,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2017-01-22,58.23,58.23,58.23,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2017-01-29,58.22,58.22,58.22,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-02-05,58.11,58.11,58.11,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2017-02-12,58.98,58.98,58.98,0.0,0.0,59.47,59.47,59.47,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2017-02-19,59.07,59.07,59.07,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2017-02-26,60.68,60.68,60.68,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2017-03-05,61.23,61.23,61.23,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2017-03-12,62.01,62.01,62.01,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.88,61.88,61.88,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2017-03-19,61.95,61.95,61.95,0.0,0.0,62.12,62.12,62.12,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2017-03-26,62.43,62.43,62.43,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2017-04-02,62.71,62.71,62.71,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.71,62.71,62.71,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2017-04-09,62.42,62.42,62.42,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2017-04-16,62.49,62.49,62.49,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2017-04-23,64.87,64.87,64.87,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-04-30,66.55,66.55,66.55,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.55,66.55,66.55,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2017-05-07,66.06,66.06,66.06,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2017-05-14,65.14,65.14,65.14,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2017-05-21,65.39,65.39,65.39,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2017-05-28,66.28,66.28,66.28,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2017-06-04,65.82,65.82,65.82,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2017-06-11,65.18,65.18,65.18,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.07,65.07,65.07,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2017-06-18,65.25,65.25,65.25,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2017-06-25,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2017-07-02,62.24,62.24,62.24,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2017-07-09,63.43,63.43,63.43,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2017-07-16,62.55,62.55,62.55,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.07,62.07,62.07,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2017-07-23,62.39,62.39,62.39,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2017-07-30,62.78,62.78,62.78,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.71,62.71,62.71,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2017-08-06,61.33,61.33,61.33,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2017-08-13,61.71,61.71,61.71,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2017-08-20,62.17,62.17,62.17,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2017-08-27,62.17,62.17,62.17,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2017-09-03,62.17,62.17,62.17,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2017-09-10,63.31,63.31,63.31,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2017-09-17,63.73,63.73,63.73,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2017-09-24,64.35,64.35,64.35,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2017-10-01,65.03,65.03,65.03,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.83,64.83,64.83,0.0,0.0,65.03,65.03,65.03,0.0,0.0
2017-10-08,65.07,65.07,65.07,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2017-10-15,65.15,65.15,65.15,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.04,65.04,65.04,0.0,0.0
2017-10-22,65.78,65.78,65.78,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2017-10-29,66.5,66.5,66.5,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2017-11-05,65.0,65.0,65.0,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.93,64.93,64.93,0.0,0.0
2017-11-12,64.29,64.29,64.29,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2017-11-19,64.79,64.79,64.79,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2017-11-26,64.28,64.28,64.28,0.0,0.0,64.51,64.51,64.51,0.0,0.0,63.57,63.57,63.57,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2017-12-03,64.69,64.69,64.69,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2017-12-10,64.31,64.31,64.31,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2017-12-17,64.6,64.6,64.6,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2017-12-24,64.06,64.06,64.06,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2017-12-31,65.58,65.58,65.58,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.72,65.72,65.72,0.0,0.0
