Date,ProShares UltraShort Russell2000Etf_Open_average,ProShares UltraShort Russell2000Etf_Open_max,ProShares UltraShort Russell2000Etf_Open_min,ProShares UltraShort Russell2000Etf_Open_volatility,ProShares UltraShort Russell2000Etf_Open_change,ProShares UltraShort Russell2000Etf_High_average,ProShares UltraShort Russell2000Etf_High_max,ProShares UltraShort Russell2000Etf_High_min,ProShares UltraShort Russell2000Etf_High_volatility,ProShares UltraShort Russell2000Etf_High_change,ProShares UltraShort Russell2000Etf_Low_average,ProShares UltraShort Russell2000Etf_Low_max,ProShares UltraShort Russell2000Etf_Low_min,ProShares UltraShort Russell2000Etf_Low_volatility,ProShares UltraShort Russell2000Etf_Low_change,ProShares UltraShort Russell2000Etf_Close_average,ProShares UltraShort Russell2000Etf_Close_max,ProShares UltraShort Russell2000Etf_Close_min,ProShares UltraShort Russell2000Etf_Close_volatility,ProShares UltraShort Russell2000Etf_Close_change
2016-04-24,36.9,36.9,36.9,0.0,0.0,37.73,37.73,37.73,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-05-01,39.03,39.03,39.03,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2016-05-08,38.8,38.8,38.8,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.18,38.18,38.18,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2016-05-15,39.26,39.26,39.26,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2016-05-22,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2016-05-29,34.53,34.53,34.53,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2016-06-05,34.35,34.35,34.35,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2016-06-12,35.64,35.64,35.64,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-06-19,36.89,36.89,36.89,0.0,0.0,37.17,37.17,37.17,0.0,0.0,35.72,35.72,35.72,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2016-06-26,34.79,34.79,34.79,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2016-07-03,34.26,34.26,34.26,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2016-07-10,31.52,31.52,31.52,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2016-07-17,31.66,31.66,31.66,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2016-07-24,31.1,31.1,31.1,0.0,0.0,31.42,31.42,31.42,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2016-07-31,30.74,30.74,30.74,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2016-08-07,30.43,30.43,30.43,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2016-08-14,29.99,29.99,29.99,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2016-08-21,29.62,29.62,29.62,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2016-08-28,29.32,29.32,29.32,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2016-09-04,29.23,29.23,29.23,0.0,0.0,30.59,30.59,30.59,0.0,0.0,29.21,29.21,29.21,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2016-09-11,30.37,30.37,30.37,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2016-09-18,28.39,28.39,28.39,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2016-09-25,29.17,29.17,29.17,0.0,0.0,29.44,29.44,29.44,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2016-10-02,28.86,28.86,28.86,0.0,0.0,29.72,29.72,29.72,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2016-10-09,30.09,30.09,30.09,0.0,0.0,30.56,30.56,30.56,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2016-10-16,30.63,30.63,30.63,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2016-10-23,31.65,31.65,31.65,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2016-10-30,33.29,33.29,33.29,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2016-11-06,28.15,28.15,28.15,0.0,0.0,28.34,28.34,28.34,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2016-11-13,25.68,25.68,25.68,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2016-11-20,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2016-11-27,25.54,25.54,25.54,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2016-12-04,22.78,22.78,22.78,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2016-12-11,23.47,23.47,23.47,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2016-12-18,23.56,23.56,23.56,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2016-12-25,23.46,23.46,23.46,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2017-01-01,23.15,23.15,23.15,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-01-08,23.4,23.4,23.4,0.0,0.0,23.41,23.41,23.41,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2017-01-15,23.88,23.88,23.88,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2017-01-22,22.98,22.98,22.98,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2017-01-29,23.23,23.23,23.23,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2017-02-05,22.61,22.61,22.61,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2017-02-12,22.36,22.36,22.36,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2017-02-19,22.67,22.67,22.67,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2017-02-26,22.18,22.18,22.18,0.0,0.0,22.45,22.45,22.45,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2017-03-05,22.99,22.99,22.99,0.0,0.0,23.47,23.47,23.47,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2017-03-12,22.35,22.35,22.35,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2017-03-19,23.24,23.24,23.24,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2017-03-26,22.41,22.41,22.41,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2017-04-02,23.12,23.12,23.12,0.0,0.0,23.26,23.26,23.26,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2017-04-09,23.22,23.22,23.22,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2017-04-16,22.4,22.4,22.4,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2017-04-23,21.19,21.19,21.19,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2017-04-30,21.91,21.91,21.91,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2017-05-07,22.2,22.2,22.2,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-05-14,22.83,22.83,22.83,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2017-05-21,22.28,22.28,22.28,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2017-05-28,21.59,21.59,21.59,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2017-06-04,20.97,20.97,20.97,0.0,0.0,21.18,21.18,21.18,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2017-06-11,21.37,21.37,21.37,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2017-06-18,21.34,21.34,21.34,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2017-06-25,20.99,20.99,20.99,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.87,20.87,20.87,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2017-07-02,21.35,21.35,21.35,0.0,0.0,21.41,21.41,21.41,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2017-07-09,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2017-07-16,20.28,20.28,20.28,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2017-07-23,20.55,20.55,20.55,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2017-07-30,21.18,21.18,21.18,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2017-08-06,22.3,22.3,22.3,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2017-08-13,22.85,22.85,22.85,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2017-08-20,22.05,22.05,22.05,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2017-08-27,21.08,21.08,21.08,0.0,0.0,21.16,21.16,21.16,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2017-09-03,21.42,21.42,21.42,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2017-09-10,20.57,20.57,20.57,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2017-09-17,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2017-09-24,18.75,18.75,18.75,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2017-10-01,18.32,18.32,18.32,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2017-10-08,18.27,18.27,18.27,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2017-10-15,18.17,18.17,18.17,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2017-10-22,18.54,18.54,18.54,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2017-10-29,18.6,18.6,18.6,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-11-05,19.05,19.05,19.05,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2017-11-12,18.91,18.91,18.91,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-11-19,17.9,17.9,17.9,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2017-11-26,17.35,17.35,17.35,0.0,0.0,18.43,18.43,18.43,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2017-12-03,17.76,17.76,17.76,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2017-12-10,17.92,17.92,17.92,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2017-12-17,17.27,17.27,17.27,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2017-12-24,17.09,17.09,17.09,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2017-12-31,16.92,16.92,16.92,0.0,0.0,17.12,17.12,17.12,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.93,16.93,16.93,0.0,0.0
