Date,COREStock_Open_average,COREStock_Open_max,COREStock_Open_min,COREStock_Open_volatility,COREStock_Open_change,COREStock_High_average,COREStock_High_max,COREStock_High_min,COREStock_High_volatility,COREStock_High_change,COREStock_Low_average,COREStock_Low_max,COREStock_Low_min,COREStock_Low_volatility,COREStock_Low_change,COREStock_Close_average,COREStock_Close_max,COREStock_Close_min,COREStock_Close_volatility,COREStock_Close_change,COREStock_Volume_average,COREStock_Volume_max,COREStock_Volume_min,COREStock_Volume_volatility,COREStock_Volume_change
2016-01-03,78.432,80.66,77.1,3.5600000000000023,-3.3299999999999983,79.838,81.75,77.92,3.8299999999999983,-3.4099999999999966,76.852,78.2,74.7,3.5,-3.3100000000000023,77.968,80.01,74.75,5.260000000000005,-3.730000000000004,232763,268420,185514,82906,-68831
2016-01-10,75.30799999999999,77.36,73.19,4.170000000000002,-1.9200000000000017,77.148,79.53,75.92,3.6099999999999994,0.8700000000000045,74.118,75.08,73.19,1.8900000000000006,-0.4000000000000057,75.702,76.91,74.75,2.1599999999999966,1.4499999999999886,190559,227533,162933,64600,37332
2016-01-17,76.89750000000001,77.55,76.09,1.4599999999999937,-1.4599999999999937,78.08,79.68,77.23,2.450000000000003,-1.5500000000000114,75.2375,76.92,73.01,3.9099999999999966,-0.980000000000004,76.89,78.32,75.34,2.9799999999999898,-0.8299999999999983,212928,227776,200057,27719,-16493
2016-01-24,78.232,79.56,77.45,2.1099999999999994,1.3300000000000125,80.564,81.39,79.57,1.8200000000000074,1.8200000000000074,76.946,77.51,76.42,1.0900000000000034,-0.6900000000000119,78.962,81.29,76.63,4.660000000000011,3.2700000000000102,201358,299428,134098,165330,110560
2016-01-31,77.886,80.65,75.5,5.150000000000006,-4.760000000000005,78.91,80.82,77.13,3.6899999999999977,-3.6399999999999864,75.554,78.93,72.11,6.820000000000007,-6.820000000000007,76.292,79.57,72.75,6.819999999999993,-6.819999999999993,173553,234087,124078,110009,-27427
2016-02-07,74.46600000000001,75.84,72.12,3.719999999999999,3.719999999999999,76.616,77.06,75.98,1.0799999999999983,-0.28000000000000114,72.908,73.79,71.44,2.3500000000000085,2.3500000000000085,75.20400000000001,76.61,74.04,2.569999999999993,-2.569999999999993,174803,204173,121546,82627,-34550
2016-02-14,74.4625,76.28,73.32,2.960000000000008,2.480000000000004,76.485,78.57,73.99,4.579999999999998,4.579999999999998,73.08500000000001,76.16,69.73,6.429999999999993,6.429999999999993,75.2475,77.21,73.32,3.8900000000000006,3.8900000000000006,240343,397830,129377,268453,-268453
2016-02-21,74.85833333333333,77.89,72.5,5.390000000000001,-5.390000000000001,75.95833333333333,78.16,72.5,5.659999999999997,-5.659999999999997,72.64333333333333,74.96,68.43,6.529999999999987,-1.7900000000000063,74.185,76.28,72.5,3.780000000000001,-1.980000000000004,260539,368511,158629,209882,93933
2016-02-28,72.962,74.23,72.05,2.180000000000007,1.5499999999999972,74.648,77.03,73.12,3.9099999999999966,2.6700000000000017,71.424,73.6,69.81,3.789999999999992,3.789999999999992,73.484,75.26,71.98,3.280000000000001,1.6300000000000097,259198,289271,234050,55221,-52845
2016-03-06,75.56,76.26,75.12,1.1400000000000006,0.7199999999999989,76.656,77.47,75.8,1.6700000000000017,0.4200000000000017,74.328,74.53,74.18,0.3499999999999943,0.14999999999999147,75.502,76.1,74.87,1.2299999999999898,0.8199999999999932,208610,261282,139076,122206,20674
2016-03-13,79.464,83.72,76.12,7.599999999999994,7.599999999999994,81.652,84.83,78.99,5.840000000000003,5.840000000000003,78.734,81.82,75.85,5.969999999999999,5.969999999999999,80.608,83.19,78.47,4.719999999999999,3.1499999999999915,268501,299247,233603,65644,22503
2016-03-20,80.0375,82.4,78.55,3.8500000000000085,-3.75,80.785,82.4,79.74,2.660000000000011,-2.6000000000000085,78.465,79.72,76.97,2.75,-2.75,79.1275,80.83,77.75,3.0799999999999983,-3.0799999999999983,190043,213300,164166,49134,-46697
2016-03-27,79.522,82.3,77.32,4.980000000000004,4.640000000000001,80.952,83.7,77.66,6.040000000000006,6.040000000000006,78.888,81.23,76.63,4.6000000000000085,4.6000000000000085,80.56,83.17,77.23,5.939999999999998,5.939999999999998,173713,246023,121046,124977,26030
2016-04-03,79.992,83.36,78.41,4.950000000000003,-4.950000000000003,80.77199999999999,83.36,79.44,3.9200000000000017,-2.6099999999999994,78.356,79.88,77.5,2.3799999999999955,-2.3799999999999955,79.486,80.51,77.93,2.5799999999999983,0.10000000000000853,144900,187103,101279,85824,-80837
2016-04-10,79.204,80.72,78.01,2.7099999999999937,-1.230000000000004,80.072,80.79,78.97,1.8200000000000074,-0.75,78.29599999999999,79.0,77.55,1.4500000000000028,0.8599999999999994,78.898,79.92,77.95,1.9699999999999989,1.1700000000000017,118660,161126,79307,81819,58652
2016-04-17,79.154,81.0,75.95,5.049999999999997,-3.0,80.154,81.39,77.3,4.090000000000003,-4.090000000000003,77.94200000000001,79.31,75.87,3.4399999999999977,-2.989999999999995,78.734,81.08,76.52,4.560000000000002,-4.349999999999994,144406,231413,65048,166365,112514
2016-04-24,79.924,82.04,76.75,5.290000000000006,5.040000000000006,81.484,83.24,79.52,3.719999999999999,2.8100000000000023,79.01599999999999,80.64,76.71,3.930000000000007,3.930000000000007,81.044,82.31,79.45,2.8599999999999994,2.2099999999999937,143601,186021,101561,84460,-4235
2016-05-01,83.87,84.85,82.07,2.780000000000001,2.0800000000000125,85.35,85.62,84.96,0.6600000000000108,0.45000000000000284,83.034,83.53,82.07,1.460000000000008,1.460000000000008,84.714,85.39,84.2,1.1899999999999977,0.9200000000000017,173524,193263,132645,60618,-42137
2016-05-08,84.6,86.83,82.4,4.429999999999993,-0.6899999999999977,86.026,88.0,84.0,4.0,-1.2000000000000028,82.962,85.2,81.95,3.25,-1.8700000000000045,84.218,86.62,82.1,4.52000000000001,-2.6400000000000006,248667,354933,181887,173046,-31682
2016-05-15,82.774,84.56,80.55,4.010000000000005,-2.0400000000000063,84.012,85.23,82.61,2.6200000000000045,-0.6099999999999994,81.582,84.09,80.12,3.969999999999999,-2.1300000000000097,82.586,84.62,81.23,3.3900000000000006,-1.6400000000000006,169289,265066,93618,171448,-78776
