Date,EXTRStock_Open_average,EXTRStock_Open_max,EXTRStock_Open_min,EXTRStock_Open_volatility,EXTRStock_Open_change,EXTRStock_High_average,EXTRStock_High_max,EXTRStock_High_min,EXTRStock_High_volatility,EXTRStock_High_change,EXTRStock_Low_average,EXTRStock_Low_max,EXTRStock_Low_min,EXTRStock_Low_volatility,EXTRStock_Low_change,EXTRStock_Close_average,EXTRStock_Close_max,EXTRStock_Close_min,EXTRStock_Close_volatility,EXTRStock_Close_change,EXTRStock_Volume_average,EXTRStock_Volume_max,EXTRStock_Volume_min,EXTRStock_Volume_volatility,EXTRStock_Volume_change
2016-01-03,3.818,4.01,3.65,0.3599999999999999,-0.3500000000000001,3.844,4.03,3.69,0.3400000000000003,-0.3400000000000003,3.67,3.9,3.46,0.43999999999999995,-0.43999999999999995,3.722,3.99,3.46,0.5300000000000002,-0.5300000000000002,1022106,1596373,726308,870065,409213
2016-01-10,3.514,3.58,3.44,0.14000000000000012,0.10000000000000009,3.628,3.76,3.54,0.21999999999999975,0.1200000000000001,3.454,3.56,3.38,0.18000000000000016,0.10000000000000009,3.56,3.71,3.46,0.25,0.14000000000000012,1222628,2335196,668325,1666871,161955
2016-01-17,3.5625,3.64,3.48,0.16000000000000014,0.020000000000000018,3.665,3.8,3.52,0.2799999999999998,0.1299999999999999,3.4699999999999998,3.63,3.31,0.31999999999999984,0.16999999999999993,3.565,3.7,3.46,0.2400000000000002,0.17000000000000037,793023,921293,693703,227590,-47859
2016-01-24,3.586,3.88,2.91,0.9699999999999998,-0.75,3.7,3.95,3.04,0.9100000000000001,-0.9100000000000001,3.336,3.78,2.73,1.0499999999999998,-0.9300000000000002,3.4579999999999997,3.92,2.76,1.1600000000000001,-1.1,2312409,5342493,894866,4447627,1015247
2016-01-31,2.7680000000000002,2.88,2.64,0.23999999999999977,-0.18999999999999995,2.826,2.92,2.65,0.27,-0.27,2.668,2.77,2.56,0.20999999999999996,-0.17999999999999972,2.708,2.87,2.58,0.29000000000000004,-0.22999999999999998,1476195,1988791,1001284,987507,-701900
2016-02-07,2.496,2.6,2.36,0.2400000000000002,-0.2400000000000002,2.552,2.61,2.48,0.1299999999999999,-0.10000000000000009,2.412,2.47,2.32,0.15000000000000036,-0.11000000000000032,2.472,2.52,2.35,0.16999999999999993,-0.009999999999999787,1085358,1452635,765099,687536,-136936
2016-02-14,2.59,2.65,2.53,0.1200000000000001,0.0900000000000003,2.6775,2.75,2.57,0.18000000000000016,0.18000000000000016,2.555,2.62,2.43,0.18999999999999995,0.18999999999999995,2.6275,2.72,2.53,0.1900000000000004,0.1900000000000004,685665,777406,465735,311671,-281297
2016-02-21,2.8016666666666667,2.89,2.73,0.16000000000000014,0.040000000000000036,2.8466666666666667,2.95,2.77,0.18000000000000016,0.040000000000000036,2.755,2.81,2.7,0.10999999999999988,0.10999999999999988,2.805,2.89,2.73,0.16000000000000014,0.08000000000000007,544980,838129,353827,484302,-200161
2016-02-28,2.906,3.04,2.77,0.27,0.27,3.0260000000000002,3.18,2.94,0.2400000000000002,0.2400000000000002,2.874,3.02,2.76,0.26000000000000023,0.26000000000000023,2.964,3.09,2.82,0.27,0.27,875141,1179127,510996,668131,309201
2016-03-06,2.988,3.08,2.84,0.2400000000000002,-0.09999999999999964,3.066,3.15,3.0,0.1499999999999999,-0.10999999999999988,2.892,3.03,2.8,0.22999999999999998,-0.09999999999999964,2.974,3.1,2.81,0.29000000000000004,-0.07000000000000028,591531,800171,278629,521542,-419985
