Date,AAPLStock_Open_average,AAPLStock_Open_max,AAPLStock_Open_min,AAPLStock_Open_volatility,AAPLStock_Open_change,AAPLStock_High_average,AAPLStock_High_max,AAPLStock_High_min,AAPLStock_High_volatility,AAPLStock_High_change,AAPLStock_Low_average,AAPLStock_Low_max,AAPLStock_Low_min,AAPLStock_Low_volatility,AAPLStock_Low_change,AAPLStock_Close_average,AAPLStock_Close_max,AAPLStock_Close_min,AAPLStock_Close_volatility,AAPLStock_Close_change,AAPLStock_Volume_average,AAPLStock_Volume_max,AAPLStock_Volume_min,AAPLStock_Volume_volatility,AAPLStock_Volume_change
2016-01-03,101.23,105.75,98.55,7.200000000000003,-4.060000000000002,102.566,105.85,99.11,6.739999999999995,-6.260000000000005,99.494,102.41,96.43,5.97999999999999,-5.239999999999995,100.434,105.35,96.45,8.899999999999991,-8.39,68758043,81094432,55790992,25303440,3148632
2016-01-10,98.8,100.55,96.2,4.349999999999994,-2.769999999999996,99.826,101.19,97.71,3.480000000000004,-1.3500000000000085,96.916,98.84,95.36,3.480000000000004,-1.980000000000004,98.506,99.96,97.13,2.8299999999999983,-1.4000000000000057,60867450,79833888,49154228,30679660,30094512
2016-01-17,97.3,98.63,95.1,3.530000000000001,0.21999999999999886,99.045,101.46,97.88,3.5799999999999983,2.809999999999988,95.5575,98.37,93.42,4.950000000000003,2.8700000000000045,97.7925,101.42,96.3,5.1200000000000045,4.760000000000005,60846024,72334416,52161464,20172952,12712720
2016-01-24,97.214,101.52,93.79,7.72999999999999,-6.72999999999999,98.17999999999999,101.53,94.52,7.010000000000005,-4.189999999999998,95.472,99.21,92.39,6.819999999999993,-4.859999999999999,96.856,99.99,93.42,6.569999999999993,-2.0999999999999943,76067304,133369672,51794524,81575148,12621980
2016-01-31,95.854,96.52,95.0,1.519999999999996,0.04999999999999716,96.768,97.33,96.04,1.289999999999992,0.21000000000000796,94.528,95.4,93.69,1.710000000000008,-1.710000000000008,95.576,96.6,94.02,2.5799999999999983,-2.410000000000011,43430953,46471652,37357216,9114436,5474524
2016-02-07,94.264,95.92,93.13,2.7900000000000063,1.0600000000000023,95.442,96.35,94.5,1.8499999999999943,-1.2000000000000028,93.334,94.1,92.59,1.509999999999991,-0.030000000000001137,94.392,95.01,93.7,1.3100000000000023,-1.0200000000000102,46224452,54021376,40351380,13669996,-13669996
2016-02-14,96.6325,98.84,95.02,3.8200000000000074,0.980000000000004,97.6775,98.89,96.76,2.1299999999999955,-0.0899999999999892,95.6625,96.15,94.61,1.5400000000000063,1.1899999999999977,96.765,98.12,96.04,2.0799999999999983,-0.5999999999999943,42079079,49057916,35374172,13683744,-13683744
2016-02-21,96.14833333333334,97.2,93.98,3.219999999999999,0.6400000000000006,96.91833333333334,98.02,96.38,1.6400000000000006,0.04999999999999716,95.42833333333333,96.95,93.32,3.6300000000000097,1.0300000000000011,96.38166666666666,96.95,94.69,2.260000000000005,0.07000000000000739,26508821,36255744,0,36255744,-34280760
2016-02-28,99.59400000000001,102.37,96.86,5.510000000000005,5.510000000000005,101.07,103.75,98.23,5.519999999999996,5.519999999999996,99.10600000000001,101.37,96.65,4.719999999999999,4.719999999999999,100.496,103.01,96.69,6.320000000000007,6.320000000000007,40360765,50407148,33169560,17237588,10838824
2016-03-06,101.626,102.39,100.78,1.6099999999999994,-0.15000000000000568,102.138,102.83,101.58,1.25,-0.5499999999999972,100.656,101.5,100.15,1.3499999999999943,0.5400000000000063,101.49000000000001,102.26,101.03,1.230000000000004,0.39000000000000057,31120238,35915808,27201684,8714124,-8507572
