Date,First Trust Eurozone AlphaDEX_etf_Open_average,First Trust Eurozone AlphaDEX_etf_Open_max,First Trust Eurozone AlphaDEX_etf_Open_min,First Trust Eurozone AlphaDEX_etf_Open_volatility,First Trust Eurozone AlphaDEX_etf_Open_change,First Trust Eurozone AlphaDEX_etf_High_average,First Trust Eurozone AlphaDEX_etf_High_max,First Trust Eurozone AlphaDEX_etf_High_min,First Trust Eurozone AlphaDEX_etf_High_volatility,First Trust Eurozone AlphaDEX_etf_High_change,First Trust Eurozone AlphaDEX_etf_Low_average,First Trust Eurozone AlphaDEX_etf_Low_max,First Trust Eurozone AlphaDEX_etf_Low_min,First Trust Eurozone AlphaDEX_etf_Low_volatility,First Trust Eurozone AlphaDEX_etf_Low_change,First Trust Eurozone AlphaDEX_etf_Close_average,First Trust Eurozone AlphaDEX_etf_Close_max,First Trust Eurozone AlphaDEX_etf_Close_min,First Trust Eurozone AlphaDEX_etf_Close_volatility,First Trust Eurozone AlphaDEX_etf_Close_change
2016-01-03,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2016-01-10,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2016-01-17,28.81,28.81,28.81,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2016-01-24,29.26,29.26,29.26,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2016-01-31,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2016-02-07,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2016-02-14,29.0,29.0,29.0,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2016-02-21,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2016-02-28,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2016-03-06,30.17,30.17,30.17,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2016-03-13,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2016-03-20,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2016-03-27,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2016-04-03,30.68,30.68,30.68,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2016-04-10,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2016-04-17,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-04-24,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2016-05-01,31.55,31.55,31.55,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2016-05-08,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2016-05-15,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2016-05-22,31.7,31.7,31.7,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-05-29,32.13,32.13,32.13,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2016-06-05,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2016-06-12,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2016-06-19,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-06-26,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2016-07-03,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-07-10,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2016-07-17,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2016-07-24,31.1,31.1,31.1,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2016-07-31,31.22,31.22,31.22,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2016-08-07,32.26,32.26,32.26,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-08-14,32.29,32.29,32.29,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2016-08-21,32.31,32.31,32.31,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2016-08-28,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2016-09-04,32.91,32.91,32.91,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-09-11,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2016-09-18,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2016-09-25,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2016-10-02,31.99,31.99,31.99,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2016-10-09,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2016-10-16,31.75,31.75,31.75,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2016-10-23,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2016-10-30,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2016-11-06,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2016-11-13,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2016-11-20,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2016-11-27,30.5,30.5,30.5,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2016-12-04,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2016-12-11,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2016-12-18,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2016-12-25,32.49,32.49,32.49,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2017-01-01,32.95,32.95,32.95,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2017-01-08,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2017-01-15,33.37,33.37,33.37,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2017-01-22,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2017-01-29,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-02-05,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-02-12,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-02-19,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2017-02-26,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-03-05,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
