Date,First Trust Eurozone AlphaDEX_etf_Open_average,First Trust Eurozone AlphaDEX_etf_Open_max,First Trust Eurozone AlphaDEX_etf_Open_min,First Trust Eurozone AlphaDEX_etf_Open_volatility,First Trust Eurozone AlphaDEX_etf_Open_change,First Trust Eurozone AlphaDEX_etf_High_average,First Trust Eurozone AlphaDEX_etf_High_max,First Trust Eurozone AlphaDEX_etf_High_min,First Trust Eurozone AlphaDEX_etf_High_volatility,First Trust Eurozone AlphaDEX_etf_High_change,First Trust Eurozone AlphaDEX_etf_Low_average,First Trust Eurozone AlphaDEX_etf_Low_max,First Trust Eurozone AlphaDEX_etf_Low_min,First Trust Eurozone AlphaDEX_etf_Low_volatility,First Trust Eurozone AlphaDEX_etf_Low_change,First Trust Eurozone AlphaDEX_etf_Close_average,First Trust Eurozone AlphaDEX_etf_Close_max,First Trust Eurozone AlphaDEX_etf_Close_min,First Trust Eurozone AlphaDEX_etf_Close_volatility,First Trust Eurozone AlphaDEX_etf_Close_change
2017-03-12,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2017-03-19,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2017-03-26,35.48,35.48,35.48,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2017-04-02,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2017-04-09,35.23,35.23,35.23,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2017-04-16,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2017-04-23,37.41,37.41,37.41,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2017-04-30,38.69,38.69,38.69,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.58,38.58,38.58,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-05-07,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2017-05-14,38.78,38.78,38.78,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2017-05-21,38.93,38.93,38.93,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-05-28,40.1,40.1,40.1,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2017-06-04,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2017-06-11,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-06-18,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2017-06-25,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2017-07-02,39.05,39.05,39.05,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2017-07-09,39.9,39.9,39.9,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2017-07-16,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2017-07-23,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2017-07-30,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-08-06,40.28,40.28,40.28,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-08-13,40.52,40.52,40.52,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2017-08-20,41.2,41.2,41.2,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2017-08-27,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2017-09-03,42.23,42.23,42.23,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-09-10,42.34,42.34,42.34,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2017-09-17,42.65,42.65,42.65,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-09-24,42.48,42.48,42.48,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-10-01,42.18,42.18,42.18,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2017-10-08,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2017-10-15,42.76,42.76,42.76,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2017-10-22,42.6,42.6,42.6,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2017-10-29,43.37,43.37,43.37,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2017-11-05,42.67,42.67,42.67,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2017-11-12,42.67,42.67,42.67,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2017-11-19,43.0,43.0,43.0,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2017-11-26,43.55,43.55,43.55,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-12-03,43.21,43.21,43.21,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2017-12-10,42.83,42.83,42.83,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2017-12-17,43.54,43.54,43.54,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-12-24,44.01,44.01,44.01,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2017-12-31,45.5,45.5,45.5,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.88,45.88,45.88,0.0,0.0
