Date,TXN_stock_Open_average,TXN_stock_Open_max,TXN_stock_Open_min,TXN_stock_Open_volatility,TXN_stock_Open_change,TXN_stock_High_average,TXN_stock_High_max,TXN_stock_High_min,TXN_stock_High_volatility,TXN_stock_High_change,TXN_stock_Low_average,TXN_stock_Low_max,TXN_stock_Low_min,TXN_stock_Low_volatility,TXN_stock_Low_change,TXN_stock_Close_average,TXN_stock_Close_max,TXN_stock_Close_min,TXN_stock_Close_volatility,TXN_stock_Close_change,TXN_stock_Volume_average,TXN_stock_Volume_max,TXN_stock_Volume_min,TXN_stock_Volume_volatility,TXN_stock_Volume_change
2016-01-03,52.936,54.27,51.52,2.75,-2.029999999999994,53.526,54.47,51.98,2.490000000000002,-2.3600000000000065,52.25,53.55,50.24,3.309999999999995,-3.1299999999999955,52.718,54.34,50.36,3.980000000000004,-3.980000000000004,8542977,10526686,6131951,4394735,1704556
2016-01-10,50.39,51.73,47.89,3.8399999999999963,-2.9399999999999977,50.902,51.84,48.69,3.1500000000000057,-2.8100000000000023,49.474,50.83,46.73,4.100000000000001,-3.75,50.124,51.53,48.03,3.5,-3.1799999999999997,9054155,15871632,5075810,10795822,8871055
2016-01-17,49.2575,50.84,47.91,2.930000000000007,2.220000000000006,50.0725,51.23,48.93,2.299999999999997,2.299999999999997,48.59,50.14,47.4,2.740000000000002,2.3299999999999983,49.339999999999996,50.3,48.22,2.0799999999999983,2.0799999999999983,9727434,13430790,6335554,7095236,-2713219
2016-01-24,50.628,51.32,50.35,0.9699999999999989,0.9699999999999989,51.714,52.94,51.01,1.9299999999999997,1.9299999999999997,50.276,50.99,49.97,1.0200000000000031,0.990000000000002,51.102000000000004,52.93,50.08,2.8500000000000014,2.8500000000000014,9131031,10469064,7651306,2817758,2817758
2016-01-31,51.246,52.3,50.15,2.1499999999999986,-1.0999999999999943,51.902,53.27,50.71,2.5600000000000023,-1.8600000000000065,50.312,52.3,49.1,3.1999999999999957,-2.789999999999999,50.972,52.83,49.88,2.9499999999999957,-2.9499999999999957,8966485,11309646,6336663,4972983,1593134
2016-02-07,50.406,51.33,49.26,2.0700000000000003,1.8000000000000043,51.346000000000004,51.7,50.77,0.9299999999999997,0.1700000000000017,49.902,50.59,49.1,1.490000000000002,0.8900000000000006,50.77,51.14,50.38,0.759999999999998,0.240000000000002,8919783,15765582,6121428,9644154,-7704945
2016-02-14,52.6425,53.64,51.14,2.5,1.6899999999999977,53.3125,53.82,52.77,1.0499999999999972,0.1699999999999946,52.32,53.0,51.14,1.8599999999999994,1.269999999999996,53.0125,53.69,52.54,1.1499999999999986,0.21999999999999886,6279239,6567403,6004192,563211,-266749
2016-02-21,52.968333333333334,53.49,51.83,1.6600000000000037,0.07000000000000028,53.25,53.58,52.58,1.0,-0.21999999999999886,52.468333333333334,53.36,51.31,2.049999999999997,0.3100000000000023,52.961666666666666,53.36,52.24,1.1199999999999974,0.060000000000002274,4010399,5341459,3030864,2310595,-1320054
2016-02-28,54.160000000000004,55.0,53.4,1.6000000000000014,1.6000000000000014,54.576,55.27,53.83,1.4400000000000048,1.4400000000000048,53.684,54.4,52.97,1.4299999999999997,1.4299999999999997,54.284,54.89,53.02,1.8699999999999974,1.8699999999999974,4373357,4958805,4045872,912933,-202301
2016-03-06,55.122,55.93,54.54,1.3900000000000006,1.3900000000000006,55.536,56.21,55.14,1.0700000000000003,0.6700000000000017,54.764,55.75,54.42,1.3299999999999983,1.259999999999998,55.264,56.06,54.53,1.5300000000000011,0.5700000000000003,4349755,5031580,3641667,1389913,1275026
2016-03-13,55.928,56.79,55.42,1.3699999999999974,0.990000000000002,56.416000000000004,57.25,55.74,1.509999999999998,1.25,55.624,56.52,55.07,1.4500000000000028,1.2600000000000051,56.234,57.09,55.61,1.480000000000004,1.480000000000004,4558003,7924870,3407503,4517367,4447674
2016-03-20,56.775,56.97,56.49,0.4799999999999969,-0.4099999999999966,56.995000000000005,57.2,56.73,0.47000000000000597,-0.3300000000000054,56.41,56.55,56.19,0.35999999999999943,-0.19000000000000483,56.805,57.02,56.6,0.4200000000000017,-0.3200000000000003,3025218,3514925,2279565,1235360,-805913
2016-03-27,57.37,58.12,56.46,1.6599999999999966,0.44000000000000483,57.93,58.78,57.15,1.6300000000000026,0.8500000000000014,56.9,57.58,56.08,1.5,0.7899999999999991,57.532,58.37,56.52,1.8499999999999943,1.4199999999999946,4246788,5410443,2240382,3170061,2302220
2016-04-03,57.668,57.84,57.55,0.29000000000000625,-0.21999999999999886,58.162,58.37,58.0,0.36999999999999744,0.0799999999999983,57.348,57.57,56.98,0.5900000000000034,0.00999999999999801,57.766,58.36,57.15,1.2100000000000009,0.1700000000000017,3800683,4455869,3211064,1244805,-212586
2016-04-10,58.536,59.47,57.82,1.6499999999999986,1.5700000000000003,59.06,59.47,58.63,0.8399999999999963,0.8399999999999963,58.106,58.76,57.43,1.3299999999999983,0.9699999999999989,58.716,59.22,57.82,1.3999999999999986,1.1099999999999994,4560816,5053441,3663602,1389839,1026718
2016-04-17,58.76,58.89,58.59,0.29999999999999716,0.1700000000000017,59.316,59.6,59.07,0.5300000000000011,0.5300000000000011,58.298,58.62,57.77,0.8499999999999943,-0.17999999999999972,58.792,59.05,58.42,0.6299999999999955,-0.2700000000000031,4817484,6246751,3376696,2870055,929171
