Date,KOS_stock_Open_average,KOS_stock_Open_max,KOS_stock_Open_min,KOS_stock_Open_volatility,KOS_stock_Open_change,KOS_stock_High_average,KOS_stock_High_max,KOS_stock_High_min,KOS_stock_High_volatility,KOS_stock_High_change,KOS_stock_Low_average,KOS_stock_Low_max,KOS_stock_Low_min,KOS_stock_Low_volatility,KOS_stock_Low_change,KOS_stock_Close_average,KOS_stock_Close_max,KOS_stock_Close_min,KOS_stock_Close_volatility,KOS_stock_Close_change,KOS_stock_Volume_average,KOS_stock_Volume_max,KOS_stock_Volume_min,KOS_stock_Volume_volatility,KOS_stock_Volume_change
2016-01-03,4.906,5.3,4.45,0.8499999999999996,-0.7800000000000002,5.008,5.38,4.52,0.8600000000000003,-0.8600000000000003,4.708,5.11,4.3,0.8100000000000005,-0.8100000000000005,4.782,5.34,4.38,0.96,-0.96,2209242,4296279,1030071,3266208,-152880
2016-01-10,4.264,4.43,4.04,0.3899999999999997,-0.33999999999999986,4.36,4.53,4.13,0.40000000000000036,-0.2999999999999998,4.024,4.23,3.77,0.4600000000000004,-0.4600000000000004,4.142,4.32,3.79,0.5300000000000002,-0.5300000000000002,2028231,2815055,1541181,1273874,164597
2016-01-17,3.6950000000000003,4.11,3.4,0.7100000000000004,0.27000000000000046,3.8075,4.11,3.57,0.5400000000000005,0.26000000000000023,3.4175,3.69,3.17,0.52,0.27,3.6175,3.72,3.5,0.2200000000000002,0.16000000000000014,2746590,3961365,1397149,2564216,-2258112
2016-01-24,3.876,4.19,3.61,0.5800000000000005,0.5800000000000005,4.118,4.58,3.76,0.8200000000000003,0.8200000000000003,3.77,4.15,3.35,0.8000000000000003,0.8000000000000003,4.01,4.57,3.65,0.9200000000000004,0.9200000000000004,1733989,2483818,1029196,1454622,392571
2016-01-31,4.374,4.46,4.3,0.16000000000000014,-0.05999999999999961,4.472,4.64,4.33,0.3099999999999996,-0.08999999999999986,4.212,4.36,4.06,0.3000000000000007,-0.14999999999999947,4.368,4.47,4.19,0.27999999999999936,-0.08999999999999986,1608522,2099253,1175290,923963,-450055
2016-02-07,4.032,4.19,3.94,0.25000000000000044,-0.10000000000000053,4.122,4.22,4.04,0.17999999999999972,-0.09999999999999964,3.894,4.0,3.79,0.20999999999999996,-0.08000000000000007,4.022,4.1,3.97,0.12999999999999945,-0.10999999999999943,2168307,3638234,1324429,2313805,1087907
2016-02-14,4.0875,4.31,3.96,0.34999999999999964,-0.1299999999999999,4.165,4.31,3.97,0.3399999999999994,-0.11999999999999966,3.9050000000000002,4.03,3.78,0.25000000000000044,-0.1200000000000001,4.03,4.25,3.89,0.3599999999999999,-0.04999999999999982,1337042,2186431,904906,1281525,-82147
2016-02-21,4.412,4.64,4.11,0.5299999999999994,0.4899999999999993,4.648,4.74,4.54,0.20000000000000018,-0.020000000000000462,4.24,4.52,3.93,0.5899999999999994,0.5899999999999994,4.474,4.56,4.4,0.15999999999999925,0.05999999999999961,1405595,2416500,696134,1720366,-1720366
2016-02-28,5.0,5.51,4.61,0.8999999999999995,0.8999999999999995,5.21,5.63,4.9,0.7299999999999995,0.7299999999999995,4.842,5.35,4.52,0.8300000000000001,0.7999999999999998,5.15,5.44,4.88,0.5600000000000005,0.5600000000000005,1569038,2689565,933126,1756439,1252705
2016-03-06,5.534,5.62,5.46,0.16000000000000014,0.08000000000000007,5.61,5.73,5.46,0.27000000000000046,0.11000000000000032,5.318,5.51,5.15,0.35999999999999943,0.1899999999999995,5.554,5.7,5.45,0.25,0.08999999999999986,2529000,3466545,1264658,2201887,-1918219
2016-03-13,5.814,6.14,5.49,0.6499999999999995,0.6099999999999994,6.0280000000000005,6.41,5.64,0.7700000000000005,0.7700000000000005,5.694,6.02,5.33,0.6899999999999995,0.4900000000000002,5.88,6.04,5.61,0.4299999999999997,0.4299999999999997,1660136,2029560,1251396,778164,704077
2016-03-20,5.885,6.03,5.49,0.54,-0.5099999999999998,6.035,6.16,5.74,0.41999999999999993,-0.41999999999999993,5.6975,5.93,5.37,0.5599999999999996,-0.5599999999999996,5.87,6.12,5.6,0.5200000000000005,-0.41000000000000014,1539016,2409415,777563,1631852,1631852
2016-03-27,5.63,5.76,5.49,0.2699999999999996,-0.13999999999999968,5.7860000000000005,5.9,5.7,0.20000000000000018,-0.0699999999999994,5.528,5.63,5.44,0.1899999999999995,0.08999999999999986,5.646,5.82,5.56,0.2600000000000007,0.010000000000000675,1875935,2436092,955178,1480914,-1480914
2016-04-03,5.71,5.88,5.55,0.33000000000000007,0.2400000000000002,5.822,5.93,5.75,0.17999999999999972,0.13999999999999968,5.62,5.79,5.54,0.25,0.2400000000000002,5.736,5.91,5.63,0.28000000000000025,0.28000000000000025,1153420,1801439,701918,1099521,-529414
2016-04-10,6.086,6.24,5.87,0.3700000000000001,0.17999999999999972,6.206,6.33,5.98,0.34999999999999964,0.1999999999999993,5.922,6.11,5.78,0.33000000000000007,0.0699999999999994,6.078,6.24,5.84,0.40000000000000036,0.04999999999999982,1156006,1512172,851829,660343,660343
2016-04-17,6.04,6.21,5.69,0.5199999999999996,0.5199999999999996,6.268,6.55,6.01,0.54,0.54,5.9879999999999995,6.21,5.67,0.54,0.54,6.1979999999999995,6.52,5.97,0.5499999999999998,0.5499999999999998,1237066,1641227,937381,703846,133054
