Date,iShares Edge MSCI Min Vol GlobalEtf_Open_average,iShares Edge MSCI Min Vol GlobalEtf_Open_max,iShares Edge MSCI Min Vol GlobalEtf_Open_min,iShares Edge MSCI Min Vol GlobalEtf_Open_volatility,iShares Edge MSCI Min Vol GlobalEtf_Open_change,iShares Edge MSCI Min Vol GlobalEtf_High_average,iShares Edge MSCI Min Vol GlobalEtf_High_max,iShares Edge MSCI Min Vol GlobalEtf_High_min,iShares Edge MSCI Min Vol GlobalEtf_High_volatility,iShares Edge MSCI Min Vol GlobalEtf_High_change,iShares Edge MSCI Min Vol GlobalEtf_Low_average,iShares Edge MSCI Min Vol GlobalEtf_Low_max,iShares Edge MSCI Min Vol GlobalEtf_Low_min,iShares Edge MSCI Min Vol GlobalEtf_Low_volatility,iShares Edge MSCI Min Vol GlobalEtf_Low_change,iShares Edge MSCI Min Vol GlobalEtf_Close_average,iShares Edge MSCI Min Vol GlobalEtf_Close_max,iShares Edge MSCI Min Vol GlobalEtf_Close_min,iShares Edge MSCI Min Vol GlobalEtf_Close_volatility,iShares Edge MSCI Min Vol GlobalEtf_Close_change
2016-01-03,67.62,67.62,67.62,0.0,0.0,67.62,67.62,67.62,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.73,66.73,66.73,0.0,0.0
2016-01-10,65.42,65.42,65.42,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2016-01-17,66.02,66.02,66.02,0.0,0.0,66.37,66.37,66.37,0.0,0.0,65.73,65.73,65.73,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2016-01-24,67.31,67.31,67.31,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.31,67.31,67.31,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2016-01-31,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2016-02-07,67.14,67.14,67.14,0.0,0.0,67.59,67.59,67.59,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2016-02-14,68.82,68.82,68.82,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2016-02-21,70.55,70.55,70.55,0.0,0.0,70.55,70.55,70.55,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2016-02-28,70.81,70.81,70.81,0.0,0.0,71.14,71.14,71.14,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.99,70.99,70.99,0.0,0.0
2016-03-06,71.49,71.49,71.49,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.88,71.88,71.88,0.0,0.0
