Date,NGD_stock_Open_average,NGD_stock_Open_max,NGD_stock_Open_min,NGD_stock_Open_volatility,NGD_stock_Open_change,NGD_stock_High_average,NGD_stock_High_max,NGD_stock_High_min,NGD_stock_High_volatility,NGD_stock_High_change,NGD_stock_Low_average,NGD_stock_Low_max,NGD_stock_Low_min,NGD_stock_Low_volatility,NGD_stock_Low_change,NGD_stock_Close_average,NGD_stock_Close_max,NGD_stock_Close_min,NGD_stock_Close_volatility,NGD_stock_Close_change,NGD_stock_Volume_average,NGD_stock_Volume_max,NGD_stock_Volume_min,NGD_stock_Volume_volatility,NGD_stock_Volume_change
2016-01-03,2.362,2.43,2.28,0.15000000000000036,-0.0900000000000003,2.428,2.5,2.38,0.1200000000000001,0.0,2.288,2.34,2.26,0.08000000000000007,0.020000000000000018,2.37,2.46,2.3,0.16000000000000014,0.029999999999999805,301674,429365,186312,243053,171409
2016-01-10,2.198,2.34,2.15,0.18999999999999995,-0.18999999999999995,2.228,2.37,2.15,0.2200000000000002,-0.2200000000000002,2.094,2.2,2.0,0.20000000000000018,-0.20000000000000018,2.126,2.21,2.0,0.20999999999999996,-0.20999999999999996,279502,313780,218912,94868,-59637
2016-01-17,1.9275,2.0,1.84,0.15999999999999992,-0.07000000000000006,2.0,2.04,1.97,0.07000000000000006,0.040000000000000036,1.835,1.93,1.76,0.16999999999999993,0.15999999999999992,1.935,2.02,1.8,0.21999999999999997,0.21999999999999997,401736,496935,287549,209386,-165873
2016-01-24,2.29,2.43,2.08,0.3500000000000001,0.33999999999999986,2.392,2.55,2.11,0.43999999999999995,0.38000000000000034,2.252,2.41,2.03,0.38000000000000034,0.38000000000000034,2.354,2.46,2.1,0.3599999999999999,0.33000000000000007,336277,572573,191719,380854,-121629
2016-01-31,2.536,2.69,2.42,0.27,0.20999999999999996,2.65,2.89,2.51,0.38000000000000034,0.3200000000000003,2.48,2.62,2.35,0.27,0.16999999999999993,2.62,2.89,2.41,0.48,0.3200000000000003,492742,801871,152619,649252,649252
2016-02-07,2.896,3.05,2.62,0.4299999999999997,-0.1200000000000001,2.998,3.18,2.75,0.43000000000000016,-0.11000000000000032,2.7439999999999998,2.86,2.55,0.31000000000000005,0.040000000000000036,2.824,2.95,2.67,0.28000000000000025,0.11000000000000032,1149950,1596599,551563,1045036,-35503
2016-02-14,2.8875,3.1,2.76,0.3400000000000003,0.30000000000000027,3.0075000000000003,3.16,2.82,0.3400000000000003,0.22999999999999998,2.7800000000000002,2.97,2.67,0.30000000000000027,0.30000000000000027,2.9,3.08,2.69,0.3900000000000001,0.31999999999999984,525630,747342,416146,331196,258422
2016-02-21,3.182,3.35,2.9,0.4500000000000002,0.3400000000000003,3.3,3.45,3.08,0.3700000000000001,0.21999999999999975,3.126,3.25,2.9,0.3500000000000001,0.25,3.212,3.3,3.07,0.22999999999999998,0.0900000000000003,561098,762008,451514,310494,-37944
2016-02-28,3.43,3.74,3.25,0.4900000000000002,0.4200000000000004,3.57,3.92,3.38,0.54,0.5299999999999998,3.3520000000000003,3.66,3.2,0.45999999999999996,0.3700000000000001,3.476,3.74,3.24,0.5,0.3500000000000001,728966,1328353,436006,892347,892347
2016-03-06,3.82,3.95,3.56,0.3900000000000001,0.03000000000000025,3.934,4.02,3.86,0.1599999999999997,-0.020000000000000018,3.692,3.8,3.56,0.23999999999999977,0.0,3.788,3.88,3.63,0.25,-0.10000000000000009,1030023,1916835,618706,1298129,-490011
