Date,APT_stock_Open_average,APT_stock_Open_max,APT_stock_Open_min,APT_stock_Open_volatility,APT_stock_Open_change,APT_stock_High_average,APT_stock_High_max,APT_stock_High_min,APT_stock_High_volatility,APT_stock_High_change,APT_stock_Low_average,APT_stock_Low_max,APT_stock_Low_min,APT_stock_Low_volatility,APT_stock_Low_change,APT_stock_Close_average,APT_stock_Close_max,APT_stock_Close_min,APT_stock_Close_volatility,APT_stock_Close_change,APT_stock_Volume_average,APT_stock_Volume_max,APT_stock_Volume_min,APT_stock_Volume_volatility,APT_stock_Volume_change
2016-01-03,1.674,1.75,1.63,0.1200000000000001,-0.1200000000000001,1.712,1.79,1.65,0.14000000000000012,-0.14000000000000012,1.622,1.72,1.55,0.16999999999999993,-0.1399999999999999,1.644,1.72,1.57,0.1499999999999999,-0.08000000000000007,10052,16288,5716,10572,1109
2016-01-10,1.608,1.66,1.57,0.08999999999999986,-0.020000000000000018,1.646,1.68,1.62,0.05999999999999983,-0.040000000000000036,1.59,1.62,1.57,0.050000000000000044,-0.050000000000000044,1.61,1.66,1.57,0.08999999999999986,-0.08999999999999986,4192,6028,2100,3928,3928
2016-01-17,1.58,1.6,1.56,0.040000000000000036,-0.020000000000000018,1.605,1.63,1.58,0.04999999999999982,-0.009999999999999787,1.5675000000000001,1.58,1.56,0.020000000000000018,-0.010000000000000009,1.58,1.59,1.57,0.020000000000000018,0.010000000000000009,3568,8987,322,8665,6143
2016-01-24,1.644,1.72,1.58,0.1399999999999999,0.1399999999999999,1.708,1.8,1.62,0.17999999999999994,0.17999999999999994,1.63,1.7,1.58,0.11999999999999988,0.06999999999999984,1.652,1.73,1.58,0.1499999999999999,0.06999999999999984,5446,8450,3051,5399,3872
2016-01-31,1.676,1.69,1.66,0.030000000000000027,0.030000000000000027,1.716,1.73,1.7,0.030000000000000027,-0.020000000000000018,1.664,1.68,1.65,0.030000000000000027,0.0,1.682,1.71,1.65,0.06000000000000005,-0.06000000000000005,7669,21070,2667,18403,17864
2016-02-07,1.612,1.65,1.58,0.06999999999999984,-0.010000000000000009,1.638,1.68,1.59,0.08999999999999986,-0.040000000000000036,1.576,1.59,1.56,0.030000000000000027,-0.030000000000000027,1.592,1.62,1.57,0.050000000000000044,-0.050000000000000044,4400,7495,2205,5290,-3270
2016-02-14,1.63,1.68,1.55,0.1299999999999999,0.1299999999999999,1.685,1.71,1.65,0.06000000000000005,0.040000000000000036,1.6075,1.64,1.55,0.08999999999999986,0.07000000000000006,1.6524999999999999,1.69,1.62,0.06999999999999984,-0.009999999999999787,4282,7555,2210,5345,-240
2016-02-21,1.678,1.71,1.65,0.06000000000000005,0.030000000000000027,1.708,1.72,1.7,0.020000000000000018,-0.010000000000000009,1.664,1.7,1.62,0.07999999999999985,0.020000000000000018,1.702,1.71,1.69,0.020000000000000018,0.010000000000000009,3646,7073,680,6393,-5867
2016-02-28,1.67,1.73,1.62,0.10999999999999988,-0.09999999999999987,1.738,1.78,1.69,0.09000000000000008,0.0,1.658,1.73,1.62,0.10999999999999988,-0.039999999999999813,1.694,1.78,1.64,0.14000000000000012,0.030000000000000027,3167,6126,1456,4670,813
2016-03-06,1.716,1.8,1.65,0.15000000000000013,0.15000000000000013,1.768,1.8,1.75,0.050000000000000044,0.050000000000000044,1.704,1.76,1.65,0.1100000000000001,0.1100000000000001,1.74,1.77,1.72,0.050000000000000044,0.050000000000000044,4534,5935,3279,2656,-1834
2016-03-13,1.758,1.78,1.75,0.030000000000000027,0.0,1.796,1.82,1.78,0.040000000000000036,0.030000000000000027,1.752,1.76,1.75,0.010000000000000009,0.0,1.762,1.78,1.75,0.030000000000000027,-0.010000000000000009,4918,8544,1800,6744,3483
2016-03-20,1.81,1.83,1.75,0.08000000000000007,0.08000000000000007,1.8325,1.84,1.83,0.010000000000000009,0.010000000000000009,1.7975,1.82,1.75,0.07000000000000006,0.06000000000000005,1.83,1.84,1.82,0.020000000000000018,0.010000000000000009,2161,3095,700,2395,-845
2016-03-27,1.854,1.9,1.77,0.1299999999999999,0.08000000000000007,1.92,1.94,1.88,0.06000000000000005,0.050000000000000044,1.832,1.88,1.77,0.10999999999999988,0.08000000000000007,1.854,1.94,1.8,0.1399999999999999,0.07000000000000006,4756,10169,2554,7615,5834
2016-04-03,1.896,1.91,1.87,0.039999999999999813,0.0,1.922,1.94,1.91,0.030000000000000027,-0.010000000000000009,1.88,1.89,1.87,0.019999999999999796,0.0,1.89,1.92,1.87,0.04999999999999982,0.010000000000000009,4129,6977,1602,5375,-2182
2016-04-10,1.882,1.91,1.87,0.039999999999999813,0.030000000000000027,1.918,1.92,1.91,0.010000000000000009,0.0,1.87,1.88,1.86,0.019999999999999796,-0.009999999999999787,1.8860000000000001,1.92,1.86,0.05999999999999983,-0.04999999999999982,5640,12971,2161,10810,10810
