Date,iShares Latin America 40Etf_Open_average,iShares Latin America 40Etf_Open_max,iShares Latin America 40Etf_Open_min,iShares Latin America 40Etf_Open_volatility,iShares Latin America 40Etf_Open_change,iShares Latin America 40Etf_High_average,iShares Latin America 40Etf_High_max,iShares Latin America 40Etf_High_min,iShares Latin America 40Etf_High_volatility,iShares Latin America 40Etf_High_change,iShares Latin America 40Etf_Low_average,iShares Latin America 40Etf_Low_max,iShares Latin America 40Etf_Low_min,iShares Latin America 40Etf_Low_volatility,iShares Latin America 40Etf_Low_change,iShares Latin America 40Etf_Close_average,iShares Latin America 40Etf_Close_max,iShares Latin America 40Etf_Close_min,iShares Latin America 40Etf_Close_volatility,iShares Latin America 40Etf_Close_change
2016-01-03,19.77,19.77,19.77,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2016-01-10,18.88,18.88,18.88,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-01-17,18.78,18.78,18.78,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.77,18.77,18.77,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2016-01-24,19.8,19.8,19.8,0.0,0.0,20.52,20.52,20.52,0.0,0.0,19.76,19.76,19.76,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2016-01-31,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2016-02-07,19.53,19.53,19.53,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2016-02-14,20.3,20.3,20.3,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2016-02-21,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2016-02-28,24.15,24.15,24.15,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.73,23.73,23.73,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2016-03-06,24.34,24.34,24.34,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2016-03-13,25.13,25.13,25.13,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2016-03-20,24.05,24.05,24.05,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2016-03-27,24.9,24.9,24.9,0.0,0.0,25.45,25.45,25.45,0.0,0.0,24.62,24.62,24.62,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2016-04-03,24.48,24.48,24.48,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2016-04-10,26.1,26.1,26.1,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2016-04-17,26.15,26.15,26.15,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-04-24,27.18,27.18,27.18,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.79,26.79,26.79,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2016-05-01,25.24,25.24,25.24,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2016-05-08,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2016-05-15,24.48,24.48,24.48,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2016-05-22,24.18,24.18,24.18,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2016-05-29,24.46,24.46,24.46,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2016-06-05,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2016-06-12,24.65,24.65,24.65,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2016-06-19,24.53,24.53,24.53,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.46,24.46,24.46,0.0,0.0
