Date,ACU_stock_Open_average,ACU_stock_Open_max,ACU_stock_Open_min,ACU_stock_Open_volatility,ACU_stock_Open_change,ACU_stock_High_average,ACU_stock_High_max,ACU_stock_High_min,ACU_stock_High_volatility,ACU_stock_High_change,ACU_stock_Low_average,ACU_stock_Low_max,ACU_stock_Low_min,ACU_stock_Low_volatility,ACU_stock_Low_change,ACU_stock_Close_average,ACU_stock_Close_max,ACU_stock_Close_min,ACU_stock_Close_volatility,ACU_stock_Close_change,ACU_stock_Volume_average,ACU_stock_Volume_max,ACU_stock_Volume_min,ACU_stock_Volume_volatility,ACU_stock_Volume_change
2016-01-03,16.852,17.41,16.2,1.2100000000000009,-0.8300000000000018,16.894,17.41,16.2,1.2100000000000009,-1.0399999999999991,16.776,17.41,16.2,1.2100000000000009,-0.8100000000000023,16.822,17.41,16.2,1.2100000000000009,-1.0399999999999991,1127,3820,100,3720,-736
2016-01-10,16.223333333333333,16.8,15.34,1.4600000000000009,-1.4600000000000009,16.223333333333333,16.8,15.34,1.4600000000000009,-1.4600000000000009,15.553333333333333,16.45,14.28,2.17,-2.17,15.709999999999999,16.45,14.75,1.6999999999999993,-1.6999999999999993,1953,4346,676,3670,3670
2016-01-17,14.1075,14.67,13.43,1.2400000000000002,-0.39000000000000057,14.2775,14.93,13.65,1.2799999999999994,-0.5299999999999994,13.7925,14.28,13.04,1.2400000000000002,0.47999999999999865,13.96,14.3,13.51,0.7900000000000009,0.40000000000000036,3077,6896,201,6695,-6486
2016-01-24,14.404,14.6,14.15,0.4499999999999993,-0.3899999999999988,14.546,14.97,14.15,0.8200000000000003,-0.8200000000000003,14.224,14.54,13.85,0.6899999999999995,-0.6899999999999995,14.442,14.95,13.85,1.0999999999999996,-1.0999999999999996,2739,5443,373,5070,4417
2016-01-31,13.76,14.08,13.41,0.6699999999999999,-0.33000000000000007,13.864,14.08,13.73,0.34999999999999964,-0.33000000000000007,13.566,13.75,13.41,0.33999999999999986,0.15000000000000036,13.634,13.75,13.46,0.28999999999999915,0.15000000000000036,770,1635,133,1502,-1502
2016-02-07,13.94,14.28,13.6,0.6799999999999997,0.6799999999999997,14.434999999999999,14.53,14.34,0.1899999999999995,-0.1899999999999995,13.934999999999999,14.27,13.6,0.6699999999999999,0.6699999999999999,14.434999999999999,14.53,14.34,0.1899999999999995,-0.1899999999999995,1114,1629,599,1030,-1030
2016-02-14,15.0875,15.55,14.66,0.8900000000000006,0.14000000000000057,15.2475,15.63,15.0,0.6300000000000008,0.14000000000000057,14.955,15.16,14.66,0.5,0.0,15.095,15.22,15.0,0.22000000000000064,0.0,363,500,216,284,-94
2016-02-21,14.557500000000001,15.07,14.1,0.9700000000000006,0.3200000000000003,14.7925,15.07,14.42,0.6500000000000004,0.3200000000000003,14.5175,15.07,13.96,1.1099999999999994,0.33999999999999986,14.675,15.07,14.42,0.6500000000000004,0.33999999999999986,1457,2212,241,1971,-1530
2016-02-28,15.95,16.81,14.89,1.9199999999999982,1.8599999999999994,16.346,17.1,15.29,1.8100000000000023,1.5600000000000023,15.95,16.81,14.89,1.9199999999999982,1.8599999999999994,16.32,16.98,15.28,1.700000000000001,1.570000000000002,939,1301,322,979,-823
2016-03-06,17.05,17.2,16.92,0.2799999999999976,0.25,17.3975,17.97,16.92,1.0499999999999972,-0.3000000000000007,16.9925,17.2,16.9,0.3000000000000007,0.25,17.13,17.5,16.9,0.6000000000000014,-0.3000000000000007,525,899,186,713,-698
2016-03-13,16.58,16.89,16.15,0.740000000000002,-0.5700000000000003,16.762,17.18,16.15,1.0300000000000011,-1.0300000000000011,16.43,16.77,15.75,1.0199999999999996,-0.5700000000000003,16.728,17.18,16.15,1.0300000000000011,-1.0300000000000011,1161,2310,387,1923,431
2016-03-20,16.125,16.64,15.8,0.8399999999999999,0.7800000000000011,16.185000000000002,16.8,15.8,1.0,0.9199999999999999,15.77,16.64,15.37,1.2700000000000014,1.040000000000001,15.965,16.74,15.37,1.3699999999999992,1.1399999999999988,1673,3456,837,2619,703
2016-03-27,16.692,17.05,16.34,0.7100000000000009,-0.33999999999999986,16.7,17.05,16.34,0.7100000000000009,-0.33999999999999986,16.434,16.6,16.34,0.26000000000000156,0.14000000000000057,16.434,16.6,16.34,0.26000000000000156,0.14000000000000057,625,1229,174,1055,-1033
2016-04-03,16.6625,17.14,16.19,0.9499999999999993,0.08999999999999986,16.855,17.16,16.4,0.7600000000000016,0.4200000000000017,16.54,17.14,16.19,0.9499999999999993,0.08999999999999986,16.7325,17.16,16.4,0.7600000000000016,0.4200000000000017,696,1206,400,806,-780
2016-04-10,16.6075,16.82,16.49,0.33000000000000185,-0.2699999999999996,16.695,17.17,16.49,0.6800000000000033,-0.620000000000001,16.545,16.82,16.3,0.5199999999999996,-0.5199999999999996,16.595,17.02,16.3,0.7199999999999989,-0.7199999999999989,577,1091,355,736,-666
2016-04-17,16.2425,16.6,16.1,0.5,0.45000000000000284,16.38,17.15,16.1,1.0499999999999972,1.0,16.205,16.6,16.02,0.5800000000000018,0.45000000000000284,16.3425,17.15,16.02,1.129999999999999,1.0,960,2791,111,2680,2680
2016-04-24,17.32,17.5,17.14,0.35999999999999943,-0.35999999999999943,17.32,17.5,17.14,0.35999999999999943,-0.35999999999999943,17.03,17.06,17.0,0.05999999999999872,-0.05999999999999872,17.03,17.06,17.0,0.05999999999999872,-0.05999999999999872,1328,1655,1001,654,-654
2016-05-01,17.2,17.49,16.98,0.509999999999998,0.35999999999999943,17.536666666666665,17.95,17.15,0.8000000000000007,0.360000000000003,17.15,17.49,16.98,0.509999999999998,0.509999999999998,17.516666666666666,17.95,17.09,0.8599999999999994,0.4200000000000017,961,1712,301,1411,-569
2016-05-08,17.5,17.5,17.5,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.63,17.63,17.63,0.0,0.0,317,317,317,0,0
2016-05-15,17.71,17.82,17.6,0.21999999999999886,0.21999999999999886,17.71,17.82,17.6,0.21999999999999886,0.21999999999999886,17.71,17.82,17.6,0.21999999999999886,0.21999999999999886,17.71,17.82,17.6,0.21999999999999886,0.21999999999999886,194,201,188,13,-13
2016-05-22,18.1,18.36,17.75,0.6099999999999994,0.4400000000000013,18.235,18.5,17.75,0.75,0.5799999999999983,18.02,18.31,17.5,0.8099999999999987,0.6900000000000013,18.16,18.5,17.5,1.0,0.8299999999999983,871,2256,269,1987,-133
2016-05-29,18.145,18.23,18.0,0.23000000000000043,-0.23000000000000043,18.215,18.38,18.0,0.379999999999999,-0.23000000000000043,18.06,18.15,18.0,0.14999999999999858,-0.05999999999999872,18.072499999999998,18.2,18.0,0.1999999999999993,-0.05999999999999872,694,935,306,629,-330
2016-06-05,18.096,18.35,18.01,0.33999999999999986,0.33999999999999986,18.228,18.35,18.1,0.25,0.060000000000002274,18.076,18.35,18.0,0.3500000000000014,0.33999999999999986,18.208,18.35,18.0,0.3500000000000014,0.060000000000002274,263,402,200,202,-150
2016-06-12,18.244,18.37,18.11,0.26000000000000156,-0.129999999999999,18.374,18.46,18.29,0.1700000000000017,0.1700000000000017,18.184,18.29,18.11,0.17999999999999972,-0.14999999999999858,18.276,18.46,18.11,0.3500000000000014,0.1700000000000017,1710,6026,332,5694,5694
2016-06-19,18.59,18.85,18.26,0.5899999999999999,0.5199999999999996,18.688,18.85,18.4,0.45000000000000284,0.39000000000000057,18.37,18.61,18.25,0.35999999999999943,-0.010000000000001563,18.468,18.79,18.25,0.5399999999999991,-0.14999999999999858,318,455,108,347,-69
2016-06-26,18.42,18.75,18.25,0.5,0.5,18.4825,18.9,18.3,0.5999999999999979,0.5499999999999972,18.3375,18.49,18.22,0.2699999999999996,0.2699999999999996,18.3975,18.6,18.3,0.3000000000000007,0.25,812,1755,246,1509,965
2016-07-03,19.22,19.66,19.0,0.6600000000000001,0.0,19.413333333333334,19.66,19.08,0.5800000000000018,-0.4200000000000017,18.886666666666667,19.0,18.66,0.33999999999999986,0.0,19.08,19.5,18.66,0.8399999999999999,-0.4200000000000017,670,985,404,581,-219
2016-07-10,18.676666666666666,18.78,18.5,0.28000000000000114,-0.030000000000001137,19.193333333333335,19.25,19.14,0.10999999999999943,0.05000000000000071,18.593333333333334,18.78,18.5,0.28000000000000114,-0.28000000000000114,19.12,19.25,19.0,0.25,-0.10999999999999943,2100,4754,693,4061,3900
2016-07-17,19.5,20.8,18.45,2.3500000000000014,2.3500000000000014,20.094,21.98,18.75,3.2300000000000004,3.2300000000000004,19.42,20.8,18.45,2.3500000000000014,2.3500000000000014,19.92,21.69,18.71,2.9800000000000004,2.9800000000000004,1873,3371,245,3126,1830
2016-07-24,21.584,22.15,21.1,1.0499999999999972,-0.7299999999999969,21.716,22.18,21.16,1.0199999999999996,-0.5199999999999996,21.482,22.04,21.1,0.9399999999999977,-0.6499999999999986,21.668,22.18,21.16,1.0199999999999996,-0.5199999999999996,1256,2524,708,1816,-529
