Date,First Trust Global Natural Resources Income_etf_Open_average,First Trust Global Natural Resources Income_etf_Open_max,First Trust Global Natural Resources Income_etf_Open_min,First Trust Global Natural Resources Income_etf_Open_volatility,First Trust Global Natural Resources Income_etf_Open_change,First Trust Global Natural Resources Income_etf_High_average,First Trust Global Natural Resources Income_etf_High_max,First Trust Global Natural Resources Income_etf_High_min,First Trust Global Natural Resources Income_etf_High_volatility,First Trust Global Natural Resources Income_etf_High_change,First Trust Global Natural Resources Income_etf_Low_average,First Trust Global Natural Resources Income_etf_Low_max,First Trust Global Natural Resources Income_etf_Low_min,First Trust Global Natural Resources Income_etf_Low_volatility,First Trust Global Natural Resources Income_etf_Low_change,First Trust Global Natural Resources Income_etf_Close_average,First Trust Global Natural Resources Income_etf_Close_max,First Trust Global Natural Resources Income_etf_Close_min,First Trust Global Natural Resources Income_etf_Close_volatility,First Trust Global Natural Resources Income_etf_Close_change
2016-07-17,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2016-07-24,10.54,10.54,10.54,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2016-07-31,10.46,10.46,10.46,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2016-08-07,10.7,10.7,10.7,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2016-08-14,10.66,10.66,10.66,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2016-08-21,10.7,10.7,10.7,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2016-08-28,10.71,10.71,10.71,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.71,10.71,10.71,0.0,0.0
2016-09-04,10.71,10.71,10.71,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2016-09-11,10.35,10.35,10.35,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-09-18,10.41,10.41,10.41,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-09-25,10.67,10.67,10.67,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2016-10-02,10.53,10.53,10.53,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2016-10-09,10.5,10.5,10.5,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2016-10-16,10.66,10.66,10.66,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2016-10-23,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2016-10-30,10.45,10.45,10.45,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2016-11-06,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2016-11-13,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2016-11-20,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2016-11-27,10.98,10.98,10.98,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2016-12-04,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2016-12-11,11.4,11.4,11.4,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2016-12-18,11.33,11.33,11.33,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2016-12-25,11.41,11.41,11.41,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2017-01-01,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2017-01-08,11.62,11.62,11.62,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2017-01-15,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2017-01-22,11.69,11.69,11.69,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2017-01-29,11.58,11.58,11.58,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2017-02-05,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2017-02-12,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2017-02-19,11.25,11.25,11.25,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2017-02-26,11.35,11.35,11.35,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2017-03-05,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2017-03-12,11.26,11.26,11.26,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2017-03-19,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2017-03-26,11.23,11.23,11.23,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2017-04-02,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2017-04-09,11.17,11.17,11.17,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2017-04-16,10.94,10.94,10.94,0.0,0.0,11.08,11.08,11.08,0.0,0.0,10.94,10.94,10.94,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2017-04-23,11.19,11.19,11.19,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2017-04-30,11.15,11.15,11.15,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2017-05-07,11.26,11.26,11.26,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2017-05-14,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2017-05-21,11.43,11.43,11.43,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2017-05-28,11.25,11.25,11.25,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2017-06-04,11.19,11.19,11.19,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2017-06-11,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2017-06-18,10.92,10.92,10.92,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2017-06-25,10.94,10.94,10.94,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2017-07-02,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2017-07-09,11.4,11.4,11.4,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2017-07-16,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2017-07-23,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2017-07-30,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2017-08-06,11.33,11.33,11.33,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2017-08-13,11.3,11.3,11.3,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2017-08-20,11.52,11.52,11.52,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2017-08-27,11.62,11.62,11.62,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2017-09-03,11.77,11.77,11.77,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2017-09-10,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2017-09-17,11.72,11.72,11.72,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2017-09-24,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2017-10-01,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2017-10-08,12.04,12.04,12.04,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2017-10-15,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2017-10-22,11.96,11.96,11.96,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.96,11.96,11.96,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2017-10-29,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2017-11-05,12.16,12.16,12.16,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2017-11-12,11.89,11.89,11.89,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2017-11-19,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2017-11-26,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2017-12-03,12.02,12.02,12.02,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2017-12-10,12.12,12.12,12.12,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2017-12-17,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2017-12-24,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2017-12-31,12.81,12.81,12.81,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.82,12.82,12.82,0.0,0.0
