Date,Direxion Daily Gold Miners Bull 3X Shares_etf_Open_average,Direxion Daily Gold Miners Bull 3X Shares_etf_Open_max,Direxion Daily Gold Miners Bull 3X Shares_etf_Open_min,Direxion Daily Gold Miners Bull 3X Shares_etf_Open_volatility,Direxion Daily Gold Miners Bull 3X Shares_etf_Open_change,Direxion Daily Gold Miners Bull 3X Shares_etf_High_average,Direxion Daily Gold Miners Bull 3X Shares_etf_High_max,Direxion Daily Gold Miners Bull 3X Shares_etf_High_min,Direxion Daily Gold Miners Bull 3X Shares_etf_High_volatility,Direxion Daily Gold Miners Bull 3X Shares_etf_High_change,Direxion Daily Gold Miners Bull 3X Shares_etf_Low_average,Direxion Daily Gold Miners Bull 3X Shares_etf_Low_max,Direxion Daily Gold Miners Bull 3X Shares_etf_Low_min,Direxion Daily Gold Miners Bull 3X Shares_etf_Low_volatility,Direxion Daily Gold Miners Bull 3X Shares_etf_Low_change,Direxion Daily Gold Miners Bull 3X Shares_etf_Close_average,Direxion Daily Gold Miners Bull 3X Shares_etf_Close_max,Direxion Daily Gold Miners Bull 3X Shares_etf_Close_min,Direxion Daily Gold Miners Bull 3X Shares_etf_Close_volatility,Direxion Daily Gold Miners Bull 3X Shares_etf_Close_change
2016-12-04,167.2,167.2,167.2,0.0,0.0,168.8,168.8,168.8,0.0,0.0,150.2,150.2,150.2,0.0,0.0,153.8,153.8,153.8,0.0,0.0
2016-12-11,122.0,122.0,122.0,0.0,0.0,125.8,125.8,125.8,0.0,0.0,113.2,113.2,113.2,0.0,0.0,118.0,118.0,118.0,0.0,0.0
2016-12-18,120.6,120.6,120.6,0.0,0.0,125.8,125.8,125.8,0.0,0.0,119.8,119.8,119.8,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2016-12-25,174.4,174.4,174.4,0.0,0.0,185.2,185.2,185.2,0.0,0.0,151.0,151.0,151.0,0.0,0.0,152.8,152.8,152.8,0.0,0.0
2017-01-01,192.8,192.8,192.8,0.0,0.0,203.8,203.8,203.8,0.0,0.0,175.2,175.2,175.2,0.0,0.0,185.2,185.2,185.2,0.0,0.0
2017-01-08,184.2,184.2,184.2,0.0,0.0,196.0,196.0,196.0,0.0,0.0,178.6,178.6,178.6,0.0,0.0,194.0,194.0,194.0,0.0,0.0
2017-01-15,197.6,197.6,197.6,0.0,0.0,211.2,211.2,211.2,0.0,0.0,192.4,192.4,192.4,0.0,0.0,202.8,202.8,202.8,0.0,0.0
2017-01-22,195.6,195.6,195.6,0.0,0.0,205.2,205.2,205.2,0.0,0.0,195.2,195.2,195.2,0.0,0.0,204.0,204.0,204.0,0.0,0.0
2017-01-29,234.4,234.4,234.4,0.0,0.0,242.4,242.4,242.4,0.0,0.0,231.4,231.4,231.4,0.0,0.0,237.8,237.8,237.8,0.0,0.0
2017-02-05,240.6,240.6,240.6,0.0,0.0,262.0,262.0,262.0,0.0,0.0,239.6,239.6,239.6,0.0,0.0,259.4,259.4,259.4,0.0,0.0
2017-02-12,258.6,258.6,258.6,0.0,0.0,260.4,260.4,260.4,0.0,0.0,242.6,242.6,242.6,0.0,0.0,244.6,244.6,244.6,0.0,0.0
2017-02-19,241.6,241.6,241.6,0.0,0.0,241.6,241.6,241.6,0.0,0.0,222.86,222.86,222.86,0.0,0.0,225.2,225.2,225.2,0.0,0.0
2017-02-26,161.6,161.6,161.6,0.0,0.0,177.73,177.73,177.73,0.0,0.0,157.8,157.8,157.8,0.0,0.0,171.4,171.4,171.4,0.0,0.0
2017-03-05,151.4,151.4,151.4,0.0,0.0,163.5,163.5,163.5,0.0,0.0,149.0,149.0,149.0,0.0,0.0,160.2,160.2,160.2,0.0,0.0
2017-03-12,183.6,183.6,183.6,0.0,0.0,188.2,188.2,188.2,0.0,0.0,174.6,174.6,174.6,0.0,0.0,178.4,178.4,178.4,0.0,0.0
2017-03-19,184.8,184.8,184.8,0.0,0.0,190.4,190.4,190.4,0.0,0.0,181.8,181.8,181.8,0.0,0.0,184.2,184.2,184.2,0.0,0.0
2017-03-26,176.4,176.4,176.4,0.0,0.0,187.4,187.4,187.4,0.0,0.0,174.2,174.2,174.2,0.0,0.0,179.8,179.8,179.8,0.0,0.0
2017-04-02,207.2,207.2,207.2,0.0,0.0,209.6,209.6,209.6,0.0,0.0,189.8,189.8,189.8,0.0,0.0,196.8,196.8,196.8,0.0,0.0
2017-04-09,225.4,225.4,225.4,0.0,0.0,232.4,232.4,232.4,0.0,0.0,218.8,218.8,218.8,0.0,0.0,223.0,223.0,223.0,0.0,0.0
2017-04-16,199.2,199.2,199.2,0.0,0.0,202.8,202.8,202.8,0.0,0.0,194.3,194.3,194.3,0.0,0.0,197.4,197.4,197.4,0.0,0.0
2017-04-23,157.8,157.8,157.8,0.0,0.0,167.0,167.0,167.0,0.0,0.0,155.4,155.4,155.4,0.0,0.0,163.0,163.0,163.0,0.0,0.0
2017-04-30,139.55,139.55,139.55,0.0,0.0,151.6,151.6,151.6,0.0,0.0,139.0,139.0,139.0,0.0,0.0,147.9,147.9,147.9,0.0,0.0
2017-05-07,173.2,173.2,173.2,0.0,0.0,176.45,176.45,176.45,0.0,0.0,170.55,170.55,170.55,0.0,0.0,173.05,173.05,173.05,0.0,0.0
2017-05-14,178.0,178.0,178.0,0.0,0.0,178.24,178.24,178.24,0.0,0.0,173.95,173.95,173.95,0.0,0.0,175.35,175.35,175.35,0.0,0.0
2017-05-21,176.75,176.75,176.75,0.0,0.0,177.1,177.1,177.1,0.0,0.0,172.45,172.45,172.45,0.0,0.0,174.25,174.25,174.25,0.0,0.0
2017-05-28,172.5,172.5,172.5,0.0,0.0,174.8,174.8,174.8,0.0,0.0,167.45,167.45,167.45,0.0,0.0,169.0,169.0,169.0,0.0,0.0
2017-06-04,170.75,170.75,170.75,0.0,0.0,176.85,176.85,176.85,0.0,0.0,170.1,170.1,170.1,0.0,0.0,170.9,170.9,170.9,0.0,0.0
2017-06-11,151.15,151.15,151.15,0.0,0.0,153.9,153.9,153.9,0.0,0.0,149.05,149.05,149.05,0.0,0.0,151.0,151.0,151.0,0.0,0.0
2017-06-18,164.9,164.9,164.9,0.0,0.0,168.45,168.45,168.45,0.0,0.0,162.65,162.65,162.65,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2017-06-25,147.75,147.75,147.75,0.0,0.0,152.45,152.45,152.45,0.0,0.0,147.55,147.55,147.55,0.0,0.0,151.3,151.3,151.3,0.0,0.0
2017-07-02,136.2,136.2,136.2,0.0,0.0,137.35,137.35,137.35,0.0,0.0,129.05,129.05,129.05,0.0,0.0,132.4,132.4,132.4,0.0,0.0
2017-07-09,146.55,146.55,146.55,0.0,0.0,148.35,148.35,148.35,0.0,0.0,144.6,144.6,144.6,0.0,0.0,145.5,145.5,145.5,0.0,0.0
2017-07-16,159.4,159.4,159.4,0.0,0.0,159.9,159.9,159.9,0.0,0.0,154.85,154.85,154.85,0.0,0.0,157.4,157.4,157.4,0.0,0.0
2017-07-23,160.35,160.35,160.35,0.0,0.0,165.85,165.85,165.85,0.0,0.0,158.77,158.77,158.77,0.0,0.0,165.4,165.4,165.4,0.0,0.0
2017-07-30,155.2,155.2,155.2,0.0,0.0,156.6,156.6,156.6,0.0,0.0,148.15,148.15,148.15,0.0,0.0,150.4,150.4,150.4,0.0,0.0
2017-08-06,165.2,165.2,165.2,0.0,0.0,167.12,167.12,167.12,0.0,0.0,161.4,161.4,161.4,0.0,0.0,165.55,165.55,165.55,0.0,0.0
2017-08-13,169.9,169.9,169.9,0.0,0.0,173.3,173.3,173.3,0.0,0.0,159.8,159.8,159.8,0.0,0.0,161.05,161.05,161.05,0.0,0.0
2017-08-20,171.05,171.05,171.05,0.0,0.0,173.65,173.65,173.65,0.0,0.0,165.59,165.59,165.59,0.0,0.0,170.15,170.15,170.15,0.0,0.0
2017-08-27,202.5,202.5,202.5,0.0,0.0,202.95,202.95,202.95,0.0,0.0,193.8,193.8,193.8,0.0,0.0,200.85,200.85,200.85,0.0,0.0
2017-09-03,218.35,218.35,218.35,0.0,0.0,218.65,218.65,218.65,0.0,0.0,207.05,207.05,207.05,0.0,0.0,211.75,211.75,211.75,0.0,0.0
2017-09-10,190.2,190.2,190.2,0.0,0.0,191.2,191.2,191.2,0.0,0.0,183.5,183.5,183.5,0.0,0.0,185.75,185.75,185.75,0.0,0.0
2017-09-17,167.7,167.7,167.7,0.0,0.0,170.4,170.4,170.4,0.0,0.0,165.65,165.65,165.65,0.0,0.0,168.9,168.9,168.9,0.0,0.0
2017-09-24,163.2,163.2,163.2,0.0,0.0,163.7,163.7,163.7,0.0,0.0,158.75,158.75,158.75,0.0,0.0,159.2,159.2,159.2,0.0,0.0
2017-10-01,162.65,162.65,162.65,0.0,0.0,171.65,171.65,171.65,0.0,0.0,159.2,159.2,159.2,0.0,0.0,171.5,171.5,171.5,0.0,0.0
2017-10-08,177.7,177.7,177.7,0.0,0.0,179.75,179.75,179.75,0.0,0.0,173.25,173.25,173.25,0.0,0.0,176.3,176.3,176.3,0.0,0.0
2017-10-15,163.8,163.8,163.8,0.0,0.0,164.75,164.75,164.75,0.0,0.0,159.75,159.75,159.75,0.0,0.0,161.75,161.75,161.75,0.0,0.0
2017-10-22,144.3,144.3,144.3,0.0,0.0,148.25,148.25,148.25,0.0,0.0,142.0,142.0,142.0,0.0,0.0,147.1,147.1,147.1,0.0,0.0
2017-10-29,147.75,147.75,147.75,0.0,0.0,148.5,148.5,148.5,0.0,0.0,139.6,139.6,139.6,0.0,0.0,143.5,143.5,143.5,0.0,0.0
2017-11-05,150.55,150.55,150.55,0.0,0.0,151.83,151.83,151.83,0.0,0.0,144.45,144.45,144.45,0.0,0.0,145.15,145.15,145.15,0.0,0.0
2017-11-12,147.05,147.05,147.05,0.0,0.0,151.15,151.15,151.15,0.0,0.0,144.8,144.8,144.8,0.0,0.0,149.0,149.0,149.0,0.0,0.0
2017-11-19,152.35,152.35,152.35,0.0,0.0,154.85,154.85,154.85,0.0,0.0,149.35,149.35,149.35,0.0,0.0,149.65,149.65,149.65,0.0,0.0
2017-11-26,140.6,140.6,140.6,0.0,0.0,148.4,148.4,148.4,0.0,0.0,139.75,139.75,139.75,0.0,0.0,142.0,142.0,142.0,0.0,0.0
2017-12-03,125.05,125.05,125.05,0.0,0.0,128.7,128.7,128.7,0.0,0.0,124.9,124.9,124.9,0.0,0.0,125.9,125.9,125.9,0.0,0.0
2017-12-10,137.15,137.15,137.15,0.0,0.0,137.2,137.2,137.2,0.0,0.0,132.2,132.2,132.2,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2017-12-17,150.05,150.05,150.05,0.0,0.0,152.45,152.45,152.45,0.0,0.0,148.1,148.1,148.1,0.0,0.0,151.95,151.95,151.95,0.0,0.0
2017-12-24,160.2,160.2,160.2,0.0,0.0,161.2,161.2,161.2,0.0,0.0,155.5,155.5,155.5,0.0,0.0,158.5,158.5,158.5,0.0,0.0
2017-12-31,164.5,164.5,164.5,0.0,0.0,168.25,168.25,168.25,0.0,0.0,163.6,163.6,163.6,0.0,0.0,167.05,167.05,167.05,0.0,0.0
