Date,SLNGStock_Open_average,SLNGStock_Open_max,SLNGStock_Open_min,SLNGStock_Open_volatility,SLNGStock_Open_change,SLNGStock_High_average,SLNGStock_High_max,SLNGStock_High_min,SLNGStock_High_volatility,SLNGStock_High_change,SLNGStock_Low_average,SLNGStock_Low_max,SLNGStock_Low_min,SLNGStock_Low_volatility,SLNGStock_Low_change,SLNGStock_Close_average,SLNGStock_Close_max,SLNGStock_Close_min,SLNGStock_Close_volatility,SLNGStock_Close_change,SLNGStock_Volume_average,SLNGStock_Volume_max,SLNGStock_Volume_min,SLNGStock_Volume_volatility,SLNGStock_Volume_change
2016-01-03,2.802,3.6,2.03,1.5700000000000003,0.9400000000000004,3.452,4.41,2.2,2.21,1.2999999999999998,2.5020000000000002,2.93,1.86,1.07,1.0599999999999998,3.108,3.55,2.1,1.4499999999999997,1.2999999999999998,167654,564074,5863,558211,30940
2016-01-10,2.688,2.71,2.64,0.06999999999999984,-0.010000000000000231,2.89,3.06,2.73,0.33000000000000007,-0.14000000000000012,2.58,2.68,2.5,0.18000000000000016,0.13000000000000034,2.728,2.82,2.64,0.17999999999999972,0.10999999999999988,42027,115694,2623,113071,-65246
2016-01-17,2.6975,2.77,2.63,0.14000000000000012,-0.050000000000000266,2.8200000000000003,2.85,2.77,0.08000000000000007,-0.020000000000000018,2.5925000000000002,2.64,2.54,0.10000000000000009,-0.04999999999999982,2.6875,2.77,2.64,0.1299999999999999,-0.1299999999999999,13127,33334,5768,27566,27566
2016-01-24,2.688,2.75,2.62,0.1299999999999999,-0.1200000000000001,2.754,2.9,2.62,0.2799999999999998,-0.23999999999999977,2.616,2.71,2.54,0.16999999999999993,-0.04999999999999982,2.71,2.9,2.54,0.3599999999999999,-0.23999999999999977,6580,14553,311,14242,-7059
2016-01-31,2.744,2.84,2.65,0.18999999999999995,0.13999999999999968,2.902,3.17,2.83,0.33999999999999986,0.33000000000000007,2.608,2.75,2.53,0.2200000000000002,0.2200000000000002,2.7159999999999997,2.83,2.55,0.28000000000000025,-0.08000000000000007,8774,17292,4867,12425,-9485
2016-02-07,2.626,2.75,2.53,0.2200000000000002,-0.2200000000000002,2.658,2.91,2.53,0.38000000000000034,-0.38000000000000034,2.552,2.65,2.45,0.19999999999999973,-0.19999999999999973,2.56,2.66,2.45,0.20999999999999996,-0.20999999999999996,2030,7084,111,6973,-1386
2016-02-14,2.31,2.39,2.22,0.16999999999999993,0.03000000000000025,2.41,2.52,2.34,0.18000000000000016,-0.08999999999999986,2.24,2.31,2.17,0.14000000000000012,0.14000000000000012,2.3575,2.41,2.32,0.0900000000000003,0.06000000000000005,5639,11264,615,10649,3128
2016-02-21,2.852,3.13,2.48,0.6499999999999999,0.6499999999999999,2.926,3.17,2.6,0.5699999999999998,0.56,2.73,2.98,2.48,0.5,0.3799999999999999,2.862,3.03,2.6,0.4299999999999997,0.3799999999999999,10025,26782,829,25953,-19264
2016-02-28,2.81,3.08,2.39,0.69,-0.23999999999999977,2.952,3.12,2.84,0.28000000000000025,-0.28000000000000025,2.5180000000000002,2.72,2.22,0.5,0.14000000000000012,2.586,2.72,2.28,0.4400000000000004,0.14000000000000012,8316,18726,2848,15878,-2943
2016-03-06,2.75,2.91,2.53,0.38000000000000034,-0.27,2.89,2.96,2.71,0.25,-0.2400000000000002,2.624,2.77,2.51,0.26000000000000023,-0.2100000000000004,2.792,2.92,2.61,0.31000000000000005,-0.31000000000000005,6777,14365,2683,11682,-566
