Date,John Hancock Multifactor FinancialsEtf_Open_average,John Hancock Multifactor FinancialsEtf_Open_max,John Hancock Multifactor FinancialsEtf_Open_min,John Hancock Multifactor FinancialsEtf_Open_volatility,John Hancock Multifactor FinancialsEtf_Open_change,John Hancock Multifactor FinancialsEtf_High_average,John Hancock Multifactor FinancialsEtf_High_max,John Hancock Multifactor FinancialsEtf_High_min,John Hancock Multifactor FinancialsEtf_High_volatility,John Hancock Multifactor FinancialsEtf_High_change,John Hancock Multifactor FinancialsEtf_Low_average,John Hancock Multifactor FinancialsEtf_Low_max,John Hancock Multifactor FinancialsEtf_Low_min,John Hancock Multifactor FinancialsEtf_Low_volatility,John Hancock Multifactor FinancialsEtf_Low_change,John Hancock Multifactor FinancialsEtf_Close_average,John Hancock Multifactor FinancialsEtf_Close_max,John Hancock Multifactor FinancialsEtf_Close_min,John Hancock Multifactor FinancialsEtf_Close_volatility,John Hancock Multifactor FinancialsEtf_Close_change
2016-03-13,23.96,23.96,23.96,0.0,0.0,24.39,24.39,24.39,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2016-03-20,24.0,24.0,24.0,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2016-03-27,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2016-04-03,23.8,23.8,23.8,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2016-04-10,24.74,24.74,24.74,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.74,24.74,24.74,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2016-04-17,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2016-04-24,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-05-01,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2016-05-08,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2016-05-15,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2016-05-22,25.92,25.92,25.92,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2016-05-29,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2016-06-05,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2016-06-12,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2016-06-19,24.12,24.12,24.12,0.0,0.0,24.3,24.3,24.3,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2016-06-26,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2016-07-03,24.38,24.38,24.38,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2016-07-10,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2016-07-17,25.28,25.28,25.28,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2016-07-24,25.4,25.4,25.4,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2016-07-31,25.83,25.83,25.83,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2016-08-07,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2016-08-14,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2016-08-21,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2016-08-28,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-09-04,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2016-09-11,26.07,26.07,26.07,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2016-09-18,26.45,26.45,26.45,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2016-09-25,26.09,26.09,26.09,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2016-10-02,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2016-10-09,26.14,26.14,26.14,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2016-10-16,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2016-10-23,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2016-10-30,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2016-11-06,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2016-11-13,29.46,29.46,29.46,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2016-11-20,29.79,29.79,29.79,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2016-11-27,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2016-12-04,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2016-12-11,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2016-12-18,31.01,31.01,31.01,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2016-12-25,30.6,30.6,30.6,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2017-01-01,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2017-01-08,31.02,31.02,31.02,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2017-01-15,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2017-01-22,31.26,31.26,31.26,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2017-01-29,31.26,31.26,31.26,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2017-02-05,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2017-02-12,32.34,32.34,32.34,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2017-02-19,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2017-02-26,32.81,32.81,32.81,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2017-03-05,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2017-03-12,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-03-19,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2017-03-26,31.67,31.67,31.67,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2017-04-02,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2017-04-09,30.63,30.63,30.63,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2017-04-16,31.28,31.28,31.28,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2017-04-23,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2017-04-30,31.82,31.82,31.82,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-05-07,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2017-05-14,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2017-05-21,31.55,31.55,31.55,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2017-05-28,31.34,31.34,31.34,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2017-06-04,32.08,32.08,32.08,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2017-06-11,32.58,32.58,32.58,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2017-06-18,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-06-25,32.73,32.73,32.73,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2017-07-02,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2017-07-09,32.93,32.93,32.93,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-07-16,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2017-07-23,33.05,33.05,33.05,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2017-07-30,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-08-06,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2017-08-13,32.78,32.78,32.78,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2017-08-20,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2017-08-27,33.03,33.03,33.03,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2017-09-03,31.54,31.54,31.54,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.54,31.54,31.54,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-09-10,32.74,32.74,32.74,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2017-09-17,33.59,33.59,33.59,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2017-09-24,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2017-10-01,34.83,34.83,34.83,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-10-08,34.6,34.6,34.6,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2017-10-15,35.18,35.18,35.18,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2017-10-22,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2017-10-29,35.35,35.35,35.35,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2017-11-05,34.68,34.68,34.68,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2017-11-12,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2017-11-19,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-11-26,36.33,36.33,36.33,0.0,0.0,36.52,36.52,36.52,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2017-12-03,36.76,36.76,36.76,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2017-12-10,36.52,36.52,36.52,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-12-17,37.05,37.05,37.05,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2017-12-24,36.93,36.93,36.93,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2017-12-31,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.4,37.4,37.4,0.0,0.0
