Date,Guggenheim CurrencyShares Australian DollarEtf_Open_average,Guggenheim CurrencyShares Australian DollarEtf_Open_max,Guggenheim CurrencyShares Australian DollarEtf_Open_min,Guggenheim CurrencyShares Australian DollarEtf_Open_volatility,Guggenheim CurrencyShares Australian DollarEtf_Open_change,Guggenheim CurrencyShares Australian DollarEtf_High_average,Guggenheim CurrencyShares Australian DollarEtf_High_max,Guggenheim CurrencyShares Australian DollarEtf_High_min,Guggenheim CurrencyShares Australian DollarEtf_High_volatility,Guggenheim CurrencyShares Australian DollarEtf_High_change,Guggenheim CurrencyShares Australian DollarEtf_Low_average,Guggenheim CurrencyShares Australian DollarEtf_Low_max,Guggenheim CurrencyShares Australian DollarEtf_Low_min,Guggenheim CurrencyShares Australian DollarEtf_Low_volatility,Guggenheim CurrencyShares Australian DollarEtf_Low_change,Guggenheim CurrencyShares Australian DollarEtf_Close_average,Guggenheim CurrencyShares Australian DollarEtf_Close_max,Guggenheim CurrencyShares Australian DollarEtf_Close_min,Guggenheim CurrencyShares Australian DollarEtf_Close_volatility,Guggenheim CurrencyShares Australian DollarEtf_Close_change
2016-04-03,75.56,75.56,75.56,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.56,75.56,75.56,0.0,0.0
2016-04-10,77.07,77.07,77.07,0.0,0.0,77.34,77.34,77.34,0.0,0.0,76.96,76.96,76.96,0.0,0.0,77.24,77.24,77.24,0.0,0.0
2016-04-17,77.4,77.4,77.4,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.01,77.01,77.01,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2016-04-24,76.37,76.37,76.37,0.0,0.0,76.44,76.44,76.44,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2016-05-01,73.56,73.56,73.56,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.7,73.7,73.7,0.0,0.0
2016-05-08,72.74,72.74,72.74,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2016-05-15,72.4,72.4,72.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.19,72.19,72.19,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2016-05-22,72.06,72.06,72.06,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2016-05-29,73.23,73.23,73.23,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2016-06-05,74.15,74.15,74.15,0.0,0.0,74.21,74.21,74.21,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.81,73.81,73.81,0.0,0.0
2016-06-12,73.95,73.95,73.95,0.0,0.0,74.09,74.09,74.09,0.0,0.0,73.81,73.81,73.81,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2016-06-19,74.64,74.64,74.64,0.0,0.0,75.17,75.17,75.17,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2016-06-26,74.95,74.95,74.95,0.0,0.0,75.02,75.02,75.02,0.0,0.0,74.82,74.82,74.82,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2016-07-03,75.45,75.45,75.45,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2016-07-10,76.15,76.15,76.15,0.0,0.0,76.15,76.15,76.15,0.0,0.0,75.87,75.87,75.87,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2016-07-17,74.73,74.73,74.73,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2016-07-24,75.8,75.8,75.8,0.0,0.0,76.15,76.15,76.15,0.0,0.0,75.72,75.72,75.72,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2016-07-31,76.01,76.01,76.01,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.01,76.01,76.01,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2016-08-07,77.19,77.19,77.19,0.0,0.0,77.2,77.2,77.2,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2016-08-14,76.18,76.18,76.18,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.09,76.09,76.09,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2016-08-21,76.61,76.61,76.61,0.0,0.0,76.91,76.91,76.91,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2016-08-28,75.88,75.88,75.88,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2016-09-04,75.77,75.77,75.77,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2016-09-11,74.82,74.82,74.82,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2016-09-18,76.29,76.29,76.29,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2016-09-25,76.6,76.6,76.6,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.55,76.55,76.55,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2016-10-02,76.25,76.25,76.25,0.0,0.0,76.26,76.26,76.26,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.86,75.86,75.86,0.0,0.0
2016-10-09,76.34,76.34,76.34,0.0,0.0,76.48,76.48,76.48,0.0,0.0,76.1,76.1,76.1,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2016-10-16,76.14,76.14,76.14,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2016-10-23,75.82,75.82,75.82,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2016-10-30,76.88,76.88,76.88,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.68,76.68,76.68,0.0,0.0,76.79,76.79,76.79,0.0,0.0
2016-11-06,75.83,75.83,75.83,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2016-11-13,73.83,73.83,73.83,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2016-11-20,74.51,74.51,74.51,0.0,0.0,74.51,74.51,74.51,0.0,0.0,74.28,74.28,74.28,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2016-11-27,74.47,74.47,74.47,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2016-12-04,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2016-12-11,73.19,73.19,73.19,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.91,72.91,72.91,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2016-12-18,71.73,71.73,71.73,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2016-12-25,72.17,72.17,72.17,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2017-01-01,73.16,73.16,73.16,0.0,0.0,73.31,73.31,73.31,0.0,0.0,72.92,72.92,72.92,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2017-01-08,74.75,74.75,74.75,0.0,0.0,75.04,75.04,75.04,0.0,0.0,74.54,74.54,74.54,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2017-01-15,75.47,75.47,75.47,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2017-01-22,75.65,75.65,75.65,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-01-29,76.82,76.82,76.82,0.0,0.0,76.93,76.93,76.93,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2017-02-05,76.73,76.73,76.73,0.0,0.0,76.9,76.9,76.9,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.78,76.78,76.78,0.0,0.0
2017-02-12,76.77,76.77,76.77,0.0,0.0,76.77,76.77,76.77,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.74,76.74,76.74,0.0,0.0
2017-02-19,76.72,76.72,76.72,0.0,0.0,76.93,76.93,76.93,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.83,76.83,76.83,0.0,0.0
2017-02-26,75.69,75.69,75.69,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2017-03-05,75.36,75.36,75.36,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2017-03-12,77.02,77.02,77.02,0.0,0.0,77.16,77.16,77.16,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2017-03-19,76.2,76.2,76.2,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2017-03-26,76.42,76.42,76.42,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2017-04-02,75.14,75.14,75.14,0.0,0.0,75.21,75.21,75.21,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2017-04-09,75.83,75.83,75.83,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.71,75.71,75.71,0.0,0.0
2017-04-16,75.4,75.4,75.4,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2017-04-23,74.65,74.65,74.65,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2017-04-30,73.96,73.96,73.96,0.0,0.0,74.23,74.23,74.23,0.0,0.0,73.94,73.94,73.94,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2017-05-07,74.02,74.02,74.02,0.0,0.0,74.02,74.02,74.02,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2017-05-14,74.56,74.56,74.56,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2017-05-21,74.51,74.51,74.51,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2017-05-28,74.15,74.15,74.15,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.38,74.38,74.38,0.0,0.0
2017-06-04,75.22,75.22,75.22,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2017-06-11,76.2,76.2,76.2,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2017-06-18,75.7,75.7,75.7,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2017-06-25,76.89,76.89,76.89,0.0,0.0,76.97,76.97,76.97,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2017-07-02,76.04,76.04,76.04,0.0,0.0,76.06,76.06,76.06,0.0,0.0,75.96,75.96,75.96,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2017-07-09,78.13,78.13,78.13,0.0,0.0,78.29,78.29,78.29,0.0,0.0,78.03,78.03,78.03,0.0,0.0,78.29,78.29,78.29,0.0,0.0
2017-07-16,79.3,79.3,79.3,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2017-07-23,79.86,79.86,79.86,0.0,0.0,80.09,80.09,80.09,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.94,79.94,79.94,0.0,0.0
2017-07-30,79.25,79.25,79.25,0.0,0.0,79.31,79.31,79.31,0.0,0.0,78.94,78.94,78.94,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2017-08-06,78.77,78.77,78.77,0.0,0.0,79.1,79.1,79.1,0.0,0.0,78.73,78.73,78.73,0.0,0.0,78.96,78.96,78.96,0.0,0.0
2017-08-13,79.28,79.28,79.28,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.11,79.11,79.11,0.0,0.0,79.38,79.38,79.38,0.0,0.0
2017-08-20,79.15,79.15,79.15,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.44,79.44,79.44,0.0,0.0
2017-08-27,79.85,79.85,79.85,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-09-03,80.89,80.89,80.89,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.54,80.54,80.54,0.0,0.0
2017-09-10,80.2,80.2,80.2,0.0,0.0,80.25,80.25,80.25,0.0,0.0,79.99,79.99,79.99,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2017-09-17,79.73,79.73,79.73,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-09-24,78.44,78.44,78.44,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.43,78.43,78.43,0.0,0.0
2017-10-01,77.54,77.54,77.54,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.69,77.69,77.69,0.0,0.0
2017-10-08,78.93,78.93,78.93,0.0,0.0,78.98,78.98,78.98,0.0,0.0,78.81,78.81,78.81,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2017-10-15,78.32,78.32,78.32,0.0,0.0,78.33,78.33,78.33,0.0,0.0,78.15,78.15,78.15,0.0,0.0,78.19,78.19,78.19,0.0,0.0
2017-10-22,76.52,76.52,76.52,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.42,76.42,76.42,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2017-10-29,76.8,76.8,76.8,0.0,0.0,76.8,76.8,76.8,0.0,0.0,76.46,76.46,76.46,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2017-11-05,76.61,76.61,76.61,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2017-11-12,75.51,75.51,75.51,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2017-11-19,76.24,76.24,76.24,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.17,76.17,76.17,0.0,0.0,76.17,76.17,76.17,0.0,0.0
2017-11-26,75.8,75.8,75.8,0.0,0.0,76.41,76.41,76.41,0.0,0.0,75.8,75.8,75.8,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2017-12-03,75.21,75.21,75.21,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2017-12-10,76.66,76.66,76.66,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.46,76.46,76.46,0.0,0.0
2017-12-17,77.15,77.15,77.15,0.0,0.0,77.2,77.2,77.2,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.18,77.18,77.18,0.0,0.0
2017-12-24,78.14,78.14,78.14,0.0,0.0,78.23,78.23,78.23,0.0,0.0,78.02,78.02,78.02,0.0,0.0,78.05,78.05,78.05,0.0,0.0
2017-12-31,78.48,78.48,78.48,0.0,0.0,78.73,78.73,78.73,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.73,78.73,78.73,0.0,0.0
