Date,PowerShares DWA Energy Momentum Portfolio_etf_Open_average,PowerShares DWA Energy Momentum Portfolio_etf_Open_max,PowerShares DWA Energy Momentum Portfolio_etf_Open_min,PowerShares DWA Energy Momentum Portfolio_etf_Open_volatility,PowerShares DWA Energy Momentum Portfolio_etf_Open_change,PowerShares DWA Energy Momentum Portfolio_etf_High_average,PowerShares DWA Energy Momentum Portfolio_etf_High_max,PowerShares DWA Energy Momentum Portfolio_etf_High_min,PowerShares DWA Energy Momentum Portfolio_etf_High_volatility,PowerShares DWA Energy Momentum Portfolio_etf_High_change,PowerShares DWA Energy Momentum Portfolio_etf_Low_average,PowerShares DWA Energy Momentum Portfolio_etf_Low_max,PowerShares DWA Energy Momentum Portfolio_etf_Low_min,PowerShares DWA Energy Momentum Portfolio_etf_Low_volatility,PowerShares DWA Energy Momentum Portfolio_etf_Low_change,PowerShares DWA Energy Momentum Portfolio_etf_Close_average,PowerShares DWA Energy Momentum Portfolio_etf_Close_max,PowerShares DWA Energy Momentum Portfolio_etf_Close_min,PowerShares DWA Energy Momentum Portfolio_etf_Close_volatility,PowerShares DWA Energy Momentum Portfolio_etf_Close_change
2016-09-11,37.81,37.81,37.81,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.73,37.73,37.73,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2016-09-18,39.38,39.38,39.38,0.0,0.0,39.51,39.51,39.51,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2016-09-25,41.14,41.14,41.14,0.0,0.0,41.84,41.84,41.84,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2016-10-02,42.04,42.04,42.04,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2016-10-09,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2016-10-16,41.85,41.85,41.85,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2016-10-23,39.88,39.88,39.88,0.0,0.0,40.55,40.55,40.55,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2016-10-30,37.96,37.96,37.96,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2016-11-06,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2016-11-13,40.71,40.71,40.71,0.0,0.0,41.38,41.38,41.38,0.0,0.0,40.71,40.71,40.71,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2016-11-20,42.74,42.74,42.74,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2016-11-27,45.22,45.22,45.22,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2016-12-04,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2016-12-11,44.98,44.98,44.98,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2016-12-18,44.46,44.46,44.46,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2016-12-25,43.93,43.93,43.93,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2017-01-01,45.05,45.05,45.05,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-01-08,43.47,43.47,43.47,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2017-01-15,44.22,44.22,44.22,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2017-01-22,45.09,45.09,45.09,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2017-01-29,43.08,43.08,43.08,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.08,43.08,43.08,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2017-02-05,42.82,42.82,42.82,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-02-12,42.07,42.07,42.07,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2017-02-19,40.55,40.55,40.55,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2017-02-26,40.25,40.25,40.25,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2017-03-05,38.14,38.14,38.14,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2017-03-12,38.3,38.3,38.3,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2017-03-19,36.96,36.96,36.96,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2017-03-26,38.52,38.52,38.52,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.4,38.4,38.4,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2017-04-02,38.89,38.89,38.89,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2017-04-09,38.69,38.69,38.69,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2017-04-16,36.35,36.35,36.35,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2017-04-23,36.68,36.68,36.68,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2017-04-30,34.75,34.75,34.75,0.0,0.0,36.03,36.03,36.03,0.0,0.0,34.75,34.75,34.75,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2017-05-07,36.42,36.42,36.42,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2017-05-14,36.41,36.41,36.41,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2017-05-21,35.42,35.42,35.42,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2017-05-28,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2017-06-04,32.95,32.95,32.95,0.0,0.0,34.01,34.01,34.01,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2017-06-11,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2017-06-18,31.95,31.95,31.95,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-06-25,33.41,33.41,33.41,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2017-07-02,32.21,32.21,32.21,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-07-09,33.39,33.39,33.39,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-07-16,33.56,33.56,33.56,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2017-07-23,34.08,34.08,34.08,0.0,0.0,34.75,34.75,34.75,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2017-07-30,32.46,32.46,32.46,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.46,32.46,32.46,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2017-08-06,31.6,31.6,31.6,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2017-08-13,30.1,30.1,30.1,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-08-20,30.73,30.73,30.73,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2017-08-27,31.28,31.28,31.28,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2017-09-03,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2017-09-10,33.43,33.43,33.43,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2017-09-17,34.5,34.5,34.5,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2017-09-24,35.38,35.38,35.38,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2017-10-01,35.33,35.33,35.33,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2017-10-08,35.52,35.52,35.52,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2017-10-15,34.6,34.6,34.6,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2017-10-22,34.01,34.01,34.01,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2017-10-29,36.76,36.76,36.76,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2017-11-05,37.53,37.53,37.53,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2017-11-12,35.89,35.89,35.89,0.0,0.0,36.48,36.48,36.48,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2017-11-19,36.89,36.89,36.89,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-11-26,37.75,37.75,37.75,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-12-03,36.95,36.95,36.95,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2017-12-10,37.05,37.05,37.05,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2017-12-17,39.03,39.03,39.03,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-12-24,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2017-12-31,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.84,40.84,40.84,0.0,0.0
