Date,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_volatility,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_change,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_volatility,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_change,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_volatility,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_change,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_volatility,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_change
2016-01-03,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2016-01-10,30.82,30.82,30.82,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2016-01-17,32.08,32.08,32.08,0.0,0.0,32.34,32.34,32.34,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2016-01-24,29.52,29.52,29.52,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.52,29.52,29.52,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2016-01-31,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2016-02-07,29.5,29.5,29.5,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2016-02-14,32.85,32.85,32.85,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2016-02-21,30.28,30.28,30.28,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2016-02-28,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-03-06,29.48,29.48,29.48,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.47,29.47,29.47,0.0,0.0
