Date,Vanguard Materials_etf_Open_average,Vanguard Materials_etf_Open_max,Vanguard Materials_etf_Open_min,Vanguard Materials_etf_Open_volatility,Vanguard Materials_etf_Open_change,Vanguard Materials_etf_High_average,Vanguard Materials_etf_High_max,Vanguard Materials_etf_High_min,Vanguard Materials_etf_High_volatility,Vanguard Materials_etf_High_change,Vanguard Materials_etf_Low_average,Vanguard Materials_etf_Low_max,Vanguard Materials_etf_Low_min,Vanguard Materials_etf_Low_volatility,Vanguard Materials_etf_Low_change,Vanguard Materials_etf_Close_average,Vanguard Materials_etf_Close_max,Vanguard Materials_etf_Close_min,Vanguard Materials_etf_Close_volatility,Vanguard Materials_etf_Close_change
2016-06-12,103.88,103.88,103.88,0.0,0.0,104.73,104.73,104.73,0.0,0.0,103.68,103.68,103.68,0.0,0.0,104.39,104.39,104.39,0.0,0.0
2016-06-19,102.95,102.95,102.95,0.0,0.0,103.56,103.56,103.56,0.0,0.0,101.01,101.01,101.01,0.0,0.0,101.27,101.27,101.27,0.0,0.0
2016-06-26,102.58,102.58,102.58,0.0,0.0,103.3,103.3,103.3,0.0,0.0,102.4,102.4,102.4,0.0,0.0,102.75,102.75,102.75,0.0,0.0
2016-07-03,102.36,102.36,102.36,0.0,0.0,104.53,104.53,104.53,0.0,0.0,102.36,102.36,102.36,0.0,0.0,104.33,104.33,104.33,0.0,0.0
2016-07-10,108.49,108.49,108.49,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.04,108.04,108.04,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2016-07-17,107.51,107.51,107.51,0.0,0.0,107.99,107.99,107.99,0.0,0.0,107.32,107.32,107.32,0.0,0.0,107.77,107.77,107.77,0.0,0.0
2016-07-24,108.19,108.19,108.19,0.0,0.0,108.25,108.25,108.25,0.0,0.0,107.23,107.23,107.23,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2016-07-31,108.15,108.15,108.15,0.0,0.0,108.51,108.51,108.51,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.25,108.25,108.25,0.0,0.0
2016-08-07,108.66,108.66,108.66,0.0,0.0,108.66,108.66,108.66,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.49,107.49,107.49,0.0,0.0
2016-08-14,108.22,108.22,108.22,0.0,0.0,108.96,108.96,108.96,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2016-08-21,109.24,109.24,109.24,0.0,0.0,110.03,110.03,110.03,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2016-08-28,109.15,109.15,109.15,0.0,0.0,109.56,109.56,109.56,0.0,0.0,108.99,108.99,108.99,0.0,0.0,109.53,109.53,109.53,0.0,0.0
2016-09-04,108.17,108.17,108.17,0.0,0.0,108.17,108.17,108.17,0.0,0.0,105.37,105.37,105.37,0.0,0.0,105.47,105.47,105.47,0.0,0.0
2016-09-11,104.63,104.63,104.63,0.0,0.0,104.75,104.75,104.75,0.0,0.0,104.2,104.2,104.2,0.0,0.0,104.54,104.54,104.54,0.0,0.0
2016-09-18,106.26,106.26,106.26,0.0,0.0,106.45,106.45,106.45,0.0,0.0,105.8,105.8,105.8,0.0,0.0,105.86,105.86,105.86,0.0,0.0
2016-09-25,106.7,106.7,106.7,0.0,0.0,107.32,107.32,107.32,0.0,0.0,106.44,106.44,106.44,0.0,0.0,106.92,106.92,106.92,0.0,0.0
2016-10-02,106.58,106.58,106.58,0.0,0.0,106.63,106.63,106.63,0.0,0.0,104.31,104.31,104.31,0.0,0.0,104.74,104.74,104.74,0.0,0.0
2016-10-09,103.67,103.67,103.67,0.0,0.0,104.18,104.18,104.18,0.0,0.0,103.36,103.36,103.36,0.0,0.0,103.45,103.45,103.45,0.0,0.0
2016-10-16,104.6,104.6,104.6,0.0,0.0,105.34,105.34,105.34,0.0,0.0,104.29,104.29,104.29,0.0,0.0,105.34,105.34,105.34,0.0,0.0
2016-10-23,104.28,104.28,104.28,0.0,0.0,105.01,105.01,105.01,0.0,0.0,103.7,103.7,103.7,0.0,0.0,104.11,104.11,104.11,0.0,0.0
2016-10-30,103.22,103.22,103.22,0.0,0.0,104.26,104.26,104.26,0.0,0.0,103.12,103.12,103.12,0.0,0.0,103.68,103.68,103.68,0.0,0.0
2016-11-06,109.31,109.31,109.31,0.0,0.0,109.43,109.43,109.43,0.0,0.0,107.65,107.65,107.65,0.0,0.0,108.56,108.56,108.56,0.0,0.0
2016-11-13,109.9,109.9,109.9,0.0,0.0,109.9,109.9,109.9,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.55,109.55,109.55,0.0,0.0
2016-11-20,112.48,112.48,112.48,0.0,0.0,112.7,112.7,112.7,0.0,0.0,112.25,112.25,112.25,0.0,0.0,112.64,112.64,112.64,0.0,0.0
2016-11-27,112.95,112.95,112.95,0.0,0.0,113.33,113.33,113.33,0.0,0.0,112.43,112.43,112.43,0.0,0.0,113.09,113.09,113.09,0.0,0.0
2016-12-04,117.25,117.25,117.25,0.0,0.0,117.44,117.44,117.44,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.89,116.89,116.89,0.0,0.0
2016-12-11,114.8,114.8,114.8,0.0,0.0,114.92,114.92,114.92,0.0,0.0,114.09,114.09,114.09,0.0,0.0,114.22,114.22,114.22,0.0,0.0
2016-12-18,113.57,113.57,113.57,0.0,0.0,114.01,114.01,114.01,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.97,113.97,113.97,0.0,0.0
2016-12-25,113.73,113.73,113.73,0.0,0.0,113.73,113.73,113.73,0.0,0.0,112.16,112.16,112.16,0.0,0.0,112.44,112.44,112.44,0.0,0.0
2017-01-01,114.97,114.97,114.97,0.0,0.0,114.97,114.97,114.97,0.0,0.0,114.2,114.2,114.2,0.0,0.0,114.6,114.6,114.6,0.0,0.0
2017-01-08,115.41,115.41,115.41,0.0,0.0,115.74,115.74,115.74,0.0,0.0,115.16,115.16,115.16,0.0,0.0,115.36,115.36,115.36,0.0,0.0
2017-01-15,115.24,115.24,115.24,0.0,0.0,115.8,115.8,115.8,0.0,0.0,114.96,114.96,114.96,0.0,0.0,115.56,115.56,115.56,0.0,0.0
2017-01-22,119.78,119.78,119.78,0.0,0.0,119.78,119.78,119.78,0.0,0.0,119.24,119.24,119.24,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2017-01-29,118.25,118.25,118.25,0.0,0.0,118.42,118.42,118.42,0.0,0.0,117.9,117.9,117.9,0.0,0.0,118.28,118.28,118.28,0.0,0.0
2017-02-05,118.21,118.21,118.21,0.0,0.0,118.99,118.99,118.99,0.0,0.0,118.18,118.18,118.18,0.0,0.0,118.77,118.77,118.77,0.0,0.0
2017-02-12,119.68,119.68,119.68,0.0,0.0,119.68,119.68,119.68,0.0,0.0,119.03,119.03,119.03,0.0,0.0,119.46,119.46,119.46,0.0,0.0
2017-02-19,118.67,118.67,118.67,0.0,0.0,119.35,119.35,119.35,0.0,0.0,118.24,118.24,118.24,0.0,0.0,119.19,119.19,119.19,0.0,0.0
2017-02-26,119.95,119.95,119.95,0.0,0.0,120.21,120.21,120.21,0.0,0.0,119.46,119.46,119.46,0.0,0.0,119.89,119.89,119.89,0.0,0.0
2017-03-05,118.11,118.11,118.11,0.0,0.0,118.42,118.42,118.42,0.0,0.0,117.49,117.49,117.49,0.0,0.0,118.0,118.0,118.0,0.0,0.0
2017-03-12,119.63,119.63,119.63,0.0,0.0,119.95,119.95,119.95,0.0,0.0,119.54,119.54,119.54,0.0,0.0,119.83,119.83,119.83,0.0,0.0
2017-03-19,118.21,118.21,118.21,0.0,0.0,118.32,118.32,118.32,0.0,0.0,116.46,116.46,116.46,0.0,0.0,116.92,116.92,116.92,0.0,0.0
2017-03-26,118.87,118.87,118.87,0.0,0.0,119.56,119.56,119.56,0.0,0.0,118.81,118.81,118.81,0.0,0.0,118.94,118.94,118.94,0.0,0.0
2017-04-02,118.83,118.83,118.83,0.0,0.0,119.47,119.47,119.47,0.0,0.0,118.36,118.36,118.36,0.0,0.0,119.11,119.11,119.11,0.0,0.0
2017-04-09,117.14,117.14,117.14,0.0,0.0,117.5,117.5,117.5,0.0,0.0,116.03,116.03,116.03,0.0,0.0,116.16,116.16,116.16,0.0,0.0
2017-04-16,118.49,118.49,118.49,0.0,0.0,118.61,118.61,118.61,0.0,0.0,118.0,118.0,118.0,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2017-04-23,121.25,121.25,121.25,0.0,0.0,121.25,121.25,121.25,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.24,120.24,120.24,0.0,0.0
2017-04-30,119.28,119.28,119.28,0.0,0.0,120.44,120.44,120.44,0.0,0.0,119.25,119.25,119.25,0.0,0.0,120.44,120.44,120.44,0.0,0.0
2017-05-07,118.85,118.85,118.85,0.0,0.0,119.08,119.08,119.08,0.0,0.0,118.64,118.64,118.64,0.0,0.0,118.8,118.8,118.8,0.0,0.0
2017-05-14,117.79,117.79,117.79,0.0,0.0,118.99,118.99,118.99,0.0,0.0,117.74,117.74,117.74,0.0,0.0,118.44,118.44,118.44,0.0,0.0
2017-05-21,119.33,119.33,119.33,0.0,0.0,119.64,119.64,119.64,0.0,0.0,119.19,119.19,119.19,0.0,0.0,119.59,119.59,119.59,0.0,0.0
2017-05-28,121.18,121.18,121.18,0.0,0.0,121.68,121.68,121.68,0.0,0.0,121.02,121.02,121.02,0.0,0.0,121.32,121.32,121.32,0.0,0.0
2017-06-04,121.82,121.82,121.82,0.0,0.0,123.08,123.08,123.08,0.0,0.0,121.81,121.81,121.81,0.0,0.0,123.01,123.01,123.01,0.0,0.0
2017-06-11,121.52,121.52,121.52,0.0,0.0,121.69,121.69,121.69,0.0,0.0,120.94,120.94,120.94,0.0,0.0,121.69,121.69,121.69,0.0,0.0
2017-06-18,121.31,121.31,121.31,0.0,0.0,122.05,122.05,122.05,0.0,0.0,120.83,120.83,120.83,0.0,0.0,121.64,121.64,121.64,0.0,0.0
2017-06-25,121.49,121.49,121.49,0.0,0.0,122.19,122.19,122.19,0.0,0.0,121.29,121.29,121.29,0.0,0.0,121.6,121.6,121.6,0.0,0.0
2017-07-02,121.66,121.66,121.66,0.0,0.0,122.31,122.31,122.31,0.0,0.0,121.35,121.35,121.35,0.0,0.0,122.25,122.25,122.25,0.0,0.0
2017-07-09,124.44,124.44,124.44,0.0,0.0,125.15,125.15,125.15,0.0,0.0,124.44,124.44,124.44,0.0,0.0,124.84,124.84,124.84,0.0,0.0
2017-07-16,124.93,124.93,124.93,0.0,0.0,125.0,125.0,125.0,0.0,0.0,124.49,124.49,124.49,0.0,0.0,124.9,124.9,124.9,0.0,0.0
2017-07-23,124.42,124.42,124.42,0.0,0.0,124.85,124.85,124.85,0.0,0.0,123.57,123.57,123.57,0.0,0.0,124.01,124.01,124.01,0.0,0.0
2017-07-30,123.02,123.02,123.02,0.0,0.0,123.2,123.2,123.2,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.12,123.12,123.12,0.0,0.0
2017-08-06,120.26,120.26,120.26,0.0,0.0,120.76,120.76,120.76,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.4,120.4,120.4,0.0,0.0
2017-08-13,120.51,120.51,120.51,0.0,0.0,121.21,121.21,121.21,0.0,0.0,120.2,120.2,120.2,0.0,0.0,120.75,120.75,120.75,0.0,0.0
2017-08-20,122.6,122.6,122.6,0.0,0.0,122.68,122.68,122.68,0.0,0.0,122.25,122.25,122.25,0.0,0.0,122.46,122.46,122.46,0.0,0.0
2017-08-27,124.6,124.6,124.6,0.0,0.0,125.27,125.27,125.27,0.0,0.0,124.45,124.45,124.45,0.0,0.0,125.17,125.17,125.17,0.0,0.0
2017-09-03,124.33,124.33,124.33,0.0,0.0,124.36,124.36,124.36,0.0,0.0,123.8,123.8,123.8,0.0,0.0,124.35,124.35,124.35,0.0,0.0
2017-09-10,126.88,126.88,126.88,0.0,0.0,127.05,127.05,127.05,0.0,0.0,126.63,126.63,126.63,0.0,0.0,126.97,126.97,126.97,0.0,0.0
2017-09-17,128.49,128.49,128.49,0.0,0.0,128.54,128.54,128.54,0.0,0.0,128.13,128.13,128.13,0.0,0.0,128.37,128.37,128.37,0.0,0.0
2017-09-24,128.72,128.72,128.72,0.0,0.0,128.74,128.74,128.74,0.0,0.0,128.12,128.12,128.12,0.0,0.0,128.52,128.52,128.52,0.0,0.0
2017-10-01,131.1,131.1,131.1,0.0,0.0,131.28,131.28,131.28,0.0,0.0,130.75,130.75,130.75,0.0,0.0,131.28,131.28,131.28,0.0,0.0
2017-10-08,132.29,132.29,132.29,0.0,0.0,132.51,132.51,132.51,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.23,132.23,132.23,0.0,0.0
2017-10-15,132.5,132.5,132.5,0.0,0.0,132.89,132.89,132.89,0.0,0.0,132.4,132.4,132.4,0.0,0.0,132.89,132.89,132.89,0.0,0.0
2017-10-22,133.9,133.9,133.9,0.0,0.0,133.9,133.9,133.9,0.0,0.0,132.74,132.74,132.74,0.0,0.0,133.69,133.69,133.69,0.0,0.0
2017-10-29,133.13,133.13,133.13,0.0,0.0,133.13,133.13,133.13,0.0,0.0,132.45,132.45,132.45,0.0,0.0,132.95,132.95,132.95,0.0,0.0
2017-11-05,131.11,131.11,131.11,0.0,0.0,131.44,131.44,131.44,0.0,0.0,130.67,130.67,130.67,0.0,0.0,130.95,130.95,130.95,0.0,0.0
2017-11-12,131.17,131.17,131.17,0.0,0.0,132.0,132.0,132.0,0.0,0.0,131.1,131.1,131.1,0.0,0.0,131.58,131.58,131.58,0.0,0.0
2017-11-19,132.89,132.89,132.89,0.0,0.0,133.15,133.15,133.15,0.0,0.0,132.43,132.43,132.43,0.0,0.0,133.09,133.09,133.09,0.0,0.0
2017-11-26,134.65,134.65,134.65,0.0,0.0,134.73,134.73,134.73,0.0,0.0,132.2,132.2,132.2,0.0,0.0,133.45,133.45,133.45,0.0,0.0
2017-12-03,134.45,134.45,134.45,0.0,0.0,134.53,134.53,134.53,0.0,0.0,133.85,133.85,133.85,0.0,0.0,134.03,134.03,134.03,0.0,0.0
2017-12-10,133.0,133.0,133.0,0.0,0.0,133.48,133.48,133.48,0.0,0.0,132.72,132.72,132.72,0.0,0.0,133.02,133.02,133.02,0.0,0.0
2017-12-17,136.0,136.0,136.0,0.0,0.0,136.25,136.25,136.25,0.0,0.0,135.65,135.65,135.65,0.0,0.0,136.18,136.18,136.18,0.0,0.0
2017-12-24,137.53,137.53,137.53,0.0,0.0,137.53,137.53,137.53,0.0,0.0,136.63,136.63,136.63,0.0,0.0,136.7,136.7,136.7,0.0,0.0
2017-12-31,141.27,141.27,141.27,0.0,0.0,141.87,141.87,141.87,0.0,0.0,141.06,141.06,141.06,0.0,0.0,141.81,141.81,141.81,0.0,0.0
