Date,CERSStock_Open_average,CERSStock_Open_max,CERSStock_Open_min,CERSStock_Open_volatility,CERSStock_Open_change,CERSStock_High_average,CERSStock_High_max,CERSStock_High_min,CERSStock_High_volatility,CERSStock_High_change,CERSStock_Low_average,CERSStock_Low_max,CERSStock_Low_min,CERSStock_Low_volatility,CERSStock_Low_change,CERSStock_Close_average,CERSStock_Close_max,CERSStock_Close_min,CERSStock_Close_volatility,CERSStock_Close_change,CERSStock_Volume_average,CERSStock_Volume_max,CERSStock_Volume_min,CERSStock_Volume_volatility,CERSStock_Volume_change
2016-01-03,6.216,6.49,5.94,0.5499999999999998,-0.25,6.3,6.66,6.11,0.5499999999999998,-0.15999999999999925,6.026,6.28,5.83,0.4500000000000002,-0.20000000000000018,6.1240000000000006,6.4,5.84,0.5600000000000005,-0.40000000000000036,1172697,1778863,819235,959628,-315326
2016-01-10,5.553999999999999,5.89,5.31,0.5800000000000001,-0.5,5.676,5.94,5.43,0.5100000000000007,-0.5100000000000007,5.33,5.59,5.16,0.4299999999999997,-0.4299999999999997,5.462,5.62,5.29,0.33000000000000007,-0.2599999999999998,1483487,2117963,1129229,988734,-506822
2016-01-17,5.4375,5.69,5.13,0.5600000000000005,0.28000000000000025,5.65,5.83,5.49,0.33999999999999986,0.2599999999999998,5.295,5.5,5.0,0.5,0.2999999999999998,5.49,5.64,5.23,0.40999999999999925,0.33999999999999986,1183395,1524683,909054,615629,-31513
2016-01-24,5.364,5.55,5.2,0.34999999999999964,-0.21999999999999975,5.546,5.8,5.42,0.3799999999999999,-0.07000000000000028,5.17,5.31,4.98,0.3299999999999992,-0.02999999999999936,5.318,5.43,5.19,0.23999999999999932,0.10999999999999943,1976521,5483702,940829,4542873,568731
2016-01-31,5.382,5.52,5.27,0.25,0.09999999999999964,5.462,5.55,5.36,0.1899999999999995,0.05999999999999961,5.244,5.31,5.16,0.14999999999999947,0.020000000000000462,5.35,5.43,5.29,0.13999999999999968,0.10999999999999943,1699441,2661476,1175233,1486243,1219766
2016-02-07,5.71,6.3,5.25,1.0499999999999998,-0.15000000000000036,5.84,6.44,5.37,1.0700000000000003,-0.34999999999999964,5.390000000000001,6.0,4.98,1.0199999999999996,-0.33999999999999986,5.5360000000000005,6.02,5.11,0.9099999999999993,-0.5800000000000001,3869291,8702615,1653895,7048720,-939539
2016-02-14,5.2625,5.33,5.15,0.17999999999999972,0.16999999999999993,5.34,5.41,5.22,0.1900000000000004,0.1800000000000006,5.055,5.21,4.85,0.3600000000000003,0.3600000000000003,5.245,5.36,5.0,0.3600000000000003,0.3600000000000003,1484192,1799633,1111463,688170,-677457
2016-02-21,5.108333333333333,5.4,5.0,0.40000000000000036,-0.3100000000000005,5.1850000000000005,5.45,5.09,0.3600000000000003,-0.3600000000000003,4.958333333333333,5.09,4.81,0.28000000000000025,0.019999999999999574,5.068333333333333,5.1,4.98,0.11999999999999922,0.0,1060449,1252224,803948,448276,-430856
2016-02-28,5.25,5.75,4.95,0.7999999999999998,0.6799999999999997,5.43,5.96,5.07,0.8899999999999997,0.8099999999999996,5.138,5.62,4.81,0.8100000000000005,0.75,5.318,5.72,4.9,0.8199999999999994,0.8199999999999994,1450008,2454006,796996,1657010,829325
2016-03-06,5.5600000000000005,5.69,5.25,0.4400000000000004,-0.11000000000000032,5.774,5.96,5.61,0.34999999999999964,-0.13999999999999968,5.396,5.57,5.25,0.3200000000000003,-0.15000000000000036,5.55,5.66,5.32,0.33999999999999986,0.020000000000000462,1553700,3033194,910262,2122932,501346
