Date,MGPI_stock_Open_average,MGPI_stock_Open_max,MGPI_stock_Open_min,MGPI_stock_Open_volatility,MGPI_stock_Open_change,MGPI_stock_High_average,MGPI_stock_High_max,MGPI_stock_High_min,MGPI_stock_High_volatility,MGPI_stock_High_change,MGPI_stock_Low_average,MGPI_stock_Low_max,MGPI_stock_Low_min,MGPI_stock_Low_volatility,MGPI_stock_Low_change,MGPI_stock_Close_average,MGPI_stock_Close_max,MGPI_stock_Close_min,MGPI_stock_Close_volatility,MGPI_stock_Close_change,MGPI_stock_Volume_average,MGPI_stock_Volume_max,MGPI_stock_Volume_min,MGPI_stock_Volume_volatility,MGPI_stock_Volume_change
2016-01-03,24.374,25.21,23.72,1.490000000000002,-1.490000000000002,24.716,25.41,23.9,1.5100000000000016,-1.5100000000000016,23.817999999999998,24.38,22.95,1.4299999999999997,-1.129999999999999,24.128,24.73,23.0,1.7300000000000004,-1.5199999999999996,173875,240664,123278,117386,-117386
2016-01-10,22.48,23.21,21.56,1.6500000000000021,-1.6500000000000021,22.785999999999998,23.49,21.9,1.5899999999999999,-1.5899999999999999,21.722,22.6,20.7,1.9000000000000021,-1.8100000000000023,22.1,22.76,21.33,1.4300000000000033,-1.3300000000000018,101800,131369,68487,62882,-2863
2016-01-17,21.384999999999998,21.75,20.74,1.0100000000000016,0.120000000000001,21.7825,22.23,21.41,0.8200000000000003,0.23000000000000043,20.845,21.44,19.91,1.5300000000000011,0.610000000000003,21.4775,22.11,21.24,0.870000000000001,0.870000000000001,128808,173272,92300,80972,-67812
2016-01-24,21.698,22.08,21.41,0.6699999999999982,-0.48999999999999844,22.094,22.43,21.76,0.6699999999999982,0.17999999999999972,21.334,21.59,21.0,0.5899999999999999,0.14000000000000057,21.72,22.38,21.26,1.1199999999999974,0.8099999999999987,84726,133188,50009,83179,-50017
2016-01-31,22.246000000000002,22.62,21.59,1.0300000000000011,-0.6700000000000017,22.682,23.11,21.8,1.3099999999999987,-1.120000000000001,21.688,22.24,21.1,1.139999999999997,-1.139999999999997,22.176,22.84,21.27,1.5700000000000003,-1.3399999999999999,81792,113748,51236,62512,62512
2016-02-07,21.628,22.83,21.06,1.7699999999999996,1.7699999999999996,22.536,24.28,21.69,2.59,2.59,21.45,22.83,20.59,2.2399999999999984,2.2399999999999984,22.208000000000002,23.64,21.51,2.129999999999999,2.0,76872,122419,47758,74661,51448
2016-02-14,23.88,24.5,23.25,1.25,-0.7399999999999984,24.4025,24.82,23.59,1.2300000000000004,-1.2300000000000004,23.0925,23.6,22.22,1.3800000000000026,-1.0700000000000003,23.4375,24.41,22.5,1.9100000000000001,-1.0,109828,145656,81846,63810,63810
2016-02-21,23.086666666666666,23.69,22.16,1.5300000000000011,0.8399999999999999,23.505,23.75,23.12,0.629999999999999,0.3999999999999986,22.773333333333333,23.52,22.06,1.4600000000000009,1.3099999999999987,23.28333333333333,23.63,22.32,1.3099999999999987,1.1999999999999993,59943,120325,0,120325,-71761
2016-02-28,23.922,24.61,23.6,1.009999999999998,0.8499999999999979,24.298,24.97,23.76,1.2099999999999973,1.2099999999999973,23.528,24.31,22.94,1.3699999999999974,0.9299999999999997,24.1,24.72,23.39,1.3299999999999983,1.3299999999999983,79139,102388,41610,60778,-20377
2016-03-06,24.576,26.25,22.49,3.7600000000000016,-2.1700000000000017,25.156,26.52,22.88,3.6400000000000006,-2.080000000000002,23.344,25.04,21.47,3.5700000000000003,-2.6700000000000017,24.004,26.45,21.89,4.559999999999999,-2.539999999999999,155379,321838,75978,245860,79596
2016-03-13,22.694,24.08,21.85,2.229999999999997,2.049999999999997,23.28,24.14,22.5,1.6400000000000006,1.4200000000000017,22.064,22.75,21.43,1.3200000000000003,1.0700000000000003,22.806,23.94,21.88,2.0600000000000023,0.4400000000000013,111446,140696,77013,63683,50721
2016-03-20,23.0225,23.29,22.63,0.6600000000000001,0.35999999999999943,23.525,23.69,23.21,0.4800000000000004,0.4499999999999993,22.7275,23.02,22.33,0.6900000000000013,0.6700000000000017,23.322499999999998,23.49,22.93,0.5599999999999987,0.5599999999999987,65189,92969,41581,51388,26394
2016-03-27,23.814,24.33,23.36,0.9699999999999989,0.360000000000003,24.256,24.69,23.73,0.9600000000000009,0.8900000000000006,23.23,24.01,22.32,1.6900000000000013,1.3000000000000007,23.971999999999998,24.4,23.41,0.9899999999999984,0.9899999999999984,108688,192300,46970,145330,-145330
2016-04-03,23.701999999999998,24.41,23.36,1.0500000000000007,-0.4200000000000017,24.29,25.35,23.63,1.7200000000000024,0.9400000000000013,23.066,23.75,22.11,1.6400000000000006,0.030000000000001137,24.014,25.29,23.39,1.8999999999999986,1.3999999999999986,72285,150537,46059,104478,91374
2016-04-10,25.414,25.64,25.2,0.4400000000000013,0.14000000000000057,25.75,25.99,25.43,0.5599999999999987,0.06999999999999673,25.166,25.64,24.69,0.9499999999999993,0.46000000000000085,25.466,25.82,25.15,0.6700000000000017,0.379999999999999,73545,110063,47454,62609,-41413
2016-04-17,26.27,26.7,25.85,0.8499999999999979,-0.03999999999999915,26.55,26.8,26.07,0.7300000000000004,-0.4299999999999997,25.746,26.41,25.23,1.1799999999999997,-0.3200000000000003,26.32,26.8,25.75,1.0500000000000007,-0.46000000000000085,69647,88790,45859,42931,8976
2016-04-24,26.274,26.52,25.89,0.629999999999999,0.629999999999999,26.588,26.71,26.45,0.26000000000000156,0.19000000000000128,25.81,26.06,25.55,0.509999999999998,0.509999999999998,26.334,26.46,26.02,0.4400000000000013,0.40000000000000213,80676,131334,46254,85080,-34816
2016-05-01,26.348,26.62,26.17,0.4499999999999993,-0.35999999999999943,26.89,27.62,26.61,1.0100000000000016,0.8300000000000018,25.706,26.05,24.92,1.129999999999999,-0.20000000000000284,26.61,27.59,26.25,1.3399999999999999,1.0599999999999987,121735,306193,41463,264730,80712
