Date,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_change
2016-09-18,66.61,66.61,66.61,0.0,0.0,67.25,67.25,67.25,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2016-09-25,64.54,64.54,64.54,0.0,0.0,65.32,65.32,65.32,0.0,0.0,63.76,63.76,63.76,0.0,0.0,64.79,64.79,64.79,0.0,0.0
2016-10-02,67.01,67.01,67.01,0.0,0.0,67.12,67.12,67.12,0.0,0.0,64.25,64.25,64.25,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2016-10-09,62.78,62.78,62.78,0.0,0.0,63.07,63.07,63.07,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2016-10-16,63.86,63.86,63.86,0.0,0.0,65.15,65.15,65.15,0.0,0.0,63.65,63.65,63.65,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2016-10-23,62.51,62.51,62.51,0.0,0.0,63.29,63.29,63.29,0.0,0.0,60.66,60.66,60.66,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2016-10-30,57.01,57.01,57.01,0.0,0.0,57.77,57.77,57.77,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2016-11-06,49.7,49.7,49.7,0.0,0.0,51.02,51.02,51.02,0.0,0.0,47.84,47.84,47.84,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2016-11-13,50.83,50.83,50.83,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2016-11-20,52.72,52.72,52.72,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2016-11-27,51.82,51.82,51.82,0.0,0.0,52.72,52.72,52.72,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2016-12-04,56.53,56.53,56.53,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2016-12-11,52.12,52.12,52.12,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2016-12-18,48.92,48.92,48.92,0.0,0.0,49.67,49.67,49.67,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2016-12-25,53.97,53.97,53.97,0.0,0.0,54.01,54.01,54.01,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2017-01-01,57.15,57.15,57.15,0.0,0.0,57.34,57.34,57.34,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2017-01-08,59.98,59.98,59.98,0.0,0.0,60.72,60.72,60.72,0.0,0.0,59.86,59.86,59.86,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2017-01-15,59.07,59.07,59.07,0.0,0.0,59.47,59.47,59.47,0.0,0.0,58.33,58.33,58.33,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2017-01-22,64.28,64.28,64.28,0.0,0.0,64.64,64.64,64.64,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.33,64.33,64.33,0.0,0.0
2017-01-29,65.5,65.5,65.5,0.0,0.0,66.16,66.16,66.16,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2017-02-05,66.95,66.95,66.95,0.0,0.0,68.22,68.22,68.22,0.0,0.0,66.77,66.77,66.77,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2017-02-12,68.3,68.3,68.3,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2017-02-19,69.45,69.45,69.45,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2017-02-26,67.16,67.16,67.16,0.0,0.0,67.92,67.92,67.92,0.0,0.0,66.56,66.56,66.56,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2017-03-05,66.1,66.1,66.1,0.0,0.0,66.69,66.69,66.69,0.0,0.0,65.67,65.67,65.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2017-03-12,75.18,75.18,75.18,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2017-03-19,75.47,75.47,75.47,0.0,0.0,76.67,76.67,76.67,0.0,0.0,75.47,75.47,75.47,0.0,0.0,76.37,76.37,76.37,0.0,0.0
2017-03-26,74.01,74.01,74.01,0.0,0.0,74.28,74.28,74.28,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2017-04-02,73.62,73.62,73.62,0.0,0.0,74.62,74.62,74.62,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2017-04-09,73.72,73.72,73.72,0.0,0.0,74.28,74.28,74.28,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2017-04-16,73.03,73.03,73.03,0.0,0.0,73.28,73.28,73.28,0.0,0.0,72.6,72.6,72.6,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2017-04-23,77.11,77.11,77.11,0.0,0.0,77.62,77.62,77.62,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2017-04-30,75.59,75.59,75.59,0.0,0.0,77.87,77.87,77.87,0.0,0.0,75.57,75.57,75.57,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2017-05-07,83.27,83.27,83.27,0.0,0.0,84.15,84.15,84.15,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.9,83.9,83.9,0.0,0.0
2017-05-14,81.5,81.5,81.5,0.0,0.0,83.56,83.56,83.56,0.0,0.0,81.48,81.48,81.48,0.0,0.0,83.08,83.08,83.08,0.0,0.0
2017-05-21,86.16,86.16,86.16,0.0,0.0,86.76,86.76,86.76,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.54,86.54,86.54,0.0,0.0
2017-05-28,86.45,86.45,86.45,0.0,0.0,86.85,86.85,86.85,0.0,0.0,85.7,85.7,85.7,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2017-06-04,87.94,87.94,87.94,0.0,0.0,88.3,88.3,88.3,0.0,0.0,84.26,84.26,84.26,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2017-06-11,83.32,83.32,83.32,0.0,0.0,83.58,83.58,83.58,0.0,0.0,82.14,82.14,82.14,0.0,0.0,83.23,83.23,83.23,0.0,0.0
2017-06-18,85.09,85.09,85.09,0.0,0.0,86.46,86.46,86.46,0.0,0.0,84.92,84.92,84.92,0.0,0.0,86.03,86.03,86.03,0.0,0.0
2017-06-25,85.39,85.39,85.39,0.0,0.0,86.18,86.18,86.18,0.0,0.0,84.97,84.97,84.97,0.0,0.0,85.47,85.47,85.47,0.0,0.0
2017-07-02,83.53,83.53,83.53,0.0,0.0,83.95,83.95,83.95,0.0,0.0,82.39,82.39,82.39,0.0,0.0,83.46,83.46,83.46,0.0,0.0
2017-07-09,96.06,96.06,96.06,0.0,0.0,98.0,98.0,98.0,0.0,0.0,96.02,96.02,96.02,0.0,0.0,97.74,97.74,97.74,0.0,0.0
2017-07-16,99.52,99.52,99.52,0.0,0.0,99.52,99.52,99.52,0.0,0.0,98.36,98.36,98.36,0.0,0.0,99.12,99.12,99.12,0.0,0.0
2017-07-23,98.84,98.84,98.84,0.0,0.0,99.97,99.97,99.97,0.0,0.0,98.2,98.2,98.2,0.0,0.0,99.91,99.91,99.91,0.0,0.0
2017-07-30,100.67,100.67,100.67,0.0,0.0,101.34,101.34,101.34,0.0,0.0,99.59,99.59,99.59,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2017-08-06,93.58,93.58,93.58,0.0,0.0,95.09,95.09,95.09,0.0,0.0,92.74,92.74,92.74,0.0,0.0,94.09,94.09,94.09,0.0,0.0
2017-08-13,97.28,97.28,97.28,0.0,0.0,99.92,99.92,99.92,0.0,0.0,96.4,96.4,96.4,0.0,0.0,98.55,98.55,98.55,0.0,0.0
2017-08-20,107.3,107.3,107.3,0.0,0.0,108.26,108.26,108.26,0.0,0.0,106.76,106.76,106.76,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2017-08-27,107.84,107.84,107.84,0.0,0.0,109.04,109.04,109.04,0.0,0.0,107.56,107.56,107.56,0.0,0.0,108.92,108.92,108.92,0.0,0.0
2017-09-03,108.39,108.39,108.39,0.0,0.0,108.4,108.4,108.4,0.0,0.0,106.31,106.31,106.31,0.0,0.0,106.82,106.82,106.82,0.0,0.0
2017-09-10,110.33,110.33,110.33,0.0,0.0,112.25,112.25,112.25,0.0,0.0,109.76,109.76,109.76,0.0,0.0,111.87,111.87,111.87,0.0,0.0
2017-09-17,110.25,110.25,110.25,0.0,0.0,110.75,110.75,110.75,0.0,0.0,109.63,109.63,109.63,0.0,0.0,110.1,110.1,110.1,0.0,0.0
2017-09-24,104.54,104.54,104.54,0.0,0.0,106.6,106.6,106.6,0.0,0.0,103.99,103.99,103.99,0.0,0.0,105.73,105.73,105.73,0.0,0.0
2017-10-01,110.0,110.0,110.0,0.0,0.0,111.73,111.73,111.73,0.0,0.0,109.26,109.26,109.26,0.0,0.0,111.47,111.47,111.47,0.0,0.0
2017-10-08,119.03,119.03,119.03,0.0,0.0,119.8,119.8,119.8,0.0,0.0,118.72,118.72,118.72,0.0,0.0,119.05,119.05,119.05,0.0,0.0
2017-10-15,116.47,116.47,116.47,0.0,0.0,116.54,116.54,116.54,0.0,0.0,115.4,115.4,115.4,0.0,0.0,115.89,115.89,115.89,0.0,0.0
2017-10-22,111.67,111.67,111.67,0.0,0.0,115.19,115.19,115.19,0.0,0.0,110.99,110.99,110.99,0.0,0.0,115.01,115.01,115.01,0.0,0.0
2017-10-29,117.65,117.65,117.65,0.0,0.0,117.65,117.65,117.65,0.0,0.0,114.32,114.32,114.32,0.0,0.0,116.42,116.42,116.42,0.0,0.0
2017-11-05,116.66,116.66,116.66,0.0,0.0,116.77,116.77,116.77,0.0,0.0,114.97,114.97,114.97,0.0,0.0,115.78,115.78,115.78,0.0,0.0
2017-11-12,118.75,118.75,118.75,0.0,0.0,120.84,120.84,120.84,0.0,0.0,118.62,118.62,118.62,0.0,0.0,119.45,119.45,119.45,0.0,0.0
2017-11-19,125.9,125.9,125.9,0.0,0.0,126.43,126.43,126.43,0.0,0.0,125.5,125.5,125.5,0.0,0.0,126.03,126.03,126.03,0.0,0.0
2017-11-26,112.72,112.72,112.72,0.0,0.0,113.31,113.31,113.31,0.0,0.0,110.1,110.1,110.1,0.0,0.0,111.91,111.91,111.91,0.0,0.0
2017-12-03,112.15,112.15,112.15,0.0,0.0,112.55,112.55,112.55,0.0,0.0,110.78,110.78,110.78,0.0,0.0,112.15,112.15,112.15,0.0,0.0
2017-12-10,113.78,113.78,113.78,0.0,0.0,114.26,114.26,114.26,0.0,0.0,112.0,112.0,112.0,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2017-12-17,119.38,119.38,119.38,0.0,0.0,121.06,121.06,121.06,0.0,0.0,118.98,118.98,118.98,0.0,0.0,120.91,120.91,120.91,0.0,0.0
2017-12-24,127.03,127.03,127.03,0.0,0.0,127.35,127.35,127.35,0.0,0.0,125.34,125.34,125.34,0.0,0.0,125.74,125.74,125.74,0.0,0.0
2017-12-31,139.72,139.72,139.72,0.0,0.0,142.33,142.33,142.33,0.0,0.0,139.19,139.19,139.19,0.0,0.0,142.02,142.02,142.02,0.0,0.0
