Date,HOPEStock_Open_average,HOPEStock_Open_max,HOPEStock_Open_min,HOPEStock_Open_volatility,HOPEStock_Open_change,HOPEStock_High_average,HOPEStock_High_max,HOPEStock_High_min,HOPEStock_High_volatility,HOPEStock_High_change,HOPEStock_Low_average,HOPEStock_Low_max,HOPEStock_Low_min,HOPEStock_Low_volatility,HOPEStock_Low_change,HOPEStock_Close_average,HOPEStock_Close_max,HOPEStock_Close_min,HOPEStock_Close_volatility,HOPEStock_Close_change,HOPEStock_Volume_average,HOPEStock_Volume_max,HOPEStock_Volume_min,HOPEStock_Volume_volatility,HOPEStock_Volume_change
2016-01-03,16.644000000000002,16.96,16.35,0.6099999999999994,-0.6000000000000014,16.746,17.0,16.36,0.6400000000000006,-0.6400000000000006,16.28,16.6,15.64,0.9600000000000009,-0.9600000000000009,16.4,16.8,15.67,1.1300000000000008,-1.1100000000000012,684324,1137386,480664,656722,375266
2016-01-10,15.616,15.99,14.98,1.0099999999999998,-0.8300000000000001,15.808,15.99,15.54,0.45000000000000107,-0.45000000000000107,15.342,15.72,14.98,0.7400000000000002,-0.7400000000000002,15.613999999999999,15.87,15.36,0.5099999999999998,-0.33999999999999986,677818,1045025,460917,584108,473106
2016-01-17,15.0925,15.79,14.69,1.0999999999999996,-1.0999999999999996,15.2975,15.79,14.96,0.8299999999999983,-0.8299999999999983,14.629999999999999,15.0,14.44,0.5600000000000005,-0.4800000000000004,14.94,15.23,14.58,0.6500000000000004,-0.3100000000000005,685163,880716,482853,397863,-339719
2016-01-24,14.76,14.94,14.64,0.29999999999999893,0.22999999999999865,15.01,15.2,14.82,0.379999999999999,0.379999999999999,14.494,14.8,14.31,0.4900000000000002,0.4900000000000002,14.758,15.2,14.36,0.8399999999999999,0.8399999999999999,597503,804663,385326,419337,333481
2016-01-31,14.996,15.15,14.8,0.34999999999999964,-0.16999999999999993,15.192,15.48,15.04,0.4400000000000013,-0.34999999999999964,14.66,14.84,14.42,0.41999999999999993,-0.2699999999999996,14.914,15.31,14.57,0.7400000000000002,-0.7400000000000002,537932,592527,479553,112974,49799
2016-02-07,14.248,14.58,13.9,0.6799999999999997,-0.5299999999999994,14.5,14.83,14.11,0.7200000000000006,-0.39000000000000057,14.022,14.23,13.62,0.6100000000000012,-0.2400000000000002,14.27,14.58,13.79,0.7900000000000009,-0.33000000000000007,538288,725115,368605,356510,149791
2016-02-14,14.335,14.65,13.85,0.8000000000000007,-0.5800000000000001,14.46,14.68,14.11,0.5700000000000003,-0.5300000000000011,14.035,14.3,13.81,0.4900000000000002,-0.40000000000000036,14.2,14.58,13.9,0.6799999999999997,-0.6500000000000004,553223,766507,394855,371652,371652
2016-02-21,14.27,14.66,13.95,0.7100000000000009,0.6999999999999993,14.486666666666666,14.77,14.24,0.5299999999999994,0.23000000000000043,14.094999999999999,14.65,13.59,1.0600000000000005,0.7900000000000009,14.406666666666666,14.66,14.07,0.5899999999999999,0.2900000000000009,523428,958556,382656,575900,-575900
2016-02-28,14.702,14.98,14.37,0.6100000000000012,0.34999999999999964,14.892,15.11,14.65,0.4599999999999991,0.4599999999999991,14.522,14.84,14.3,0.5399999999999991,0.5399999999999991,14.774000000000001,15.09,14.31,0.7799999999999994,0.7799999999999994,457344,607738,342864,264874,4977
2016-03-06,15.03,15.07,14.96,0.10999999999999943,0.010000000000001563,15.244,15.33,15.16,0.16999999999999993,-0.08999999999999986,14.878,15.01,14.61,0.40000000000000036,-0.009999999999999787,15.048,15.23,14.93,0.3000000000000007,-0.019999999999999574,288297,375818,215695,160123,-140272
