Date,EPMStock_Open_average,EPMStock_Open_max,EPMStock_Open_min,EPMStock_Open_volatility,EPMStock_Open_change,EPMStock_High_average,EPMStock_High_max,EPMStock_High_min,EPMStock_High_volatility,EPMStock_High_change,EPMStock_Low_average,EPMStock_Low_max,EPMStock_Low_min,EPMStock_Low_volatility,EPMStock_Low_change,EPMStock_Close_average,EPMStock_Close_max,EPMStock_Close_min,EPMStock_Close_volatility,EPMStock_Close_change,EPMStock_Volume_average,EPMStock_Volume_max,EPMStock_Volume_min,EPMStock_Volume_volatility,EPMStock_Volume_change
2016-01-03,4.652,4.84,4.47,0.3700000000000001,-0.3700000000000001,4.718,4.88,4.47,0.41000000000000014,-0.41000000000000014,4.508,4.66,4.22,0.4400000000000004,-0.39000000000000057,4.622,4.75,4.44,0.3099999999999996,-0.3099999999999996,12872,18322,6511,11811,-6318
2016-01-10,4.094,4.37,3.81,0.56,-0.56,4.1659999999999995,4.38,4.0,0.3799999999999999,-0.3799999999999999,3.94,4.19,3.81,0.38000000000000034,-0.38000000000000034,3.9939999999999998,4.21,3.88,0.33000000000000007,-0.29000000000000004,19132,27001,14627,12374,6084
2016-01-17,3.9475000000000002,4.28,3.74,0.54,0.3400000000000003,4.115,4.39,3.91,0.47999999999999954,0.44999999999999973,3.8625,4.25,3.6,0.6499999999999999,0.48,4.055,4.33,3.83,0.5,0.5,16686,19957,13076,6881,5650
2016-01-24,4.296,4.47,4.13,0.33999999999999986,0.16999999999999993,4.474,4.69,4.36,0.33000000000000007,0.29000000000000004,4.234,4.47,4.04,0.4299999999999997,0.4299999999999997,4.328,4.66,4.05,0.6100000000000003,0.6100000000000003,15282,20743,10637,10106,9160
2016-01-31,4.58,4.72,4.42,0.2999999999999998,-0.040000000000000036,4.698,4.75,4.54,0.20999999999999996,0.0,4.43,4.55,4.33,0.21999999999999975,-0.010000000000000675,4.578,4.75,4.43,0.3200000000000003,-0.08999999999999986,13881,27416,7678,19738,15098
2016-02-07,4.462,4.71,4.32,0.3899999999999997,0.14999999999999947,4.658,4.87,4.49,0.3799999999999999,-0.35000000000000053,4.3500000000000005,4.41,4.24,0.16999999999999993,0.08999999999999986,4.516,4.81,4.41,0.39999999999999947,-0.35999999999999943,11034,16953,6932,10021,-9344
2016-02-14,4.475,4.5,4.44,0.05999999999999961,-0.040000000000000036,4.495,4.51,4.46,0.04999999999999982,-0.040000000000000036,4.3275,4.39,4.2,0.1899999999999995,-0.14999999999999947,4.4175,4.51,4.24,0.2699999999999996,-0.20000000000000018,15154,21489,9384,12105,2042
2016-02-21,4.2219999999999995,4.39,4.09,0.2999999999999998,-0.08000000000000007,4.37,4.56,4.21,0.34999999999999964,0.08999999999999986,4.098,4.23,3.92,0.3100000000000005,-0.010000000000000675,4.262,4.42,4.13,0.29000000000000004,-0.08000000000000007,10160,12026,7787,4239,-2649
2016-02-28,4.372,4.41,4.29,0.1200000000000001,0.040000000000000036,4.532,4.71,4.36,0.34999999999999964,0.34999999999999964,4.336,4.41,4.24,0.16999999999999993,0.09000000000000075,4.494,4.65,4.32,0.33000000000000007,0.33000000000000007,26958,61804,6017,55787,17282
2016-03-06,4.832,5.0,4.7,0.2999999999999998,0.08999999999999986,4.93,5.07,4.84,0.23000000000000043,-0.1800000000000006,4.7139999999999995,4.76,4.67,0.08999999999999986,0.05999999999999961,4.796,4.97,4.73,0.23999999999999932,-0.1899999999999995,8164,11010,3635,7375,1207
2016-03-13,4.73,5.0,4.59,0.41000000000000014,0.3799999999999999,4.874,5.12,4.72,0.40000000000000036,0.40000000000000036,4.694,4.97,4.55,0.41999999999999993,0.34999999999999964,4.792,5.08,4.57,0.5099999999999998,0.4299999999999997,14683,52580,3529,49051,48192
2016-03-20,4.8925,5.11,4.58,0.5300000000000002,-0.5300000000000002,4.9425,5.11,4.74,0.3700000000000001,-0.3700000000000001,4.7575,4.98,4.5,0.4800000000000004,-0.4800000000000004,4.825,5.01,4.63,0.3799999999999999,-0.29000000000000004,6147,8325,3987,4338,-4338
2016-03-27,4.772,4.9,4.65,0.25,0.0699999999999994,4.859999999999999,5.02,4.72,0.2999999999999998,0.04999999999999982,4.714,4.86,4.61,0.25,0.03000000000000025,4.774,4.88,4.66,0.21999999999999975,0.040000000000000036,7265,13522,3582,9940,2529
2016-04-03,4.802,4.95,4.63,0.3200000000000003,0.28000000000000025,4.908,5.03,4.78,0.25,0.25,4.774,4.91,4.59,0.3200000000000003,0.3200000000000003,4.866,5.02,4.66,0.35999999999999943,0.35999999999999943,13880,24313,6720,17593,17593
2016-04-10,5.26,5.4,5.03,0.3700000000000001,0.34999999999999964,5.382,5.5,5.1,0.40000000000000036,0.28000000000000025,5.238,5.4,5.03,0.3700000000000001,0.2699999999999996,5.334,5.46,5.1,0.3600000000000003,0.20999999999999996,9813,12376,4009,8367,8367
2016-04-17,5.36,5.48,5.13,0.35000000000000053,0.16999999999999993,5.532,5.7,5.44,0.2599999999999998,0.2599999999999998,5.31,5.42,5.08,0.33999999999999986,0.21999999999999975,5.466,5.57,5.33,0.2400000000000002,0.1299999999999999,6336,9380,4103,5277,4051
2016-04-24,5.442,5.58,5.33,0.25,0.15000000000000036,5.542,5.62,5.46,0.16000000000000014,0.10000000000000053,5.402,5.48,5.31,0.17000000000000082,0.1200000000000001,5.472,5.58,5.32,0.2599999999999998,0.21999999999999975,8867,13785,4492,9293,273
2016-05-01,5.244,5.49,5.05,0.4400000000000004,-0.3600000000000003,5.422,5.8,5.21,0.5899999999999999,-0.2599999999999998,5.108,5.34,5.01,0.33000000000000007,-0.2999999999999998,5.168,5.39,5.01,0.3799999999999999,-0.34999999999999964,9782,14140,3753,10387,6501
2016-05-08,5.1899999999999995,5.38,4.99,0.3899999999999997,0.29000000000000004,5.274,5.38,5.03,0.34999999999999964,0.3099999999999996,5.154,5.35,4.93,0.41999999999999993,0.33999999999999986,5.232,5.35,4.94,0.40999999999999925,0.33999999999999986,7397,12667,4725,7942,-5112
2016-05-15,5.292,5.35,5.15,0.1999999999999993,-0.07000000000000028,5.362,5.48,5.26,0.22000000000000064,-0.20000000000000018,5.242,5.34,5.1,0.2400000000000002,-0.1200000000000001,5.292,5.38,5.23,0.14999999999999947,-0.11000000000000032,7087,9616,3678,5938,-160
2016-05-22,5.564,5.92,5.24,0.6799999999999997,0.2599999999999998,5.728,5.95,5.4,0.5499999999999998,0.15999999999999925,5.46,5.77,5.0,0.7699999999999996,0.5,5.664,5.92,5.4,0.5199999999999996,0.14999999999999947,9604,18561,4187,14374,-13240
2016-05-29,5.5600000000000005,5.61,5.48,0.1299999999999999,0.04999999999999982,5.655,5.71,5.6,0.11000000000000032,-0.05000000000000071,5.525,5.56,5.48,0.07999999999999918,-0.040000000000000036,5.6175,5.71,5.53,0.17999999999999972,-0.05999999999999961,5260,7927,4105,3822,-3449
2016-06-05,5.6819999999999995,5.77,5.58,0.1899999999999995,0.13999999999999968,5.78,5.86,5.7,0.16000000000000014,0.0699999999999994,5.62,5.77,5.45,0.3199999999999994,-0.08999999999999986,5.6979999999999995,5.84,5.5,0.33999999999999986,-0.16000000000000014,6765,9045,5137,3908,630
