Date,SHO_stock_Open_average,SHO_stock_Open_max,SHO_stock_Open_min,SHO_stock_Open_volatility,SHO_stock_Open_change,SHO_stock_High_average,SHO_stock_High_max,SHO_stock_High_min,SHO_stock_High_volatility,SHO_stock_High_change,SHO_stock_Low_average,SHO_stock_Low_max,SHO_stock_Low_min,SHO_stock_Low_volatility,SHO_stock_Low_change,SHO_stock_Close_average,SHO_stock_Close_max,SHO_stock_Close_min,SHO_stock_Close_volatility,SHO_stock_Close_change,SHO_stock_Volume_average,SHO_stock_Volume_max,SHO_stock_Volume_min,SHO_stock_Volume_volatility,SHO_stock_Volume_change
2016-01-03,12.122,12.35,11.94,0.41000000000000014,-0.3899999999999988,12.272,12.54,12.03,0.5099999999999998,-0.33000000000000007,11.882,12.12,11.62,0.5,-0.3800000000000008,11.994,12.46,11.63,0.8300000000000001,-0.47999999999999865,3303387,4424333,2457512,1966821,-673309
2016-01-10,11.241999999999999,11.78,10.44,1.3399999999999999,-1.290000000000001,11.318,11.89,10.49,1.4000000000000004,-1.4000000000000004,10.792,11.58,9.97,1.6099999999999994,-1.6099999999999994,10.992,11.69,10.32,1.3699999999999992,-1.3699999999999992,3275649,4677754,2275331,2402423,611555
2016-01-17,10.4825,10.97,9.96,1.0099999999999998,0.4800000000000004,10.915,11.32,10.61,0.7100000000000009,0.7100000000000009,10.2475,10.96,9.53,1.4300000000000015,0.8900000000000006,10.655000000000001,11.25,10.13,1.1199999999999992,1.1199999999999992,4585780,6093438,3374921,2718517,1814560
2016-01-24,11.4,11.56,11.15,0.41000000000000014,0.34999999999999964,11.724,11.91,11.44,0.47000000000000064,0.47000000000000064,11.258000000000001,11.47,11.01,0.46000000000000085,0.46000000000000085,11.48,11.88,11.03,0.8500000000000014,0.8500000000000014,3299076,3524012,3157545,366467,125655
2016-01-31,11.436,11.76,11.26,0.5,-0.28999999999999915,11.622,11.86,11.33,0.5299999999999994,-0.05999999999999872,11.174,11.44,10.87,0.5700000000000003,-0.08000000000000007,11.434,11.65,11.19,0.46000000000000085,0.14000000000000057,2870002,3377683,2244919,1132764,619116
2016-02-07,11.51,11.69,11.29,0.40000000000000036,0.1899999999999995,11.782,12.01,11.57,0.4399999999999995,0.4399999999999995,11.4,11.61,11.21,0.3999999999999986,0.3999999999999986,11.628,11.94,11.45,0.4900000000000002,0.4900000000000002,2930756,3223966,2450405,773561,-517286
2016-02-14,12.11,12.33,11.84,0.4900000000000002,0.35999999999999943,12.415,12.74,12.1,0.6400000000000006,0.1899999999999995,12.0075,12.21,11.76,0.45000000000000107,0.23000000000000043,12.2025,12.32,12.0,0.3200000000000003,0.23000000000000043,3178394,3636971,2384294,1252677,-1252677
2016-02-21,12.498,12.92,12.29,0.6300000000000008,0.5399999999999991,12.914,13.31,12.59,0.7200000000000006,0.5400000000000009,12.356,12.73,11.99,0.7400000000000002,0.370000000000001,12.608,12.88,12.4,0.4800000000000004,0.3100000000000005,2569155,4278175,1623290,2654885,324445
2016-02-28,13.282,13.65,12.78,0.870000000000001,0.870000000000001,13.504,13.86,13.05,0.8099999999999987,0.8099999999999987,13.171999999999999,13.53,12.69,0.8399999999999999,0.8399999999999999,13.418000000000001,13.65,12.9,0.75,0.75,2971999,3175452,2600456,574996,-574996
2016-03-06,13.502,13.67,13.43,0.2400000000000002,-0.05000000000000071,13.628,13.73,13.51,0.22000000000000064,-0.0600000000000005,13.25,13.44,12.94,0.5,-0.1999999999999993,13.443999999999999,13.7,13.18,0.5199999999999996,-0.10999999999999943,2404095,3041980,2128515,913465,-735402
