Date,GIB_stock_Open_average,GIB_stock_Open_max,GIB_stock_Open_min,GIB_stock_Open_volatility,GIB_stock_Open_change,GIB_stock_High_average,GIB_stock_High_max,GIB_stock_High_min,GIB_stock_High_volatility,GIB_stock_High_change,GIB_stock_Low_average,GIB_stock_Low_max,GIB_stock_Low_min,GIB_stock_Low_volatility,GIB_stock_Low_change,GIB_stock_Close_average,GIB_stock_Close_max,GIB_stock_Close_min,GIB_stock_Close_volatility,GIB_stock_Close_change,GIB_stock_Volume_average,GIB_stock_Volume_max,GIB_stock_Volume_min,GIB_stock_Volume_volatility,GIB_stock_Volume_change
2016-01-03,38.39,39.12,37.77,1.3499999999999943,-1.3499999999999943,38.768,39.29,38.16,1.1300000000000026,-0.759999999999998,37.964,38.78,37.36,1.4200000000000017,-0.8399999999999963,38.336,39.07,37.62,1.4500000000000028,-1.1899999999999977,204852,236513,158738,77775,13352
2016-01-10,37.788000000000004,38.52,36.79,1.730000000000004,-1.0900000000000034,38.22,38.68,37.49,1.1899999999999977,-0.6799999999999997,37.354,37.79,36.79,1.0,-0.39000000000000057,37.822,38.52,37.26,1.2600000000000051,-0.21999999999999886,225793,374102,136374,237728,118897
2016-01-17,37.435,38.52,36.69,1.8300000000000054,1.480000000000004,38.022499999999994,38.83,37.62,1.2100000000000009,1.1000000000000014,37.015,38.38,36.04,2.3400000000000034,1.6200000000000045,37.7525,38.75,37.27,1.4799999999999969,1.4799999999999969,296233,307789,284927,22862,-1266
2016-01-24,40.334,42.66,38.59,4.069999999999993,4.069999999999993,41.4,42.98,39.06,3.9199999999999946,3.9199999999999946,40.022,42.14,38.16,3.980000000000004,3.980000000000004,40.894,42.9,38.63,4.269999999999996,4.269999999999996,411102,626011,293188,332823,34902
2016-01-31,43.22,44.02,42.38,1.6400000000000006,1.1400000000000006,43.93,44.68,43.4,1.2800000000000011,0.38000000000000256,42.578,43.7,41.51,2.190000000000005,-0.8300000000000054,43.256,44.16,41.54,2.6199999999999974,-1.7700000000000031,395957,569259,281692,287567,101234
2016-02-07,40.512,41.36,39.86,1.5,-0.3500000000000014,41.126000000000005,41.95,40.27,1.6799999999999997,-0.5899999999999963,39.936,40.81,39.37,1.4400000000000048,0.0799999999999983,40.532,41.21,40.01,1.2000000000000028,-0.38000000000000256,342667,494112,162595,331517,-139989
2016-02-14,41.1775,41.78,40.3,1.480000000000004,1.1600000000000037,41.69,42.1,40.87,1.230000000000004,0.970000000000006,40.8925,41.64,39.92,1.7199999999999989,0.9600000000000009,41.44,41.73,40.67,1.0599999999999952,1.0499999999999972,320996,369554,250906,118648,-69157
2016-02-21,41.72,42.22,41.23,0.990000000000002,-0.3299999999999983,42.092,42.51,41.72,0.7899999999999991,-0.23999999999999488,41.324,41.8,40.46,1.3399999999999963,-0.07000000000000028,41.788000000000004,41.9,41.6,0.29999999999999716,0.04999999999999716,202865,280329,115173,165156,3884
2016-02-28,42.565999999999995,43.3,41.8,1.5,1.5,43.086,43.5,42.36,1.1400000000000006,1.0499999999999972,42.12,42.89,41.55,1.3400000000000034,0.7900000000000063,42.71,43.27,41.8,1.470000000000006,0.7000000000000028,290435,529643,187545,342098,53484
2016-03-06,42.814,43.81,42.2,1.6099999999999994,1.2399999999999949,43.538,43.98,42.94,1.0399999999999991,0.9799999999999969,42.468,43.25,42.06,1.1899999999999977,1.0499999999999972,42.976,43.78,42.28,1.5,1.0300000000000011,211098,310036,171488,138548,-46499
